日付,曜日,特定日,1076番台,,,,,1077番台,,,,,1078番台,,,,,1080番台,,,,,1081番台,,,,,1082番台,,,,,1083番台,,,,,1085番台,,,,
,,,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成
2025-12-29,月,いいえ,"+1,767","2,101",14,8,1/96,"-3,317","5,972",18,7,1/239,+448,"5,807",27,16,1/135,"-5,805","6,722",12,10,1/306,"-2,405","5,211",14,12,1/200,"-1,002","3,307",12,4,1/207,-158,818,3,4,1/117,"-2,939","4,907",12,12,1/204
2025-12-28,日,いいえ,"-1,145","5,147",17,15,1/161,"-1,208","4,507",14,13,1/167,+834,"2,254",12,6,1/125,"-1,103","4,518",16,10,1/174,"-5,804","5,036",5,7,1/420,"+1,079","1,401",9,4,1/108,+995,"1,952",10,9,1/103,"+1,077","3,818",21,7,1/136
2025-12-27,土,いいえ,"-1,855","3,843",11,8,1/202,"-2,230","5,918",20,9,1/204,-292,861,4,3,1/123,"-2,279","3,660",9,8,1/215,"-1,896","3,431",8,11,1/181,+344,841,5,1,1/140,"+1,822","4,975",28,11,1/128,-206,"4,484",15,19,1/132
2025-12-26,金,はい,"-1,363","3,625",12,5,1/213,"-1,289","3,824",13,6,1/201,"+1,628","5,620",25,24,1/115,"-1,002","4,118",14,9,1/179,-963,"3,342",13,3,1/209,"+2,382","6,599",34,20,1/122,"+1,484","3,385",18,10,1/121,"-1,090",908,1,1,1/454
2025-12-25,木,いいえ,"+1,038","4,642",24,9,1/141,-629,469,0,1,1/469,"-1,301","3,405",8,12,1/170,+0,"1,643",7,5,1/137,"-1,040","1,649",3,5,1/206,"-1,172","2,060",5,3,1/258,"-1,357","2,142",4,7,1/195,+513,"1,152",8,1,1/128
2025-12-24,水,いいえ,"-3,766","4,190",6,7,1/322,"-2,020","4,924",13,16,1/170,+746,"3,504",18,7,1/140,"+1,981","4,624",20,24,1/105,"+2,782","3,104",20,13,1/94,"-2,995","6,134",14,19,1/186,-683,"3,448",13,6,1/181,"-3,411","7,215",19,17,1/200
2025-12-23,火,はい,-767,"3,563",13,9,1/162,+777,"3,909",19,12,1/126,-468,293,0,0,-,"+3,328","3,084",23,10,1/93,-749,470,0,0,-,"-2,272","3,471",8,4,1/289,"-1,334","1,417",2,2,1/354,-757,"4,214",13,17,1/140
2025-12-21,日,いいえ,"-3,116","7,640",23,16,1/196,-301,"6,829",27,17,1/155,"+1,300","6,501",30,20,1/130,+192,"9,249",41,22,1/147,"+8,303","9,230",64,28,1/100,+761,"8,392",36,23,1/142,"-3,378","8,061",24,16,1/202,"-2,324","8,242",29,17,1/179
2025-12-20,土,いいえ,-809,723,1,2,1/241,-243,"2,789",11,6,1/164,-79,"3,106",12,10,1/141,"-1,389","1,364",1,4,1/273,"-1,411","5,627",18,15,1/171,-373,233,0,0,-,-273,"3,523",14,8,1/160,-630,"2,192",8,4,1/183
2025-12-19,金,いいえ,"-3,171","4,885",12,12,1/204,-509,"2,153",7,8,1/144,-688,"2,938",10,9,1/155,-811,"2,091",7,2,1/232,+669,797,4,6,1/80,"+3,062","2,284",17,11,1/82,"-3,225","7,667",23,16,1/197,+390,898,6,1,1/128
2025-12-18,木,いいえ,"+1,079",820,8,1,1/91,+549,"1,022",6,2,1/128,-369,"2,873",12,5,1/169,"+1,046","2,046",13,4,1/120,"-2,653","4,260",11,6,1/251,"+1,069","2,292",14,4,1/127,"-3,438","7,225",21,13,1/213,-312,"3,862",16,9,1/154
2025-12-17,水,いいえ,-113,"1,459",6,2,1/182,-304,"3,075",12,8,1/154,"-1,331","3,003",9,6,1/200,-449,"1,969",8,2,1/197,-45,975,6,3,1/108,"-2,257","4,391",10,12,1/200,"+1,981","5,432",30,15,1/121,"-1,570","4,283",14,8,1/195
2025-12-16,火,はい,+472,791,4,4,1/99,"-2,445","1,704",0,2,1/852,"-2,045","5,044",15,11,1/194,-127,644,4,2,1/107,+659,"2,232",11,7,1/124,+54,"2,402",9,9,1/133,-662,456,0,1,1/456,"-1,600","7,712",28,17,1/171
2025-12-15,月,いいえ,-758,670,1,1,1/335,"-3,881","5,718",13,12,1/229,"-1,831","2,094",4,2,1/349,"+2,286","2,862",19,9,1/102,-722,550,0,1,1/550,"-4,267","3,845",4,5,1/427,"+1,139","1,661",10,5,1/111,"+4,700","3,369",31,7,1/89
2025-12-14,日,いいえ,"+1,584","5,473",25,21,1/119,+725,"3,101",16,8,1/129,+593,"6,013",27,16,1/140,+750,"4,307",19,15,1/127,-179,"5,970",24,20,1/136,-683,"5,321",18,17,1/152,"-3,065","7,258",23,15,1/191,"-1,366","5,062",19,8,1/187
2025-12-13,土,はい,"-1,409","3,656",11,8,1/192,"-2,162","3,266",6,9,1/218,"-2,174","3,903",11,6,1/230,+997,"7,134",31,26,1/125,"-5,508","5,679",9,6,1/379,"+3,504","4,386",29,13,1/104,"-5,425","6,349",10,11,1/302,-226,"6,387",28,13,1/156
2025-12-12,金,いいえ,"+1,101","2,151",12,7,1/113,-143,690,4,1,1/138,+592,"2,559",13,6,1/135,"-2,113","2,176",3,4,1/311,+52,"1,356",5,6,1/123,+743,"3,367",15,12,1/125,"-2,885","4,951",13,9,1/225,"-3,815","3,071",1,5,1/512
2025-12-11,木,いいえ,-524,"2,441",9,5,1/174,-227,"4,930",21,12,1/149,"+1,362","1,951",11,10,1/93,"+2,193","3,405",18,15,1/103,"-2,604","3,800",7,10,1/224,"-1,019",687,0,1,1/687,-925,"7,244",29,17,1/157,-285,"2,450",9,8,1/144
2025-12-10,水,いいえ,+498,"3,765",18,9,1/139,"+3,915","3,038",27,5,1/95,+276,"2,521",10,9,1/133,"-2,044","4,248",14,5,1/224,"+2,119","2,122",17,1,1/118,-971,"2,003",4,7,1/182,+955,"1,878",10,7,1/110,"+2,779","3,009",20,11,1/97
2025-12-09,火,いいえ,"-3,763","5,767",14,10,1/240,+393,"1,765",9,4,1/136,"+1,685",954,9,4,1/73,"+2,686","4,739",30,10,1/118,"-1,517","4,539",15,8,1/197,"+1,698","3,743",21,13,1/110,"-1,282","4,670",16,10,1/180,"-1,991","4,647",13,12,1/186
2025-12-07,日,いいえ,"+2,402","6,043",33,15,1/126,+132,"4,901",20,16,1/136,"+2,147","9,533",44,34,1/122,+135,802,4,2,1/134,+204,"4,220",17,13,1/141,"+3,656","2,976",24,9,1/90,"-2,537","4,476",13,8,1/213,"-4,898","7,534",19,9,1/269
2025-12-06,土,はい,-647,"2,039",8,2,1/204,"+1,578","1,835",12,6,1/102,"+1,486","6,743",33,17,1/135,"-1,598","4,534",15,9,1/189,"-3,087","4,974",10,14,1/207,"-1,296","5,127",19,10,1/177,"+2,191","1,687",14,5,1/89,-256,"8,178",34,22,1/146
2025-12-05,金,いいえ,"-1,382","4,210",12,13,1/168,"+1,873","5,217",26,19,1/116,+414,759,5,1,1/127,-324,234,0,0,-,"+3,300","3,708",25,13,1/98,-361,890,5,0,1/178,"+2,237","7,403",37,23,1/123,"-1,870","2,288",4,5,1/254
2025-12-04,木,いいえ,+0,"1,240",5,3,1/155,"-1,903","5,468",18,10,1/195,+637,"5,108",21,19,1/128,-263,168,0,0,-,"+2,029","1,301",11,5,1/81,"+2,665","3,391",25,4,1/117,"+2,851","2,111",15,12,1/78,-123,"4,318",16,16,1/135
2025-12-03,水,はい,-594,"1,262",4,2,1/210,"-5,388","9,627",26,17,1/224,"+1,909","6,148",31,16,1/131,"+2,479","6,515",32,25,1/114,-986,"5,381",22,9,1/174,"+1,173","1,302",9,4,1/100,-37,325,1,3,1/81,"-1,926","6,999",26,12,1/184
2025-12-02,火,いいえ,-332,"2,132",9,4,1/164,"-1,473","1,155",1,1,1/578,"-3,984","4,821",8,9,1/284,+157,"1,487",5,7,1/124,+26,"1,369",6,4,1/137,"+1,385","1,897",11,8,1/100,"+3,675","2,926",25,5,1/98,"+5,857","5,835",43,15,1/101
2025-12-01,月,いいえ,"+4,730","7,064",43,24,1/105,-343,220,0,0,-,+138,990,5,2,1/141,"+2,473","5,982",33,15,1/125,"-3,112","4,922",13,8,1/234,-4,692,5,1,1/115,-546,691,1,4,1/138,+784,"3,058",17,6,1/133
2025-11-30,日,いいえ,+151,"4,830",22,8,1/161,"+3,272","3,314",23,13,1/92,"-2,879","6,836",17,21,1/180,"-1,040","5,057",15,19,1/149,+222,906,5,1,1/151,"+4,701","7,615",44,27,1/107,"+5,279","6,784",46,17,1/108,-449,"1,460",4,5,1/162
2025-11-29,土,いいえ,"-1,104","1,327",2,4,1/221,"+1,366","5,266",27,12,1/135,-189,"3,473",14,8,1/158,"+7,884","6,975",53,26,1/88,"-1,034","3,037",9,9,1/169,+354,427,3,1,1/107,"+4,382","5,335",32,26,1/92,"+1,360","3,935",22,7,1/136
2025-11-28,金,いいえ,-897,"1,288",2,4,1/215,"-1,336","1,530",3,1,1/383,+319,"2,091",11,2,1/161,"-3,733","3,100",4,0,1/775,-208,861,4,3,1/123,-291,200,0,0,-,+690,"1,094",7,1,1/137,"-1,990","4,469",13,11,1/186
2025-11-27,木,いいえ,-984,609,0,0,-,+571,738,5,2,1/105,"-1,857","3,204",6,12,1/178,-927,"1,626",4,3,1/232,-498,"9,313",38,28,1/141,-428,"1,308",4,3,1/187,+233,"1,499",7,4,1/136,"-2,285","6,075",21,11,1/190
2025-11-26,水,はい,"-4,585","4,974",8,6,1/355,-484,"4,645",19,11,1/155,"+1,915","8,629",41,25,1/131,"-2,602","5,028",14,8,1/229,"+1,205","2,282",11,12,1/99,"+5,030","2,395",26,7,1/73,"+2,221","3,033",20,8,1/108,"-2,187","8,908",31,18,1/182
2025-11-25,火,いいえ,"+4,665","8,131",47,28,1/108,"-2,884","5,132",13,10,1/223,"-1,167","4,287",14,11,1/171,-780,"1,445",4,3,1/206,+0,"3,479",16,9,1/139,+309,"1,255",6,3,1/139,"-2,578","4,253",11,8,1/224,"-2,352","4,367",13,7,1/218
2025-11-24,月,いいえ,-485,"1,522",5,3,1/190,"+2,900","6,005",34,19,1/113,"-3,818","5,751",11,16,1/213,"-2,257","9,870",33,26,1/167,+308,"5,386",24,13,1/146,-237,"5,333",20,18,1/140,-89,"4,849",20,14,1/143,"+5,893","2,626",30,9,1/67
2025-11-23,日,はい,"-1,670","5,805",18,17,1/166,"-1,670","3,440",9,8,1/202,"-1,092","4,713",15,15,1/157,"-1,053","4,812",17,10,1/178,+148,"5,758",26,10,1/160,-321,201,0,0,-,"-1,006","5,611",22,9,1/181,-166,"2,736",9,10,1/144
2025-11-22,土,いいえ,"-1,574","4,661",16,9,1/186,"-2,092","4,739",14,9,1/206,-386,"1,639",6,3,1/182,-270,696,3,2,1/139,"-3,905","5,575",14,7,1/265,"+1,833","5,974",33,9,1/142,-334,731,2,3,1/146,"+3,072","8,688",44,29,1/119
2025-11-21,金,いいえ,"-1,652","1,331",1,2,1/444,-667,"5,394",22,12,1/159,"-1,128","3,409",10,9,1/179,"-1,299","1,266",2,1,1/422,+291,"5,529",24,15,1/142,"-1,055","3,609",11,12,1/157,"-1,123","1,117",0,5,1/223,"+7,155","6,561",48,27,1/87
2025-11-20,木,いいえ,"+3,535","3,236",26,4,1/108,-644,458,0,1,1/458,-700,"1,406",4,3,1/201,"+2,891","2,397",19,7,1/92,+350,"1,969",7,10,1/116,"-1,914","1,691",0,6,1/282,"-2,698","4,493",11,9,1/225,-70,711,4,2,1/119
2025-11-19,水,いいえ,"-2,509","3,301",6,9,1/220,"-2,162","5,226",18,6,1/218,"-2,066","3,645",10,6,1/228,"-3,233","5,941",12,20,1/186,-802,"2,186",7,4,1/199,"-2,514","6,460",21,11,1/202,"+1,326","1,325",10,3,1/102,-538,512,1,0,1/512
2025-11-18,火,いいえ,"-3,701","5,922",15,9,1/247,"+1,713","2,287",14,9,1/99,"+3,242","6,706",38,19,1/118,-242,152,0,0,-,+256,"2,013",10,4,1/144,-317,193,0,0,-,-823,"2,396",7,6,1/184,"+4,315","1,984",20,12,1/62
2025-11-17,月,いいえ,+928,"1,821",12,4,1/114,"-1,904","3,935",11,9,1/197,-608,"2,180",6,7,1/168,-370,236,0,0,-,"-4,332","5,927",13,10,1/258,+283,599,4,1,1/120,-323,207,0,0,-,-371,223,0,0,-
2025-11-16,日,はい,"-3,140","5,562",14,11,1/222,"-3,196","6,368",17,14,1/205,"-1,366","4,193",13,10,1/182,"+6,832","3,483",36,11,1/74,"-4,619","8,651",24,13,1/234,"-4,974","7,006",14,12,1/269,"+3,778","6,827",39,24,1/108,"+1,210","5,043",25,14,1/129
2025-11-15,土,いいえ,+201,"2,021",10,4,1/144,"-2,145","4,348",13,7,1/217,+515,882,5,3,1/110,+291,"2,255",8,11,1/119,"+3,591","6,967",41,19,1/116,+853,"4,150",22,5,1/154,+868,"2,566",12,10,1/117,+331,"5,742",26,13,1/147
2025-11-14,金,いいえ,+496,"2,192",9,9,1/122,+818,754,6,1,1/108,-490,"2,974",9,11,1/149,"-1,772","5,225",15,14,1/180,"-1,068","2,045",7,2,1/227,-790,"3,816",13,9,1/173,"-2,181","3,457",8,7,1/230,+815,"2,220",12,7,1/117
2025-11-13,木,はい,"-1,457","1,818",3,5,1/227,"-2,325","3,386",6,10,1/212,+22,"4,511",19,11,1/150,"-2,378","9,306",34,17,1/182,-370,236,0,0,-,"-2,070","5,428",18,11,1/187,-291,191,0,0,-,"-1,429","4,259",12,8,1/213
2025-11-12,水,いいえ,-667,"1,847",4,7,1/168,"+2,896","2,040",17,7,1/85,+924,"2,423",14,4,1/135,+165,"3,622",15,12,1/134,"-3,143","6,228",16,15,1/201,"+1,862","4,230",24,9,1/128,+500,685,4,3,1/98,+249,"3,070",14,8,1/140
2025-11-11,火,いいえ,"-1,230","5,410",19,14,1/164,+648,426,3,3,1/71,"+1,403","3,497",19,11,1/117,-701,"2,833",10,7,1/167,-912,"4,580",15,14,1/158,-764,"1,295",4,2,1/216,+472,510,3,2,1/102,"-1,480","2,157",5,3,1/270
2025-11-10,月,いいえ,+437,527,4,1,1/105,+266,854,4,4,1/107,+314,"2,177",10,5,1/145,+253,845,4,3,1/121,+452,706,4,3,1/101,"+2,476","1,189",12,6,1/66,+732,"2,156",13,4,1/127,"+2,001","1,426",11,8,1/75
2025-11-09,日,いいえ,-611,"3,577",13,8,1/170,+808,"4,936",24,10,1/145,"-6,206","8,296",16,19,1/237,"-5,545","9,288",22,19,1/227,-716,"3,890",14,10,1/162,"+2,733","6,172",33,18,1/121,-986,"4,327",16,9,1/173,"-2,582","6,861",22,12,1/202
2025-11-08,土,いいえ,-797,"3,823",14,8,1/174,"-1,103","7,582",26,26,1/146,+433,"3,955",17,12,1/136,"-4,685","6,743",16,10,1/259,"+4,909","3,161",28,10,1/83,+641,"5,968",25,21,1/130,"+2,501","3,026",20,11,1/98,+180,517,3,1,1/129
2025-11-07,金,いいえ,-252,811,2,6,1/101,"-2,754","6,468",20,12,1/202,-37,"1,416",6,3,1/157,"+1,048","1,463",9,4,1/113,"+1,802","4,211",24,11,1/120,"-1,126","8,743",34,21,1/159,-528,"1,302",4,1,1/260,-772,547,0,1,1/547
2025-11-06,木,はい,"+1,308","2,242",15,3,1/125,-331,"5,704",24,11,1/163,-72,"1,599",4,10,1/114,+363,"4,483",19,14,1/136,"+1,615","1,681",12,5,1/99,-387,"4,335",16,13,1/149,"-3,763","4,146",6,7,1/319,"+3,532","8,001",44,27,1/113
2025-11-04,火,いいえ,"+8,184","6,215",50,23,1/85,-156,"5,544",23,12,1/158,"-1,935","3,135",9,3,1/261,-749,"4,807",19,11,1/160,-500,"2,112",9,2,1/192,+348,"2,193",10,7,1/129,"+2,386","4,644",27,12,1/119,"-3,204","6,074",19,7,1/234
2025-11-03,月,はい,"-2,734","6,177",16,19,1/176,+784,"1,282",8,3,1/117,"-3,061","6,536",19,15,1/192,"-1,492","2,161",6,3,1/240,"+2,734","4,467",27,13,1/112,"+4,991","4,269",31,20,1/84,"-1,512","4,254",13,12,1/170,"+1,662","1,853",11,11,1/84
2025-11-02,日,いいえ,"-1,420","5,566",20,11,1/180,+213,"5,405",24,11,1/154,"+7,947","3,769",41,11,1/72,"+3,090","5,992",35,15,1/120,"+6,265","5,385",42,20,1/87,"-2,484","5,501",15,13,1/196,"+1,755","5,790",31,15,1/126,+0,"6,226",26,15,1/152
2025-11-01,土,いいえ,"-1,364","4,152",13,10,1/181,"-2,903","7,935",23,19,1/189,-317,"2,902",13,5,1/161,-301,"7,344",30,18,1/153,+406,"3,952",19,7,1/152,+75,"1,893",9,3,1/158,-683,"3,904",13,10,1/170,-103,"4,502",20,9,1/155
2025-10-31,金,いいえ,+936,"3,431",15,12,1/127,"+6,311","3,954",33,22,1/72,-552,407,0,1,1/407,"-3,144","4,492",10,8,1/250,-84,"1,811",8,3,1/165,"+2,429","1,384",14,4,1/77,+234,"1,595",7,5,1/133,"+2,269","1,665",13,8,1/79
2025-10-30,木,いいえ,-344,232,0,0,-,-406,291,0,0,-,"+2,927","1,611",16,4,1/81,"-2,275","4,868",15,8,1/212,-81,962,4,7,1/87,"+1,684","1,299",8,10,1/72,-560,694,1,3,1/174,-939,"4,013",13,12,1/161
2025-10-29,水,いいえ,+538,785,4,4,1/98,-203,139,0,0,-,"+1,821","1,924",14,6,1/96,-184,113,0,0,-,+825,"3,957",19,10,1/136,-86,178,1,0,1/178,-544,345,0,0,-,-375,252,0,0,-
2025-10-28,火,いいえ,-724,522,0,2,1/261,+217,"1,601",7,5,1/133,+19,"1,152",4,5,1/128,-158,105,0,0,-,-550,924,4,2,1/154,"+1,417","5,195",27,12,1/133,-280,"1,857",7,5,1/155,"+5,444","1,972",24,9,1/60
2025-10-27,月,いいえ,"-1,720","2,229",4,3,1/318,+250,"1,120",5,5,1/112,"+2,151","2,607",20,3,1/113,+742,661,4,5,1/73,+883,"2,282",12,6,1/127,"-1,128","1,869",5,3,1/234,"-1,014","3,728",13,8,1/178,"-2,625","6,586",18,18,1/183
2025-10-26,日,はい,"+5,562","8,656",53,29,1/106,+120,"4,959",22,11,1/150,"-3,947","4,780",9,7,1/299,+760,"3,540",17,9,1/136,"-4,016","4,936",8,11,1/260,+956,"5,744",27,15,1/137,"+2,216","3,243",18,17,1/93,"-3,705","6,507",15,14,1/224
2025-10-25,土,いいえ,"-1,568","6,336",18,22,1/158,"+3,078","5,338",30,18,1/111,"+1,457","5,964",29,15,1/136,"-4,487","8,139",22,12,1/239,"+3,097","4,106",29,8,1/111,"-1,172","4,983",18,9,1/185,"-1,191","6,476",24,18,1/154,"-5,178","7,867",20,9,1/271
2025-10-24,金,いいえ,"-2,203","4,594",12,11,1/200,+573,"1,683",9,4,1/129,"-2,321","6,730",22,13,1/192,-433,"1,694",5,6,1/154,-140,"4,747",16,19,1/136,+627,"2,745",13,9,1/125,"-1,023","2,661",9,6,1/177,"+6,078","7,048",47,26,1/97
2025-10-23,木,はい,-192,"1,996",8,4,1/166,-444,848,3,3,1/141,-320,888,4,2,1/148,-964,"5,344",20,9,1/184,"-5,802","5,197",6,7,1/400,-411,"1,327",5,2,1/190,-363,228,0,0,-,"-3,549","3,564",4,8,1/297
2025-10-22,水,いいえ,-610,405,0,0,-,-303,"4,485",20,7,1/166,+183,"2,117",9,7,1/132,-239,"1,583",7,0,1/226,+196,"1,601",8,3,1/146,+766,795,6,1,1/114,-132,"5,881",26,11,1/159,+417,"2,406",12,4,1/150
2025-10-21,火,いいえ,+302,636,3,2,1/127,"-4,191","4,760",7,11,1/264,-273,"1,543",6,3,1/171,-630,"1,738",5,4,1/193,-997,646,0,1,1/646,"-2,347","4,071",11,7,1/226,-501,355,0,1,1/355,"+1,726","3,934",19,17,1/109
2025-10-20,月,いいえ,-484,"8,133",35,13,1/169,-168,"1,585",7,2,1/176,"-1,302","2,488",7,5,1/207,"+1,065","4,647",22,18,1/116,"+6,357","5,290",41,19,1/88,+679,"5,048",24,12,1/140,"+1,472","3,562",19,10,1/123,-846,"5,371",19,17,1/149
2025-10-19,日,いいえ,"-3,817","4,251",8,4,1/354,"+6,691","3,077",31,20,1/60,"-2,489","4,177",8,13,1/199,"-1,230","1,494",2,4,1/249,"-3,201","3,651",7,5,1/304,"-2,522","5,197",10,23,1/157,"-4,122","5,058",10,8,1/281,"-1,252","1,624",2,5,1/232
2025-10-18,土,いいえ,"-1,384","4,817",15,14,1/166,-86,455,2,2,1/114,"-1,438","2,174",5,2,1/311,+700,840,6,2,1/105,-815,"1,606",5,3,1/201,+780,"3,097",16,6,1/141,"-3,561","4,241",9,5,1/303,+281,"1,409",7,3,1/141
2025-10-17,金,いいえ,+973,"2,224",11,8,1/117,-771,"2,136",6,6,1/178,+283,"2,136",11,4,1/142,-214,"1,655",7,2,1/184,"-1,424","1,944",3,7,1/194,-578,"1,463",4,4,1/183,-14,"2,185",7,9,1/137,+194,770,3,4,1/110
2025-10-16,木,はい,"-2,162","2,486",4,5,1/276,"+3,387","4,214",29,11,1/105,+621,785,4,5,1/87,-167,781,3,5,1/98,"-3,343","4,062",7,9,1/254,-191,"3,390",13,12,1/136,"+1,104",604,6,2,1/76,+283,"2,247",9,9,1/125
2025-10-15,水,いいえ,+675,"1,300",8,4,1/108,-171,"2,023",7,7,1/145,"+3,736","2,450",23,7,1/82,+945,484,5,3,1/61,+526,521,4,1,1/104,-273,174,0,0,-,"-3,910","4,822",8,12,1/241,+785,"1,949",11,4,1/130
2025-10-14,火,いいえ,-316,203,0,0,-,+93,"4,275",15,19,1/126,-426,"1,652",5,5,1/165,-285,"1,685",5,5,1/169,"+2,852","1,710",13,13,1/66,+0,"3,668",15,10,1/147,"-1,196","2,086",5,6,1/190,+841,549,3,6,1/61
2025-10-13,月,はい,"+1,785","3,166",19,10,1/109,"-3,167","4,018",7,9,1/251,"+1,457","5,429",26,18,1/123,"+1,845","7,214",35,24,1/122,"+2,072","2,600",15,13,1/93,"-1,199","2,757",8,7,1/184,"+5,277","2,861",27,14,1/70,"+3,619","4,065",27,16,1/95
2025-10-12,日,いいえ,"-1,055","4,619",15,13,1/165,"+5,733","2,812",25,20,1/62,+449,"7,840",31,26,1/138,"-2,531","5,371",14,13,1/199,"+3,708","9,541",51,27,1/122,"-1,290","8,809",34,18,1/169,+233,"4,593",19,15,1/135,-396,"6,371",27,14,1/155
2025-10-11,土,いいえ,-505,"5,007",21,8,1/173,-223,"2,605",9,8,1/153,"-1,726","5,262",19,7,1/202,"+5,029","2,684",25,14,1/69,-931,"1,717",3,6,1/191,+169,"3,035",13,9,1/138,-817,"5,495",21,13,1/162,"-2,272","3,414",8,7,1/228
2025-10-10,金,いいえ,"-1,613","4,710",16,8,1/196,"+1,130","1,262",9,5,1/90,"-2,680","4,681",12,9,1/223,"+1,616","1,147",10,3,1/88,"+2,973","3,190",22,10,1/100,"-1,756","2,271",5,3,1/284,"+1,258","1,337",9,5,1/96,"-4,403","4,975",8,7,1/332
2025-10-09,木,いいえ,"-1,369","2,042",4,5,1/227,"+4,665","3,237",25,17,1/77,"+2,198","1,810",11,12,1/79,+627,"1,461",7,7,1/104,"-2,572","6,372",20,13,1/193,"+3,736","1,582",17,8,1/63,"+1,344","2,637",15,7,1/120,+358,"3,420",14,14,1/122
2025-10-07,火,いいえ,"+1,042","1,642",8,8,1/103,"+1,630","1,626",11,5,1/102,+68,"1,384",5,6,1/126,-755,"2,144",6,5,1/195,-811,"3,757",12,12,1/157,"-1,689","3,320",9,7,1/208,+662,"4,044",18,12,1/135,-762,603,1,0,1/603
2025-10-06,月,はい,"+4,593","7,452",43,26,1/108,"+1,614","3,773",21,9,1/126,-125,"3,156",10,14,1/132,"-3,470","6,284",18,12,1/209,"-5,220","5,904",11,7,1/328,-198,"2,482",10,7,1/146,"-3,995","4,974",9,9,1/276,-911,"4,566",18,7,1/183
2025-10-05,日,いいえ,"-2,229","5,083",15,10,1/203,"-2,700","5,524",16,9,1/221,-351,"4,790",22,5,1/177,-521,954,2,6,1/119,"+1,631","1,361",12,3,1/91,"+1,321","4,662",23,12,1/133,-719,"2,636",8,7,1/176,"+1,329","4,913",27,9,1/136
2025-10-04,土,いいえ,+64,"2,184",11,1,1/182,-480,905,3,4,1/129,+551,"3,064",15,7,1/139,"+1,351",764,6,6,1/64,"+1,113","2,677",14,10,1/112,-275,950,4,4,1/119,"-1,021","2,451",8,4,1/204,+398,"2,368",11,6,1/139
2025-10-03,金,はい,"-1,106",812,0,1,1/812,"-1,280","2,142",4,6,1/214,"-2,700","4,581",13,5,1/255,"+6,355","8,213",52,26,1/105,"+1,791",770,9,2,1/70,-110,907,5,3,1/113,"+1,173","9,432",43,26,1/137,"-4,405","9,897",28,23,1/194
2025-10-02,木,いいえ,"-2,366","7,591",23,19,1/181,-384,264,0,0,-,"+3,590","6,738",39,20,1/114,"-1,675","1,950",3,5,1/244,"-1,759","2,886",7,6,1/222,"-1,967","1,312",0,1,1/1312,-242,615,2,3,1/123,"-3,805","6,202",17,7,1/258
2025-10-01,水,いいえ,"+2,645","3,045",21,8,1/105,+781,"2,597",13,7,1/130,-855,"1,288",3,2,1/258,+108,"1,000",5,1,1/167,-52,"3,422",12,15,1/127,+820,"4,082",21,8,1/141,+127,948,4,3,1/135,"-3,284","4,223",8,8,1/264
2025-09-30,火,いいえ,+194,581,3,1,1/145,+834,"7,742",36,15,1/152,+501,799,4,5,1/89,"+4,949","2,275",24,10,1/67,"-2,904","3,214",6,3,1/357,+150,"2,435",10,8,1/135,+685,"1,596",10,3,1/123,"-3,940","6,093",14,12,1/234
2025-09-29,月,いいえ,+233,"1,219",6,2,1/152,-114,803,4,4,1/100,-623,"1,579",4,5,1/175,-276,"1,476",5,4,1/164,+144,"1,130",5,3,1/141,"-1,600","3,362",9,6,1/224,"+4,034","1,572",17,10,1/58,+403,"2,163",11,5,1/135
2025-09-28,日,いいえ,"+3,153","3,799",24,15,1/97,"+1,472","4,691",26,9,1/134,"+4,169","4,159",31,12,1/97,-736,"1,650",5,2,1/236,-396,"7,135",26,22,1/149,-685,"1,636",5,3,1/205,"+1,138","4,306",21,15,1/120,"-2,841","4,029",9,8,1/237
2025-09-27,土,いいえ,-504,"1,761",5,6,1/160,"+1,596","4,653",26,9,1/133,-46,"2,007",10,4,1/143,"+2,006","2,462",14,14,1/88,-167,"2,333",9,6,1/156,+522,"8,966",35,32,1/134,"+1,801","2,258",14,7,1/108,"+2,267","1,543",14,3,1/91
2025-09-26,金,はい,-787,"4,931",18,12,1/164,"-4,197","6,984",17,16,1/212,"-2,109","4,596",13,11,1/192,"-1,380","4,556",14,11,1/182,-326,"5,839",24,13,1/158,-352,"8,940",39,17,1/160,"+1,241","3,555",18,11,1/123,"-2,325","6,912",23,14,1/187
2025-09-25,木,いいえ,-432,"1,491",5,3,1/186,-563,"1,273",4,2,1/212,+961,"1,665",9,7,1/104,"-2,937","4,512",12,5,1/265,-819,"7,173",25,24,1/146,"-3,050","4,167",8,7,1/278,"+2,567","8,199",42,26,1/121,"+4,278","3,234",25,17,1/77
2025-09-23,火,はい,+26,"8,702",38,19,1/153,+482,"9,870",39,30,1/143,"+5,354","9,931",56,32,1/113,"+1,456","1,369",9,7,1/86,"-2,609","4,747",12,11,1/206,+820,"1,201",9,0,1/133,"-3,170","6,822",17,19,1/190,"-2,138","4,121",10,11,1/196
2025-09-22,月,いいえ,"-1,928","3,194",7,8,1/213,"-1,973","3,322",8,7,1/221,+826,476,5,0,1/95,"-1,666","9,068",34,19,1/171,"+2,298","3,674",23,9,1/115,+40,542,2,2,1/136,"-1,208",983,1,2,1/328,+37,"2,484",10,6,1/155
