日付,曜日,特定日,587番台,,,,,588番台,,,,,600番台,,,,,601番台,,,,,602番台,,,,,603番台,,,,,605番台,,,,,606番台,,,,,607番台,,,,,608番台,,,,,682番台,,,,,683番台,,,,,687番台,,,,,688番台,,,,,700番台,,,,,701番台,,,,,702番台,,,,,703番台,,,,,1178番台,,,,,1180番台,,,,,1181番台,,,,,1182番台,,,,,1183番台,,,,,1185番台,,,,,1186番台,,,,,1187番台,,,,,1188番台,,,,
,,,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成
2026-01-06,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+5,315","8,258",0,23,1/359,-240,"7,167",0,16,1/448,"-2,396","6,734",0,16,1/421,"-2,716","5,053",0,10,1/505,"-1,902","3,524",0,7,1/503,+394,"5,763",0,12,1/480,+535,"7,976",0,18,1/443,"-2,132","2,423",0,5,1/485,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-04,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-656,"2,778",0,6,1/463,-917,"3,692",0,9,1/410,"-2,611","2,791",0,5,1/558,"+1,150","6,959",0,16,1/435,"-1,297","4,411",0,10,1/441,"+2,303","7,816",0,21,1/372,"+6,462","7,584",0,13,1/583,-519,"4,551",0,13,1/350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-03,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,402","6,141",0,16,1/384,"+1,036","6,680",0,10,1/668,"+2,568","6,185",0,16,1/387,"-2,327","4,673",0,9,1/519,-492,"5,543",0,14,1/396,"-1,582","3,289",0,7,1/470,"+5,030","5,638",0,7,1/805,"+4,630","7,311",0,19,1/385,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-02,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,584","7,779",0,22,1/354,"-1,444","5,843",0,15,1/390,-123,"6,506",0,15,1/434,"-1,231","5,635",0,16,1/352,-540,"6,903",0,19,1/363,"-3,027","3,798",0,6,1/633,+795,"4,967",0,11,1/452,+309,"3,839",0,6,1/640,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-01,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,797","2,620",0,5,1/524,-802,"1,886",0,4,1/472,+974,"4,295",0,9,1/477,-761,"3,545",0,12,1/295,-879,594,0,1,1/594,-326,570,0,2,1/285,"-1,269","3,677",0,8,1/460,-854,"2,114",0,5,1/423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-31,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,029","6,493",0,25,1/260,-171,997,0,3,1/332,+347,"2,501",0,4,1/625,-263,"4,601",0,11,1/418,"+5,157","6,264",0,12,1/522,-580,"2,790",0,6,1/465,-562,"2,991",0,6,1/499,-290,"4,102",0,11,1/373,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-30,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,170","5,219",0,13,1/401,"-2,419","6,754",0,15,1/450,+49,"7,502",0,18,1/417,-984,"4,949",0,12,1/412,-739,"4,201",0,11,1/382,"+1,609","6,504",0,15,1/434,-225,"3,092",0,6,1/515,"-1,405","3,097",0,6,1/516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-29,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,207","4,672",0,11,1/425,"+1,062","5,763",0,15,1/384,"+5,610","4,972",0,10,1/497,"-2,296","5,062",0,14,1/362,"+2,974","4,325",0,9,1/481,"+2,407","4,597",0,12,1/383,"+1,628","4,551",0,6,1/759,+994,"4,472",0,9,1/497,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-28,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,415","3,569",0,9,1/397,"-1,527","3,273",0,8,1/409,-15,"6,086",0,14,1/435,+266,"4,509",0,12,1/376,"+1,752","3,553",0,9,1/395,"-1,856","3,693",0,7,1/528,"+1,251","7,229",0,17,1/425,"-2,491","2,530",0,4,1/633,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-27,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+309,"4,615",0,10,1/462,-402,"3,316",0,8,1/415,"-1,777","3,533",0,9,1/393,-967,"2,751",0,5,1/550,"-1,710","5,109",0,10,1/511,"-1,825","3,377",0,7,1/482,"-1,693","3,945",0,11,1/359,-70,"7,875",0,14,1/563,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-26,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,992","3,952",0,10,1/395,"-1,807","6,268",0,16,1/392,"-2,815","3,551",0,10,1/355,"-2,327","6,048",0,19,1/318,+312,"6,935",0,13,1/533,"-1,034","5,465",0,12,1/455,"+4,596","8,201",0,17,1/482,"+2,741","8,100",0,16,1/506,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-25,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-626,693,0,3,1/231,"+3,010","8,571",0,19,1/451,"-2,254","5,556",0,13,1/427,-720,"2,537",0,5,1/507,"-1,407","2,949",0,6,1/492,+23,"2,289",0,5,1/458,"-2,604","3,814",0,10,1/381,+500,"5,019",0,10,1/502,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-24,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,106","1,516",0,3,1/505,"-1,510","1,897",0,5,1/379,-738,"1,628",0,3,1/543,"+2,328","7,093",0,16,1/443,-470,777,0,2,1/389,+21,"3,572",0,9,1/397,"-1,052","1,376",0,3,1/459,-840,"3,967",0,12,1/331,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-23,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,109","6,709",0,14,1/479,-723,"4,200",0,12,1/350,"-2,155","2,080",0,5,1/416,"-1,472","5,840",0,13,1/449,"+4,878","9,972",0,24,1/416,"-1,252","4,275",0,8,1/534,"-2,155","2,194",0,3,1/731,"-3,876","4,695",0,9,1/522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-21,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,146","6,219",0,17,1/366,"+1,066","7,262",0,18,1/403,"+2,128","7,615",0,15,1/508,"-1,743","6,722",0,15,1/448,"-2,226","6,377",0,13,1/491,"-3,198","5,815",0,13,1/447,"+3,569","6,346",0,13,1/488,+104,"6,398",0,16,1/400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-20,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,055","3,819",0,8,1/477,"+2,402","7,953",0,25,1/318,"+4,738","8,600",0,21,1/410,+339,"2,599",0,9,1/289,-343,"6,228",0,18,1/346,-308,"6,762",0,18,1/376,"+1,662","7,501",0,19,1/395,+0,"5,587",0,13,1/430,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-19,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,955","3,946",0,9,1/438,"-1,462","4,803",0,13,1/369,+42,"4,698",0,11,1/427,+960,"6,649",0,20,1/332,"+1,652","6,109",0,16,1/382,"-1,816","2,986",0,5,1/597,"-1,567","5,874",0,14,1/420,"-1,849","3,125",0,7,1/446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-18,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+265,"5,201",0,9,1/578,"-1,952","2,558",0,4,1/640,"+2,793","7,522",0,11,1/684,-292,232,0,1,1/232,-736,"1,315",0,2,1/658,-569,589,0,1,1/589,"-1,180","2,143",0,8,1/268,"-1,283","2,600",0,7,1/371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-17,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-496,"3,046",0,6,1/508,-680,"3,364",0,7,1/481,"-1,268","4,264",0,10,1/426,-121,"1,907",0,5,1/381,"-1,443","3,589",0,9,1/399,-679,"2,272",0,6,1/379,+446,"4,869",0,7,1/696,"-1,651","2,478",0,5,1/496,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-16,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,004","8,052",0,21,1/383,"-1,879","2,241",0,6,1/374,+927,"7,902",0,19,1/416,"-1,480","4,016",0,8,1/502,"-1,338","3,122",0,9,1/347,+334,"8,044",0,19,1/423,"-1,387","3,591",0,6,1/599,"+2,097","6,481",0,12,1/540,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-15,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-232,244,0,1,1/244,"+6,502","5,245",0,9,1/583,-933,"3,116",0,6,1/519,-834,"1,614",0,6,1/269,-387,"2,458",0,7,1/351,"-1,856","3,913",0,11,1/356,-278,"1,747",0,4,1/437,-462,"1,923",0,4,1/481,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-14,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+6,220","8,319",0,11,1/756,"-1,622","5,583",0,13,1/429,"-3,491","5,991",0,14,1/428,+909,"3,602",0,8,1/450,-964,"6,075",0,17,1/357,"-3,140","5,654",0,10,1/565,"-2,090","7,647",0,26,1/294,-384,"5,575",0,13,1/429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-13,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+558,"7,383",0,16,1/461,"+5,026","7,095",0,14,1/507,-90,"7,179",0,18,1/399,"-1,562","5,460",0,13,1/420,"-1,440","7,047",0,20,1/352,-349,"5,139",0,12,1/428,-637,"7,465",0,19,1/393,"+5,281","8,443",0,21,1/402,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-12,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,371","3,464",0,9,1/385,-227,"6,662",0,16,1/416,-949,"2,758",0,8,1/345,"+5,812","4,154",0,3,1/1385,-701,"1,861",0,6,1/310,"+1,263","6,772",0,15,1/451,"-1,232","3,980",0,8,1/498,"-1,925","4,454",0,11,1/405,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-11,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,012","5,807",0,15,1/387,"-1,498","1,227",0,2,1/614,"-2,117","3,382",0,6,1/564,"+1,754","5,416",0,11,1/492,-277,278,0,1,1/278,"-1,193","3,372",0,8,1/422,-49,"2,614",0,4,1/654,"+2,005","8,371",0,20,1/419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-10,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,387","2,993",0,7,1/428,"-1,356","1,911",0,5,1/382,-767,"4,001",0,11,1/364,"-1,247","1,424",0,3,1/475,"-1,250","4,701",0,14,1/336,+386,"1,759",0,5,1/352,"-1,357","1,330",0,3,1/443,"-2,611","4,697",0,11,1/427,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-09,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-502,"5,936",0,14,1/424,"-2,115","6,256",0,13,1/481,"-1,653","2,518",0,7,1/360,"+1,626","7,072",0,17,1/416,"-1,180","3,469",0,10,1/347,"-1,137","3,320",0,10,1/332,-313,"4,715",0,12,1/393,+829,"6,397",0,14,1/457,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-07,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,403","5,185",0,17,1/305,"-1,496","1,237",0,3,1/412,"-1,070","4,046",0,10,1/405,+0,"5,311",0,8,1/664,-452,"1,720",0,5,1/344,"-2,108","2,009",0,4,1/502,-654,"3,147",0,8,1/393,+642,"3,807",0,9,1/423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-06,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+7,945","8,983",0,15,1/599,-245,"6,659",0,18,1/370,"+3,755","7,164",0,13,1/551,"+3,273","7,769",0,23,1/338,"-3,843","6,511",0,13,1/501,+490,"6,351",0,18,1/353,"+1,369","5,644",0,12,1/470,"-2,610","7,004",0,21,1/334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-05,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,058","2,037",0,3,1/679,"-1,213","2,764",0,6,1/461,+405,"4,619",0,8,1/577,-157,215,0,1,1/215,"-1,367","4,055",0,13,1/312,"-1,104","2,561",0,7,1/366,-614,669,0,2,1/335,"+2,054","4,693",0,12,1/391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-04,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,815","2,899",0,7,1/414,-752,"4,224",0,9,1/469,"-1,336","2,921",0,6,1/487,-644,497,0,1,1/497,"-2,607","5,416",0,15,1/361,"-2,462","3,773",0,7,1/539,"+3,685","3,448",0,9,1/383,"-3,024","2,557",0,6,1/426,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-03,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,939","3,224",0,6,1/537,-469,"5,095",0,13,1/392,-966,"4,333",0,10,1/433,"-1,564","3,432",0,10,1/343,"-1,246","2,231",0,5,1/446,"+5,883","6,809",0,10,1/681,"+2,128","7,062",0,21,1/336,"-2,162","2,612",0,4,1/653,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-02,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-827,"4,494",0,7,1/642,"-1,670","2,046",0,3,1/682,-857,"1,766",0,5,1/353,"+1,673","2,901",0,7,1/414,-674,"1,601",0,4,1/400,"-1,337","2,724",0,6,1/454,-14,"1,654",0,3,1/551,-562,"3,831",0,14,1/274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-01,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,358","3,622",0,8,1/453,"+1,360","2,034",0,3,1/678,"-1,780","4,193",0,11,1/381,+326,"4,469",0,8,1/559,-391,613,0,1,1/613,+773,"2,691",0,7,1/384,"-1,141","1,341",0,2,1/671,"-2,608","2,806",0,5,1/561,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-30,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-859,"3,120",0,7,1/446,"-2,585","5,730",0,14,1/409,"-1,035","2,552",0,8,1/319,"-2,325","7,878",0,18,1/438,-957,"3,501",0,7,1/500,"-1,066","2,190",0,4,1/548,"+1,907","6,952",0,16,1/435,-187,"5,714",0,11,1/519,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-29,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,173",941,0,2,1/471,"-1,263","4,047",0,9,1/450,"-1,444","4,172",0,9,1/464,"-2,131","4,822",0,12,1/402,-716,942,0,3,1/314,"+5,651","8,035",0,16,1/502,"+3,147","4,411",0,5,1/882,"-1,196","1,850",0,4,1/463,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-28,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,620","4,093",0,8,1/512,+977,"2,740",0,8,1/343,+509,"2,995",0,8,1/374,-436,"2,824",0,5,1/565,"+2,919","2,899",0,4,1/725,"+2,330","4,837",0,14,1/346,"+2,688","3,269",0,6,1/545,-261,203,0,1,1/203,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-27,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,245","1,394",0,3,1/465,+457,"1,922",0,5,1/384,-468,"4,481",0,14,1/320,-716,749,0,3,1/250,"-1,605","2,010",0,5,1/402,-884,"2,038",0,5,1/408,"+3,594","3,734",0,9,1/415,"+2,641","2,987",0,8,1/373,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-26,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,797","2,861",0,8,1/358,"-2,203","6,534",0,14,1/467,"-1,322","3,868",0,10,1/387,+61,"3,565",0,8,1/446,"-3,139","5,015",0,12,1/418,"-1,763","1,905",0,5,1/381,+190,"6,076",0,11,1/552,+236,"7,020",0,19,1/369,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
