日付,曜日,特定日,587番台,,,,,588番台,,,,,600番台,,,,,601番台,,,,,602番台,,,,,603番台,,,,,605番台,,,,,606番台,,,,,607番台,,,,,608番台,,,,,682番台,,,,,683番台,,,,,687番台,,,,,688番台,,,,,700番台,,,,,701番台,,,,,702番台,,,,,703番台,,,,,1178番台,,,,,1180番台,,,,,1181番台,,,,,1182番台,,,,,1183番台,,,,,1185番台,,,,,1186番台,,,,,1187番台,,,,,1188番台,,,,
,,,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成
2026-03-27,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-205,"2,978",0,5,1/596,+192,592,0,2,1/296,"+1,018","3,358",0,8,1/420,+726,602,0,3,1/201,+234,"1,508",0,4,1/377,-862,935,0,2,1/468,"-1,215","1,795",0,4,1/449,-898,"3,313",0,6,1/552,-763,762,0,2,1/381
2026-03-26,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+491,767,0,3,1/256,"+1,555","7,417",0,20,1/371,+427,"4,688",0,8,1/586,"-1,481","2,089",0,4,1/522,-463,765,0,3,1/255,-206,"6,942",0,13,1/534,"-1,284","2,567",0,5,1/513,-297,"1,835",0,4,1/459,"+4,598","7,154",0,20,1/358
2026-03-25,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+3,006","5,648",0,14,1/403,-262,828,0,3,1/276,"-1,667","2,561",0,5,1/512,"-2,539","3,598",0,11,1/327,-606,"3,422",0,5,1/684,+363,"2,350",0,6,1/392,-67,161,0,1,1/161,"+8,123","5,492",0,5,1/1098,+361,522,0,1,1/522
2026-03-24,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-415,"1,603",0,5,1/321,-102,666,0,1,1/666,"-1,426","1,365",0,3,1/455,-57,198,0,1,1/198,+0,"1,324",0,3,1/441,-210,"2,204",0,7,1/315,-32,318,0,1,1/318,-645,765,0,2,1/383,-20,982,0,5,1/196
2026-03-23,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,667","2,013",0,4,1/503,"+1,886","7,942",0,19,1/418,"+2,033","3,977",0,6,1/663,-763,"2,557",0,7,1/365,-950,"3,563",0,9,1/396,+181,"2,506",0,5,1/501,"+1,716","6,664",0,15,1/444,-928,747,0,3,1/249,+838,"4,232",0,11,1/385
2026-03-22,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+466,"1,764",0,5,1/353,"-1,480","2,445",0,6,1/408,-839,"2,314",0,5,1/463,"+5,195","4,858",0,9,1/540,-99,372,0,2,1/186,-167,271,0,1,1/271,"+4,041","4,887",0,7,1/698,"+1,368","3,135",0,4,1/784,+360,"1,900",0,2,1/950
2026-03-21,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,590","7,916",0,21,1/377,-315,504,0,1,1/504,"+3,884","4,747",0,8,1/593,-380,"1,685",0,4,1/421,"+1,557","2,981",0,5,1/596,"+1,415","2,981",0,6,1/497,-514,501,0,1,1/501,+39,"2,641",0,6,1/440,-301,"2,302",0,6,1/384
2026-03-20,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,350","3,877",0,7,1/554,+738,"3,604",0,10,1/360,"+2,268","7,633",0,19,1/402,+606,"3,962",0,11,1/360,"-2,611","2,755",0,4,1/689,"+3,650","4,901",0,13,1/377,"+3,502","7,466",0,15,1/498,"-1,016","3,799",0,9,1/422,"-3,767","4,613",0,8,1/577
2026-03-19,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,973","4,077",0,10,1/408,"-1,159","2,648",0,5,1/530,-747,726,0,2,1/363,-174,"2,371",0,6,1/395,-408,553,0,1,1/553,-666,"2,574",0,8,1/322,+595,733,0,3,1/244,"-1,142",946,0,2,1/473,"+7,049","4,422",0,5,1/884
2026-03-18,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-716,"2,403",0,6,1/401,-622,877,0,2,1/439,"+1,100","1,544",0,3,1/515,-160,555,0,2,1/278,"+1,275","2,135",0,5,1/427,"-1,421","1,442",0,5,1/288,+98,"1,110",0,3,1/370,"+1,595","2,529",0,6,1/422,+462,"2,701",0,7,1/386
2026-03-17,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-691,712,0,2,1/356,"-2,020","2,823",0,7,1/403,-363,304,0,1,1/304,+436,889,0,3,1/296,"+3,177","1,383",0,1,1/1383,+319,"2,519",0,8,1/315,-927,624,0,1,1/624,-102,"2,519",0,5,1/504,"-1,403","2,222",0,6,1/370
2026-03-16,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-897,616,0,1,1/616,-805,587,0,1,1/587,"+2,681","7,976",0,18,1/443,"+3,775","7,947",0,25,1/318,"+1,091","6,476",0,18,1/360,+685,"4,107",0,12,1/342,"+3,124","6,938",0,14,1/496,-256,"4,684",0,13,1/360,"+2,530","8,334",0,20,1/417
2026-03-15,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-961,"2,845",0,8,1/356,"-1,049","2,125",0,4,1/531,-686,502,0,1,1/502,"-1,597","2,648",0,5,1/530,-396,"2,336",0,8,1/292,-192,879,0,3,1/293,"-1,778","1,852",0,3,1/617,-397,540,0,3,1/180,"+1,843","5,900",0,19,1/311
2026-03-14,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,977","7,809",0,15,1/521,"-1,987","2,375",0,4,1/594,"-1,177","1,683",0,5,1/337,"-1,562","3,669",0,11,1/334,"-1,547","3,101",0,7,1/443,"-1,637","3,258",0,11,1/296,"-1,157","3,237",0,9,1/360,+943,"5,815",0,16,1/363,-432,"2,985",0,8,1/373
2026-03-13,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-31,"7,202",0,18,1/400,"+2,653","3,062",0,5,1/612,-449,"3,268",0,5,1/654,"+3,065","3,812",0,5,1/762,"-1,514","1,649",0,2,1/825,-297,275,0,1,1/275,"-1,814","7,663",0,21,1/365,"-2,280","4,398",0,10,1/440,-617,"2,246",0,5,1/449
2026-03-12,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-357,653,0,3,1/218,"-1,158","1,218",0,3,1/406,-291,593,0,2,1/297,+465,"1,041",0,2,1/521,+163,"3,380",0,10,1/338,-56,668,0,3,1/223,-299,253,0,1,1/253,"-1,074","1,158",0,4,1/290,"-2,157","2,917",0,5,1/583
2026-03-11,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,707","2,303",0,4,1/576,"-1,896","2,657",0,7,1/380,-690,767,0,2,1/384,-771,"1,740",0,5,1/348,"+3,125","5,233",0,12,1/436,"-1,038",962,0,2,1/481,-261,391,0,2,1/196,"-2,092","3,866",0,9,1/430,+348,515,0,1,1/515
2026-03-10,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+613,933,0,2,1/467,"+2,333","3,436",0,5,1/687,+178,"2,330",0,5,1/466,"-1,367","1,368",0,3,1/456,+83,"2,624",0,4,1/656,-761,572,0,1,1/572,-926,"1,344",0,2,1/672,-727,"3,105",0,8,1/388,"+2,620","5,006",0,8,1/626
2026-03-09,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,317","1,770",0,4,1/443,-45,"3,236",0,5,1/647,-216,359,0,1,1/359,"-1,933","2,643",0,6,1/441,-593,872,0,2,1/436,"+3,460","4,636",0,6,1/773,-641,525,0,1,1/525,+253,"2,851",0,7,1/407,+127,"3,174",0,8,1/397
2026-03-08,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,699","6,066",0,16,1/379,"-2,135","2,854",0,4,1/714,"-2,539","4,757",0,11,1/432,-178,587,0,3,1/196,"-1,622","2,057",0,3,1/686,"+6,943","4,933",0,6,1/822,+382,"6,145",0,11,1/559,+516,863,0,1,1/863,"-2,792","3,920",0,8,1/490
2026-03-07,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,898","2,320",0,5,1/464,+148,"6,983",0,16,1/436,"+1,326","6,539",0,12,1/545,-824,"2,856",0,9,1/317,"-3,079","4,890",0,13,1/376,"-2,465","6,676",0,14,1/477,"-1,422","1,969",0,5,1/394,+184,"4,716",0,14,1/337,"+7,367","5,699",0,12,1/475
2026-03-06,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,761","8,008",0,20,1/400,"-1,180","4,492",0,11,1/408,-723,537,0,1,1/537,"-1,721","2,754",0,5,1/551,"-1,693","2,629",0,4,1/657,"-1,127","2,669",0,7,1/381,"-1,410","1,592",0,3,1/531,"+4,134","6,304",0,12,1/525,"+4,308","5,655",0,8,1/707
2026-03-05,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,766","2,908",0,8,1/364,-332,279,0,1,1/279,"+7,243","6,708",0,8,1/839,-499,369,0,1,1/369,-899,"1,418",0,3,1/473,-474,418,0,1,1/418,-755,"1,962",0,5,1/392,-69,"2,471",0,4,1/618,-898,"1,282",0,3,1/427
2026-03-04,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-421,913,0,2,1/457,-449,355,0,1,1/355,+230,"2,155",0,4,1/539,"+3,323","3,445",0,3,1/1148,-909,609,0,1,1/609,+514,"5,126",0,11,1/466,-629,996,0,3,1/332,-281,"1,603",0,4,1/401,-928,"1,814",0,5,1/363
2026-03-03,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,070","5,184",0,12,1/432,"+8,009","9,695",0,18,1/539,"+2,684","9,038",0,28,1/323,"+3,177","6,334",0,10,1/633,-85,"4,509",0,7,1/644,"-1,119","2,699",0,8,1/337,-794,"6,833",0,14,1/488,"+1,980","5,437",0,10,1/544,"-2,762","4,818",0,10,1/482
2026-03-01,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-872,"7,331",0,13,1/564,-81,"5,500",0,13,1/423,-416,"2,336",0,6,1/389,"-2,414","3,885",0,8,1/486,"+2,456","3,600",0,7,1/514,"+2,448","5,260",0,10,1/526,"-1,915","5,648",0,15,1/377,"+4,520","5,048",0,6,1/841,"+3,387","4,881",0,9,1/542
2026-02-28,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-997,"4,980",0,11,1/453,"-2,263","6,193",0,14,1/442,"-1,175","2,161",0,7,1/309,"+2,385","6,305",0,16,1/394,"+6,504","7,582",0,14,1/542,"-1,578","6,274",0,16,1/392,"+1,279","5,688",0,11,1/517,"+1,522","4,336",0,8,1/542,-998,"6,306",0,17,1/371
2026-02-27,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+6,119","7,792",0,15,1/519,"-1,180","2,337",0,5,1/467,-726,839,0,4,1/210,+287,"1,423",0,5,1/285,"-1,213","1,381",0,3,1/460,"+3,387","3,212",0,5,1/642,-732,676,0,2,1/338,-335,843,0,3,1/281,"-1,302","1,316",0,2,1/658
2026-02-26,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,585","2,247",0,5,1/449,"-2,317","7,414",0,17,1/436,"-1,355","6,031",0,16,1/377,"-1,710","4,079",0,12,1/340,"-1,005","4,808",0,9,1/534,-299,"4,328",0,9,1/481,"+4,839","8,345",0,16,1/522,-740,"5,554",0,15,1/370,"+2,098","8,581",0,25,1/343
2026-02-25,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-457,"1,995",0,4,1/499,-175,929,0,3,1/310,-80,"2,746",0,5,1/549,-498,509,0,1,1/509,"+2,361","5,779",0,14,1/413,+284,"1,595",0,9,1/177,-815,623,0,1,1/623,+286,"3,105",0,5,1/621,"-1,033","2,696",0,5,1/539
2026-02-24,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+204,"7,110",0,22,1/323,+908,"2,657",0,6,1/443,-616,519,0,2,1/260,"-2,491","2,421",0,4,1/605,+428,"2,319",0,5,1/464,-161,287,0,1,1/287,+275,"1,353",0,3,1/451,-164,"3,279",0,8,1/410,-772,630,0,1,1/630
2026-02-23,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,028","4,445",0,13,1/342,-613,"7,185",0,19,1/378,+409,"6,446",0,11,1/586,+57,"3,973",0,9,1/441,"+9,000","7,946",0,11,1/722,"-1,568","3,592",0,9,1/399,-133,"6,613",0,16,1/413,"-2,557","4,442",0,8,1/555,+736,"7,485",0,19,1/394
2026-02-22,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,258","5,664",0,11,1/515,"-2,301","2,519",0,7,1/360,"+3,462","6,942",0,12,1/579,"+1,872","3,450",0,7,1/493,-944,"3,302",0,6,1/550,"-1,833","2,912",0,4,1/728,+90,"6,721",0,18,1/373,"-2,042","4,236",0,9,1/471,"-1,517","2,814",0,7,1/402
2026-02-21,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-873,"2,650",0,4,1/663,"-1,491","3,720",0,9,1/413,"+2,473","3,956",0,6,1/659,+473,"4,771",0,15,1/318,-832,"1,434",0,3,1/478,-822,"4,939",0,13,1/380,"+1,647","4,500",0,10,1/450,+652,"3,823",0,11,1/348,"+4,136","5,591",0,15,1/373
2026-02-20,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-156,"4,091",0,9,1/455,+221,"1,687",0,4,1/422,-332,"3,116",0,6,1/519,-666,702,0,1,1/702,+889,"3,005",0,7,1/429,"+5,684","7,794",0,15,1/520,-257,467,0,1,1/467,"-1,247","1,386",0,3,1/462,"+1,030","5,945",0,15,1/396
2026-02-19,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,336","2,524",0,7,1/361,+222,586,0,1,1/586,+309,"4,236",0,9,1/471,-331,319,0,1,1/319,"+2,401","3,275",0,9,1/364,+568,"1,518",0,2,1/759,-822,908,0,3,1/303,+324,"1,274",0,4,1/319,-332,"5,070",0,12,1/423
2026-02-18,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-513,909,0,2,1/455,-470,910,0,2,1/455,+448,"1,788",0,5,1/358,+274,"1,294",0,4,1/324,-784,"1,457",0,4,1/364,-701,"1,712",0,4,1/428,-100,313,0,1,1/313,"+5,033","7,751",0,17,1/456,-830,773,0,2,1/387
2026-02-17,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,981","4,399",0,6,1/733,-642,449,0,1,1/449,"-1,172","1,778",0,3,1/593,+448,"1,782",0,5,1/356,-639,475,0,1,1/475,"-1,051","1,954",0,4,1/489,-206,413,0,1,1/413,"+2,597","5,056",0,11,1/460,"+1,754","3,038",0,7,1/434
2026-02-16,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+586,"7,459",0,17,1/439,"-1,911","6,256",0,13,1/481,"+6,944","8,714",0,18,1/484,+183,"6,920",0,18,1/384,"+4,095","7,709",0,17,1/453,-532,713,0,2,1/357,-982,"3,843",0,7,1/549,"+1,486","7,239",0,16,1/452,+104,"5,366",0,12,1/447
