日付,曜日,特定日,1066番台,,,,,1067番台,,,,,1068番台,,,,,1070番台,,,,,1071番台,,,,,1072番台,,,,,1073番台,,,,,1075番台,,,,
,,,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成
2025-12-26,金,はい,+678,"2,307",13,4,1/136,-581,"1,554",4,5,1/173,"-1,315","3,511",11,8,1/185,"-1,090","3,517",9,14,1/153,"-1,004","4,008",12,12,1/167,+974,500,5,2,1/71,"+2,171","3,266",20,10,1/109,+389,900,5,2,1/129
2025-12-25,木,いいえ,-489,"1,772",6,5,1/161,"-1,050","1,626",3,5,1/203,"+1,633","2,546",16,5,1/121,+124,968,4,3,1/138,"-1,383","2,458",7,4,1/223,"-1,568","1,063",0,1,1/1063,+15,647,1,5,1/108,-221,207,0,1,1/207
2025-12-24,水,いいえ,"+2,934","7,263",35,31,1/110,-650,"1,889",5,6,1/172,+269,"1,843",8,6,1/132,"-3,405","3,879",7,4,1/353,"-1,939","3,954",9,13,1/180,"-1,173","4,278",12,15,1/158,-347,"4,008",18,3,1/191,"+2,878","4,025",23,17,1/101
2025-12-23,火,はい,-735,"1,606",4,5,1/178,"+4,733","2,208",21,15,1/61,"+6,360","5,120",40,17,1/90,+142,"7,251",27,26,1/137,-276,"7,711",33,14,1/164,"+3,858","5,321",33,18,1/104,"+2,101","7,535",36,26,1/122,+208,"1,257",6,2,1/157
2025-12-21,日,いいえ,"-1,974","8,921",30,23,1/168,"-4,323","5,773",9,15,1/241,"-1,781","7,220",25,18,1/168,+623,"4,734",19,19,1/125,-383,"6,921",29,14,1/161,-381,"4,190",17,9,1/161,"-2,305","4,361",11,10,1/208,"-2,180","5,601",17,13,1/187
2025-12-20,土,いいえ,-628,"3,949",15,9,1/165,-676,449,0,0,-,+495,"6,472",26,22,1/135,+355,"9,239",41,24,1/142,-605,414,0,0,-,-640,"1,627",5,4,1/181,"+2,756","4,627",27,14,1/113,"-2,397","3,328",6,8,1/238
2025-12-19,金,いいえ,"+1,192","3,257",17,8,1/130,"+4,731","2,357",24,9,1/71,+832,"3,416",18,7,1/137,+654,"1,768",9,6,1/118,-396,"1,679",5,5,1/168,"-2,563","3,234",6,7,1/249,"-1,843","3,298",7,9,1/206,"+2,428","4,692",27,14,1/114
2025-12-18,木,いいえ,-172,"1,443",7,2,1/160,"+1,206","2,373",14,7,1/113,"-2,370","4,370",12,8,1/219,-421,"1,611",6,2,1/201,"+2,311","4,715",26,14,1/118,-434,267,0,0,-,+619,"2,180",12,3,1/145,-220,631,3,1,1/158
2025-12-17,水,いいえ,+500,"4,867",21,15,1/135,-309,"1,864",6,7,1/143,"-6,162","6,334",10,7,1/373,-488,"3,750",13,14,1/139,+714,"3,529",17,9,1/136,-58,"6,128",28,12,1/153,+867,"3,654",19,7,1/141,-44,660,3,3,1/110
2025-12-16,火,はい,"-1,286","2,638",7,6,1/203,"-1,269","1,391",1,4,1/278,+607,"2,332",12,5,1/137,"-2,344","3,106",6,7,1/239,-740,"1,504",4,3,1/215,-766,"1,756",6,2,1/220,"+3,446","3,786",29,8,1/102,+780,"1,859",10,6,1/116
2025-12-15,月,いいえ,-555,700,2,1,1/233,"+5,524","6,078",40,24,1/95,"+1,839","1,943",15,4,1/102,-771,"5,111",19,11,1/170,-144,567,3,0,1/189,-858,"2,201",8,0,1/275,+950,"6,015",29,17,1/131,"+1,538","4,612",25,10,1/132
2025-12-14,日,いいえ,"-3,382","6,608",20,8,1/236,"-1,690","3,732",10,9,1/196,"-1,999","4,551",12,13,1/182,"+4,034","4,466",30,17,1/95,"+1,632","5,839",29,16,1/130,"+1,674","6,004",27,25,1/115,-621,"4,066",15,10,1/163,-687,"5,247",21,11,1/164
2025-12-13,土,はい,"+1,177","7,422",34,24,1/128,"-2,794","4,074",9,8,1/240,"+1,148","7,355",31,25,1/131,"+5,396","8,318",49,28,1/108,+495,"2,459",12,5,1/145,"-7,246","7,622",11,14,1/305,+0,"4,806",21,8,1/166,"+1,312","4,170",21,12,1/126
2025-12-12,金,いいえ,"-1,477","4,473",15,9,1/186,"+3,121","3,389",22,15,1/92,-431,"2,153",8,4,1/179,"+1,582","1,846",12,7,1/97,-592,459,0,1,1/459,"-4,653","5,164",8,9,1/304,-326,456,2,0,1/228,"+4,174","2,874",21,18,1/74
2025-12-11,木,いいえ,+179,"1,156",5,4,1/128,"+1,717","1,456",11,5,1/91,+62,"2,561",11,7,1/142,"+1,796","6,332",29,26,1/115,-270,171,0,0,-,-157,"2,148",9,5,1/153,-150,"3,034",13,7,1/152,"-1,293","3,249",10,7,1/191
2025-12-10,水,いいえ,"-2,752","5,345",14,12,1/206,"+1,172","2,792",16,5,1/133,-843,"3,846",16,5,1/183,"-5,100","7,245",15,15,1/242,-393,"5,347",23,12,1/153,"-1,128","4,046",15,8,1/176,"+1,191","3,037",17,9,1/117,-861,"2,444",7,8,1/163
2025-12-09,火,いいえ,+642,"5,000",20,19,1/128,"-2,314","4,061",12,3,1/271,"-1,230","2,295",7,2,1/255,-569,"1,452",4,4,1/182,"+5,440","6,780",45,20,1/104,"-1,755","5,416",16,15,1/175,"-2,489","4,905",13,12,1/196,+676,"2,389",13,4,1/141
2025-12-07,日,いいえ,"-2,316","8,658",29,24,1/163,"+3,266","1,568",17,4,1/75,+638,"3,049",16,6,1/139,"-1,291","3,314",11,6,1/195,"-2,757","5,130",13,8,1/244,"+1,221","2,443",14,6,1/122,-531,"1,298",2,8,1/130,"+4,343","3,752",29,11,1/94
2025-12-06,土,はい,+239,"7,122",31,18,1/145,"-3,289","3,530",4,8,1/294,+13,"3,806",16,8,1/159,"+1,239","6,265",27,22,1/128,"-3,229","7,662",21,18,1/196,"-1,290","2,837",9,4,1/218,"-1,790","7,233",25,15,1/181,"-3,631","5,757",13,12,1/230
2025-12-05,金,いいえ,"-1,195","2,864",8,10,1/159,+103,"1,010",5,3,1/126,"+1,697","3,817",22,10,1/119,"-2,179","2,650",5,4,1/294,-653,"1,240",3,3,1/207,+59,"1,731",8,3,1/157,+857,"1,097",8,2,1/110,-889,583,0,1,1/583
2025-12-04,木,いいえ,"+1,666","1,772",11,8,1/93,"-1,145","6,651",24,21,1/148,"+1,613","2,464",15,7,1/112,"-1,879","4,727",17,6,1/206,"-1,833","5,244",17,11,1/187,"-2,653","3,514",7,6,1/270,"-1,282","3,809",13,8,1/181,"+1,507","2,383",15,7,1/108
2025-12-03,水,はい,+335,"4,993",22,11,1/151,-29,711,5,1,1/119,"-2,938","4,820",12,8,1/241,-866,"4,656",15,14,1/161,-915,"4,270",14,13,1/158,"-1,020","1,145",2,1,1/382,+701,"1,885",9,8,1/111,"+1,045","5,691",25,20,1/126
2025-12-02,火,いいえ,+340,"4,433",20,10,1/148,-329,"5,015",20,12,1/157,"-1,305","7,247",25,21,1/158,"-4,267","5,190",8,10,1/288,"-1,746","7,075",21,23,1/161,-676,497,0,1,1/497,"-2,607","4,375",11,8,1/230,+548,"3,748",17,10,1/139
2025-12-01,月,いいえ,"-4,050","5,947",14,10,1/248,"-1,708","5,782",17,18,1/165,-650,412,0,0,-,"-2,440","3,318",7,6,1/255,"-1,318","2,614",9,3,1/218,+380,"3,642",17,9,1/140,+711,"2,453",13,5,1/136,+41,"1,342",5,4,1/149
2025-11-30,日,いいえ,"+1,138","8,611",37,25,1/139,"-2,838","7,514",20,23,1/175,"-3,211","5,617",12,14,1/216,"-2,063","5,920",17,17,1/174,"+2,032","4,559",26,10,1/127,-258,"1,570",6,3,1/174,"+1,572","3,034",17,10,1/112,"+1,260","3,470",21,4,1/139
2025-11-29,土,いいえ,"-1,851","3,717",11,7,1/207,"-1,410","4,125",13,11,1/172,"+1,045","5,014",25,11,1/139,-63,"1,866",8,3,1/170,"+1,984","2,638",14,15,1/91,-2,"1,550",7,3,1/155,+336,"2,078",11,3,1/148,-579,"2,691",10,5,1/179
2025-11-28,金,いいえ,"-2,605","5,252",14,10,1/219,+500,"4,090",19,10,1/141,"-1,230","3,296",11,6,1/194,"-1,805","4,488",14,11,1/180,+204,"2,697",11,9,1/135,"-2,790","3,813",8,7,1/254,"+1,561","3,042",19,4,1/132,-316,201,0,0,-
2025-11-27,木,いいえ,"-2,963","5,969",15,17,1/187,"+5,114","7,659",47,21,1/113,+77,"4,769",21,12,1/145,-702,526,0,1,1/526,+468,"1,760",6,11,1/104,-508,"2,176",6,8,1/155,"+3,068","1,323",16,4,1/66,+476,"3,595",16,11,1/133
2025-11-26,水,はい,"-3,414","6,163",16,11,1/228,"-2,344","4,167",10,10,1/208,"+4,700","5,871",37,23,1/98,"+1,770","1,524",12,5,1/90,-122,"3,171",13,6,1/167,"-1,651","4,875",14,13,1/181,-555,"6,172",25,11,1/171,-182,"2,041",7,8,1/136
2025-11-25,火,いいえ,"-1,520","4,303",13,12,1/172,+526,779,5,2,1/111,"-2,114","4,923",15,10,1/197,"-1,208","3,279",9,8,1/193,"+2,872","1,320",14,6,1/66,"-3,200","4,035",7,7,1/288,"-3,775","4,760",9,10,1/251,"+1,609","2,594",15,10,1/104
2025-11-24,月,いいえ,+288,"6,652",28,19,1/142,"+1,114","4,235",21,11,1/132,"-3,908","6,886",16,16,1/215,"-2,672","5,928",19,7,1/228,+0,"2,808",13,6,1/148,-204,"2,209",10,3,1/170,"+2,431","5,031",28,16,1/114,+605,605,5,0,1/121
2025-11-23,日,はい,"-4,190","7,435",18,16,1/219,"-1,879","7,149",26,15,1/174,"-2,230","2,450",4,4,1/306,"+3,451","6,703",39,15,1/124,"+1,773","6,795",36,12,1/142,+28,"5,068",21,12,1/154,"+3,355","6,446",39,14,1/122,+986,"2,736",13,11,1/114
2025-11-22,土,いいえ,"-3,198","4,874",12,10,1/222,"-2,264","8,804",34,13,1/187,"+2,167","1,860",15,5,1/93,-895,"4,208",16,7,1/183,+421,"1,356",8,1,1/151,"-1,465","6,105",21,14,1/174,"-2,513","2,757",5,5,1/276,+838,"3,244",17,9,1/125
2025-11-21,金,いいえ,-579,"4,030",16,7,1/175,"-1,777","3,372",10,4,1/241,+500,"2,572",11,9,1/129,-453,"3,152",12,7,1/166,"-3,233","4,919",12,12,1/205,+302,758,4,2,1/126,+238,"2,969",12,8,1/148,-297,"3,011",12,7,1/158
2025-11-20,木,いいえ,-272,621,3,1,1/155,"-2,911","5,160",12,13,1/206,"+2,033","2,645",15,13,1/94,-379,252,0,0,-,-951,652,0,1,1/652,-187,"1,644",5,8,1/126,-379,253,0,0,-,"-1,179","4,110",13,10,1/179
2025-11-19,水,いいえ,"-1,293","4,167",15,9,1/174,"-2,561","5,061",15,7,1/230,+744,"2,879",15,7,1/131,"-1,526","3,358",8,9,1/198,"+3,418","2,264",19,9,1/81,"-2,111","5,795",18,12,1/193,-403,"2,304",9,3,1/192,+699,493,5,0,1/99
2025-11-18,火,いいえ,+989,"1,616",10,4,1/115,+502,"2,566",12,6,1/143,-250,188,0,0,-,-290,"1,352",5,3,1/169,+513,"1,190",5,6,1/108,"-3,113","2,846",3,6,1/316,"-3,932","6,375",15,14,1/220,-298,209,0,0,-
2025-11-17,月,いいえ,"-1,923","3,289",10,3,1/253,"-2,067","3,840",12,4,1/240,+643,663,5,1,1/111,"-1,031",708,0,1,1/708,-338,849,4,2,1/142,"-1,055","2,269",6,6,1/189,+0,"1,054",5,1,1/176,-370,234,0,0,-
2025-11-16,日,はい,"-1,792","5,959",19,15,1/175,"-3,450","6,580",20,7,1/244,"+3,325","6,032",34,22,1/108,"-2,350","6,312",19,14,1/191,"+4,065","8,456",48,22,1/121,"-3,081","6,330",19,12,1/204,"-1,358","6,761",25,14,1/173,"+1,415","6,391",29,22,1/125
2025-11-15,土,いいえ,-649,"4,073",17,7,1/170,+591,"1,065",6,3,1/118,"-1,585","6,966",26,11,1/188,"+3,295","7,925",44,21,1/122,+361,"6,705",28,18,1/146,+989,"3,453",19,5,1/144,"+1,892","6,492",31,24,1/118,-700,"8,498",32,23,1/155
2025-11-14,金,いいえ,-505,"1,322",5,1,1/220,+745,"1,161",6,5,1/106,+515,565,4,3,1/81,"-1,675","2,097",4,2,1/350,"+1,383","3,234",19,7,1/124,-310,"1,371",4,6,1/137,"-1,261","1,634",3,3,1/272,+304,"6,872",28,22,1/137
2025-11-13,木,はい,"+4,351","4,016",32,9,1/98,+196,"6,349",25,22,1/135,"+1,858","1,583",12,4,1/99,+735,"3,662",18,9,1/136,+692,"4,614",24,8,1/144,"+3,506","3,292",24,10,1/97,"+3,274","4,255",27,17,1/97,"-1,405","5,208",18,12,1/174
2025-11-12,水,いいえ,-587,"6,817",29,12,1/166,"-2,820","3,730",7,9,1/233,+587,"5,222",24,12,1/145,-291,199,0,0,-,"-1,965","5,306",18,9,1/197,-242,"1,829",6,6,1/152,"-1,972","4,973",17,7,1/207,"+2,000","3,107",18,12,1/104
2025-11-11,火,いいえ,+621,"3,066",15,7,1/139,+145,"5,250",24,11,1/150,"+1,201","1,201",8,5,1/92,"+4,945","2,649",24,15,1/68,"+1,261","1,423",10,4,1/102,+287,701,5,0,1/140,-875,"4,839",16,14,1/161,"-1,178","3,690",11,11,1/168
2025-11-10,月,いいえ,+73,"1,332",6,4,1/133,"+1,007","1,066",8,2,1/107,-158,"2,403",9,7,1/150,"+1,597","2,030",11,11,1/92,"-1,710","2,515",6,3,1/279,-345,249,0,0,-,+520,"2,678",13,5,1/149,"-2,678","4,355",11,6,1/256
2025-11-09,日,いいえ,"-1,056","6,226",25,10,1/178,"-2,666","5,818",14,18,1/182,+969,"5,540",27,14,1/135,"-2,421","4,214",10,10,1/211,"-1,361","6,807",25,15,1/170,"+2,543","2,766",20,8,1/99,"-1,197","6,253",23,16,1/160,"-4,405","5,448",8,16,1/227
2025-11-08,土,いいえ,"-1,373","6,021",22,13,1/172,-280,"4,829",18,16,1/142,"-1,668","6,082",20,15,1/174,"-1,364","4,153",14,8,1/189,-157,"1,435",7,1,1/179,"-4,162","6,537",15,12,1/242,-409,766,3,2,1/153,"-2,490","9,629",35,17,1/185
2025-11-07,金,いいえ,+549,"1,521",6,9,1/101,"-2,258","4,737",14,8,1/215,"-4,356","7,859",23,10,1/238,-302,215,0,0,-,"+6,828","6,688",49,21,1/96,-526,340,0,0,-,+985,"1,085",7,4,1/99,-647,"5,215",19,13,1/163
2025-11-06,木,はい,-555,"4,262",16,11,1/158,"-2,608","3,831",8,8,1/239,+981,"1,560",10,3,1/120,+550,"3,381",18,5,1/147,+114,"2,930",15,4,1/154,"-4,688","5,710",11,8,1/301,"+1,889","4,199",24,10,1/124,"-2,198","7,505",23,20,1/175
2025-11-04,火,いいえ,"+3,716","8,127",41,31,1/113,-700,"3,982",16,6,1/181,"-5,592","8,774",18,21,1/225,"+2,537","4,287",26,12,1/113,-467,"6,480",26,18,1/147,-465,"2,579",10,5,1/172,+603,"6,723",31,14,1/149,"+1,351","5,421",25,19,1/123
2025-11-03,月,はい,"-1,233","4,383",15,11,1/169,"+2,361","5,735",33,14,1/122,"-3,561","5,631",14,9,1/245,-38,"6,330",26,17,1/147,+975,"8,391",38,21,1/142,"-1,214","6,471",24,14,1/170,"-1,834","3,052",9,3,1/254,"-2,231","5,689",18,10,1/203
2025-11-02,日,いいえ,"+1,696","5,098",24,18,1/121,"-1,967","4,052",12,7,1/213,"+3,157","4,562",26,21,1/97,"-1,833","4,091",13,8,1/195,"+1,314","1,727",9,10,1/91,"-1,641","5,365",18,11,1/185,"-1,425","2,432",6,5,1/221,"+2,383","2,138",15,11,1/82
2025-11-01,土,いいえ,+554,"4,357",20,11,1/141,"+1,897","3,701",20,13,1/112,"-1,109",781,0,1,1/781,+557,"2,555",13,8,1/122,"-1,598","2,503",7,3,1/250,+488,"1,379",7,5,1/115,"-1,931","7,824",30,11,1/191,"-1,406","3,509",12,4,1/219
2025-10-31,金,いいえ,-810,"2,359",8,4,1/197,-155,"4,687",18,15,1/142,-350,206,0,0,-,-87,940,4,6,1/94,+78,844,3,3,1/141,"-1,069","3,718",11,9,1/186,"-2,441","5,346",16,12,1/191,-414,263,0,0,-
2025-10-30,木,いいえ,-680,417,0,0,-,-328,"2,650",10,9,1/139,"+1,079","1,786",11,5,1/112,"+5,815","7,964",47,32,1/101,-204,"2,148",10,2,1/179,-962,"4,201",16,7,1/183,+362,511,3,2,1/102,-669,"2,828",10,5,1/189
2025-10-29,水,いいえ,+571,"1,023",6,2,1/128,-270,885,5,1,1/148,"-4,161","4,141",3,13,1/259,-346,209,0,0,-,-317,212,0,0,-,-797,769,1,3,1/192,-661,452,0,1,1/452,+300,570,3,2,1/114
2025-10-28,火,いいえ,-743,538,0,1,1/538,-187,"3,087",11,11,1/140,"+1,933","3,009",17,12,1/104,-273,"1,415",5,3,1/177,+462,818,5,1,1/136,"-1,265","1,848",4,3,1/264,-557,418,0,1,1/418,"-1,455","2,799",6,9,1/187
2025-10-27,月,いいえ,-308,"6,231",25,15,1/156,-292,"1,431",5,3,1/179,-109,"3,128",14,4,1/174,"-1,457",963,0,1,1/963,"-1,034",705,0,1,1/705,-514,"1,512",3,7,1/151,-184,"2,992",13,5,1/166,+337,720,4,2,1/120
2025-10-26,日,はい,"-2,656","5,708",17,14,1/184,+807,"4,609",20,16,1/128,"-2,234","2,618",5,5,1/262,-162,"3,536",15,5,1/177,"+1,766","3,942",19,19,1/104,"-3,672","6,696",17,12,1/231,"-2,768","2,604",2,6,1/326,"-1,684","9,603",38,19,1/168
2025-10-25,土,いいえ,"-2,992","6,817",19,15,1/201,"-3,142","4,927",13,6,1/259,+744,"5,632",29,8,1/152,"+1,043","3,449",17,11,1/123,"+1,755","1,546",13,2,1/103,"-2,555","4,836",14,7,1/230,"+1,866","5,025",25,16,1/123,"-1,292","4,577",16,10,1/176
2025-10-24,金,いいえ,+478,"2,229",10,8,1/124,"-1,453","6,255",22,17,1/160,"+2,684","2,745",16,16,1/86,"-1,601","3,535",11,6,1/208,"+1,642","3,894",22,9,1/126,-625,"3,032",11,6,1/178,"-3,431","5,792",15,10,1/232,"+1,888","1,714",14,4,1/95
2025-10-23,木,はい,-679,"4,419",16,11,1/164,"+3,183","3,826",23,16,1/98,-344,212,0,0,-,+939,"4,433",21,12,1/134,"-1,932","5,959",22,7,1/205,-333,194,0,0,-,"+2,828","5,995",34,15,1/122,-422,238,0,0,-
2025-10-22,水,いいえ,-979,"3,344",11,8,1/176,"-1,899","2,792",7,3,1/279,"+1,892","1,137",9,7,1/71,+733,388,4,1,1/78,-564,"3,311",13,7,1/166,+125,"2,768",13,5,1/154,-475,"2,326",9,4,1/179,-155,"4,188",18,9,1/155
2025-10-21,火,いいえ,-617,"6,662",29,13,1/159,"-2,276","6,906",25,10,1/197,-610,412,0,0,-,-17,"4,884",19,16,1/140,"-2,501","5,235",14,11,1/209,-863,546,0,0,-,+151,"2,237",8,8,1/140,"-1,598","2,551",7,2,1/283
2025-10-20,月,いいえ,-700,"3,881",15,8,1/169,+817,"2,396",13,6,1/126,-108,"4,642",21,9,1/155,"-1,916","3,622",10,4,1/259,"-2,063","1,803",0,6,1/301,+798,"3,245",14,12,1/125,+217,"2,442",10,7,1/144,"-1,880","3,072",6,9,1/205
2025-10-19,日,いいえ,-703,"2,595",8,9,1/153,+37,"2,372",11,4,1/158,"-1,178","2,532",7,6,1/195,-175,"5,782",25,12,1/156,"+3,536","3,131",24,12,1/87,"-2,667","4,747",12,9,1/226,+212,"4,314",18,12,1/144,"-2,374","2,847",4,8,1/237
2025-10-18,土,いいえ,+909,"2,979",16,5,1/142,+626,"2,499",12,7,1/132,+428,915,5,4,1/102,"-2,302","3,574",9,6,1/238,"+1,010","2,118",12,7,1/111,-975,857,1,2,1/286,-414,265,0,0,-,-931,"6,649",26,14,1/166
2025-10-17,金,いいえ,-10,"3,308",14,7,1/158,"-1,146","2,127",6,4,1/213,-573,"1,529",6,1,1/218,"-1,039","1,526",3,4,1/218,-322,211,0,0,-,-877,"2,644",10,2,1/220,-406,261,0,0,-,+44,"1,000",3,5,1/125
2025-10-16,木,はい,"-2,587","6,692",20,14,1/197,"-2,017","3,000",6,6,1/250,+606,"3,229",15,9,1/135,+418,649,3,4,1/93,"+1,650","3,661",21,10,1/118,-150,977,5,3,1/122,"-1,426","2,452",7,3,1/245,"-3,733","5,403",12,10,1/246
2025-10-15,水,いいえ,"-3,760","3,463",4,6,1/346,"-1,199",772,0,1,1/772,"-1,105","1,841",5,2,1/263,"-3,903","4,517",5,14,1/238,"-1,210","2,589",8,4,1/216,"+2,407",962,11,4,1/64,"+1,273","1,243",9,4,1/96,"+1,157",812,7,2,1/90
2025-10-14,火,いいえ,"-1,732","4,192",13,8,1/200,-605,404,0,0,-,"-1,526","2,408",5,6,1/219,"+2,525","2,439",15,16,1/79,"-1,879","3,363",9,6,1/224,+673,"3,545",16,11,1/131,-579,"3,346",13,8,1/159,-491,"1,297",4,2,1/216
2025-10-13,月,はい,"-4,021","5,789",12,10,1/263,-522,"2,582",10,6,1/161,"-4,445","5,195",10,7,1/306,"+2,168","2,989",17,16,1/91,-481,934,3,4,1/133,"-4,150","8,863",25,19,1/201,+991,"4,351",24,6,1/145,"+4,280","4,937",35,14,1/101
2025-10-12,日,いいえ,-349,"3,279",14,5,1/173,-651,"4,670",16,14,1/156,+450,"1,936",10,2,1/161,"-2,407","4,725",11,14,1/189,"+2,076","3,603",19,14,1/109,"-1,005","6,173",24,14,1/162,"+2,683","3,027",20,12,1/95,-855,"2,330",6,8,1/166
2025-10-11,土,いいえ,"-2,666","5,488",15,12,1/203,-489,"3,841",13,13,1/148,"+1,116","1,915",12,5,1/113,+184,"3,273",13,10,1/142,+298,"1,589",8,2,1/159,"-5,426","4,926",5,8,1/379,+425,"3,162",14,9,1/137,+386,"5,173",23,12,1/148
2025-10-10,金,いいえ,"+1,470","4,406",24,8,1/138,-2,541,2,5,1/77,+208,"1,219",7,1,1/152,+90,"3,435",13,12,1/137,"+5,031","3,260",26,17,1/76,"-1,227","4,358",16,7,1/189,"-1,038",632,0,0,-,"+1,572","1,536",10,7,1/90
2025-10-09,木,いいえ,"-3,807","4,360",7,7,1/311,"-2,179","2,890",7,3,1/289,"+1,862","2,423",13,14,1/90,"-1,525","2,833",8,3,1/258,"-5,675","8,753",17,24,1/213,"-2,108","4,020",9,11,1/201,+0,703,3,1,1/176,-10,"6,416",25,19,1/146
2025-10-07,火,いいえ,-829,943,2,3,1/189,"+1,050",794,6,3,1/88,"+1,238","3,141",17,7,1/131,+732,"3,438",17,7,1/143,+325,"1,514",6,8,1/108,"+1,507","1,954",13,6,1/103,-227,"3,190",12,9,1/152,"+2,666","1,850",15,8,1/80
2025-10-06,月,はい,-202,"3,613",14,12,1/139,+570,"2,549",12,8,1/127,+549,"3,492",16,10,1/134,"+3,035","3,221",22,13,1/92,"-2,234","6,492",19,20,1/166,+325,"3,335",16,6,1/152,+767,"4,069",19,11,1/136,+115,"2,099",9,6,1/140
2025-10-05,日,いいえ,"+3,637","3,407",25,11,1/95,"-1,580","6,357",25,12,1/172,"-1,152","3,833",12,11,1/167,"+2,495","2,095",13,13,1/81,"-2,211","2,943",7,4,1/268,"-1,764","7,254",23,20,1/169,-113,"4,755",19,13,1/149,"-4,123","8,720",25,17,1/208
2025-10-04,土,いいえ,"+1,219","3,270",18,7,1/131,"+3,095","2,477",17,16,1/75,"+2,498","3,742",25,8,1/113,+427,"3,057",12,11,1/133,"+2,707","1,597",15,6,1/76,"+2,966","3,350",23,9,1/105,"-4,332","8,744",24,17,1/213,+150,"4,996",24,7,1/161
2025-10-03,金,はい,"-1,138","5,660",23,10,1/172,-136,"3,366",15,6,1/160,"+1,204","1,719",8,11,1/90,+363,"3,172",13,12,1/127,"-1,217","1,193",2,0,1/597,"-4,019","3,337",3,4,1/477,+876,"2,813",15,7,1/128,"-4,340","3,492",2,4,1/582
2025-10-02,木,いいえ,"+1,948","1,906",14,6,1/95,+291,"1,250",7,2,1/139,+453,304,2,2,1/76,"+2,310","3,152",22,7,1/109,-218,198,0,1,1/198,"-1,140","2,435",7,5,1/203,+514,"1,446",8,2,1/145,-958,"5,891",21,13,1/173
2025-10-01,水,いいえ,"-1,657","1,376",2,0,1/688,-688,581,1,1,1/291,"+2,852","2,017",17,6,1/88,"-1,040","2,366",7,4,1/215,"+2,921","1,277",13,7,1/64,+241,"4,244",20,10,1/141,"-2,046","3,381",10,3,1/260,"-5,307","5,399",8,8,1/337
2025-09-30,火,いいえ,"+2,222","2,653",16,12,1/95,-774,"2,840",10,6,1/178,"+3,037","2,598",21,6,1/96,-70,574,3,2,1/115,"-2,796","3,745",6,11,1/220,"-1,359","3,109",8,9,1/183,-474,"2,801",11,5,1/175,"-1,997","5,128",16,10,1/197
2025-09-29,月,いいえ,-809,"1,390",5,1,1/232,"+1,721","1,051",10,3,1/81,"-1,462","2,580",7,5,1/215,"+1,963","1,839",14,7,1/88,"+4,245","3,560",25,17,1/85,-229,162,0,0,-,-287,"2,006",6,9,1/134,-676,416,0,0,-
2025-09-28,日,いいえ,"-3,669","4,906",11,10,1/234,"-2,649","5,401",16,7,1/235,"+1,755","2,831",18,7,1/113,"-4,373","4,902",9,7,1/306,"+1,029","3,404",17,12,1/117,+889,"7,723",33,21,1/143,"+2,314","3,855",20,18,1/101,-946,"3,186",11,6,1/187
2025-09-27,土,いいえ,"+2,951","5,078",30,14,1/115,"-1,410","1,722",4,2,1/287,"+1,326","3,423",17,13,1/114,+218,805,5,0,1/161,"-3,057","4,946",13,7,1/247,-365,"2,754",10,8,1/153,+261,"5,494",20,23,1/128,"-2,285","5,553",16,13,1/191
2025-09-26,金,はい,"-4,407","8,248",19,21,1/206,"-2,179","6,239",22,10,1/195,"+1,019","7,637",34,20,1/141,"+5,522","8,805",53,27,1/110,"+1,095","7,924",34,27,1/130,+453,"6,663",24,27,1/131,"+1,803","7,617",39,18,1/134,"+2,563","6,744",35,23,1/116
2025-09-25,木,いいえ,"+2,761","5,928",31,21,1/114,-523,814,3,2,1/163,-65,"5,131",20,18,1/135,"-2,654","3,428",7,4,1/312,"+1,273","2,763",16,8,1/115,"-2,112","3,063",5,9,1/219,-837,"1,943",6,4,1/194,"+1,012","2,371",12,9,1/113
2025-09-23,火,はい,"+1,696","3,920",23,8,1/126,"-1,429","3,546",11,6,1/209,"+2,357","4,630",27,13,1/116,-160,"7,227",30,20,1/145,"-4,121","3,828",5,3,1/479,"+2,668","2,546",19,7,1/98,+884,"7,052",30,22,1/136,-785,693,1,1,1/347
2025-09-22,月,いいえ,+735,"1,084",7,2,1/120,-408,766,3,1,1/192,+570,729,4,4,1/91,"-2,486","2,726",2,9,1/248,-767,"3,232",11,10,1/154,-242,929,4,3,1/133,"-2,508","2,496",1,8,1/277,+231,688,4,1,1/138
2025-09-21,日,いいえ,"+1,770","6,068",29,17,1/132,"+3,271","5,397",32,18,1/108,"-1,014","5,440",17,20,1/147,"-1,168","4,623",17,8,1/185,"+2,409","5,862",33,14,1/125,"-3,581","4,064",6,7,1/313,"-1,615","4,404",13,10,1/191,"+2,809","2,886",21,8,1/100
2025-09-20,土,いいえ,-829,"2,921",10,6,1/183,"+1,963","3,062",16,15,1/99,+166,"3,118",14,8,1/142,"+2,408","3,966",24,11,1/113,-892,"1,921",5,5,1/192,"+1,594","3,041",18,9,1/113,+290,"1,812",9,4,1/139,"+3,924","5,835",37,14,1/114
