日付,曜日,特定日,343番台,,,,,,344番台,,,,,,345番台,,,,,,346番台,,,,,,347番台,,,,,,348番台,,,,,,349番台,,,,,,350番台,,,,,,351番台,,,,,,352番台,,,,,,418番台,,,,,,419番台,,,,,,420番台,,,,,,421番台,,,,,,422番台,,,,,,423番台,,,,,,424番台,,,,,,425番台,,,,,,426番台,,,,,,427番台,,,,,
,,,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定
2025-11-16,日,いいえ,-315,"3,434",13,11,1/143,3.23,-54,"1,228",4,6,1/123,3.87,"+2,641","5,719",30,24,1/106,4.67,-272,152,0,0,-,3.33,+804,"3,450",17,11,1/123,3.39,+96,"1,808",9,2,1/164,2.57,-151,466,2,0,1/233,3.10,-327,"4,335",16,17,1/131,3.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-15,土,はい,"+1,747","9,075",38,34,1/126,4.03,-692,"6,765",23,22,1/150,2.99,"-1,323","3,139",8,9,1/185,2.86,+225,"5,912",24,20,1/134,3.36,+16,"7,819",27,36,1/124,4.77,+345,"5,759",23,17,1/144,2.82,+379,"5,639",24,18,1/134,3.17,+715,"8,044",33,30,1/128,3.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-14,金,いいえ,-232,"3,283",13,9,1/149,2.92,-526,"1,976",4,10,1/141,4.02,-440,690,2,1,1/230,3.11,-300,780,2,2,1/195,3.26,+500,"2,015",9,8,1/119,3.78,-250,182,0,0,-,3.30,"+2,127","6,330",33,23,1/113,4.07,-312,831,3,0,1/277,2.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-13,木,いいえ,-759,"1,819",5,6,1/165,3.30,-856,"2,743",8,7,1/183,2.78,-355,322,0,1,1/322,3.40,-352,300,0,1,1/300,3.43,"-1,016","2,248",5,6,1/204,2.89,-14,333,2,0,1/167,3.24,-524,577,0,2,1/289,3.38,-421,"5,421",19,16,1/155,2.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-12,水,いいえ,+253,"3,772",16,11,1/140,3.03,-227,796,2,3,1/159,3.49,-544,543,0,2,1/272,3.42,-284,699,1,3,1/175,3.55,-263,"4,029",15,15,1/134,3.66,+20,"2,384",9,7,1/149,3.15,-442,281,0,0,-,3.20,-548,"1,056",2,4,1/176,3.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-11,火,いいえ,-138,"1,382",5,3,1/173,3.03,-402,851,2,2,1/213,3.19,+139,"2,808",11,11,1/128,3.77,+409,"2,296",12,5,1/135,2.90,-299,519,1,2,1/173,3.49,-422,640,1,2,1/213,3.36,-663,"1,773",6,1,1/253,2.33,"-1,411","1,940",2,6,1/243,3.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-10,月,いいえ,-74,543,2,1,1/181,3.26,"+1,825","3,598",24,7,1/116,2.61,-160,121,0,0,-,3.37,+42,147,1,0,1/147,3.39,"+2,597","8,216",40,31,1/116,4.30,-43,20,0,0,-,3.48,-393,478,0,2,1/239,3.49,-540,693,1,1,1/347,3.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-09,日,いいえ,"-1,037","1,595",3,4,1/228,2.97,-513,932,3,0,1/311,2.69,-532,"2,798",8,8,1/175,2.95,-300,"1,863",6,6,1/155,3.30,-368,"1,261",4,4,1/158,3.35,-403,999,2,3,1/200,3.28,-546,"1,239",2,5,1/177,3.52,-784,"2,700",8,8,1/169,3.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-08,土,はい,-974,"2,267",5,7,1/189,3.10,-70,441,2,0,1/221,3.12,+185,"8,891",28,40,1/131,4.66,"+1,911","8,609",33,48,1/106,5.42,-701,"2,740",9,8,1/161,3.04,+522,"2,814",13,12,1/113,4.09,+302,"2,472",11,6,1/145,2.92,+272,"6,322",24,23,1/135,3.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-07,金,いいえ,-474,"3,368",12,11,1/146,3.25,-503,740,1,1,1/370,3.02,-186,539,2,0,1/270,3.02,+275,"5,387",18,25,1/125,4.54,-423,476,1,0,1/476,3.04,-606,561,0,1,1/561,3.15,+148,"3,517",15,10,1/141,3.00,+147,"5,365",20,23,1/125,4.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-05,水,はい,"-1,050","5,079",14,19,1/154,3.50,-986,"3,602",13,7,1/180,2.30,"-1,319","3,336",7,13,1/167,3.52,"-1,440","3,233",7,10,1/190,2.96,"-1,532","2,633",4,9,1/203,3.17,+437,"6,574",25,29,1/122,4.58,-105,"5,376",23,14,1/145,2.54,"+3,708","7,937",41,35,1/104,5.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-04,火,いいえ,+825,"3,462",17,8,1/138,2.69,"+1,297","1,870",13,5,1/104,3.39,+192,963,5,2,1/138,3.21,+232,"4,193",18,13,1/135,3.16,-632,"2,637",9,6,1/176,2.70,-100,957,4,2,1/160,3.17,+341,"4,447",18,15,1/135,3.38,"+1,104","2,581",14,11,1/103,4.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-03,月,いいえ,-102,"3,158",12,10,1/144,3.22,+63,"1,083",6,1,1/155,2.89,-404,851,2,1,1/284,2.95,"+1,616","4,465",23,16,1/114,3.85,-842,"2,337",3,11,1/167,3.85,-337,472,1,1,1/236,3.29,-521,813,1,2,1/271,3.18,+587,"3,904",19,11,1/130,3.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-02,日,いいえ,-380,"4,636",17,14,1/150,2.94,+379,"3,032",14,9,1/132,3.20,-239,"3,675",13,15,1/131,3.91,-209,"2,354",10,4,1/168,2.56,-434,992,2,1,1/331,2.82,"+2,218","4,854",28,14,1/116,3.19,-425,"1,674",4,6,1/167,3.40,+162,"3,317",15,6,1/158,2.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-01,土,いいえ,-517,"2,261",7,7,1/162,3.19,"-1,054","1,435",2,4,1/239,3.08,+534,"2,811",15,3,1/156,2.21,-743,"1,103",2,2,1/276,2.94,-269,"1,156",5,1,1/193,2.78,-301,"3,383",12,13,1/135,3.70,+325,"1,425",7,4,1/130,3.32,+22,"6,871",27,24,1/135,3.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-31,金,いいえ,-632,730,1,1,1/365,3.03,-214,477,1,2,1/159,3.54,-418,"6,704",24,21,1/149,2.88,-225,171,0,0,-,3.31,+186,667,4,1,1/133,3.23,-434,452,0,1,1/452,3.26,+433,"4,985",21,16,1/135,3.21,-500,550,1,0,1/550,2.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-30,木,いいえ,-462,"1,559",5,3,1/195,2.86,-410,440,0,1,1/440,3.28,-633,"2,083",4,10,1/149,3.92,-368,381,0,1,1/381,3.34,"+1,485","2,293",17,4,1/109,2.88,-739,"1,091",1,3,1/273,3.14,-415,366,0,0,-,3.11,-223,"2,365",9,7,1/148,3.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-29,水,いいえ,"-1,215","4,528",14,16,1/151,3.36,-195,500,1,1,1/250,3.26,+773,"5,294",21,20,1/129,3.82,+360,"1,279",6,2,1/160,2.93,-269,639,2,0,1/320,2.92,-538,474,0,0,-,3.00,+785,"5,742",26,17,1/134,2.93,-332,889,3,2,1/178,3.20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-28,火,はい,+806,"7,550",31,27,1/130,3.66,-773,"1,554",4,3,1/222,2.83,-202,724,3,0,1/241,2.88,-28,"3,205",12,9,1/153,2.95,"+1,469","8,392",33,36,1/122,4.66,-703,"2,927",9,8,1/172,2.87,+194,"4,131",14,23,1/112,4.91,+749,"7,584",32,29,1/124,4.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-27,月,いいえ,-29,"2,783",11,9,1/139,3.32,-214,241,0,1,1/241,3.49,-302,753,2,2,1/188,3.29,-698,"1,293",3,2,1/259,2.80,-558,"1,851",5,7,1/154,3.51,+0,"1,362",5,2,1/195,2.82,-146,"1,780",6,4,1/178,2.92,-767,"1,428",2,6,1/179,3.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-26,日,いいえ,"-1,446","2,665",5,7,1/222,2.75,-40,"2,631",11,7,1/146,2.99,-479,632,1,1,1/316,3.12,-187,"2,868",12,6,1/159,2.61,-537,"1,704",5,5,1/170,3.18,+253,"5,265",24,13,1/142,2.47,-568,"1,274",3,2,1/255,2.82,-937,"1,940",5,3,1/243,2.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-25,土,はい,-158,"8,012",29,31,1/134,3.97,-229,"2,265",10,3,1/174,2.44,"+3,915","6,723",38,33,1/95,5.37,-715,"2,810",9,7,1/176,2.76,-810,"4,455",16,10,1/171,2.31,"-1,499","2,184",4,5,1/243,2.71,+545,"6,253",26,20,1/136,3.12,+172,"7,026",28,21,1/143,2.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-24,金,いいえ,+374,"1,260",6,5,1/115,3.70,+955,"1,664",10,6,1/104,3.72,-637,"2,426",9,5,1/173,2.67,-604,496,0,0,-,2.98,-758,"4,606",16,17,1/140,3.59,-98,273,1,1,1/137,3.51,-116,"1,931",7,6,1/149,3.28,-466,"4,247",14,14,1/152,3.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
