日付,曜日,特定日,343番台,,,,,,344番台,,,,,,345番台,,,,,,346番台,,,,,,347番台,,,,,,348番台,,,,,,349番台,,,,,,350番台,,,,,,351番台,,,,,,352番台,,,,,,418番台,,,,,,419番台,,,,,,420番台,,,,,,421番台,,,,,,422番台,,,,,,423番台,,,,,,424番台,,,,,,425番台,,,,,,426番台,,,,,,427番台,,,,,
,,,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定
2026-03-29,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-175,783,3,1,1/196,3.06,-216,"3,850",14,8,1/175,2.33,-108,"2,200",9,3,1/183,2.46,-254,"1,549",6,3,1/172,2.91,+122,"2,298",10,5,1/153,2.82,+97,"4,241",16,16,1/133,3.72,-179,"3,053",9,11,1/153,3.43,-251,180,0,0,-,3.30,+241,"5,717",26,12,1/150,2.10,-10,"2,814",12,8,1/141,3.09
2026-03-28,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-345,"2,555",10,6,1/160,2.80,"+3,119","8,792",42,40,1/107,5.18,"-1,141",943,0,0,-,2.59,"+1,122","8,819",30,39,1/128,4.65,-557,594,1,0,1/594,2.93,"+1,560","7,200",32,27,1/122,4.03,"-1,656","3,250",8,8,1/203,2.58,-491,"2,150",8,4,1/179,2.66,+0,"5,347",20,25,1/119,4.65,"-1,315","4,182",10,15,1/167,3.30
2026-03-27,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-709,"3,562",10,13,1/155,3.43,-151,532,2,1,1/177,3.28,-134,266,1,0,1/266,3.26,"+2,196","8,248",38,38,1/109,5.13,-138,999,4,3,1/143,3.38,-72,"1,701",6,7,1/131,3.72,+539,"3,906",14,21,1/112,4.81,+175,476,3,0,1/159,3.13,-665,"2,918",9,8,1/172,2.88,-332,420,1,0,1/420,3.10
2026-03-26,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-104,873,3,1,1/218,2.97,+264,"4,261",18,14,1/133,3.33,-192,"3,414",15,7,1/155,2.47,-608,"1,024",1,3,1/256,3.21,"+1,648","7,033",30,30,1/117,4.62,-367,"2,256",8,6,1/161,3.00,-380,"2,032",6,5,1/185,2.91,-300,761,3,0,1/254,2.85,"-1,179","1,093",1,0,1/1093,2.50,"+1,395","6,568",30,25,1/119,4.11
2026-03-25,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+3,442","6,795",37,27,1/106,4.64,-543,"4,188",15,11,1/161,2.64,+616,"7,047",26,30,1/126,4.44,-986,"4,140",15,7,1/188,2.06,"+1,742","9,188",38,40,1/118,4.85,-131,"5,801",23,17,1/145,2.78,+979,"7,919",33,31,1/124,4.23,"+3,272","8,673",43,33,1/114,4.43,+804,"7,875",36,19,1/143,2.10,"-1,267","6,569",17,28,1/146,4.10
2026-03-24,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-109,"1,868",4,10,1/133,4.12,-298,680,2,0,1/340,2.88,+866,"5,286",23,23,1/115,4.51,+537,"1,861",10,4,1/133,3.00,+110,"1,326",6,3,1/147,3.13,+124,"1,566",7,4,1/142,3.17,-239,"2,247",9,5,1/161,2.83,-938,"3,200",6,15,1/152,4.02,-134,97,0,0,-,3.39,"+1,524","7,152",31,27,1/123,4.03
2026-03-23,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-632,"1,164",2,3,1/233,3.11,-214,"4,548",17,16,1/138,3.47,-124,304,1,0,1/304,3.22,-611,"1,467",4,3,1/210,2.90,-339,"1,845",5,7,1/154,3.52,-726,"1,219",2,3,1/244,3.06,+571,"3,885",18,14,1/121,3.72,-28,"1,731",8,4,1/144,3.05,+49,909,4,2,1/152,3.22,+995,"7,195",26,35,1/118,4.95
2026-03-22,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-23,"1,286",5,4,1/143,3.37,+20,"8,282",29,41,1/118,5.06,-481,857,1,3,1/214,3.38,"+1,512","6,269",28,24,1/121,4.09,"+1,351","5,585",28,21,1/114,4.11,-736,946,1,2,1/315,3.05,-537,852,1,2,1/284,3.14,"-1,049","4,550",13,17,1/152,3.51,+457,"1,763",9,5,1/126,3.30,-617,"5,015",13,22,1/143,4.11
2026-03-21,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-865,"7,375",21,29,1/148,3.80,"-2,399","2,464",2,2,1/616,2.03,-178,"6,761",25,22,1/144,3.06,"-1,437","2,221",3,7,1/222,3.06,"+3,034","8,627",42,32,1/117,4.23,+639,"5,786",25,22,1/123,3.98,-339,"4,525",17,11,1/162,2.45,"+1,630","7,156",28,34,1/115,4.95,"+2,243","7,320",38,24,1/118,3.53,"-2,351","2,875",3,7,1/288,2.54
2026-03-20,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-573,528,1,0,1/528,2.99,-798,"3,475",11,10,1/165,2.89,+368,"1,097",6,5,1/100,3.88,"+1,081","2,342",11,14,1/94,4.77,+697,"6,735",27,25,1/130,3.81,"+2,147","4,980",26,20,1/108,4.37,+748,"4,749",21,22,1/110,4.67,"+1,077","6,212",26,25,1/122,4.24,-371,"3,477",12,10,1/158,2.92,"+1,047","3,127",18,6,1/130,2.59
2026-03-19,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-88,349,1,1,1/175,3.42,+742,"3,941",16,16,1/123,4.02,+620,"2,111",11,8,1/111,3.78,-501,602,1,1,1/301,3.15,-596,"1,481",4,1,1/296,2.48,+557,"5,013",21,20,1/122,4.09,-58,490,2,1,1/163,3.32,"-1,103","1,881",3,7,1/188,3.39,-140,"3,750",13,15,1/134,3.84,-25,795,3,3,1/133,3.55
2026-03-18,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-791,"2,345",6,6,1/195,2.85,-304,"6,171",21,29,1/123,4.68,+190,"4,852",18,19,1/131,3.89,+593,"3,789",19,11,1/126,3.14,+252,"4,590",17,20,1/124,4.28,-690,"2,493",7,4,1/227,2.38,-319,"2,997",11,10,1/143,3.34,"+3,462","7,733",44,27,1/109,4.14,-480,"1,872",5,5,1/187,3.02,-911,"2,061",5,6,1/187,3.07
2026-03-17,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-637,769,1,2,1/256,3.23,+193,"2,630",10,10,1/132,3.67,-363,"2,281",9,4,1/175,2.59,+304,"5,106",18,21,1/131,4.07,+237,"1,861",7,9,1/116,4.07,-528,"3,640",13,10,1/158,2.82,+182,"2,466",10,12,1/112,4.28,+405,"4,778",17,24,1/117,4.76,-584,"1,023",2,3,1/205,3.25,"+1,675","6,938",33,26,1/118,4.12
2026-03-16,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,683","6,626",30,35,1/102,5.30,-178,112,0,0,-,3.38,+432,"5,503",21,26,1/117,4.72,-93,"2,366",9,6,1/158,2.94,-456,691,1,2,1/230,3.31,-124,"1,256",4,3,1/179,3.11,+181,"5,439",21,21,1/130,3.90,-203,"1,870",7,5,1/156,3.10,-992,"1,902",3,6,1/211,3.14,-799,"2,454",5,8,1/189,3.15
2026-03-15,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+814,"8,756",30,44,1/118,5.11,-2,"4,584",18,14,1/143,3.02,+313,"6,508",25,23,1/136,3.51,-795,"4,209",13,13,1/162,2.96,+761,"7,371",30,27,1/129,3.78,-722,"6,785",22,23,1/151,3.14,"+1,578","7,789",29,41,1/111,5.23,-856,"6,078",19,19,1/160,2.83,-135,"6,120",22,20,1/146,3.09,"+2,479","8,916",39,41,1/111,5.11
2026-03-14,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,108","6,623",19,23,1/158,3.18,-98,621,3,0,1/207,2.98,-207,"6,062",24,20,1/138,3.22,-747,"1,451",3,4,1/207,3.11,-677,"2,763",10,7,1/163,2.84,-527,"3,462",12,10,1/157,2.94,-655,"3,946",13,11,1/164,2.77,-548,396,0,0,-,3.08,"+2,081","6,778",30,33,1/108,5.10,-914,"6,189",15,33,1/129,4.88
2026-03-13,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+514,"9,330",32,45,1/121,5.02,+989,"3,829",17,16,1/116,4.17,-261,297,0,1,1/297,3.43,"+2,639","5,562",26,30,1/99,5.25,-46,751,3,2,1/150,3.34,"+1,526","5,322",28,18,1/116,3.68,-234,"1,133",3,4,1/162,3.43,+781,"4,350",20,14,1/128,3.33,"+1,001","3,224",17,10,1/119,3.39,"+2,852","6,715",37,26,1/107,4.53
2026-03-12,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-437,"1,301",4,3,1/186,3.06,+392,"5,327",25,12,1/144,2.29,-323,643,2,1,1/214,3.16,-357,"6,116",23,17,1/153,2.55,"+1,261","3,957",20,12,1/124,3.25,-701,"1,418",2,4,1/236,3.10,-745,"3,348",11,10,1/159,3.00,"+1,064","6,117",25,31,1/109,5.07,-352,778,2,1,1/259,3.02,"+1,116","9,130",31,46,1/119,5.13
2026-03-11,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-545,"3,078",10,9,1/162,2.99,-374,"2,391",7,9,1/149,3.53,"+1,877","4,970",24,24,1/104,4.92,-650,"1,378",3,3,1/230,2.95,"+1,378","6,656",31,25,1/119,4.08,-378,297,0,0,-,3.18,-327,"6,401",21,26,1/136,4.04,-357,"2,782",11,6,1/164,2.65,-455,664,1,1,1/332,3.09,"-1,723","3,947",11,7,1/219,2.09
2026-03-10,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-358,"2,766",10,8,1/154,3.05,-22,"1,312",6,2,1/164,2.90,"+1,156","8,265",36,33,1/120,4.43,-731,"1,276",2,5,1/182,3.48,-280,"5,947",22,21,1/138,3.46,+127,"2,767",13,5,1/154,2.53,-891,"1,375",2,2,1/344,2.70,-538,"5,453",20,17,1/147,2.97,+985,"4,718",21,15,1/131,3.24,+483,"6,365",26,26,1/122,4.30
2026-03-09,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,243","3,914",20,26,1/85,5.41,"+1,520","4,834",25,18,1/112,4.03,-163,"5,564",18,23,1/136,4.06,-403,557,1,1,1/279,3.20,-731,"6,039",18,20,1/159,3.02,"+3,769","8,898",44,39,1/107,5.12,-228,"1,430",4,4,1/179,3.17,-515,419,0,0,-,3.05,"+2,005","6,574",31,28,1/111,4.69,"-1,423","2,364",3,8,1/215,3.15
2026-03-08,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-8,"6,970",26,27,1/132,3.97,"+3,607","8,876",48,31,1/112,4.09,"+1,792","7,832",36,30,1/119,4.25,"-1,302","2,665",6,3,1/296,2.12,-714,"4,308",15,14,1/149,3.16,+526,"7,257",29,26,1/132,3.63,"+2,102","6,444",32,24,1/115,4.12,"+3,330","6,862",38,23,1/112,3.78,+368,"5,158",21,18,1/132,3.50,+340,"7,166",23,34,1/126,4.76
2026-03-07,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,390","8,910",36,30,1/135,3.27,-876,"5,297",15,20,1/151,3.56,+56,"6,533",27,22,1/133,3.35,"+4,528","7,733",44,34,1/99,5.22,"+1,475","7,345",31,30,1/120,4.43,-340,"8,231",27,33,1/137,4.07,+538,"5,602",22,20,1/133,3.57,"-1,297","4,103",13,8,1/195,2.17,+857,"8,294",31,35,1/126,4.51,"+2,544","8,680",35,45,1/109,5.32
2026-03-01,日,いいえ,"-1,510","1,894",3,3,1/316,2.52,+284,"1,860",10,3,1/143,2.77,-336,523,1,1,1/262,3.24,"+1,122","6,862",35,18,1/129,2.52,-27,"1,228",4,4,1/154,3.38,+597,"2,677",12,9,1/127,3.47,"+1,466","2,709",15,11,1/104,4.08,+345,"4,277",18,12,1/143,2.86,-17,"2,744",9,15,1/114,4.54,+857,"3,586",17,10,1/133,3.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-28,土,はい,"-1,351","2,174",5,5,1/217,2.75,-908,"2,899",10,6,1/181,2.53,-181,"6,293",24,21,1/140,3.23,-431,"4,280",17,11,1/153,2.63,-658,"2,224",7,6,1/171,2.99,+213,"5,576",22,21,1/130,3.82,-875,"2,321",5,7,1/193,3.05,"+1,749","6,208",35,12,1/132,2.01,-457,"2,751",12,4,1/172,2.33,"+2,052","7,145",34,28,1/115,4.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-27,金,いいえ,-963,"3,093",8,11,1/163,3.34,-172,"3,002",14,8,1/136,2.99,-86,535,2,0,1/268,3.03,+463,"3,688",20,2,1/168,1.78,-419,918,2,3,1/184,3.36,-909,"1,107",1,3,1/277,3.13,-374,"2,636",9,7,1/165,2.91,-999,"1,728",2,7,1/192,3.49,-242,915,3,0,1/305,2.71,-395,320,0,0,-,3.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-26,木,いいえ,-173,474,1,1,1/237,3.29,"-1,021","6,022",15,24,1/154,3.74,-211,688,3,0,1/229,2.92,-405,"1,488",5,3,1/186,2.92,-997,"1,647",2,6,1/206,3.34,-102,676,3,0,1/225,2.93,-599,"1,735",6,1,1/248,2.36,-84,"2,616",11,5,1/164,2.58,-356,"2,171",6,6,1/181,3.00,-444,691,1,2,1/230,3.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-25,水,はい,+321,"6,659",30,17,1/142,2.36,+589,"6,143",25,19,1/140,2.97,"+1,862","8,921",44,26,1/127,2.73,"-1,475","4,735",13,14,1/175,2.73,"+1,633","8,583",39,32,1/121,4.12,-140,"6,886",30,14,1/157,1.90,"-1,266","2,063",4,5,1/229,2.81,"-1,031","6,978",24,19,1/162,2.36,-917,"3,377",11,4,1/225,1.99,-639,"6,510",22,21,1/151,2.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-24,火,いいえ,-370,677,2,0,1/339,2.89,-174,515,2,0,1/258,3.05,-961,"4,353",15,12,1/161,2.70,-159,395,1,0,1/395,3.12,-231,"1,654",7,2,1/184,2.63,-773,"1,714",4,5,1/190,3.13,-297,"2,533",10,6,1/158,2.82,-983,"2,018",5,2,1/288,2.31,+184,"4,918",21,11,1/154,2.30,-533,716,0,3,1/239,3.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-23,月,いいえ,+579,"3,298",17,7,1/137,2.62,-261,"5,381",23,13,1/149,2.37,-417,"1,273",3,4,1/182,3.29,-645,"2,766",8,11,1/146,3.66,-399,"1,005",3,1,1/251,2.84,"+1,210","6,577",29,23,1/126,3.62,+732,"3,277",14,18,1/102,4.82,"-1,039","3,827",12,10,1/174,2.64,+177,"3,604",14,11,1/144,3.10,-404,574,1,1,1/287,3.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-22,日,いいえ,+980,"3,179",17,11,1/114,3.69,-790,861,1,1,1/431,2.90,-289,260,0,0,-,3.22,"+1,113","5,169",26,12,1/136,2.41,-299,"5,153",17,21,1/136,3.98,+21,"2,344",9,6,1/156,2.96,+168,839,5,1,1/140,3.09,-255,"3,118",10,11,1/148,3.41,+944,"3,284",15,12,1/122,3.71,-137,83,0,0,-,3.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-21,土,いいえ,-656,"3,658",13,9,1/166,2.60,-725,862,1,1,1/431,2.90,-409,694,1,1,1/347,3.06,"+1,809","7,611",30,35,1/117,4.88,-458,"1,292",4,3,1/185,3.07,"+1,188","1,788",11,9,1/89,4.35,+500,"5,789",24,17,1/141,2.82,-184,796,3,1,1/199,3.05,-792,"2,597",7,7,1/186,2.87,-144,"2,721",11,7,1/151,2.91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-20,金,いいえ,-550,720,1,1,1/360,3.04,"-1,267","1,697",2,5,1/242,3.06,-323,269,0,0,-,3.21,"+1,698","3,818",20,13,1/116,3.65,-90,484,2,0,1/242,3.08,-360,656,2,0,1/328,2.91,-620,"1,310",3,3,1/218,3.01,-668,"1,657",4,4,1/207,2.95,-458,"2,768",11,6,1/163,2.66,-257,409,1,0,1/409,3.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-19,木,いいえ,-521,642,1,1,1/321,3.11,-87,"1,271",5,3,1/159,3.14,+288,"1,227",7,1,1/153,2.79,-369,"1,022",3,3,1/170,3.30,-513,"2,315",8,7,1/154,3.18,-272,"5,770",20,21,1/141,3.54,-827,"1,043",1,3,1/261,3.19,-514,"1,503",4,5,1/167,3.34,+391,920,4,6,1/92,4.19,-195,173,0,0,-,3.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-18,水,はい,-466,834,2,2,1/209,3.21,"+2,589","6,068",32,24,1/108,4.47,+338,"5,001",21,19,1/125,3.89,-609,894,2,1,1/298,2.91,+569,"4,218",20,10,1/141,2.57,+839,"6,128",26,22,1/128,3.69,+51,"3,144",12,11,1/137,3.47,"+1,748","5,570",26,22,1/116,4.23,-104,"2,152",8,8,1/135,3.58,"+1,244","5,388",24,22,1/117,4.30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-17,火,いいえ,+270,"4,394",20,12,1/137,2.83,-431,"3,044",12,10,1/138,3.34,+720,"3,059",14,13,1/113,4.12,+413,"3,209",12,13,1/128,3.87,-207,"1,034",4,1,1/207,2.86,+107,"3,464",16,9,1/139,2.87,-338,"4,128",15,13,1/147,3.10,"-1,366","1,671",2,1,1/557,2.31,+591,"1,879",9,7,1/117,3.68,-285,420,1,0,1/420,3.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-16,月,いいえ,-184,879,3,3,1/147,3.45,"+1,099","7,923",27,44,1/112,5.29,-222,144,0,0,-,3.34,+780,"3,690",19,9,1/132,2.77,+119,"2,397",11,5,1/150,2.77,+374,"1,235",7,2,1/137,3.02,-392,325,0,0,-,3.15,-84,"3,640",13,11,1/152,3.03,-456,594,1,0,1/594,2.93,-268,738,2,1,1/246,3.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-15,日,はい,"+2,284","6,858",36,27,1/109,4.54,"+2,594","8,046",36,35,1/113,4.86,"-1,054","2,961",9,7,1/185,2.64,-866,"7,989",25,28,1/151,3.25,-593,"2,286",7,6,1/176,2.93,-499,"5,741",22,18,1/144,3.00,"+1,769","7,126",33,26,1/121,3.94,+890,"7,034",32,20,1/135,2.67,+263,"5,756",23,18,1/140,3.02,+902,"9,178",34,36,1/131,4.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-14,土,いいえ,+39,"5,436",22,22,1/124,4.16,-779,"1,353",2,5,1/193,3.40,-135,"2,372",9,6,1/158,2.93,-595,"1,970",5,6,1/179,3.15,-20,"2,486",11,5,1/155,2.69,+208,"5,184",22,18,1/130,3.53,-335,"1,084",3,3,1/181,3.24,-137,"3,460",13,10,1/150,2.97,-219,"2,403",9,8,1/141,3.37,+83,675,3,2,1/135,3.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-13,金,いいえ,-362,"2,257",8,5,1/174,2.78,+289,"5,635",22,19,1/137,3.31,-324,952,3,1,1/238,2.89,-567,"1,095",3,1,1/274,2.76,-287,961,3,2,1/192,3.12,-692,"4,008",15,5,1/200,1.90,-89,"1,825",7,5,1/152,3.15,-593,"1,200",4,0,1/300,2.51,"+1,138","3,412",17,13,1/114,3.92,+461,"2,596",12,8,1/130,3.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
