日付,曜日,特定日,1044番台,,,,,,,1045番台,,,,,,,1046番台,,,,,,,1047番台,,,,,,,1048番台,,,,,,,1050番台,,,,,,,1051番台,,,,,,,1052番台,,,,,,,1053番台,,,,,,,1054番台,,,,,,,1055番台,,,,,,,1056番台,,,,,,,1057番台,,,,,,,1058番台,,,,,,,1059番台,,,,,,,1060番台,,,,,,,1061番台,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定
2026-05-03,日,いいえ,-,-,-,-,-,-,-,+833,"3,707",17,10,1/137,1/5.97,3.20,-189,566,2,0,1/283,1/6.12,2.91,+127,"3,465",12,13,1/139,1/5.99,4.12,-317,"4,468",15,16,1/144,1/6.30,4.05,+50,"3,542",13,11,1/148,1/6.05,3.52,"+2,888","5,126",30,12,1/122,1/5.74,2.84,-273,947,2,3,1/189,1/5.69,3.47,+283,"4,668",18,13,1/151,1/5.92,3.13,+150,"1,137",5,1,1/190,1/5.44,2.73,-584,"2,886",8,9,1/170,1/6.01,3.43,"+1,855","4,707",22,18,1/118,1/5.80,4.51,-195,780,3,0,1/260,1/6.09,2.72,-278,951,3,2,1/190,1/6.44,3.17,-489,"2,180",6,9,1/145,1/6.58,4.10,-195,566,2,0,1/283,1/6.17,2.91,+944,"5,742",24,18,1/137,1/5.97,3.67
2026-05-02,土,いいえ,-,-,-,-,-,-,-,+170,"5,273",22,17,1/135,1/6.66,3.78,-390,"3,444",11,10,1/164,1/6.00,3.25,-740,"4,702",11,22,1/142,1/5.99,4.90,+230,"4,502",17,15,1/141,1/6.10,3.82,+650,"5,636",20,24,1/128,1/5.96,4.86,-210,"1,090",4,0,1/273,1/5.66,2.46,-910,"4,638",15,15,1/155,1/6.62,3.62,-550,"1,523",4,3,1/218,1/6.06,2.89,-340,700,2,0,1/350,1/6.03,2.77,+720,"5,262",20,24,1/120,1/6.29,5.03,+230,"3,702",15,12,1/137,1/6.35,3.72,-180,"1,836",6,6,1/153,1/6.17,3.58,-870,"6,338",20,23,1/147,1/6.40,4.22,-400,644,1,0,1/644,1/5.26,2.79,"+1,440","4,752",23,17,1/119,1/6.30,4.29,-560,701,1,0,1/701,1/5.82,2.73
2026-05-01,金,はい,-,-,-,-,-,-,-,-720,"3,797",11,10,1/181,1/5.89,2.89,"-1,870","5,780",11,23,1/170,1/5.94,4.40,+390,"3,792",15,10,1/152,1/5.78,3.04,"-1,760","5,371",13,16,1/185,1/6.12,3.11,"-1,970","5,841",16,12,1/209,1/6.12,2.00,"-1,050","1,450",2,3,1/290,1/6.34,2.90,"+1,680","4,325",22,12,1/127,1/5.84,3.33,-880,"2,019",5,5,1/202,1/6.48,3.02,-710,"1,953",5,3,1/244,1/5.82,2.51,"-1,710","3,347",6,11,1/197,1/6.38,3.46,+30,"1,772",8,3,1/161,1/6.41,2.78,+290,"7,399",27,22,1/151,1/5.86,3.28,+600,"5,392",24,14,1/142,1/6.30,2.92,-190,"4,178",14,14,1/149,1/6.06,3.76,-130,"2,211",9,2,1/201,1/5.88,2.18,"-1,460","3,171",7,7,1/227,1/6.14,2.54
2026-04-30,木,いいえ,-,-,-,-,-,-,-,-389,"1,013",3,1,1/253,1/6.12,2.78,+250,"1,659",7,5,1/138,1/6.02,3.50,-200,"1,069",4,0,1/267,1/5.71,2.48,-367,"1,521",4,6,1/152,1/6.41,3.85,"-1,267","2,493",4,7,1/227,1/5.93,3.09,+722,"3,595",17,7,1/150,1/5.91,2.48,-306,"1,056",4,0,1/264,1/6.21,2.49,+50,"1,682",7,3,1/168,1/5.97,2.84,-812,"2,832",7,8,1/189,1/5.92,3.14,-45,"2,403",10,3,1/185,1/5.95,2.28,-417,572,1,0,1/572,1/5.87,2.87,+344,929,6,0,1/155,1/6.28,2.68,-262,"3,532",10,15,1/141,1/5.99,4.47,-423,934,2,2,1/234,1/6.00,3.15,-378,424,0,2,1/212,1/6.74,3.67,"+1,377","7,944",35,24,1/135,1/6.14,3.55
2026-04-29,水,いいえ,-,-,-,-,-,-,-,+410,"5,396",20,18,1/142,1/5.91,3.86,-230,"1,825",7,3,1/183,1/6.25,2.69,-250,598,2,0,1/299,1/6.29,2.88,"+2,590","6,198",35,14,1/126,1/6.12,2.58,+100,"3,379",13,9,1/154,1/5.99,3.09,-690,"4,043",11,17,1/144,1/6.30,4.51,+200,"1,885",8,5,1/145,1/6.09,3.28,-260,"3,130",11,9,1/157,1/6.22,3.28,"+1,510","4,128",22,8,1/138,1/5.85,2.44,-990,"2,286",5,6,1/208,1/6.18,3.04,-530,944,2,2,1/236,1/6.49,3.14,+450,"2,508",12,5,1/148,1/6.09,2.77,-140,"2,996",11,8,1/158,1/6.14,3.12,+760,"2,237",11,6,1/132,1/5.82,3.32,"-1,160","4,838",13,14,1/179,1/5.99,3.07,"-1,090","2,010",3,6,1/223,1/6.03,3.26
2026-04-28,火,いいえ,-,-,-,-,-,-,-,+630,"1,973",10,4,1/141,1/5.80,2.95,+150,"1,011",5,2,1/144,1/6.44,3.18,-430,832,2,0,1/416,1/5.67,2.63,"+1,370","7,515",34,22,1/134,1/6.19,3.40,-340,"1,151",3,3,1/192,1/6.02,3.27,-320,"1,614",5,4,1/179,1/6.09,3.15,-140,0,0,0,-,-,-,"+1,190","5,166",21,20,1/126,1/5.86,4.54,-660,"2,681",8,5,1/206,1/5.91,2.48,+100,"4,690",17,14,1/151,1/5.92,3.35,-640,720,0,2,1/360,1/5.81,3.32,-250,576,2,0,1/288,1/6.54,2.90,-380,0,0,0,-,-,-,-350,0,0,0,-,-,-,-490,"3,098",10,8,1/172,1/6.10,2.98,-330,0,0,0,-,-,-
2026-04-27,月,いいえ,-,-,-,-,-,-,-,-206,185,0,0,-,1/5.63,3.28,+638,"3,276",13,9,1/149,1/5.47,3.20,-117,692,3,1,1/173,1/7.08,3.14,-73,"1,577",7,2,1/175,1/6.43,2.65,-89,"1,499",5,4,1/167,1/5.82,3.28,-25,11,0,0,-,1/30.65,3.49,"+1,444","5,250",24,18,1/125,1/6.04,4.13,-34,"1,971",8,4,1/164,1/6.17,2.87,+400,"2,949",13,7,1/147,1/6.03,2.94,-262,707,2,1,1/236,1/6.10,3.08,+866,"2,955",16,6,1/134,1/6.33,2.76,-489,"1,144",2,3,1/229,1/5.67,3.24,-289,202,0,0,-,1/7.25,3.26,+266,"2,248",9,6,1/150,1/5.78,3.23,"+1,100","1,111",7,6,1/85,1/5.66,4.38,-17,"1,842",7,3,1/184,1/5.68,2.68
2026-04-26,日,いいえ,-,-,-,-,-,-,-,-500,"1,629",4,4,1/204,1/5.84,3.09,"+1,270","4,739",23,15,1/125,1/6.29,3.80,+640,"5,861",23,21,1/133,1/6.12,4.26,+110,"2,184",10,4,1/156,1/6.39,2.73,"+1,620","6,713",33,16,1/137,1/6.13,2.59,+550,"2,116",10,5,1/141,1/5.83,3.10,-150,"3,430",12,10,1/156,1/6.03,3.30,+350,"1,259",7,1,1/157,1/6.01,2.67,+190,"4,269",16,15,1/138,1/6.18,4.01,-520,"2,320",7,6,1/178,1/6.16,3.08,+340,"4,110",16,12,1/147,1/5.92,3.33,-790,"1,032",2,0,1/516,1/6.26,2.45,-400,"1,369",3,4,1/196,1/5.69,3.35,"+1,540","4,848",24,11,1/139,1/5.78,2.63,-40,"4,662",18,13,1/150,1/6.24,3.14,-650,"7,033",21,25,1/153,1/5.95,4.12
2026-04-25,土,いいえ,-,-,-,-,-,-,-,-210,"6,279",21,23,1/143,1/6.14,4.30,"+1,120","5,055",21,20,1/123,1/6.04,4.61,"+1,650","4,221",23,9,1/132,1/5.95,2.63,-440,"4,194",15,11,1/161,1/6.29,2.93,"+3,390","8,618",37,47,1/103,1/6.07,5.48,-910,"3,462",9,10,1/182,1/5.99,3.16,"+3,410","4,308",28,16,1/98,1/6.03,4.57,"-1,120","6,527",20,21,1/159,1/6.26,3.58,"+1,480","7,478",35,18,1/141,1/6.07,2.52,"+1,970","5,496",24,24,1/115,1/5.85,5.00,"+2,590","7,092",37,23,1/118,1/6.30,4.11,-50,"3,650",13,10,1/159,1/5.90,3.11,+490,"5,692",25,13,1/150,1/6.20,2.46,+770,"5,900",25,16,1/144,1/6.00,3.02,-240,"1,754",6,4,1/175,1/6.09,3.03,"-1,740","4,884",9,18,1/181,1/5.89,3.97
2026-04-24,金,いいえ,-,-,-,-,-,-,-,+155,"1,929",8,4,1/161,1/5.85,2.92,+111,"2,455",10,6,1/153,1/6.08,3.05,-350,"1,935",7,4,1/176,1/6.45,2.88,-200,840,3,1,1/210,1/6.25,2.97,-200,750,2,1,1/250,1/5.46,3.03,-689,"4,618",17,9,1/178,1/6.31,2.18,-284,881,2,2,1/220,1/5.64,3.21,"+2,911","4,146",28,11,1/106,1/6.27,3.45,-83,"1,376",5,2,1/197,1/5.65,2.78,-150,663,2,1,1/221,1/5.71,3.13,-450,639,1,1,1/320,1/6.23,3.12,-400,611,1,2,1/204,1/6.96,3.49,+744,"4,039",19,10,1/139,1/6.19,2.94,-184,106,0,0,-,1/10.03,3.37,+522,"2,788",11,11,1/127,1/5.95,4.21,-262,440,0,2,1/220,1/5.33,3.65
2026-04-23,木,いいえ,-,-,-,-,-,-,-,-420,515,0,1,1/515,1/5.23,3.22,+0,0,0,0,-,-,-,-30,0,0,0,-,-,-,-90,"1,864",7,3,1/186,1/5.79,2.66,-160,0,0,0,-,-,-,+500,563,4,2,1/94,1/6.22,3.67,-170,394,1,0,1/394,1/5.47,3.07,-100,0,0,0,-,-,-,-50,0,0,0,-,-,-,+740,678,4,5,1/75,1/5.61,4.43,+690,347,4,1,1/69,1/5.99,3.59,-80,0,0,0,-,-,-,+340,367,3,0,1/122,1/5.73,3.18,+30,361,2,0,1/181,1/6.57,3.15,-140,792,2,3,1/158,1/5.91,3.65,-240,"1,284",4,3,1/183,1/5.99,3.16
2026-04-22,水,いいえ,-,-,-,-,-,-,-,+450,"1,892",9,5,1/135,1/6.08,3.31,-84,"1,035",4,3,1/148,1/6.68,3.44,-312,216,0,0,-,1/7.35,3.24,-417,374,0,1,1/374,1/6.89,3.39,-106,998,3,2,1/200,1/5.42,3.12,-139,"1,142",3,4,1/163,1/5.67,3.61,-117,"1,337",5,3,1/167,1/6.22,3.14,-62,633,2,1,1/211,1/5.38,3.17,+55,548,3,1,1/137,1/7.44,3.31,-356,"1,093",3,3,1/182,1/6.40,3.34,-262,"1,171",3,3,1/195,1/5.65,3.25,-134,797,2,2,1/199,1/5.37,3.31,-484,408,0,0,-,1/5.94,3.01,-684,749,0,2,1/375,1/5.87,3.28,-767,608,0,0,-,1/6.29,2.79,-117,"2,446",8,8,1/153,1/5.95,3.60
2026-04-21,火,はい,-,-,-,-,-,-,-,-350,560,2,0,1/280,1/7.95,2.92,-756,"3,296",10,10,1/165,1/6.42,3.37,-473,718,1,2,1/239,1/6.38,3.36,-439,563,1,0,1/563,1/6.13,2.88,+433,"4,978",21,12,1/151,1/6.05,2.68,-328,567,1,0,1/567,1/5.30,2.87,-439,777,1,3,1/194,1/6.29,3.62,-367,231,0,0,-,1/8.47,3.22,-756,"1,524",3,3,1/254,1/5.92,2.86,-89,"2,155",8,5,1/166,1/6.01,2.99,-378,"2,238",8,6,1/160,1/6.65,3.21,+294,"1,129",5,3,1/141,1/5.63,3.38,-145,520,2,0,1/260,1/6.23,2.97,-567,"5,163",14,22,1/143,1/6.02,4.71,+900,"2,717",16,5,1/129,1/6.66,2.70,"-1,100","2,093",5,2,1/299,1/6.09,2.17
2026-04-20,月,いいえ,-,-,-,-,-,-,-,-40,601,2,2,1/150,1/6.12,3.54,-500,"1,529",4,6,1/153,1/6.85,3.84,-230,0,0,0,-,-,-,+310,491,3,1,1/123,1/5.61,3.38,+340,"7,125",27,22,1/145,1/6.03,3.52,-310,536,1,1,1/268,1/6.13,3.24,-360,888,2,3,1/178,1/6.48,3.54,+420,"1,751",9,3,1/146,1/6.10,2.84,-250,0,0,0,-,-,-,-560,0,0,0,-,-,-,-370,0,0,0,-,-,-,-160,"1,390",5,4,1/154,1/6.49,3.40,-270,0,0,0,-,-,-,+40,689,2,2,1/172,1/5.06,3.44,+310,"1,021",5,2,1/146,1/5.66,3.17,+850,"2,908",17,3,1/145,1/6.40,2.11
2026-04-19,日,いいえ,-,-,-,-,-,-,-,-400,941,3,0,1/314,1/6.14,2.56,-980,"3,108",8,11,1/164,1/6.52,3.79,"+2,280","4,334",26,10,1/120,1/6.05,2.89,-200,772,3,0,1/257,1/6.18,2.73,"-1,560","3,402",9,4,1/262,1/6.18,1.86,+10,"1,288",5,3,1/161,1/5.98,3.19,+530,"2,479",12,5,1/146,1/6.01,2.80,-370,"1,924",5,6,1/175,1/5.78,3.44,-490,"3,832",14,8,1/174,1/6.24,2.44,-980,"2,671",7,4,1/243,1/5.88,2.23,-220,"1,150",5,1,1/192,1/6.89,2.71,+370,"2,592",13,4,1/152,1/6.34,2.46,-180,898,3,1,1/225,1/5.79,2.91,+180,"3,104",13,7,1/155,1/6.08,2.79,-260,"1,747",7,3,1/175,1/6.63,2.77,-720,"1,023",1,3,1/256,1/6.15,3.34
2026-04-18,土,いいえ,-,-,-,-,-,-,-,-710,"4,325",15,10,1/173,1/6.30,2.55,-660,823,1,1,1/412,1/6.12,2.91,-770,"2,519",6,7,1/194,1/5.89,3.14,"-1,570","2,923",4,8,1/244,1/5.77,2.94,-690,"2,429",7,7,1/174,1/6.43,3.27,+660,"3,724",15,14,1/128,1/6.01,4.23,-420,926,2,1,1/309,1/5.59,2.84,-350,"2,440",9,8,1/144,1/7.00,3.65,+480,"1,666",9,2,1/151,1/5.96,2.63,-770,"2,625",8,5,1/202,1/6.22,2.53,-450,0,0,0,-,-,-,"+1,770","2,496",18,2,1/125,1/5.95,2.21,-970,"1,559",2,5,1/223,1/6.26,3.41,-90,"2,201",8,6,1/157,1/6.10,3.25,-590,678,1,0,1/678,1/6.20,2.76,-630,"3,725",11,11,1/169,1/6.00,3.25
2026-04-17,金,いいえ,-,-,-,-,-,-,-,-628,985,1,3,1/246,1/5.94,3.38,+772,"1,940",10,6,1/121,1/6.00,3.62,"-1,145","1,988",4,4,1/249,1/6.37,2.72,-578,"1,384",3,4,1/198,1/6.20,3.33,-373,794,2,1,1/265,1/6.12,2.98,-112,"2,230",9,5,1/159,1/6.41,2.94,"+1,033","3,057",14,11,1/122,1/5.84,4.06,-595,563,0,1,1/563,1/6.13,3.17,"+2,622","6,206",32,19,1/122,1/5.88,3.77,-184,243,0,1,1/243,1/5.80,3.55,-300,424,1,1,1/212,1/7.98,3.37,-167,"5,127",19,15,1/151,1/6.23,3.27,-145,107,0,0,-,1/6.79,3.37,-323,977,3,0,1/326,1/5.60,2.53,-406,337,0,0,-,1/6.02,3.10,-39,"1,824",7,4,1/166,1/6.01,2.99
2026-04-16,木,いいえ,-,-,-,-,-,-,-,-110,612,2,2,1/153,1/6.59,3.53,-160,741,2,4,1/124,1/7.17,4.02,+110,318,2,0,1/159,1/6.19,3.20,-160,"1,979",8,4,1/165,1/6.47,2.87,-510,"1,350",3,2,1/270,1/5.51,2.74,+550,"1,064",6,2,1/133,1/5.53,3.16,-490,462,0,1,1/462,1/6.33,3.29,-190,0,0,0,-,-,-,-240,0,0,0,-,-,-,"+1,230","3,698",20,11,1/119,1/6.59,3.62,+350,"1,901",9,4,1/146,1/6.06,2.99,+510,"1,355",5,9,1/97,1/5.98,4.76,-160,0,0,0,-,-,-,-390,"2,754",9,7,1/172,1/6.05,3.00,-450,"1,016",1,4,1/203,1/5.47,3.67,-20,"1,118",4,5,1/124,1/6.77,3.99
2026-04-15,水,いいえ,-,-,-,-,-,-,-,+470,"7,997",29,27,1/143,1/5.92,4.01,+710,"3,760",15,13,1/134,1/5.79,3.94,-650,503,0,1,1/503,1/7.62,3.24,-330,"4,395",15,15,1/147,1/6.31,3.86,"+1,480","6,809",28,27,1/124,1/6.01,4.81,+0,732,3,1,1/183,1/5.85,3.09,-750,956,1,2,1/319,1/6.23,3.08,-400,0,0,0,-,-,-,+30,"7,960",24,37,1/130,1/6.02,5.24,-90,"2,757",10,7,1/162,1/5.97,3.03,"-1,460","3,560",7,14,1/170,1/6.41,4.12,+800,"2,747",13,8,1/131,1/5.93,3.46,"+2,140","5,494",27,20,1/117,1/6.01,4.46,+310,"7,197",24,28,1/138,1/5.88,4.65,-430,402,0,1,1/402,1/6.54,3.36,-430,949,2,2,1/237,1/5.95,3.13
2026-04-14,火,いいえ,-,-,-,-,-,-,-,-306,287,0,1,1/287,1/7.07,3.50,-278,"1,423",4,3,1/203,1/5.61,3.00,-206,213,0,1,1/213,1/7.18,3.58,+24,193,1,0,1/193,1/5.92,3.31,-139,"1,313",5,3,1/164,1/6.42,3.16,-89,288,1,0,1/288,1/5.93,3.19,-517,630,1,1,1/315,1/6.90,3.13,+0,211,1,0,1/211,1/5.98,3.29,+888,"3,223",15,10,1/129,1/5.99,3.64,-306,"2,369",10,5,1/158,1/7.05,2.84,-134,"1,499",5,5,1/150,1/6.25,3.60,"+1,200","4,929",22,15,1/133,1/5.89,3.58,-206,453,1,1,1/227,1/6.11,3.34,-239,250,0,1,1/250,1/6.71,3.54,-178,133,0,0,-,1/6.69,3.34,-6,640,3,1,1/160,1/6.72,3.20
2026-04-13,月,いいえ,-,-,-,-,-,-,-,-87,65,0,0,-,1/6.69,3.42,"+1,888","5,491",29,11,1/137,1/5.92,2.29,-150,400,1,1,1/200,1/6.22,3.40,-89,606,2,1,1/202,1/5.74,3.20,-178,311,1,1,1/156,1/9.54,3.51,+255,738,4,1,1/148,1/5.80,3.12,+744,"2,042",10,7,1/120,1/6.01,3.82,-184,166,0,0,-,1/5.61,3.30,+516,925,6,1,1/132,1/5.93,2.99,"+3,577","7,414",41,25,1/112,1/6.18,4.39,-300,547,1,2,1/182,1/6.83,3.56,-106,"3,533",11,12,1/154,1/5.75,3.75,-206,"1,226",3,4,1/175,1/5.58,3.51,+50,534,3,0,1/178,1/6.62,2.99,+111,855,4,1,1/171,1/5.84,2.99,+111,"3,956",16,11,1/147,1/6.29,3.20
2026-04-12,日,いいえ,-,-,-,-,-,-,-,-778,"2,288",7,3,1/229,1/6.18,2.29,-134,"1,323",5,3,1/165,1/6.35,3.15,-412,"2,514",9,5,1/180,1/6.28,2.66,"+2,577","6,171",32,21,1/116,1/6.09,4.27,-406,"2,691",9,4,1/207,1/5.73,2.27,-523,"1,437",4,2,1/240,1/6.00,2.68,+222,"4,277",16,9,1/171,1/5.56,2.39,-467,957,1,3,1/239,1/5.41,3.41,+733,"1,516",9,2,1/138,1/5.75,2.78,-356,626,1,2,1/209,1/6.38,3.47,+361,"1,702",7,6,1/131,1/5.85,3.77,-428,617,1,1,1/309,1/6.28,3.14,+177,"2,501",10,7,1/147,1/6.04,3.31,-289,"2,201",7,5,1/183,1/5.80,2.90,-867,"1,342",2,4,1/224,1/6.54,3.34,+27,"2,254",9,4,1/173,1/5.85,2.63
2026-04-11,土,はい,-,-,-,-,-,-,-,+272,"6,294",26,16,1/150,1/6.21,2.71,-467,"3,862",14,9,1/168,1/6.29,2.66,-350,"4,878",15,15,1/163,1/5.76,3.38,-378,"2,754",10,6,1/172,1/6.30,2.74,-939,"3,913",12,11,1/170,1/6.41,3.10,"+2,288","7,064",35,24,1/120,1/6.25,4.29,-873,"1,436",3,0,1/479,1/5.72,2.15,-378,"2,510",9,4,1/193,1/6.04,2.41,+588,"4,329",20,7,1/160,1/5.94,2.05,-262,"3,576",12,10,1/163,1/5.95,3.15,"-1,089","1,620",3,4,1/231,1/6.92,3.06,"-2,445","4,939",9,18,1/183,1/6.52,3.92,"-1,000","2,331",5,7,1/194,1/6.28,3.30,-423,"4,109",16,10,1/158,1/6.60,2.77,"-1,700","5,389",16,8,1/225,1/6.04,1.68,"-1,323","2,168",4,5,1/241,1/6.48,2.83
2026-04-10,金,いいえ,-,-,-,-,-,-,-,+920,890,6,3,1/99,1/5.19,3.70,-880,"1,494",2,6,1/187,1/6.56,3.80,-180,"1,466",5,4,1/163,1/6.22,3.31,+210,"3,862",16,8,1/161,1/5.96,2.48,-920,843,0,1,1/843,1/6.03,2.85,-910,"1,248",2,3,1/250,1/6.85,3.12,+360,"2,529",11,7,1/141,1/6.10,3.32,-360,567,1,1,1/284,1/6.23,3.20,+40,"1,406",5,6,1/128,1/6.38,4.01,-360,0,0,0,-,-,-,-450,"3,641",11,10,1/173,1/5.79,3.05,-400,0,0,0,-,-,-,-290,334,1,0,1/334,1/8.80,3.14,"-1,330","5,118",12,17,1/176,1/5.87,3.59,+250,595,4,1,1/119,1/7.31,3.29,"-1,140","2,497",5,6,1/227,1/5.97,2.82
2026-04-09,木,いいえ,-,-,-,-,-,-,-,-312,"1,190",4,2,1/198,1/6.35,2.94,+550,"2,834",13,9,1/129,1/6.33,3.68,-517,710,1,1,1/355,1/6.09,3.04,+33,"1,013",5,0,1/203,1/6.06,2.56,+388,"1,281",7,2,1/142,1/6.12,2.96,-617,471,0,0,-,1/6.54,2.94,-295,250,0,0,-,1/5.91,3.20,-139,166,0,0,-,1/4.72,3.30,-28,733,3,1,1/183,1/6.01,3.09,"+1,000","4,953",22,19,1/121,1/6.43,4.53,-134,105,0,0,-,1/6.36,3.37,-89,394,1,1,1/197,1/5.62,3.41,+466,"2,558",12,6,1/142,1/6.13,3.01,-112,"2,660",9,9,1/148,1/6.10,3.71,-312,989,2,3,1/198,1/5.65,3.42,-328,"1,780",7,4,1/162,1/7.02,3.04
2026-04-08,水,いいえ,-,-,-,-,-,-,-,-340,459,1,0,1/459,1/6.44,3.00,"+2,390","4,809",29,10,1/123,1/6.12,2.57,+180,770,3,3,1/128,1/5.68,3.71,+460,"2,431",12,5,1/143,1/6.26,2.85,+580,"2,255",10,9,1/119,1/6.22,4.17,+460,"7,088",23,29,1/136,1/5.78,4.83,-380,0,0,0,-,-,-,-310,475,1,0,1/475,1/5.93,2.98,-550,977,1,3,1/244,1/5.65,3.39,-580,"1,095",2,4,1/183,1/6.72,3.62,+100,"1,210",5,3,1/151,1/6.00,3.28,-640,"3,272",9,12,1/156,1/6.20,3.94,-380,0,0,0,-,-,-,+400,"1,977",8,6,1/141,1/5.62,3.50,-10,"1,509",5,6,1/137,1/6.12,3.90,-640,"2,850",6,14,1/143,1/6.14,4.67
2026-04-07,火,いいえ,-,-,-,-,-,-,-,-478,"1,753",5,6,1/159,1/6.61,3.63,+577,"2,618",13,8,1/125,1/6.63,3.61,-567,504,0,1,1/504,1/6.57,3.24,-456,364,0,0,-,1/6.25,3.06,-473,"1,661",4,4,1/208,1/5.68,3.06,"+2,866","3,025",21,11,1/95,1/5.80,4.32,-500,585,0,2,1/293,1/5.93,3.48,+155,"3,342",12,12,1/139,1/6.02,3.98,-317,328,0,1,1/328,1/6.28,3.45,-689,608,0,1,1/608,1/6.44,3.11,+222,"1,505",6,4,1/151,1/5.64,3.31,+555,"1,483",7,5,1/124,1/5.75,3.70,+866,"5,615",23,18,1/137,1/5.95,3.76,-91,467,2,1,1/156,1/7.61,3.36,-17,"1,275",6,0,1/213,1/6.00,2.36,-367,"1,953",6,6,1/163,1/6.28,3.45
2026-04-06,月,いいえ,-,-,-,-,-,-,-,+330,"4,648",17,17,1/137,1/6.02,4.20,-490,909,2,1,1/303,1/6.00,2.86,-700,580,0,1,1/580,1/6.89,3.15,-690,"1,840",4,6,1/184,1/6.17,3.49,-850,"3,841",9,14,1/167,1/5.84,3.92,-740,"1,166",1,4,1/233,1/5.92,3.50,+950,"3,648",16,13,1/126,1/5.95,4.08,-480,913,2,1,1/304,1/5.93,2.85,-30,"2,376",10,5,1/158,1/6.37,2.83,+200,"2,581",10,7,1/152,1/5.83,3.22,-280,0,0,0,-,-,-,-190,730,2,1,1/243,1/5.52,3.05,-730,"4,011",14,8,1/182,1/6.26,2.31,-440,"1,292",3,5,1/162,1/6.48,3.76,-350,773,2,0,1/387,1/5.60,2.69,-420,"1,613",5,4,1/179,1/6.39,3.15
2026-04-05,日,いいえ,-,-,-,-,-,-,-,"+2,288","7,026",32,32,1/110,1/6.30,5.25,-528,843,1,2,1/281,1/5.80,3.21,-934,"2,748",6,8,1/196,1/5.87,3.20,-517,"1,328",3,4,1/190,1/6.23,3.39,-417,"3,422",11,9,1/171,1/5.94,2.98,"+3,888","8,680",42,39,1/107,1/6.03,5.35,+377,"2,929",12,10,1/133,1/6.16,3.83,"+1,666","3,937",20,14,1/116,1/6.01,4.20,"+1,833","5,550",24,25,1/113,1/5.98,5.08,-517,"1,891",5,5,1/189,1/5.98,3.16,"-1,256","3,405",6,13,1/179,1/5.92,3.97,-823,"2,088",5,5,1/209,1/6.14,2.95,+161,"1,600",8,0,1/200,1/5.83,2.16,-212,"2,109",8,4,1/176,1/6.19,2.74,"+1,011","2,862",16,7,1/124,1/6.45,3.15,"-1,112","4,291",11,14,1/172,1/6.09,3.54
2026-04-04,土,いいえ,-,-,-,-,-,-,-,-289,"1,251",4,1,1/250,1/5.64,2.58,-312,"2,202",6,7,1/169,1/5.72,3.48,+738,"5,779",23,16,1/148,1/5.76,3.06,"-1,034","1,357",2,1,1/452,1/6.02,2.42,-356,"4,116",15,9,1/172,1/6.08,2.48,-528,880,2,1,1/293,1/6.40,2.89,-623,"5,196",18,16,1/153,1/6.44,3.45,-462,"1,556",5,1,1/259,1/5.87,2.34,+55,"3,535",15,7,1/161,1/6.22,2.47,-17,"4,870",18,12,1/162,1/5.88,2.68,"+2,866","6,919",40,21,1/113,1/6.69,3.88,-384,"1,761",5,5,1/176,1/6.04,3.30,-812,"2,295",6,3,1/255,1/5.74,2.26,-434,"3,011",12,3,1/201,1/6.22,1.95,-956,"3,469",9,12,1/165,1/6.30,3.74,"-1,078","1,406",2,0,1/703,1/5.68,2.15
2026-04-03,金,いいえ,-,-,-,-,-,-,-,-362,294,0,0,-,1/6.14,3.15,+911,"5,531",24,14,1/146,1/5.89,2.80,-106,283,1,0,1/283,1/6.31,3.20,"+2,311","5,698",29,20,1/116,1/6.08,4.35,+55,"4,955",17,17,1/146,1/5.93,3.92,-323,290,0,0,-,1/5.63,3.15,-228,169,0,0,-,1/6.75,3.30,+650,"2,220",10,7,1/131,1/5.77,3.62,-45,371,1,1,1/186,1/5.43,3.44,-567,"3,325",8,11,1/175,1/5.57,3.56,-373,963,2,1,1/321,1/5.26,2.80,"+1,500","2,638",15,10,1/106,1/6.15,4.23,-234,165,0,0,-,1/7.17,3.30,-495,"2,407",5,13,1/134,1/6.24,4.76,-645,742,0,2,1/371,1/5.70,3.29,-500,"4,002",14,8,1/182,1/6.00,2.32
