日付,曜日,特定日,1511番台,,,,,,,1512番台,,,,,,,1513番台,,,,,,,1514番台,,,,,,,1515番台,,,,,,,1516番台,,,,,,,1517番台,,,,,,,1518番台,,,,,,
,,,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差
2026-01-18,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,192","1,639",0,3,1/546,39,18.0,+707,"4,527",0,11,1/412,7,-,-193,847,0,3,1/282,21,12.0,"+2,614","3,624",0,7,1/518,9,2.0
2026-01-17,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,084","1,302",0,3,1/434,36,10.0,-503,"2,141",0,4,1/535,18,5.0,"+1,916","3,101",0,9,1/345,13,-,"-1,688","6,641",0,24,1/277,26,8.0
2026-01-16,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-590,"4,318",0,10,1/432,27,5.0,"+1,515","3,836",0,9,1/426,6,-,"-1,003","2,554",0,8,1/319,17,11.0,"+3,092","2,790",0,3,1/930,22,5.0
2026-01-15,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-300,474,0,2,1/237,22,3.0,+309,363,0,1,1/363,19,6.0,"+1,201","6,482",0,18,1/360,13,-,"+1,011","1,841",0,4,1/460,23,1.0
2026-01-14,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+18,708","8,251",0,5,1/1650,20,-,-296,252,0,1,1/252,31,6.0,-991,"1,644",0,4,1/411,25,5.0,-194,193,0,1,1/193,25,5.0
2026-01-13,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+310,424,0,1,1/424,44,9.0,"+1,311","2,038",0,2,1/1019,14,-,+902,"1,563",0,5,1/313,26,12.0,+713,652,0,2,1/326,35,9.0
2026-01-12,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-396,709,0,3,1/236,48,10.0,"-1,191","1,332",0,2,1/666,38,1.0,"-1,602","1,709",0,5,1/342,29,-,"-1,004","4,376",0,7,1/625,37,8.0
2026-01-11,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,297","4,545",0,9,1/505,56,20.0,-391,"5,639",0,13,1/434,27,14.0,"+12,684","8,650",0,17,1/509,13,-,"-1,596","7,282",0,17,1/428,36,9.0
2026-01-10,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-186,"4,142",0,8,1/518,25,10.0,+205,518,0,2,1/259,15,-,+497,"3,399",0,8,1/425,56,24.0,"-1,498","2,548",0,3,1/849,32,7.0
2026-01-09,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-393,616,0,2,1/308,21,-,-593,919,0,2,1/460,32,4.0,-799,875,0,2,1/438,74,42.0,"+2,216","1,649",0,2,1/825,28,7.0
2026-01-08,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-703,719,0,2,1/360,13,-,-102,148,0,1,1/148,36,23.0,-992,"1,235",0,2,1/618,54,18.0,+804,"2,661",0,5,1/532,36,23.0
2026-01-06,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+109,"4,359",0,10,1/436,20,-,"+2,089","3,452",0,5,1/690,49,29.0,"-2,203","5,099",0,12,1/425,52,3.0,"-1,799","1,589",0,3,1/530,58,6.0
2026-01-05,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,004","3,393",0,11,1/308,17,-,"-1,092","1,258",0,3,1/419,76,22.0,+608,"1,070",0,4,1/268,45,28.0,"+5,521","4,625",0,5,1/925,54,9.0
2026-01-04,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,391","4,027",0,11,1/366,26,-,-899,"3,317",0,6,1/553,66,12.0,+610,"6,255",0,13,1/481,54,28.0,"-1,392","4,789",0,13,1/368,86,20.0
2026-01-03,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,616","5,898",0,13,1/454,13,-,+708,"2,247",0,4,1/562,64,2.0,"-2,888","3,978",0,8,1/497,62,49.0,"-2,486","3,253",0,8,1/407,85,21.0
2026-01-02,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-193,271,0,1,1/271,24,-,-890,"4,649",0,10,1/465,52,23.0,"-1,900","4,853",0,13,1/373,29,5.0,-492,"4,231",0,9,1/470,79,27.0
2026-01-01,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+504,"4,834",0,8,1/604,23,8.0,"-1,086","1,437",0,3,1/479,37,14.0,"+1,817","5,428",0,10,1/543,15,-,"-1,084","3,337",0,7,1/477,78,41.0
2025-12-31,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,490","2,960",0,8,1/370,33,7.0,"-2,301","3,844",0,9,1/427,26,-,-699,"3,050",0,9,1/339,41,8.0,"-2,611","3,091",0,8,1/386,70,29.0
2025-12-30,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+5,396","6,731",0,13,1/518,10,-,"-1,093","1,421",0,4,1/355,17,7.0,"-1,190","2,349",0,5,1/470,60,43.0,"-1,692","6,028",0,17,1/355,65,5.0
2025-12-29,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-502,672,0,2,1/336,19,14.0,+404,341,0,1,1/341,5,-,-97,"1,799",0,7,1/257,54,35.0,"+1,310","3,615",0,9,1/402,61,7.0
2025-12-28,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+511,"3,349",0,10,1/335,21,4.0,"-1,498","2,426",0,5,1/485,17,-,+602,"4,495",0,13,1/346,58,37.0,"-2,394","4,047",0,6,1/675,74,16.0
2025-12-27,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-901,"2,222",0,5,1/444,31,27.0,"+4,904","6,529",0,9,1/725,4,-,+203,"2,495",0,7,1/356,47,16.0,"-1,991","4,636",0,11,1/421,69,22.0
2025-12-26,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-301,843,0,5,1/169,16,12.0,"+2,804","1,699",0,2,1/850,4,-,-598,"4,045",0,11,1/368,59,15.0,"-1,288","4,918",0,9,1/546,44,28.0
2025-12-25,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-102,159,0,1,1/159,7,-,+407,"2,956",0,10,1/296,10,3.0,+0,700,0,1,1/700,58,30.0,+111,201,0,1,1/201,28,18.0
2025-12-24,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+3,501","8,333",0,17,1/490,9,-,-610,"3,610",0,7,1/516,21,12.0,"-3,403","5,282",0,11,1/480,69,23.0,"-2,906","4,024",0,8,1/503,46,25.0
2025-12-22,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-102,"3,491",0,9,1/388,47,25.0,"+1,805","2,779",0,10,1/278,18,-,"-1,194","3,676",0,8,1/460,51,4.0,"-2,582","3,369",0,6,1/562,22,4.0
2025-12-21,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,494","2,654",0,8,1/332,55,4.0,"-1,490","1,797",0,3,1/599,22,22.0,"-2,086","3,815",0,11,1/347,51,29.0,"+1,100","8,517",0,20,1/426,0,-
2025-12-20,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+109,"5,971",0,15,1/398,14,-,+307,"3,210",0,9,1/357,19,3.0,"+2,616","2,881",0,6,1/480,56,37.0,-705,"2,018",0,9,1/224,16,2.0
2025-12-19,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+309,"1,366",0,2,1/683,27,9.0,"+6,833","4,734",0,5,1/947,18,10.0,-701,655,0,1,1/655,72,45.0,"+2,715","3,635",0,9,1/404,8,-
2025-12-18,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+116,"2,489",0,8,1/311,33,12.0,-503,"1,873",0,6,1/312,46,13.0,-797,846,0,2,1/423,68,22.0,+607,"4,967",0,14,1/355,21,-
2025-12-17,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,092","1,621",0,3,1/540,60,18.0,-702,560,0,1,1/560,42,19.0,+0,"1,692",0,5,1/338,67,7.0,-997,"1,287",0,2,1/644,23,-
2025-12-16,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-400,"2,747",0,5,1/549,38,26.0,-785,"1,556",0,4,1/389,40,2.0,-496,747,0,3,1/249,80,40.0,"+4,310","3,849",0,7,1/550,12,-
2025-12-15,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,901","2,096",0,5,1/419,47,9.0,+204,536,0,2,1/268,38,25.0,"-1,793","3,142",0,10,1/314,65,18.0,+209,"1,772",0,5,1/354,13,-
2025-12-14,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+4,809","9,258",0,25,1/370,38,1.0,"-1,795","1,938",0,4,1/485,36,19.0,"-4,196","4,932",0,11,1/448,37,1.0,"-2,093","4,513",0,10,1/451,17,-
2025-12-13,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,090","5,567",0,13,1/428,83,55.0,"+3,596","5,348",0,12,1/446,28,9.0,+205,"2,546",0,7,1/364,19,15.0,"+2,216","5,451",0,15,1/363,4,-
2025-12-12,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-101,"1,599",0,4,1/400,76,21.0,"-1,598","2,173",0,5,1/435,55,11.0,"-1,089","1,386",0,3,1/462,44,22.0,"-2,204","6,931",0,18,1/385,22,-
2025-12-11,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,300","4,559",0,13,1/351,38,3.0,-195,"4,390",0,14,1/314,43,5.0,-596,882,0,2,1/441,35,15.0,"+5,815","8,216",0,20,1/411,20,-
2025-12-10,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+308,476,0,1,1/476,23,3.0,"-1,393","1,349",0,3,1/450,45,17.0,-391,311,0,1,1/311,20,-,"+3,589","4,498",0,8,1/562,28,5.0
2025-12-09,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,087","4,784",0,11,1/435,47,7.0,-791,"1,661",0,2,1/831,20,7.0,"+1,505","5,693",0,11,1/518,13,-,"+3,019","4,471",0,6,1/745,40,20.0
2025-12-07,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,192","2,006",0,7,1/287,43,24.0,"+1,307","4,293",0,9,1/477,17,-,"+3,216","6,618",0,16,1/414,19,2.0,"+1,007","5,551",0,13,1/427,61,18.0
2025-12-06,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-594,"4,739",0,13,1/365,38,17.0,-698,"4,498",0,10,1/450,21,-,"-1,597","2,219",0,4,1/555,74,36.0,-504,"1,939",0,5,1/388,84,10.0
2025-12-05,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-897,973,0,2,1/487,28,8.0,"+1,207","5,041",0,12,1/420,20,-,"-1,811","2,348",0,4,1/587,70,42.0,"-1,304","2,481",0,4,1/620,82,12.0
2025-12-04,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+6,594","8,727",0,22,1/397,22,2.0,-597,"2,402",0,6,1/400,57,35.0,-195,521,0,2,1/261,20,-,"-3,914","6,419",0,14,1/459,72,15.0
2025-12-03,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+805,825,0,1,1/825,64,7.0,-591,"1,994",0,5,1/399,57,7.0,+114,"1,423",0,3,1/474,14,-,"-1,604","1,533",0,2,1/767,50,36.0
2025-12-02,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-898,"1,857",0,4,1/464,81,39.0,+202,206,0,1,1/206,42,13.0,+109,524,0,2,1/262,14,-,+0,573,0,2,1/287,29,15.0
2025-12-01,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,989","1,534",0,2,1/767,78,32.0,-193,"1,483",0,5,1/297,46,2.0,-104,"1,931",0,5,1/386,23,-,"-1,791","2,061",0,6,1/344,44,21.0
2025-11-30,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,597","5,045",0,10,1/505,74,29.0,+311,"3,741",0,7,1/534,45,16.0,"-1,797","3,666",0,8,1/458,25,-,-903,"6,190",0,12,1/516,29,4.0
2025-11-29,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+412,"6,299",0,18,1/350,60,47.0,"-1,190","1,775",0,4,1/444,77,17.0,"-1,602","3,361",0,11,1/306,13,6.0,-399,"6,053",0,12,1/504,7,-
2025-11-28,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-191,"1,738",0,3,1/579,82,14.0,"-1,084","3,827",0,7,1/547,68,59.0,"+5,108","3,747",0,7,1/535,9,3.0,+716,"3,536",0,8,1/442,6,-
2025-11-27,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,585","5,701",0,12,1/475,77,32.0,-997,"1,240",0,2,1/620,45,27.0,+0,"2,014",0,6,1/336,18,12.0,+110,843,0,3,1/281,6,-
2025-11-26,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-597,950,0,3,1/317,38,5.0,+0,0,0,0,-,30,24.0,+0,304,0,1,1/304,33,3.0,+711,"2,564",0,3,1/855,6,-
2025-11-25,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,299",956,0,2,1/478,35,11.0,+116,201,0,1,1/201,10,-,"+1,997","3,790",0,8,1/474,36,1.0,-397,592,0,2,1/296,24,14.0
2025-11-24,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,086","3,589",0,7,1/513,12,-,-303,"2,828",0,7,1/404,28,16.0,-794,"6,416",0,22,1/292,74,46.0,-599,"6,755",0,19,1/356,12,-
2025-11-23,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,204","2,185",0,7,1/312,3,-,"-2,489","7,362",0,22,1/335,27,18.0,-502,"4,197",0,10,1/420,65,38.0,"+3,014","6,889",0,19,1/363,9,6.0
2025-11-22,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-790,"3,763",0,6,1/627,30,23.0,-193,676,0,3,1/225,7,-,-797,"1,259",0,3,1/420,52,17.0,-703,"2,443",0,6,1/407,35,5.0
2025-11-21,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+216,"4,753",0,8,1/594,21,11.0,+510,"2,515",0,6,1/419,10,-,-696,"1,341",0,3,1/447,56,27.0,+813,"6,065",0,9,1/674,29,8.0
2025-11-20,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+608,"1,006",0,3,1/335,36,17.0,+110,232,0,1,1/232,19,-,-499,501,0,1,1/501,51,15.0,+303,"3,545",0,8,1/443,51,15.0
2025-11-19,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-101,483,0,1,1/483,45,4.0,"+3,420","4,447",0,8,1/556,24,-,-102,194,0,1,1/194,41,17.0,"-1,384","2,570",0,5,1/514,47,2.0
2025-11-18,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+801,"2,502",0,7,1/357,20,-,-703,"5,894",0,10,1/589,50,8.0,+314,"2,714",0,7,1/388,42,21.0,+197,"2,948",0,7,1/421,21,1.0
2025-11-17,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+0,445,0,1,1/445,21,-,-191,"3,821",0,10,1/382,45,18.0,-195,273,0,1,1/273,46,1.0,-99,"3,435",0,7,1/491,27,6.0
2025-11-16,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,490","5,267",0,10,1/527,41,16.0,+507,"3,632",0,10,1/363,23,-,+409,"2,918",0,8,1/365,45,4.0,-993,"4,685",0,12,1/390,25,2.0
2025-11-15,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-199,"2,677",0,7,1/382,20,-,"-1,494","1,319",0,3,1/440,55,35.0,"-1,793","1,985",0,4,1/496,70,15.0,-184,"3,575",0,7,1/511,20,-
2025-11-14,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-702,873,0,3,1/291,12,-,-903,"2,258",0,6,1/376,40,27.0,"-1,001","4,582",0,16,1/286,66,26.0,"-1,003","2,111",0,6,1/352,13,1.0
2025-11-13,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-192,400,0,1,1/400,7,-,-398,501,0,1,1/501,16,6.0,+0,843,0,2,1/422,64,48.0,+806,"2,093",0,5,1/419,10,3.0
2025-11-12,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,495","3,583",0,7,1/512,0,-,+510,366,0,1,1/366,6,6.0,-700,"1,994",0,4,1/499,73,50.0,+909,"2,877",0,4,1/719,23,17.0
2025-11-11,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+707,"7,240",0,19,1/381,1,-,-499,"5,920",0,11,1/538,7,6.0,+0,"3,702",0,8,1/463,69,34.0,"+2,103","8,690",0,23,1/378,35,28.0
2025-11-10,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-98,597,0,2,1/299,2,2.0,"+1,400","2,035",0,2,1/1018,0,-,-192,321,0,1,1/321,55,53.0,-702,"1,438",0,3,1/479,58,3.0
2025-11-09,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+206,650,0,3,1/217,1,-,"-1,197","5,280",0,11,1/480,8,7.0,"-2,086","2,899",0,6,1/483,50,42.0,-396,"1,924",0,4,1/481,53,3.0
2025-11-08,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+6,180","8,687",0,12,1/724,0,-,-297,"2,709",0,4,1/677,2,2.0,"-1,602","2,482",0,5,1/496,33,31.0,"+4,206","8,104",0,20,1/405,54,21.0
2025-11-07,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-599,"4,592",0,9,1/510,12,8.0,"+2,613","5,222",0,13,1/402,4,-,-991,"1,552",0,5,1/310,25,13.0,"-1,390","1,978",0,3,1/659,96,71.0
2025-11-06,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+210,"1,003",0,3,1/334,5,-,"+2,510","2,706",0,5,1/541,12,7.0,-700,784,0,2,1/392,12,7.0,"-1,798","3,180",0,8,1/398,74,62.0
2025-11-04,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+8,478","6,492",0,12,1/541,4,2.0,+802,"3,764",0,12,1/314,20,16.0,-92,"5,704",0,12,1/475,2,-,"-2,086","4,818",0,8,1/602,64,44.0
2025-11-03,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+3,093","2,562",0,4,1/641,4,4.0,"+1,609","1,763",0,6,1/294,19,15.0,"+4,904","4,812",0,6,1/802,0,-,"-1,792","4,034",0,12,1/336,54,35.0
2025-11-02,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-298,504,0,1,1/504,9,9.0,+0,"2,246",0,5,1/449,26,17.0,"+1,699","1,442",0,4,1/361,0,-,-493,"2,530",0,6,1/422,49,23.0
2025-11-01,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,315","3,486",0,5,1/697,4,-,"+1,808","5,559",0,18,1/309,35,26.0,"+2,002","7,783",0,20,1/389,9,5.0,-703,"2,160",0,6,1/360,52,17.0
2025-10-31,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,093","3,963",0,9,1/440,9,-,"-2,487","3,498",0,8,1/437,76,17.0,-502,"1,609",0,5,1/322,42,33.0,-189,"4,451",0,7,1/636,59,17.0
2025-10-30,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+0,564,0,3,1/188,6,-,"-1,797","1,570",0,2,1/785,52,6.0,+0,367,0,1,1/367,44,38.0,"+3,115","4,277",0,4,1/1069,46,2.0
2025-10-29,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+116,377,0,1,1/377,14,-,-298,429,0,2,1/215,37,23.0,+0,485,0,2,1/243,50,13.0,-400,"4,407",0,13,1/339,73,23.0
2025-10-28,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+602,"4,829",0,13,1/371,23,-,+608,"2,374",0,4,1/594,38,15.0,+603,"1,503",0,3,1/501,66,28.0,"-1,286","4,609",0,9,1/512,74,8.0
2025-10-27,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+407,"2,217",0,4,1/554,29,10.0,+610,"1,069",0,2,1/535,19,-,-795,689,0,1,1/689,95,24.0,"-1,693","3,003",0,7,1/429,71,42.0
2025-10-26,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+5,319","6,172",0,16,1/386,28,-,-998,"3,239",0,9,1/360,35,7.0,"-1,298","4,391",0,10,1/439,93,36.0,"-1,497","1,295",0,2,1/648,57,22.0
2025-10-25,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-192,"2,296",0,4,1/574,73,19.0,"-1,797","5,269",0,12,1/439,22,-,"-1,002","2,381",0,5,1/476,54,8.0,"-2,904","4,128",0,10,1/413,46,24.0
2025-10-24,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,395","3,482",0,6,1/580,78,31.0,+0,"1,130",0,3,1/377,7,-,-598,668,0,1,1/668,47,25.0,"+1,607","3,477",0,8,1/435,22,15.0
2025-10-23,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,384","1,391",0,3,1/464,30,14.0,-190,621,0,2,1/311,16,-,-301,"1,841",0,5,1/368,37,7.0,+0,"1,252",0,2,1/626,54,17.0
2025-10-22,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-596,"1,339",0,3,1/446,12,4.0,-902,"1,739",0,4,1/435,8,-,"-1,899","5,643",0,15,1/376,30,18.0,"-1,989","6,254",0,18,1/347,68,38.0
2025-10-21,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-97,"2,177",0,8,1/272,2,2.0,"+4,416","6,478",0,14,1/463,0,-,-191,493,0,2,1/247,11,9.0,-186,"3,820",0,7,1/546,22,11.0
2025-10-20,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+202,400,0,1,1/400,5,3.0,-197,186,0,1,1/186,2,-,-397,"2,535",0,8,1/317,7,2.0,+515,"1,157",0,4,1/289,15,8.0
