日付,曜日,特定日,667番台,,,,,,668番台,,,,,,670番台,,,,,,671番台,,,,,
,,,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定
2025-08-22,金,いいえ,"-1,386","4,929",14,10,1/205,2.16,+819,"5,812",23,21,1/132,4.21,"+1,485","7,206",34,19,1/136,3.48,+111,"2,154",10,4,1/154,3.06
2025-08-21,木,いいえ,-793,"1,414",3,3,1/236,2.92,-963,"5,505",16,22,1/145,4.03,-325,"4,256",16,10,1/164,2.80,+510,"3,165",16,4,1/158,2.58
2025-08-20,水,はい,"+1,349","6,305",28,23,1/124,4.56,+343,"2,332",10,8,1/130,3.83,-366,"3,951",15,6,1/188,2.24,"-1,031","3,236",7,9,1/202,2.78
2025-08-19,火,いいえ,-250,"4,346",16,13,1/150,3.37,"+1,261","4,000",21,12,1/121,4.07,-443,"3,222",10,8,1/179,2.84,-844,"2,182",6,4,1/218,2.65
2025-08-18,月,いいえ,+382,"4,694",20,15,1/134,3.85,-551,765,1,2,1/255,3.19,-366,"1,682",7,0,1/240,2.38,+484,"5,044",20,16,1/140,3.69
2025-08-17,日,いいえ,+818,"7,121",30,21,1/140,3.60,"+1,836","6,588",28,24,1/127,4.47,-267,"4,419",18,11,1/152,3.04,"-1,369","4,801",11,18,1/166,3.49
2025-08-16,土,いいえ,-168,"5,199",18,15,1/158,3.12,"+1,644","6,724",30,24,1/125,4.53,+325,"4,011",14,15,1/138,3.95,"-1,089","6,022",20,10,1/201,1.88
2025-08-15,金,いいえ,+74,"7,011",30,16,1/152,2.66,"-1,225","3,763",10,9,1/198,2.56,+905,"6,758",29,20,1/138,3.67,-496,"5,360",21,11,1/168,2.43
2025-08-14,木,いいえ,+977,"6,014",27,20,1/128,4.22,-732,"2,570",8,4,1/214,2.47,-418,"4,834",17,14,1/156,3.18,-784,"2,641",8,3,1/240,2.24
2025-08-13,水,いいえ,+945,"6,623",29,19,1/138,3.59,"+2,712","7,502",39,26,1/115,4.93,-203,"3,414",12,7,1/180,2.63,+15,"4,201",18,9,1/156,2.82
2025-08-12,火,いいえ,-347,"4,825",20,8,1/172,2.26,-561,"1,796",5,3,1/225,2.72,"+1,757","7,863",37,27,1/123,4.65,-11,"1,380",6,1,1/197,2.79
2025-08-11,月,いいえ,-54,"5,308",22,11,1/161,2.54,-582,"2,418",8,6,1/173,3.03,-144,"3,349",11,13,1/140,3.92,+571,"4,293",19,13,1/134,3.74
2025-08-10,日,はい,"-1,016","3,830",13,6,1/202,2.20,-10,"4,780",19,13,1/149,3.21,"-2,256","3,949",8,5,1/304,1.81,-18,"5,186",22,15,1/140,3.53
2025-08-09,土,いいえ,"+1,538","6,231",31,14,1/138,3.08,-560,"4,354",16,8,1/181,2.34,-562,"1,734",4,3,1/248,2.69,-261,"4,097",16,8,1/171,2.54
2025-08-08,金,いいえ,-966,"2,544",6,6,1/212,2.72,-458,"3,767",13,6,1/198,2.24,"-1,338","2,459",4,8,1/205,3.05,-245,"3,425",13,5,1/190,2.32
2025-08-07,木,いいえ,"-1,004","2,753",6,9,1/184,3.16,-415,"1,447",4,5,1/161,3.46,+581,"3,652",19,5,1/152,2.59,+697,"6,344",28,16,1/144,3.12
2025-08-06,水,いいえ,+262,"5,495",20,19,1/141,3.85,"+2,495","7,676",40,20,1/128,3.83,-650,"5,579",18,17,1/159,3.17,+325,"4,722",22,6,1/169,2.13
2025-08-04,月,いいえ,"+3,885","6,665",42,19,1/109,4.87,"-1,174","3,293",9,10,1/173,3.12,-369,"1,434",3,4,1/205,3.13,"+1,243","3,048",15,10,1/122,4.03
2025-08-03,日,いいえ,-437,"5,547",23,13,1/154,2.81,-175,"7,099",24,28,1/137,4.33,+928,"5,022",25,11,1/140,3.09,"-1,190","2,615",5,6,1/238,2.58
2025-08-02,土,いいえ,+385,"4,550",23,6,1/157,2.32,-386,"2,298",7,7,1/164,3.30,"+1,677","7,752",35,26,1/127,4.42,-519,"3,781",13,9,1/172,2.78
2025-08-01,金,いいえ,"-1,067","3,554",10,8,1/197,2.55,-240,"1,842",7,3,1/184,2.86,+17,"1,526",7,2,1/170,2.97,-3,"4,299",16,12,1/154,3.19
2025-07-31,木,いいえ,-4,"1,577",6,5,1/143,3.54,+453,"2,775",13,7,1/139,3.40,+463,"4,027",17,11,1/144,3.36,-645,"1,897",5,3,1/237,2.62
2025-07-30,水,はい,"+2,416","7,889",39,24,1/125,4.32,-525,712,1,1,1/356,3.01,-175,"3,230",12,8,1/162,3.02,+380,"3,097",14,7,1/147,3.14
2025-07-29,火,いいえ,+97,"2,225",9,7,1/139,3.60,"+3,065","5,284",34,15,1/108,4.71,-378,748,1,2,1/249,3.21,+288,"4,764",20,14,1/140,3.55
2025-07-28,月,いいえ,"-1,510","1,818",3,2,1/364,2.35,-245,"3,048",12,7,1/160,2.99,"+1,187","3,646",20,10,1/122,3.91,"-1,126","1,936",4,3,1/277,2.51
2025-07-27,日,いいえ,-249,"5,113",16,18,1/150,3.65,-703,"3,883",14,10,1/162,2.99,-187,"3,939",15,13,1/141,3.70,+191,"3,250",15,6,1/155,2.84
2025-07-26,土,いいえ,"-1,266","3,583",9,8,1/211,2.45,-461,"5,057",17,13,1/169,2.76,"-1,091","1,653",3,2,1/331,2.48,-897,"5,074",14,18,1/159,3.50
2025-07-25,金,いいえ,-204,"2,821",11,8,1/148,3.37,-924,"3,180",11,6,1/187,2.56,-45,"4,965",19,16,1/142,3.67,-549,"1,927",5,5,1/193,3.03
2025-07-24,木,いいえ,+383,"4,320",17,11,1/154,3.04,-207,"1,437",6,2,1/180,2.96,-531,858,1,2,1/286,3.09,-88,"5,080",16,20,1/141,4.06
2025-07-23,水,いいえ,-895,"4,759",17,7,1/198,2.00,+832,"5,623",24,14,1/148,3.04,"+1,628","6,038",26,24,1/121,4.74,-390,"3,278",10,14,1/137,4.09
2025-07-22,火,いいえ,+335,"5,175",21,14,1/148,3.21,-126,"2,248",9,4,1/173,2.85,-285,"6,432",20,25,1/143,4.08,"+1,416","6,915",32,18,1/138,3.36
2025-07-21,月,いいえ,"-1,252","4,088",11,8,1/215,2.23,+901,"4,064",21,8,1/140,3.03,-997,"6,326",21,18,1/162,2.94,+995,"6,530",28,20,1/136,3.80
2025-07-20,日,はい,"+1,031","4,907",25,12,1/133,3.47,"+1,579","7,253",31,26,1/127,4.49,-637,"3,256",10,8,1/181,2.81,-766,"3,199",11,5,1/200,2.36
2025-07-19,土,いいえ,-610,"5,038",18,13,1/163,2.86,-151,"4,468",20,8,1/160,2.53,"-1,069","1,826",3,4,1/261,2.73,-740,"1,434",3,2,1/287,2.68
2025-07-18,金,いいえ,-481,"4,296",15,10,1/172,2.68,-455,"1,606",6,1,1/229,2.56,+673,"6,384",26,21,1/136,3.95,"+2,191","4,410",27,11,1/116,4.06
2025-07-17,木,いいえ,+618,"3,631",18,6,1/151,2.73,-279,"2,424",7,8,1/162,3.39,-262,313,0,1,1/313,3.37,"+1,748","6,157",29,18,1/131,3.87
2025-07-16,水,いいえ,"+1,148","5,930",28,17,1/132,3.80,-582,757,2,0,1/379,2.83,-336,"1,580",6,1,1/226,2.59,-832,"2,684",7,7,1/192,2.89
2025-07-15,火,いいえ,+214,"5,918",22,16,1/156,2.99,+174,"2,433",12,2,1/174,2.51,-322,"3,154",11,10,1/150,3.46,+978,"4,302",21,11,1/134,3.48
2025-07-14,月,いいえ,-545,"2,925",7,9,1/183,3.08,-498,689,1,1,1/345,3.04,"-1,035","3,519",7,14,1/168,3.55,-592,"1,727",6,3,1/192,2.88
2025-07-13,日,いいえ,+143,"4,712",22,7,1/162,2.30,-850,906,1,0,1/906,2.59,"-1,172","1,298",1,2,1/433,2.63,-300,"4,293",16,12,1/153,3.20
2025-07-12,土,いいえ,"+1,772","6,206",29,22,1/122,4.57,"+1,363","7,686",34,23,1/135,3.84,"+2,243","6,985",33,26,1/118,4.85,-117,"3,900",14,10,1/163,2.97
2025-07-11,金,いいえ,-579,"3,132",11,8,1/165,3.03,-231,"1,700",6,2,1/213,2.68,+973,"4,289",23,7,1/143,2.75,-64,"5,133",20,13,1/156,2.94
2025-07-10,木,はい,"-1,107","2,156",4,4,1/270,2.51,-749,"5,393",18,16,1/159,3.14,-28,"1,049",5,0,1/210,2.81,+971,"3,837",16,17,1/116,4.65
2025-07-09,水,いいえ,+866,"8,763",37,24,1/144,3.26,-533,"4,817",16,12,1/172,2.70,"+2,596","4,864",29,14,1/113,4.43,"-1,321","5,805",20,9,1/200,1.86
2025-07-07,月,いいえ,"+2,951","7,095",39,22,1/116,4.70,"+1,334","3,580",19,10,1/123,3.87,-85,"1,252",5,0,1/250,2.60,"+1,245","6,705",34,15,1/137,3.11
2025-07-06,日,いいえ,"-1,331","3,770",10,11,1/180,2.95,-943,"2,313",7,3,1/231,2.42,-937,"3,473",11,9,1/174,2.90,-766,"4,722",15,13,1/169,2.90
2025-07-05,土,いいえ,"+2,194","8,306",40,26,1/126,4.38,-120,"3,233",13,9,1/147,3.36,"+1,369","3,481",20,6,1/134,3.10,"-1,669","2,614",4,7,1/238,2.70
2025-07-04,金,いいえ,-690,"2,969",9,7,1/186,2.79,-369,"2,479",8,5,1/191,2.75,-164,"5,551",22,14,1/154,2.93,-750,"2,406",5,7,1/201,2.98
2025-07-03,木,いいえ,"+1,162","6,570",29,22,1/129,4.25,-881,"8,370",25,31,1/149,3.86,-55,"4,615",18,14,1/144,3.51,-547,"4,186",14,9,1/182,2.51
2025-07-02,水,いいえ,-134,"3,632",16,5,1/173,2.37,-945,"2,725",8,4,1/227,2.34,-620,"3,189",9,10,1/168,3.22,-852,"3,957",10,11,1/188,2.78
2025-07-01,火,いいえ,-516,"1,285",4,0,1/321,2.49,-119,"5,709",22,15,1/154,2.99,-11,"2,195",9,5,1/157,3.15,"-1,145","2,863",7,6,1/220,2.52
2025-06-30,月,はい,-487,"3,191",11,5,1/199,2.36,-337,"2,449",8,5,1/188,2.78,-571,"4,773",14,15,1/165,3.18,-348,"2,263",10,3,1/174,2.71
2025-06-29,日,いいえ,"-1,111","4,228",15,5,1/211,1.94,-327,"3,237",10,9,1/170,3.05,+678,"3,497",17,9,1/135,3.49,"-1,269","4,918",15,13,1/176,2.73
2025-06-28,土,いいえ,+873,"4,655",21,15,1/129,4.00,+360,"6,807",28,19,1/145,3.30,-331,"3,572",13,10,1/155,3.21,-102,"4,147",18,6,1/173,2.29
2025-06-27,金,いいえ,"+1,964","5,303",31,11,1/126,3.43,-218,"1,312",5,2,1/187,3.00,"+1,030","5,029",24,15,1/129,3.92,-466,"2,709",10,6,1/169,2.92
2025-06-26,木,いいえ,+238,"2,496",10,7,1/147,3.39,+57,"4,721",19,14,1/143,3.50,-547,936,2,1,1/312,2.87,+890,"3,138",14,13,1/116,4.43
2025-06-25,水,いいえ,"-1,494","2,575",5,5,1/258,2.43,-816,"2,231",4,6,1/223,2.85,-766,"1,029",2,0,1/515,2.56,-963,"6,207",18,23,1/151,3.76
2025-06-24,火,いいえ,"+1,947","7,531",34,28,1/121,4.78,-481,889,2,1,1/296,2.92,+960,"4,522",22,10,1/141,3.10,"-1,139","1,136",1,1,1/568,2.58
2025-06-23,月,いいえ,-761,"2,722",9,4,1/209,2.41,-534,"1,680",4,5,1/187,3.20,"+2,668","4,955",30,14,1/113,4.44,+284,"4,463",17,11,1/159,2.90
2025-06-22,日,いいえ,-822,"5,075",17,11,1/181,2.38,-6,"5,500",22,14,1/153,2.98,-487,"4,267",17,7,1/178,2.30,-439,"6,143",26,8,1/181,1.83
2025-06-21,土,いいえ,-736,"3,602",13,6,1/190,2.36,+206,"6,502",23,23,1/141,3.93,"-1,221","4,176",13,11,1/174,2.83,"-1,117","2,781",6,8,1/199,2.92
2025-06-20,金,はい,-123,"2,787",13,1,1/199,2.13,-935,"3,436",10,9,1/181,2.85,-656,"1,743",4,5,1/194,3.13,+827,"6,338",26,19,1/141,3.59
2025-06-19,木,いいえ,+989,"6,417",27,22,1/131,4.20,-391,"1,341",4,3,1/192,3.10,-556,"2,243",7,5,1/187,2.89,+563,"3,495",17,8,1/140,3.25
2025-06-18,水,いいえ,"-1,287","3,503",9,8,1/206,2.52,-179,"1,610",7,3,1/161,3.11,"+1,785","7,725",37,26,1/123,4.61,-803,"2,975",10,3,1/229,2.13
2025-06-17,火,いいえ,"-1,041","6,439",21,16,1/174,2.49,"-1,516","2,694",5,7,1/225,2.71,-515,"2,298",9,0,1/255,2.07,+66,"3,635",15,7,1/165,2.68
2025-06-16,月,いいえ,+33,"4,333",13,18,1/140,4.11,"+1,039","3,384",19,7,1/130,3.36,+401,"3,021",15,4,1/159,2.63,+258,"5,982",24,14,1/157,2.70
2025-06-15,日,いいえ,"-1,991","5,768",14,14,1/206,2.23,"-1,697","1,943",2,4,1/324,2.54,"+2,243","7,101",35,23,1/122,4.50,"-1,180","3,313",10,4,1/237,2.07
2025-06-14,土,いいえ,-381,"4,152",14,9,1/181,2.54,"+5,053","6,904",43,30,1/95,5.65,+268,"3,361",14,11,1/134,3.79,+609,"4,861",21,14,1/139,3.55
2025-06-13,金,いいえ,-72,"4,247",15,12,1/157,3.15,-202,"4,127",15,11,1/159,3.05,+63,"4,494",15,16,1/145,3.76,-141,"2,870",13,5,1/159,2.82
2025-06-12,木,いいえ,"+1,817","6,142",33,11,1/140,2.69,-216,"2,242",6,10,1/140,3.93,-287,"2,767",11,5,1/173,2.73,-264,"4,518",18,7,1/181,2.19
2025-06-11,水,いいえ,"+1,432","7,732",35,23,1/133,3.89,-627,"1,448",4,2,1/241,2.75,-527,"1,152",2,4,1/192,3.34,"-1,150","4,220",10,12,1/192,2.75
2025-06-10,火,はい,"-1,816","2,945",4,7,1/268,2.43,-743,"6,275",23,17,1/157,2.95,"+1,313","6,285",29,17,1/137,3.51,"-1,074","2,128",6,3,1/236,2.50
2025-06-09,月,いいえ,"-1,284","2,278",4,6,1/228,2.80,"+1,604","5,525",27,15,1/132,3.69,-354,"1,395",4,3,1/199,3.04,-854,"2,373",6,7,1/183,3.11
