日付,曜日,特定日,763番台,,,,,,765番台,,,,,,766番台,,,,,,767番台,,,,,,768番台,,,,,,770番台,,,,,
,,,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定
2025-11-24,月,いいえ,-463,778,1,2,1/259,3.21,-678,"6,387",19,24,1/149,4.11,-804,"3,008",11,6,1/177,2.68,-229,"4,684",18,11,1/162,2.76,"+1,679","4,894",24,18,1/117,4.67,+634,"5,657",25,18,1/132,3.97
2025-11-23,日,いいえ,"+1,775","6,184",31,14,1/137,2.92,+104,"2,522",12,3,1/168,2.51,+228,"4,487",21,6,1/166,2.13,"+1,439","7,388",32,29,1/121,4.99,-439,"3,697",13,11,1/154,3.35,-618,"5,345",19,14,1/162,2.90
2025-11-22,土,いいえ,-864,"2,303",7,1,1/288,2.07,-533,"1,433",4,2,1/239,2.75,-994,"1,759",4,2,1/293,2.46,-651,"2,863",9,7,1/179,2.91,-380,"2,923",10,8,1/162,3.17,-527,"4,255",16,6,1/193,2.07
2025-11-21,金,いいえ,"-1,172","1,602",1,5,1/267,3.10,"+3,096","6,390",37,20,1/112,4.69,+807,"3,977",20,10,1/133,3.36,-522,"6,369",21,17,1/168,2.80,-451,"1,004",3,0,1/335,2.61,+535,"3,315",16,6,1/151,2.73
2025-11-20,木,はい,-331,483,1,0,1/483,3.00,+266,"1,986",9,5,1/142,3.34,"+1,081","6,798",28,21,1/139,3.75,"-1,264","4,535",12,15,1/168,3.40,+849,"4,892",22,16,1/129,4.06,"-1,445","3,572",7,12,1/188,3.28
2025-11-19,水,いいえ,+290,"3,530",16,7,1/153,2.76,+413,"4,595",19,12,1/148,3.13,-234,"1,073",4,2,1/179,3.13,-693,"2,471",8,5,1/190,2.75,"+1,908","6,490",34,18,1/125,3.84,-851,"1,251",2,1,1/417,2.55
2025-11-18,火,いいえ,+91,"2,955",13,6,1/156,2.87,+617,"2,339",12,6,1/130,3.47,"+1,661","6,353",27,27,1/118,5.12,+334,"4,537",17,16,1/137,4.02,-349,"4,575",17,12,1/158,3.01,-834,"4,936",15,18,1/150,3.91
2025-11-17,月,いいえ,-690,"1,090",3,1,1/273,2.77,+111,"3,320",15,6,1/158,2.66,-735,"6,173",22,14,1/171,2.43,-9,"4,452",18,10,1/159,2.74,-244,"2,743",11,5,1/171,2.70,+937,"4,377",21,14,1/125,4.05
2025-11-16,日,いいえ,-80,"4,105",17,7,1/171,2.36,+684,"6,565",29,17,1/143,3.12,-214,"4,824",18,14,1/151,3.32,"+2,239","5,903",30,15,1/131,3.37,+91,"5,095",20,14,1/150,3.19,"+1,562","5,095",27,13,1/127,3.50
2025-11-15,土,いいえ,-138,633,3,0,1/211,3.00,"+1,327","7,444",28,31,1/126,4.97,-132,"3,979",14,9,1/173,2.69,"+1,347","6,140",30,13,1/143,2.67,-794,"1,018",2,0,1/509,2.54,-77,"3,689",16,8,1/154,2.85
2025-11-14,金,いいえ,"+2,682","7,286",36,28,1/114,5.17,"-1,156","2,283",5,5,1/228,2.72,+560,"4,812",22,11,1/146,2.90,"-2,422","3,559",5,6,1/324,2.05,-93,"3,825",15,10,1/153,3.12,+343,"5,412",24,8,1/169,2.04
2025-11-13,木,いいえ,"+1,026","4,529",23,10,1/137,3.00,"-1,034","5,902",16,21,1/160,3.73,+96,"3,443",11,11,1/157,3.46,-627,"4,559",16,13,1/157,3.19,-249,"5,159",21,10,1/166,2.36,-453,"4,438",17,8,1/178,2.31
2025-11-12,水,いいえ,-272,"2,010",6,7,1/155,3.59,-613,"3,193",8,11,1/168,3.49,-396,"3,723",12,11,1/162,3.25,-830,"4,803",15,14,1/166,3.13,-319,"3,527",10,13,1/153,3.79,"+1,156","4,834",24,11,1/138,3.02
2025-11-11,火,いいえ,"+2,268","7,044",36,22,1/121,4.37,-474,846,2,0,1/423,2.70,-138,"2,929",10,13,1/127,4.42,+658,"2,911",15,5,1/146,2.81,-375,"4,063",15,10,1/163,2.89,-313,"2,904",11,5,1/182,2.56
2025-11-10,月,はい,"-1,705","4,511",11,11,1/205,2.52,"-1,103","1,162",1,3,1/291,3.05,"+1,257","6,708",31,17,1/140,3.12,-206,"7,693",25,27,1/148,3.97,-197,"1,227",5,2,1/175,3.04,-273,"2,707",11,4,1/180,2.51
2025-11-09,日,いいえ,-473,"3,921",12,14,1/151,3.78,-444,"3,595",13,8,1/171,2.74,"-1,443","3,620",10,6,1/226,2.19,+883,"4,949",23,15,1/130,3.84,-811,"4,798",16,11,1/178,2.56,+235,"5,938",23,15,1/156,2.85
2025-11-08,土,いいえ,+853,"2,990",14,11,1/120,4.24,"+1,727","6,943",33,23,1/124,4.43,"+1,628","7,012",35,13,1/146,2.30,-525,"5,548",21,12,1/168,2.45,"-1,213","3,311",10,9,1/174,3.03,+796,"5,455",23,17,1/136,3.78
2025-11-07,金,いいえ,-985,"2,262",6,2,1/283,2.21,+172,"4,944",18,17,1/141,3.91,+940,"7,094",32,16,1/148,2.64,-803,"4,645",16,10,1/179,2.48,+550,"5,211",20,17,1/141,3.80,-693,"2,589",6,10,1/162,3.72
2025-11-06,木,いいえ,+410,"5,361",24,14,1/141,3.22,+311,"2,761",13,3,1/173,2.38,"+1,066","6,818",31,19,1/136,3.48,-525,"4,836",18,10,1/173,2.44,-896,"1,690",5,1,1/282,2.37,"-1,510","4,817",11,14,1/193,2.87
2025-11-05,水,いいえ,-120,"2,572",11,2,1/198,2.23,-523,"2,994",10,9,1/158,3.36,"+1,257","6,086",25,24,1/124,4.77,"+1,325","7,237",35,17,1/139,2.90,-769,874,0,2,1/437,3.02,"-1,194","4,416",11,12,1/192,2.78
2025-11-03,月,いいえ,+628,"3,664",16,10,1/141,3.37,+374,"3,055",13,11,1/127,4.07,-923,"4,225",15,9,1/176,2.55,-23,"5,693",21,19,1/142,3.85,+928,"5,569",24,16,1/139,3.50,+218,"5,728",21,18,1/147,3.59
2025-11-02,日,いいえ,+761,"5,597",26,17,1/130,3.88,"+1,700","7,624",36,23,1/129,4.00,-970,"3,439",11,4,1/229,2.04,"-2,439","4,169",9,8,1/245,2.15,-289,"5,062",18,16,1/149,3.56,"-1,268","4,475",14,6,1/224,1.91
2025-11-01,土,いいえ,"-1,005","3,707",10,11,1/177,3.12,-793,"1,392",2,4,1/232,3.14,+124,"4,914",17,16,1/149,3.63,-796,"4,674",16,10,1/180,2.46,-665,"2,390",7,6,1/184,2.99,+883,"6,366",29,16,1/141,3.07
2025-10-31,金,いいえ,+784,"4,480",21,13,1/132,3.67,-590,"1,190",3,1,1/298,2.67,-534,"6,343",20,24,1/144,4.21,"+1,222","6,357",28,21,1/130,4.18,"-1,110","2,357",5,6,1/214,2.89,"-1,598","3,962",11,7,1/220,2.19
2025-10-30,木,はい,-872,"2,065",7,1,1/258,2.21,"+3,853","5,962",39,15,1/110,4.15,"-1,140","3,335",8,10,1/185,3.10,"-1,878","5,152",13,14,1/191,2.72,"+1,007","4,437",20,16,1/123,4.37,-293,"7,011",29,15,1/159,2.37
2025-10-29,水,いいえ,+34,"3,133",12,8,1/157,3.11,+286,"7,065",30,17,1/150,2.75,"-1,138","3,600",10,6,1/225,2.21,-856,"6,601",19,23,1/157,3.73,-511,"1,319",4,1,1/264,2.62,+642,"4,388",19,12,1/142,3.35
2025-10-28,火,いいえ,"+1,090","4,952",26,11,1/134,3.05,-262,"2,455",7,8,1/164,3.44,-823,"4,580",15,11,1/176,2.67,-792,"1,642",3,4,1/235,2.96,"+1,416","6,509",30,13,1/151,2.40,-691,"3,255",11,4,1/217,2.14
2025-10-27,月,いいえ,-980,"4,952",15,13,1/177,2.78,-649,"1,335",2,4,1/223,3.21,+75,"3,525",14,9,1/153,3.11,+534,"4,703",20,8,1/168,2.27,-337,"1,943",8,1,1/216,2.34,-767,"3,762",12,8,1/188,2.54
2025-10-26,日,いいえ,"-1,622","4,132",9,13,1/188,3.12,-102,"2,785",10,5,1/186,2.60,"-1,195","5,940",17,15,1/186,2.54,-512,"2,767",9,7,1/173,3.01,"+1,791","7,589",34,28,1/122,4.83,-511,"3,917",15,9,1/163,2.80
2025-10-25,土,いいえ,-21,"2,547",10,6,1/159,3.06,"+2,715","6,748",34,23,1/118,4.69,-160,"3,155",11,6,1/186,2.56,-132,"4,405",17,9,1/169,2.52,-263,"3,690",15,8,1/160,2.78,+186,"4,386",18,9,1/162,2.58
2025-10-24,金,いいえ,+662,"7,150",32,13,1/159,2.11,-454,"2,601",9,3,1/217,2.29,-769,"1,868",5,2,1/267,2.43,+202,"6,412",24,18,1/153,3.15,+160,"4,608",21,8,1/159,2.38,-807,"3,094",8,9,1/182,3.10
2025-10-23,木,いいえ,"-1,587","4,673",12,13,1/187,2.84,-493,"4,451",17,9,1/171,2.48,"+1,280","6,598",32,12,1/150,2.27,"-1,176","3,879",9,12,1/185,3.13,"-1,545","3,628",7,10,1/213,2.78,"+2,100","7,122",37,19,1/127,3.64
2025-10-22,水,いいえ,-322,"3,366",11,10,1/160,3.29,+137,"5,612",20,23,1/131,4.64,+483,"4,163",19,9,1/149,2.84,-736,"5,656",18,17,1/162,3.22,"-1,058","1,509",2,1,1/503,2.35,-833,"4,800",14,14,1/171,3.07
2025-10-21,火,いいえ,-621,"3,799",13,8,1/181,2.57,-316,"4,726",12,25,1/128,5.05,+113,"4,982",17,16,1/151,3.56,-629,"5,596",16,21,1/151,4.00,+496,"3,185",16,7,1/138,3.11,-937,"5,186",17,14,1/167,2.92
2025-10-20,月,はい,"+1,378","7,200",30,27,1/126,4.71,"-1,813","5,143",12,13,1/206,2.49,-252,"4,295",15,11,1/165,2.91,"+1,491","6,633",34,18,1/128,3.67,"+1,255","6,589",30,22,1/127,4.33,"-1,404","4,641",16,9,1/186,2.31
2025-10-19,日,いいえ,-429,"5,410",21,12,1/164,2.55,"-1,230","3,907",14,2,1/244,1.72,"-2,070","4,527",11,7,1/252,1.92,-285,"4,601",18,10,1/164,2.62,-179,"4,917",20,11,1/159,2.68,-881,"5,909",22,14,1/164,2.62
2025-10-18,土,いいえ,-208,"4,451",18,9,1/165,2.53,+0,"4,171",17,10,1/154,2.93,"-1,023","3,749",13,5,1/208,2.09,+663,"6,285",29,16,1/140,3.15,"-2,395","2,535",2,3,1/507,2.05,+574,"6,770",24,24,1/141,4.12
2025-10-17,金,いいえ,"-1,490","5,516",15,13,1/197,2.38,"+1,009","5,422",23,15,1/143,3.33,-325,"7,463",27,21,1/155,3.08,-451,"5,629",19,18,1/152,3.54,-786,"3,915",13,7,1/196,2.30,-879,"4,293",10,21,1/138,4.69
2025-10-16,木,いいえ,+974,"5,530",21,25,1/120,5.06,-909,"2,503",6,7,1/193,3.05,"+2,003","6,835",36,16,1/131,3.11,"+3,327","7,769",41,28,1/113,5.15,+585,"5,452",24,15,1/140,3.37,"-1,017","4,076",12,9,1/194,2.50
2025-10-15,水,いいえ,-551,"3,656",14,3,1/215,1.91,+142,"3,939",16,11,1/146,3.33,"+2,194","7,555",33,32,1/116,5.28,-362,"4,972",18,13,1/160,2.94,+356,"1,995",10,4,1/143,3.14,"-1,650","2,640",5,5,1/264,2.44
2025-10-14,火,いいえ,"-1,213","2,941",7,7,1/210,2.71,-145,"1,828",7,2,1/203,2.58,-808,"4,666",13,16,1/161,3.58,-535,"4,881",19,8,1/181,2.13,"+2,010","5,516",31,10,1/135,2.62,-81,"4,210",19,6,1/168,2.21
2025-10-13,月,いいえ,-701,"4,594",15,15,1/153,3.56,-477,"4,351",16,9,1/174,2.50,"-1,109","5,991",18,17,1/171,2.94,"-2,064","5,248",10,15,1/210,2.69,"+1,117","6,318",29,17,1/137,3.36,-223,"6,002",23,17,1/150,3.24
2025-10-12,日,いいえ,-371,"4,784",20,10,1/159,2.58,"-1,155","2,065",5,3,1/258,2.48,"-1,052","4,873",16,7,1/212,1.92,-593,"5,388",21,6,1/200,1.76,"-1,738","3,428",7,8,1/229,2.53,-338,"6,199",25,11,1/172,2.08
2025-10-11,土,いいえ,+21,"4,894",20,12,1/153,2.92,"+1,576","5,844",28,20,1/122,4.48,"-1,996","3,772",8,8,1/236,2.34,+96,"7,899",26,31,1/139,4.54,"-1,390","3,405",8,9,1/200,2.81,"+1,374","4,956",26,7,1/150,2.21
2025-10-10,金,はい,-220,"4,056",15,8,1/176,2.48,"+1,452","8,368",34,35,1/121,5.19,+440,"7,034",28,18,1/153,2.86,"+1,748","6,427",30,17,1/137,3.32,+923,"6,616",30,16,1/144,2.91,-928,"7,830",25,22,1/167,2.88
2025-10-09,木,いいえ,-102,"4,923",19,14,1/149,3.29,-220,"4,917",17,14,1/159,3.16,+830,"4,774",23,9,1/149,2.56,"+1,241","7,209",32,26,1/124,4.68,"-1,234","3,457",8,9,1/203,2.77,+607,"7,359",31,22,1/139,3.65
2025-10-08,水,いいえ,"+1,734","6,091",30,17,1/130,3.68,-362,"2,550",9,6,1/170,2.98,"-1,602","5,046",12,15,1/187,2.95,"-1,657","1,789",2,0,1/895,2.02,"+1,206","7,735",37,18,1/141,2.81,-409,"2,284",9,3,1/190,2.53
2025-10-06,月,いいえ,-626,"4,384",16,9,1/175,2.48,"+1,487","4,993",26,11,1/135,3.00,"+1,652","5,626",29,10,1/144,2.42,"+1,347","6,173",30,18,1/129,3.84,+439,"3,882",17,8,1/155,2.73,+177,"8,555",29,32,1/140,4.40
2025-10-05,日,いいえ,+566,"4,195",19,11,1/140,3.30,+661,"6,563",28,22,1/131,4.20,+595,"5,226",21,14,1/149,3.14,"+1,456","5,466",27,13,1/137,3.09,-673,"4,667",17,10,1/173,2.51,"-1,440","5,543",18,9,1/205,1.92
2025-10-04,土,いいえ,-820,"4,988",17,11,1/178,2.47,"+2,642","6,628",35,22,1/116,4.69,+56,"6,467",27,15,1/154,2.65,-679,"5,678",21,15,1/158,2.95,-849,"7,392",26,22,1/154,3.29,"-1,332","3,464",10,4,1/247,1.99
2025-10-03,金,いいえ,-243,"5,279",22,10,1/165,2.33,-914,949,1,1,1/475,2.77,"-1,164","2,612",6,3,1/290,2.16,"+1,077","7,779",30,33,1/123,5.10,-772,"3,893",13,8,1/185,2.50,-327,"5,380",21,12,1/163,2.57
2025-10-02,木,いいえ,+591,"4,159",22,6,1/149,2.39,+268,"4,751",19,13,1/148,3.22,"+1,274","5,675",27,14,1/138,3.13,-816,"5,448",14,19,1/165,3.58,+827,"4,506",22,12,1/133,3.47,"+1,460","6,352",27,24,1/125,4.70
2025-10-01,水,いいえ,"-1,137","4,620",14,9,1/201,2.24,-61,"4,426",17,13,1/148,3.40,-875,"4,800",15,15,1/160,3.36,-183,"5,982",24,11,1/171,2.16,+742,"4,274",20,12,1/134,3.56,+449,"6,376",25,14,1/163,2.44
2025-09-30,火,はい,+401,"2,439",11,7,1/136,3.54,+468,"6,938",28,22,1/139,3.83,-228,"6,018",23,15,1/158,2.79,-231,"4,378",15,11,1/168,2.84,+819,"3,439",16,8,1/143,3.10,-631,"5,606",18,17,1/160,3.27
2025-09-29,月,いいえ,"+1,102","3,282",18,7,1/131,3.17,"+1,011","5,386",23,19,1/128,4.31,+379,"3,845",16,10,1/148,3.18,-414,"1,927",6,4,1/193,2.89,+500,"7,401",31,22,1/140,3.61,-690,"2,768",8,10,1/154,3.70
2025-09-28,日,いいえ,+778,"6,689",26,23,1/137,4.13,-873,"4,670",16,11,1/173,2.65,"+1,751","6,187",33,12,1/137,2.60,-583,"5,130",17,15,1/160,3.19,"-1,439","5,741",15,21,1/159,3.81,+781,"7,034",32,16,1/147,2.68
2025-09-27,土,いいえ,"-1,509","5,300",14,15,1/183,2.86,-996,"3,605",11,10,1/172,3.05,"+1,293","8,304",38,24,1/134,3.70,+428,"7,228",29,23,1/139,3.85,+302,"4,226",17,10,1/157,2.88,"-3,146","6,905",15,17,1/216,2.22
2025-09-26,金,いいえ,-538,"4,236",17,6,1/184,2.12,"+1,294","5,910",27,18,1/131,3.87,-761,"4,388",16,9,1/176,2.48,-986,"2,947",10,3,1/227,2.12,-717,"3,261",11,6,1/192,2.48,+771,"6,901",25,29,1/128,4.90
2025-09-25,木,いいえ,-336,"3,725",14,7,1/177,2.48,-399,"2,278",7,8,1/152,3.64,"+1,095","7,239",31,21,1/139,3.54,"+2,267","6,732",34,22,1/120,4.51,-362,"2,890",9,8,1/170,3.13,"-2,585","5,091",10,13,1/221,2.44
2025-09-24,水,いいえ,+161,"3,542",15,6,1/169,2.48,-98,"1,576",7,1,1/197,2.58,-931,"4,066",12,9,1/194,2.51,-766,"4,276",13,13,1/164,3.26,+810,"6,010",24,19,1/140,3.77,"-2,084","3,921",7,10,1/231,2.55
2025-09-23,火,いいえ,-246,"4,498",16,13,1/155,3.25,"+1,086","7,778",36,19,1/141,2.92,"+1,167","3,745",20,6,1/144,2.60,-949,"4,953",16,10,1/191,2.28,+283,"4,071",17,12,1/140,3.53,+728,"5,876",25,19,1/134,3.98
2025-09-22,月,いいえ,"-1,284","4,268",12,9,1/203,2.37,+903,"4,422",21,13,1/130,3.74,"+3,539","7,690",40,29,1/111,5.26,"+1,188","5,763",29,12,1/141,2.72,-191,"3,392",12,9,1/162,3.09,"-1,230","3,208",9,6,1/214,2.41
2025-09-21,日,いいえ,+337,"6,158",25,16,1/150,3.00,"-1,245","4,122",13,8,1/196,2.34,-348,"4,906",18,10,1/175,2.39,-54,"3,985",16,8,1/166,2.59,-719,"4,442",17,6,1/193,2.01,+537,"7,130",29,17,1/155,2.65
2025-09-20,土,はい,"-1,216","7,547",24,24,1/157,3.45,+450,"7,271",29,22,1/143,3.59,-791,"6,013",19,15,1/177,2.58,+624,"4,905",22,12,1/144,3.04,-86,"4,823",19,11,1/161,2.70,-783,"5,943",19,16,1/170,2.83
2025-09-19,金,いいえ,-978,"5,216",16,12,1/186,2.45,+569,"6,232",25,21,1/135,4.07,-584,"5,489",20,8,1/196,1.89,+283,"7,620",31,19,1/152,2.77,-731,"1,143",2,3,1/229,3.15,-427,"4,481",16,10,1/172,2.60
2025-09-18,木,いいえ,"-1,728","2,328",1,8,1/259,3.11,+307,"6,136",23,23,1/133,4.41,-709,"2,470",6,8,1/176,3.34,-26,"4,132",16,8,1/172,2.47,-221,"6,236",23,18,1/152,3.25,-68,"3,965",15,11,1/153,3.23
2025-09-17,水,いいえ,-786,"2,997",9,4,1/231,2.21,-952,"1,364",2,3,1/273,2.92,"+1,046","3,752",19,11,1/125,3.81,"-1,655","2,855",6,6,1/238,2.52,"-1,157","4,472",14,10,1/186,2.50,"+1,362","5,488",28,14,1/131,3.40
2025-09-16,火,いいえ,"-1,251","2,859",5,10,1/191,3.36,"-1,568","3,067",6,6,1/256,2.37,-359,"3,467",12,8,1/173,2.79,-194,"5,405",20,17,1/146,3.60,-980,"3,415",9,10,1/180,3.10,"-1,233","2,819",7,3,1/282,2.08
2025-09-15,月,いいえ,-186,"3,695",14,9,1/161,2.94,"+1,413","6,778",34,17,1/133,3.27,+499,"7,051",30,19,1/144,3.19,-794,"5,991",22,11,1/182,2.08,+325,"5,875",23,22,1/131,4.46,+127,"7,056",28,19,1/150,3.06
2025-09-14,日,いいえ,+77,"6,282",24,17,1/153,3.05,"-1,142","5,766",19,15,1/170,2.76,+286,"5,307",23,12,1/152,2.74,+109,"5,762",24,11,1/165,2.28,"-1,757","5,883",18,13,1/190,2.28,"-1,480","5,313",16,14,1/177,2.76
2025-09-13,土,いいえ,-933,"4,651",16,9,1/186,2.30,-809,"5,728",18,17,1/164,3.16,+434,"7,328",29,24,1/138,3.97,-432,"6,476",26,16,1/154,2.79,"-1,424","3,672",8,9,1/216,2.60,"-1,551","4,037",11,6,1/237,2.01
2025-09-12,金,いいえ,+320,"6,294",24,22,1/137,4.15,-368,"4,092",15,11,1/157,3.10,"-1,036","2,522",5,5,1/252,2.52,"-1,308","5,070",16,8,1/211,1.95,+516,"4,658",18,17,1/133,4.20,-437,"5,957",22,20,1/142,3.89
2025-09-11,木,いいえ,-780,"5,575",20,13,1/169,2.57,+677,"6,260",25,21,1/136,4.04,"+1,826","7,547",32,31,1/120,5.13,+93,"6,538",26,16,1/156,2.74,+943,"7,294",32,23,1/133,4.01,"-1,971","5,865",14,18,1/183,3.02
2025-09-10,水,はい,"-1,437","5,111",15,13,1/183,2.66,"+1,539","6,136",31,15,1/133,3.20,-206,"5,925",23,11,1/174,2.15,+456,"6,608",27,20,1/141,3.63,"-1,721","3,260",6,9,1/217,2.82,"+1,631","7,692",34,31,1/118,5.16
2025-09-08,月,いいえ,"+1,773","7,974",39,20,1/135,3.16,-148,"3,064",12,7,1/161,2.93,-335,"7,767",31,19,1/155,2.66,-805,"5,122",17,10,1/190,2.22,+849,"3,465",18,6,1/144,2.73,"-1,157","4,727",15,11,1/182,2.56
2025-09-07,日,いいえ,-139,"3,870",19,1,1/194,1.75,+495,"7,262",32,15,1/155,2.34,-158,"6,062",24,17,1/148,3.25,+237,"6,134",27,14,1/150,2.71,+338,"4,098",18,10,1/146,3.07,+145,"6,376",27,15,1/152,2.72
2025-09-06,土,いいえ,"+1,595","6,876",34,15,1/140,2.72,-860,"6,601",22,14,1/183,2.19,+139,"6,042",26,13,1/155,2.53,"-1,233","5,418",18,14,1/169,2.78,"+2,755","5,629",33,16,1/115,4.23,-822,"2,263",6,5,1/206,2.81
2025-09-05,金,いいえ,+201,"6,710",26,20,1/146,3.46,"-1,340","4,998",11,16,1/185,3.14,-108,"6,611",25,17,1/157,2.83,-629,"4,383",16,5,1/209,1.89,-552,"5,302",20,8,1/189,1.96,"+1,401","7,467",33,27,1/124,4.70
2025-09-04,木,いいえ,"-1,403","4,875",12,16,1/174,3.31,+449,"4,454",18,15,1/135,3.95,+310,"4,956",21,12,1/150,2.93,+56,"7,026",27,20,1/149,3.24,+687,"5,826",24,19,1/135,3.95,"+1,045","5,038",23,12,1/144,2.99
2025-09-03,水,いいえ,-339,"4,139",16,9,1/166,2.67,"-1,252","3,822",10,13,1/166,3.49,"+2,128","6,847",34,18,1/132,3.44,-657,"6,486",23,16,1/166,2.63,-431,"2,357",10,1,1/214,2.16,-774,"5,314",18,16,1/156,3.31
2025-09-02,火,いいえ,+922,"6,622",29,18,1/141,3.29,-162,"5,045",20,8,1/180,2.08,-879,"5,433",19,15,1/160,3.04,"-1,634","3,148",8,3,1/286,1.95,"-1,179","2,563",5,8,1/197,3.17,"-1,305","5,569",15,16,1/180,2.90
2025-09-01,月,いいえ,-385,"6,507",24,20,1/148,3.51,-409,"5,448",21,14,1/156,2.93,-949,"7,153",23,18,1/174,2.53,+864,"7,948",34,22,1/142,3.30,"+1,607","6,735",30,24,1/125,4.59,+24,"5,202",22,10,1/163,2.38
2025-08-31,日,いいえ,+75,"5,626",19,21,1/141,4.19,+362,"5,936",25,15,1/148,2.98,-921,"4,241",14,5,1/223,1.89,-756,"6,544",21,21,1/156,3.50,+591,"4,325",20,13,1/131,3.76,"+1,959","6,277",33,14,1/134,2.97
2025-08-30,土,はい,+0,"6,396",20,23,1/149,3.97,-411,"5,474",21,14,1/156,2.91,+393,"4,099",18,11,1/141,3.32,"-2,889","5,577",12,10,1/254,1.86,"+2,809","6,208",34,19,1/117,4.40,-592,"7,170",27,16,1/167,2.36
2025-08-29,金,いいえ,"-1,746","4,717",13,8,1/225,2.01,+524,"5,731",27,14,1/140,3.07,"+1,421","7,576",37,19,1/135,3.17,+201,"7,488",30,23,1/141,3.68,"-1,369","3,891",10,11,1/185,2.95,"-1,585","4,820",15,11,1/185,2.49
2025-08-28,木,いいえ,"-1,265","4,621",14,7,1/220,1.96,+728,"5,094",24,10,1/150,2.56,"-1,087","3,338",10,7,1/196,2.56,-528,"6,810",23,22,1/151,3.60,"+2,357","5,023",28,18,1/109,4.87,-486,"5,694",22,9,1/184,1.97
2025-08-27,水,いいえ,-625,"3,092",9,8,1/182,2.93,"-1,367","3,932",9,11,1/197,2.86,-207,"5,460",19,17,1/152,3.47,"-2,327","6,282",13,17,1/209,2.49,-968,"3,596",10,10,1/180,2.99,+537,"6,803",26,24,1/136,4.23
2025-08-26,火,いいえ,-278,"5,744",22,15,1/155,2.96,-497,"4,347",16,12,1/155,3.16,+361,"5,725",24,16,1/143,3.34,-559,"4,291",13,12,1/172,3.01,-998,"3,130",9,7,1/196,2.67,"-1,423","4,751",14,7,1/226,1.91
2025-08-25,月,いいえ,+501,"4,174",18,12,1/139,3.50,"+2,220","6,693",32,25,1/117,4.93,-669,"5,705",23,12,1/163,2.44,"-1,108","4,469",14,12,1/172,2.92,-649,"7,002",21,24,1/156,3.72,-964,"5,158",17,11,1/184,2.36
2025-08-24,日,いいえ,+754,"4,740",23,8,1/153,2.39,-379,"5,170",22,9,1/167,2.24,+511,"6,172",27,17,1/140,3.36,-170,"5,877",24,12,1/163,2.37,"-1,111","6,125",15,20,1/175,3.28,+801,"7,022",31,20,1/138,3.52
2025-08-23,土,いいえ,"+1,739","5,351",30,11,1/131,2.94,"-1,586","3,677",9,8,1/216,2.45,"-1,322","5,207",16,9,1/208,2.01,"+3,178","6,912",36,28,1/108,5.39,"-1,546","3,275",6,7,1/252,2.41,"+1,175","7,331",34,16,1/147,2.56
2025-08-22,金,いいえ,-790,"4,315",14,7,1/205,2.11,"+1,742","6,982",32,23,1/127,4.32,"+1,488","7,177",32,24,1/128,4.33,-452,"6,041",22,19,1/147,3.59,"+2,004","7,316",37,20,1/128,3.68,-745,"6,338",21,21,1/151,3.68
2025-08-21,木,いいえ,"-1,144","3,356",9,8,1/197,2.70,"-1,090","3,639",11,7,1/202,2.39,"-1,180","6,685",23,17,1/167,2.67,"-1,128","3,967",12,7,1/209,2.23,-560,"5,523",22,10,1/173,2.19,-689,"5,227",18,15,1/158,3.16
2025-08-20,水,はい,"+1,766","5,304",30,10,1/133,2.75,"+2,550","7,975",43,17,1/133,2.75,"+2,309","7,376",37,22,1/125,4.10,"+2,077","8,461",35,35,1/121,5.19,+704,"5,366",23,17,1/134,3.88,"+1,790","8,212",41,22,1/130,3.55
2025-08-19,火,いいえ,+785,"8,947",35,29,1/140,3.95,-526,"6,079",19,19,1/160,3.35,-513,"5,846",20,16,1/162,2.96,"-1,551","3,614",8,6,1/258,2.12,-143,"8,046",31,20,1/158,2.65,-193,"5,493",20,16,1/153,3.28
2025-08-18,月,いいえ,-535,"3,441",10,11,1/164,3.39,"+1,149","7,104",31,20,1/139,3.44,+907,"5,663",25,15,1/142,3.23,"+1,468","6,083",29,19,1/127,4.10,-276,"5,744",24,15,1/147,3.09,"-1,354","5,386",16,13,1/186,2.51
2025-08-17,日,いいえ,-631,"5,193",20,5,1/208,1.71,-703,"5,931",22,14,1/165,2.60,"-1,057","5,018",15,12,1/186,2.54,"+1,078","6,007",28,16,1/137,3.36,"+1,277","6,533",28,24,1/126,4.61,-645,"5,333",20,11,1/172,2.38
2025-08-16,土,いいえ,+503,"5,128",24,10,1/151,2.53,"-1,175","3,037",8,5,1/234,2.31,+473,"5,691",23,17,1/142,3.54,"+1,184","7,182",27,33,1/120,5.28,"-1,038","4,852",15,15,1/162,3.31,"+1,037","6,427",30,18,1/134,3.57
2025-08-15,金,いいえ,"+4,236","7,554",43,30,1/103,5.56,"-1,103","4,484",13,13,1/172,3.06,"+1,118","7,575",35,24,1/128,4.19,+147,"5,399",19,17,1/150,3.53,"-1,021","5,397",17,17,1/159,3.39,-265,"6,365",23,17,1/159,2.92
2025-08-14,木,いいえ,-187,"6,616",25,17,1/158,2.83,"+3,066","7,476",42,18,1/125,3.41,"+2,146","6,709",31,24,1/122,4.68,"+2,379","7,042",29,32,1/115,5.35,"+1,560","6,524",30,28,1/112,5.30,"+2,144","6,376",37,14,1/125,3.17
