日付,曜日,特定日,1165番台,,,,,,,,,1166番台,,,,,,,,,1167番台,,,,,,,,,1168番台,,,,,,,,,1170番台,,,,,,,,,1171番台,,,,,,,,,1172番台,,,,,,,,,1173番台,,,,,,,,,1175番台,,,,,,,,,1176番台,,,,,,,,,1177番台,,,,,,,,,1178番台,,,,,,,,,1180番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-10-11,土,はい,+354,"7,524",29,20,1/154,-,3.84,35,2.0,-912,"2,686",8,4,1/224,-,2.73,9,-,"-1,210","2,136",4,3,1/305,-,2.59,9,-,-297,892,3,0,1/297,-,2.99,38,3.0,"-1,086","3,274",8,6,1/234,-,2.62,16,1.0,-348,"3,196",10,9,1/168,-,3.48,23,7.0,+795,"6,646",27,17,1/151,-,3.84,15,6.0,"+1,120","3,662",20,6,1/141,-,3.64,29,1.0,-979,"1,022",1,0,1/1022,-,2.64,15,6.0,-25,"4,906",18,8,1/189,-,2.69,33,4.0,-296,"2,707",8,7,1/180,-,3.30,28,5.0,-650,"1,560",4,1,1/312,-,2.70,40,2.0,-621,"3,309",11,5,1/207,-,2.72,49,9.0
2025-10-10,金,はい,"-1,620","8,030",25,16,1/196,-,2.39,51,7.0,+774,"5,420",20,18,1/143,-,4.32,7,-,+652,"3,079",13,7,1/154,-,3.55,7,-,-738,724,0,1,1/724,-,2.99,33,2.0,+937,"7,188",29,20,1/147,-,4.13,9,2.0,-516,963,1,1,1/482,-,2.88,21,4.0,-42,"5,394",20,12,1/169,-,3.22,37,4.0,+801,"5,551",21,17,1/146,-,4.14,31,9.0,+673,"4,090",16,11,1/151,-,3.76,10,1.0,-760,"4,786",11,18,1/165,-,3.89,17,7.0,"+3,832","6,181",37,15,1/119,-,4.86,21,4.0,-167,"1,500",5,2,1/214,-,3.06,22,1.0,-472,990,2,0,1/495,-,2.78,44,7.0
2025-10-09,木,いいえ,+26,"2,651",11,1,1/221,-,2.54,45,3.0,-72,"1,520",6,1,1/217,-,2.96,12,1.0,+113,758,3,1,1/190,-,3.33,10,-,"+1,538","7,649",27,27,1/142,-,4.67,30,10.0,-132,172,0,0,-,-,3.32,11,1.0,+551,"2,969",12,7,1/156,-,3.54,12,1.0,-211,195,0,0,-,-,3.30,41,5.0,-285,955,2,2,1/239,-,3.22,64,19.0,+371,"2,982",11,10,1/142,-,4.01,12,1.0,"+1,545","3,300",18,8,1/127,-,4.15,15,3.0,-333,"1,193",3,3,1/199,-,3.32,42,1.0,-190,"1,127",4,1,1/225,-,3.09,20,5.0,-328,513,1,0,1/513,-,3.11,36,6.0
2025-10-08,水,いいえ,-369,"2,362",7,6,1/182,-,3.30,29,13.0,+416,"2,363",11,2,1/182,-,2.97,8,-,+726,"5,394",25,9,1/159,-,3.21,10,2.0,-914,"4,397",13,10,1/191,-,2.93,40,6.0,+29,"2,583",11,3,1/185,-,2.97,11,1.0,+28,"2,770",10,4,1/198,-,2.88,15,3.0,-575,"1,101",2,2,1/275,-,3.08,41,1.0,-787,"3,201",10,7,1/188,-,3.08,60,18.0,+145,567,4,0,1/142,-,3.44,16,1.0,+420,"8,122",26,27,1/153,-,4.24,31,2.0,-216,433,1,0,1/433,-,3.18,42,1.0,-585,"1,457",4,2,1/243,-,2.98,12,1.0,-105,"1,296",5,2,1/185,-,3.26,34,3.0
2025-10-07,火,いいえ,+0,"5,182",19,13,1/162,-,3.49,32,4.0,+250,"1,538",7,3,1/154,-,3.48,11,-,+38,445,2,0,1/223,-,3.30,15,1.0,-278,"3,243",12,5,1/191,-,2.88,34,2.0,-556,"2,065",6,4,1/207,-,3.06,14,1.0,+920,"4,331",19,10,1/149,-,3.69,13,2.0,+324,"2,357",11,4,1/157,-,3.38,18,2.0,-157,"4,692",17,10,1/174,-,3.12,42,5.0,+852,"5,150",21,13,1/151,-,3.75,16,1.0,-315,"2,122",5,7,1/177,-,3.50,48,6.0,-823,"2,955",9,6,1/197,-,2.99,37,3.0,+168,"3,571",14,11,1/143,-,4.01,13,2.0,-149,978,3,3,1/163,-,3.54,28,10.0
2025-10-05,日,はい,-370,"4,791",17,11,1/171,-,3.22,46,10.0,+606,"3,806",16,11,1/141,-,4.02,13,1.0,-500,"3,156",8,10,1/175,-,3.48,26,2.0,+562,"5,470",22,13,1/156,-,3.57,18,5.0,+528,"5,150",19,18,1/139,-,4.44,12,-,-747,"1,688",5,2,1/241,-,2.89,23,4.0,"+1,153","5,809",27,12,1/149,-,3.64,29,3.0,-555,"2,078",6,2,1/260,-,2.66,31,2.0,-161,"1,564",6,1,1/223,-,2.92,32,1.0,-455,"5,415",20,11,1/175,-,3.01,36,4.0,-52,"1,870",7,3,1/187,-,3.16,31,2.0,-277,655,2,1,1/218,-,3.31,19,1.0,"+2,854","8,376",38,22,1/140,-,4.40,24,1.0
2025-10-04,土,はい,-521,"6,029",20,14,1/177,-,3.04,25,1.0,"+1,699","7,435",35,18,1/140,-,4.20,22,2.0,"+2,890","7,915",39,21,1/132,-,4.68,24,2.0,"-1,262","4,243",12,7,1/223,-,2.45,28,2.0,+278,"4,207",17,11,1/150,-,3.77,13,-,-117,"4,795",18,9,1/178,-,2.95,20,1.0,-911,"3,670",7,13,1/184,-,3.48,58,9.0,"-1,145","3,902",8,11,1/205,-,3.00,26,1.0,-43,"6,842",24,15,1/175,-,2.97,14,1.0,-961,"4,645",11,14,1/186,-,3.25,19,1.0,-540,"4,695",17,9,1/181,-,2.93,26,1.0,"+1,504","6,952",34,10,1/158,-,3.04,18,4.0,"-1,475","3,150",7,5,1/263,-,2.45,49,21.0
2025-10-03,金,いいえ,-560,"1,319",3,2,1/264,-,2.99,31,5.0,-441,"3,553",10,9,1/187,-,3.15,46,6.0,-181,532,1,1,1/266,-,3.30,32,1.0,-711,"1,518",4,2,1/253,-,2.93,25,1.0,+771,"5,843",27,9,1/162,-,3.04,10,-,-651,589,0,0,-,-,2.91,15,2.0,-721,"1,694",4,3,1/242,-,2.96,35,3.0,+704,"2,695",13,3,1/168,-,3.10,24,9.0,+607,"1,408",6,4,1/141,-,3.70,13,3.0,+957,"7,034",27,23,1/141,-,4.54,15,2.0,+305,"2,004",9,4,1/154,-,3.48,15,2.0,+414,"1,661",7,5,1/138,-,3.79,26,1.0,-74,"3,990",13,12,1/160,-,3.69,40,5.0
2025-10-02,木,いいえ,-854,840,1,0,1/840,-,2.80,21,7.0,-631,"5,608",15,17,1/175,-,3.42,48,2.0,-311,262,0,0,-,-,3.23,28,3.0,-356,791,2,1,1/264,-,3.17,12,-,+832,"5,436",19,22,1/133,-,4.81,12,-,"+1,085","5,110",25,11,1/142,-,3.86,12,-,-878,"3,280",7,9,1/205,-,3.05,21,7.0,-511,530,1,0,1/530,-,3.09,45,11.0,-456,722,2,0,1/361,-,3.03,29,1.0,-303,"1,810",5,4,1/201,-,3.18,25,4.0,"+1,454","3,784",18,13,1/122,-,4.61,14,2.0,-936,"4,399",13,8,1/209,-,2.59,46,1.0,-501,"2,093",7,4,1/190,-,3.15,34,5.0
2025-10-01,水,いいえ,"+1,625","6,062",26,22,1/126,-,4.96,14,3.0,+166,"1,051",4,2,1/175,-,3.38,42,1.0,"+1,757","4,678",25,8,1/142,-,3.67,31,3.0,"+1,252","5,793",26,13,1/149,-,3.74,11,-,-169,998,3,2,1/200,-,3.30,22,1.0,-86,873,4,1,1/175,-,3.34,14,3.0,-429,424,0,1,1/424,-,3.28,14,3.0,+315,"2,405",12,3,1/160,-,3.25,28,5.0,-136,551,2,0,1/276,-,3.19,23,1.0,-379,"2,541",6,9,1/169,-,3.63,22,1.0,-487,"2,468",8,6,1/176,-,3.32,41,10.0,+813,"4,037",16,14,1/135,-,4.37,15,1.0,-396,917,1,2,1/306,-,3.13,21,6.0
2025-09-30,火,はい,-881,"1,854",4,2,1/309,-,2.64,26,2.0,-54,"3,938",16,3,1/207,-,2.40,69,12.0,"-1,481","4,285",9,7,1/268,-,2.18,57,12.0,-642,"1,333",3,3,1/222,-,3.18,17,2.0,-637,457,0,0,-,-,3.04,17,2.0,"+3,238","5,870",31,22,1/111,-,5.34,14,1.0,"+1,293","6,661",30,13,1/155,-,3.41,13,-,-422,867,1,2,1/289,-,3.18,45,6.0,+748,"3,608",13,14,1/134,-,4.42,24,5.0,-395,428,0,0,-,-,3.06,19,2.0,-309,430,1,0,1/430,-,3.19,36,10.0,"-1,756","7,563",24,13,1/204,-,2.20,39,3.0,-209,693,2,0,1/347,-,3.05,15,1.0
2025-09-29,月,いいえ,+274,"2,894",9,13,1/132,-,4.42,14,3.0,-218,"5,384",18,15,1/163,-,3.58,73,20.0,-29,"2,016",7,6,1/155,-,3.64,53,17.0,+354,"3,632",12,13,1/145,-,4.11,15,1.0,-587,"1,501",3,4,1/214,-,3.23,11,-,+875,"2,744",13,7,1/137,-,3.88,31,7.0,-137,671,2,1,1/224,-,3.29,32,1.0,+205,"4,195",17,9,1/161,-,3.38,24,5.0,-253,765,2,2,1/191,-,3.41,31,7.0,+775,"2,068",12,3,1/138,-,3.59,19,4.0,-21,725,3,1,1/181,-,3.36,36,3.0,-500,489,0,1,1/489,-,3.22,33,1.0,+454,"3,762",16,10,1/145,-,3.87,15,1.0
2025-09-28,日,はい,"+1,085","8,640",36,19,1/157,-,3.46,22,6.0,-535,"3,176",9,8,1/187,-,3.18,78,5.0,-425,"1,155",3,2,1/231,-,3.15,49,13.0,+834,"6,063",25,15,1/152,-,3.76,13,4.0,+820,"4,790",18,15,1/145,-,4.11,9,-,-503,"2,479",8,4,1/207,-,2.91,73,24.0,-380,"1,559",5,3,1/195,-,3.21,26,3.0,-587,"1,539",4,3,1/220,-,3.11,36,2.0,"+2,662","7,495",38,16,1/139,-,4.12,29,3.0,+500,"4,046",15,12,1/150,-,3.88,34,3.0,-552,"6,960",23,16,1/178,-,2.95,31,2.0,-262,253,0,0,-,-,3.24,16,3.0,"+1,011","3,390",16,12,1/121,-,4.56,23,1.0
2025-09-27,土,はい,"-1,764","3,225",8,2,1/323,-,2.07,33,5.0,-84,"5,356",21,10,1/173,-,2.99,78,4.0,+121,"4,833",22,5,1/179,-,2.63,22,6.0,-677,"3,009",6,9,1/201,-,3.18,24,2.0,"+2,180","7,566",36,17,1/143,-,4.02,9,-,-676,"5,623",20,10,1/187,-,2.67,48,13.0,"+1,981","8,150",37,23,1/136,-,4.62,24,2.0,"-1,192","2,944",7,3,1/294,-,2.29,35,1.0,-709,"3,827",10,9,1/201,-,2.91,74,26.0,-508,"7,288",25,18,1/169,-,3.25,28,4.0,+345,"4,715",18,11,1/163,-,3.41,16,7.0,+483,"2,721",15,3,1/151,-,3.31,16,7.0,-445,"6,584",20,19,1/169,-,3.49,34,1.0
2025-09-26,金,いいえ,-466,593,1,0,1/593,-,3.03,12,-,-720,"1,054",2,0,1/527,-,2.72,86,28.0,-503,"1,678",5,2,1/240,-,2.90,26,1.0,+968,"2,166",12,5,1/127,-,3.91,22,2.0,-462,540,1,0,1/540,-,3.08,25,3.0,-336,"2,179",6,4,1/218,-,2.95,44,15.0,"+1,696","2,353",14,8,1/107,-,4.54,25,3.0,-272,667,2,0,1/334,-,3.08,20,4.0,-81,"1,106",4,4,1/138,-,3.75,58,14.0,+433,"5,733",20,18,1/151,-,4.05,29,3.0,+949,"3,955",20,5,1/158,-,3.15,16,4.0,-383,"1,642",6,2,1/205,-,3.05,16,4.0,-184,146,0,0,-,-,3.35,25,3.0
2025-09-25,木,いいえ,+286,"1,633",9,1,1/163,-,3.21,14,3.0,-428,"1,109",3,1,1/277,-,2.99,85,18.0,-897,"1,981",5,3,1/248,-,2.82,21,6.0,-315,351,0,0,-,-,3.14,36,4.0,+283,"5,041",17,17,1/148,-,4.15,32,11.0,+785,"4,517",20,9,1/156,-,3.43,43,1.0,-466,"2,777",9,4,1/214,-,2.77,67,3.0,+17,355,1,2,1/118,-,3.70,11,-,-449,556,0,1,1/556,-,3.15,64,19.0,-317,814,3,0,1/271,-,3.06,45,2.0,-467,536,0,1,1/536,-,3.17,42,6.0,"+1,890","2,435",16,5,1/116,-,4.14,15,1.0,"+1,488","4,685",23,10,1/142,-,3.83,14,3.0
2025-09-24,水,いいえ,-278,"3,516",10,12,1/160,-,3.79,18,2.0,-607,"1,778",5,1,1/296,-,2.62,77,5.0,+396,"3,345",14,7,1/159,-,3.42,16,5.0,-332,342,0,1,1/342,-,3.37,34,10.0,+40,"1,794",7,4,1/163,-,3.44,49,7.0,-857,"3,704",11,9,1/185,-,3.13,72,13.0,-808,"1,050",1,1,1/525,-,2.81,59,3.0,-308,"1,425",4,4,1/178,-,3.43,11,-,-811,930,1,1,1/465,-,2.92,56,5.0,-909,"2,890",7,7,1/206,-,3.01,39,5.0,-503,"1,022",2,0,1/511,-,2.75,24,6.0,-421,605,1,1,1/303,-,3.23,51,2.0,-272,417,1,0,1/417,-,3.20,42,3.0
2025-09-23,火,いいえ,"+1,012","4,375",19,13,1/137,-,4.22,13,1.0,-747,"1,963",5,4,1/218,-,3.03,75,14.0,"-1,428","4,524",8,17,1/181,-,3.60,37,9.0,-274,"2,220",6,5,1/202,-,3.11,28,3.0,-804,"2,639",6,6,1/220,-,2.93,61,12.0,-428,"1,372",4,1,1/274,-,2.86,39,1.0,-455,"1,512",5,3,1/189,-,3.26,46,7.0,+655,"6,179",23,18,1/151,-,3.99,12,-,-749,"1,116",1,1,1/558,-,2.75,49,3.0,-379,"1,982",6,1,1/283,-,2.56,25,4.0,-622,"1,107",3,1,1/277,-,2.99,21,8.0,"-1,321","8,436",28,18,1/183,-,2.66,46,7.0,-223,462,1,1,1/231,-,3.37,38,1.0
2025-09-22,月,いいえ,"-1,106","1,112",0,3,1/371,-,3.03,16,2.0,"-1,119","2,698",6,5,1/245,-,2.70,55,1.0,-598,459,0,0,-,-,3.03,14,2.0,"+3,738","7,162",36,21,1/126,-,4.92,26,8.0,-723,"2,579",5,8,1/198,-,3.26,53,14.0,"-1,356","1,719",2,3,1/344,-,2.72,35,2.0,-491,408,0,0,-,-,3.08,31,5.0,+88,"3,578",16,6,1/163,-,3.23,18,2.0,-366,"3,299",9,9,1/183,-,3.27,54,1.0,-486,428,0,0,-,-,3.06,12,-,-3,"1,537",7,2,1/171,-,3.27,14,2.0,+614,"4,321",19,8,1/160,-,3.29,33,2.0,-408,717,2,0,1/359,-,3.03,39,4.0
2025-09-21,日,はい,+422,"3,973",18,5,1/173,-,2.91,8,-,-658,"1,181",2,3,1/236,-,3.21,31,5.0,"+1,841","7,210",34,16,1/144,-,3.93,12,1.0,-191,"1,643",4,6,1/164,-,3.64,53,3.0,"+1,361","7,412",29,22,1/145,-,4.28,41,6.0,+698,"3,698",18,7,1/148,-,3.56,17,3.0,-569,"1,449",5,0,1/290,-,2.71,26,1.0,-877,655,0,0,-,-,2.85,35,1.0,-359,259,0,0,-,-,3.23,25,8.0,"+1,421","7,629",29,25,1/141,-,4.58,11,3.0,+313,"2,162",7,7,1/154,-,3.71,14,2.0,-136,"3,717",14,8,1/169,-,3.27,50,9.0,-258,529,1,1,1/265,-,3.30,34,3.0
2025-09-20,土,はい,+815,"5,793",25,12,1/157,-,3.43,7,-,"-1,055","3,328",7,7,1/238,-,2.65,34,8.0,+314,"7,078",24,23,1/151,-,4.21,22,2.0,-582,"4,196",18,4,1/191,-,2.56,45,1.0,"-1,579","4,288",10,9,1/226,-,2.55,65,20.0,"-1,233","5,906",15,15,1/197,-,2.81,41,7.0,+479,"6,383",26,12,1/168,-,3.02,16,1.0,-180,"1,020",4,0,1/255,-,2.98,16,1.0,+891,"6,908",31,14,1/154,-,3.49,15,8.0,-798,"3,710",12,6,1/206,-,2.68,15,8.0,+661,"4,091",14,12,1/157,-,3.72,26,4.0,+373,"4,280",16,9,1/171,-,3.18,44,3.0,+361,"5,890",21,15,1/164,-,3.46,20,4.0
2025-09-19,金,いいえ,"-1,106","1,384",2,1,1/461,-,2.63,21,1.0,+72,"1,326",6,2,1/166,-,3.36,31,2.0,-311,733,2,0,1/367,-,3.02,37,5.0,-622,"1,913",5,4,1/213,-,3.08,29,3.0,-982,"3,146",5,12,1/185,-,3.54,56,16.0,-328,597,2,0,1/299,-,3.15,20,6.0,-457,815,2,0,1/408,-,2.94,29,3.0,"+1,648","2,968",16,10,1/114,-,4.57,14,8.0,-337,282,0,0,-,-,3.21,40,3.0,+342,"3,932",13,14,1/146,-,4.14,6,-,-225,656,1,2,1/219,-,3.39,26,5.0,-598,"1,827",5,4,1/203,-,3.16,66,10.0,+577,"2,055",9,7,1/128,-,4.06,32,1.0
2025-09-18,木,いいえ,-378,"2,286",6,7,1/176,-,3.46,11,-,+946,"4,403",20,12,1/138,-,4.13,24,1.0,-66,649,3,0,1/216,-,3.22,35,1.0,-562,"2,133",5,7,1/178,-,3.49,23,8.0,-984,"5,690",17,12,1/196,-,2.66,51,16.0,-244,481,1,0,1/481,-,3.14,14,3.0,+287,426,3,1,1/107,-,3.67,28,4.0,"+2,521","8,564",41,19,1/143,-,4.06,14,3.0,-168,187,0,0,-,-,3.31,34,6.0,-390,328,0,0,-,-,3.16,11,-,"+1,609","8,859",35,23,1/153,-,3.88,15,1.0,-679,463,0,0,-,-,3.03,76,25.0,-408,556,1,0,1/556,-,3.06,77,1.0
2025-09-17,水,いいえ,"+1,042","6,556",27,18,1/146,-,4.10,9,-,-748,611,0,0,-,-,2.89,52,4.0,-723,704,0,1,1/704,-,3.01,31,10.0,-368,"2,200",8,3,1/200,-,2.97,21,6.0,-572,"1,371",4,0,1/343,-,2.67,43,8.0,"+1,311","6,225",28,15,1/145,-,3.95,15,5.0,-566,704,1,1,1/352,-,3.13,48,4.0,"-1,864","4,571",9,11,1/229,-,2.57,43,8.0,-666,"1,405",3,1,1/351,-,2.72,35,4.0,+36,469,2,1,1/156,-,3.50,10,1.0,-701,"7,400",26,12,1/195,-,2.31,44,1.0,-284,440,0,2,1/220,-,3.48,69,17.0,-602,592,0,1,1/592,-,3.12,71,2.0
2025-09-16,火,いいえ,+499,"2,874",11,8,1/151,-,3.71,10,-,-204,992,3,2,1/198,-,3.31,30,3.0,"+2,079","5,362",27,18,1/119,-,4.97,27,9.0,-169,"1,584",5,3,1/198,-,3.19,16,3.0,-184,370,1,0,1/370,-,3.25,34,2.0,-284,"6,057",23,11,1/178,-,2.80,32,1.0,+195,"6,302",24,14,1/166,-,3.24,51,15.0,-277,540,1,1,1/270,-,3.29,31,1.0,"-1,162","1,467",3,0,1/489,-,2.50,18,2.0,+122,"1,131",4,2,1/189,-,3.30,13,3.0,-171,"3,105",11,6,1/183,-,3.08,36,2.0,-534,"1,292",2,5,1/185,-,3.52,57,5.0,-499,"2,316",7,7,1/165,-,3.56,52,1.0
2025-09-15,月,いいえ,"+2,613","5,475",25,20,1/122,-,5.00,9,-,+253,"5,309",22,10,1/166,-,3.13,12,3.0,-524,"2,903",9,4,1/223,-,2.66,47,1.0,"+1,043","4,563",17,16,1/138,-,4.38,15,3.0,+356,"4,072",15,12,1/151,-,3.85,15,3.0,+499,"3,108",15,2,1/183,-,2.76,19,4.0,-714,"2,391",7,4,1/217,-,2.88,57,10.0,-385,507,1,0,1/507,-,3.11,25,1.0,"+2,077","5,048",28,12,1/126,-,4.43,12,3.0,-109,"1,350",5,2,1/193,-,3.21,25,1.0,-702,"4,210",15,4,1/222,-,2.29,24,5.0,"-1,074","2,411",4,4,1/301,-,2.55,38,13.0,-797,"1,855",4,4,1/232,-,3.01,46,8.0
2025-09-14,日,はい,"+1,015","6,114",23,22,1/136,-,4.69,16,1.0,"-1,578","3,429",6,8,1/245,-,2.64,26,1.0,-326,"2,005",8,2,1/201,-,2.95,45,14.0,+991,"7,361",26,26,1/142,-,4.65,28,1.0,+973,"5,922",25,12,1/160,-,3.31,15,1.0,-749,"5,008",16,12,1/179,-,3.11,19,1.0,+184,"7,780",26,21,1/166,-,3.48,55,10.0,+610,"3,972",17,7,1/166,-,3.18,27,1.0,"+1,045","6,852",28,15,1/159,-,3.39,14,-,+579,"2,278",12,3,1/152,-,3.38,25,6.0,"-1,073","1,308",1,2,1/436,-,2.77,18,2.0,+574,"3,628",16,6,1/165,-,3.19,31,3.0,+497,"7,292",26,24,1/146,-,4.40,45,14.0
2025-09-13,土,はい,-672,"5,178",16,10,1/199,-,2.62,46,2.0,-797,"3,056",8,7,1/204,-,2.98,17,5.0,-833,"1,458",3,0,1/486,-,2.50,39,7.0,"+1,754","6,543",32,13,1/145,-,3.74,28,1.0,"-1,040","2,003",2,6,1/250,-,3.04,32,3.0,"+1,594","5,481",26,13,1/141,-,4.02,12,2.0,-827,"3,639",12,6,1/202,-,2.73,88,26.0,-266,"1,257",5,0,1/251,-,2.88,29,1.0,-369,321,0,0,-,-,3.17,24,7.0,"+2,617","6,902",36,15,1/135,-,4.23,27,3.0,"+1,133","3,846",21,8,1/133,-,3.99,10,-,-290,"2,128",8,3,1/193,-,3.03,62,16.0,-291,"2,563",7,5,1/214,-,2.92,44,5.0
2025-09-12,金,いいえ,-430,654,1,0,1/654,-,2.97,23,1.0,+695,"4,043",17,13,1/135,-,4.30,9,-,-362,"2,450",6,7,1/188,-,3.30,22,4.0,-845,"1,887",4,3,1/270,-,2.79,62,20.0,-688,"2,488",7,5,1/207,-,2.98,25,2.0,-375,"4,462",14,10,1/186,-,2.99,22,4.0,-134,"5,013",17,12,1/173,-,3.22,85,13.0,"+1,321","7,169",31,18,1/146,-,4.00,14,5.0,-257,143,0,0,-,-,3.35,18,4.0,-419,928,1,3,1/232,-,3.33,65,3.0,"+1,209","4,334",17,13,1/144,-,4.04,9,-,-752,"2,602",8,3,1/237,-,2.63,72,7.0,-996,"1,447",1,3,1/362,-,2.84,42,17.0
2025-09-11,木,いいえ,-515,"1,502",5,1,1/250,-,2.86,18,2.0,-452,"1,186",3,2,1/237,-,3.12,14,-,-225,274,0,1,1/274,-,3.44,16,2.0,-77,"5,505",19,12,1/178,-,3.01,52,11.0,-540,703,1,1,1/352,-,3.13,22,1.0,-961,"3,157",8,5,1/243,-,2.54,21,3.0,-920,792,0,1,1/792,-,2.92,88,23.0,-408,"6,148",19,14,1/186,-,2.84,60,6.0,-552,894,2,0,1/447,-,2.87,14,-,-548,"1,269",3,2,1/254,-,3.04,65,5.0,-305,980,2,3,1/196,-,3.41,23,1.0,-917,"1,747",2,5,1/250,-,3.08,54,2.0,-669,889,2,1,1/296,-,3.07,41,18.0
2025-09-10,水,はい,+734,"6,950",22,25,1/148,-,4.44,15,4.0,+99,"3,078",13,4,1/181,-,2.95,16,1.0,-79,"3,904",14,6,1/195,-,2.73,11,-,"-1,214","6,378",19,16,1/182,-,3.01,54,6.0,-537,"2,091",6,4,1/209,-,3.03,11,-,"-1,336","3,087",7,8,1/206,-,3.03,15,4.0,"-1,442","1,488",2,1,1/496,-,2.55,86,22.0,-503,"4,852",15,15,1/162,-,3.72,48,14.0,"+1,016","7,500",30,20,1/150,-,3.97,11,-,-609,"7,484",28,13,1/183,-,2.55,64,10.0,-113,"4,909",15,12,1/182,-,3.08,17,1.0,-374,"2,151",7,3,1/215,-,2.90,34,11.0,+284,"6,003",24,12,1/167,-,3.13,23,6.0
2025-09-09,火,いいえ,+260,"2,509",9,7,1/157,-,3.62,15,3.0,"+2,213","5,558",26,18,1/126,-,4.77,24,5.0,"+2,664","6,209",28,23,1/122,-,5.12,9,3.0,-582,"1,094",1,2,1/365,-,2.96,41,17.0,"+2,307","4,028",22,13,1/115,-,4.79,11,2.0,"+1,678","5,064",24,15,1/130,-,4.51,6,-,-192,"2,070",9,1,1/207,-,2.81,81,25.0,-223,"2,336",11,2,1/180,-,2.99,44,3.0,-597,"1,274",3,2,1/255,-,3.03,19,4.0,-463,"5,387",19,11,1/180,-,2.93,56,12.0,"+1,809","5,984",27,13,1/150,-,3.68,12,1.0,+854,"5,654",23,12,1/162,-,3.32,15,3.0,-524,409,0,0,-,-,3.08,41,17.0
2025-09-07,日,はい,"-1,037","1,974",3,3,1/329,-,2.62,33,2.0,-220,"2,924",12,5,1/172,-,3.17,31,3.0,-240,"1,772",7,1,1/222,-,2.85,16,1.0,-422,"1,725",5,3,1/216,-,3.05,34,1.0,"+1,345","7,220",31,20,1/142,-,4.30,16,1.0,+320,"5,143",19,15,1/151,-,3.91,12,-,-964,"3,241",8,9,1/191,-,3.20,49,8.0,-672,"4,491",15,7,1/204,-,2.55,17,1.0,+523,"6,138",24,14,1/162,-,3.39,15,3.0,-521,"2,105",5,5,1/211,-,3.10,54,5.0,"-1,032","1,792",4,2,1/299,-,2.69,28,11.0,-414,"6,453",19,17,1/179,-,3.13,41,5.0,-678,"1,105",2,1,1/368,-,2.87,36,2.0
2025-09-06,土,はい,-209,"3,344",13,6,1/176,-,3.10,25,2.0,-794,"4,486",15,9,1/187,-,2.89,15,-,"+1,115","6,662",30,12,1/159,-,3.22,17,1.0,+528,"4,469",19,11,1/149,-,3.76,33,2.0,+749,"6,671",25,21,1/145,-,4.31,40,7.0,"+1,432","7,235",27,22,1/148,-,4.22,16,1.0,"-1,999","2,621",5,1,1/437,-,2.07,42,2.0,+110,"2,462",10,3,1/189,-,2.96,15,-,"+1,120","5,862",23,18,1/143,-,4.26,31,6.0,-149,"1,413",4,5,1/157,-,3.66,48,6.0,+77,"7,198",25,19,1/164,-,3.50,23,6.0,-720,"1,502",3,1,1/376,-,2.64,25,2.0,"+1,225","7,844",29,24,1/148,-,4.26,31,6.0
2025-09-05,金,いいえ,"+1,631","4,131",20,16,1/115,-,4.95,24,2.0,"+2,640","5,967",29,16,1/133,-,4.45,14,-,"+2,314","3,776",20,13,1/114,-,4.79,16,2.0,+448,"5,013",19,14,1/152,-,3.84,54,2.0,-417,"1,372",5,1,1/229,-,2.98,51,15.0,+21,"4,355",13,15,1/156,-,3.94,22,1.0,-179,"1,586",5,3,1/198,-,3.18,19,3.0,+257,"4,130",17,6,1/180,-,2.85,29,1.0,+115,"1,470",7,3,1/147,-,3.55,36,7.0,+56,"5,710",22,15,1/154,-,3.74,26,2.0,+192,"1,590",7,1,1/199,-,3.01,28,2.0,-940,937,1,0,1/937,-,2.72,21,2.0,-526,646,1,0,1/646,-,2.98,52,1.0
2025-09-04,木,いいえ,-340,"5,220",16,15,1/168,-,3.49,40,2.0,-426,"2,298",8,4,1/192,-,3.08,24,10.0,+173,"7,166",20,28,1/149,-,4.55,44,2.0,-587,"4,178",13,9,1/190,-,2.93,78,29.0,-879,"1,024",1,1,1/512,-,2.83,46,2.0,-223,"2,719",11,5,1/170,-,3.24,38,7.0,-305,496,1,0,1/496,-,3.12,14,-,-612,"5,821",21,14,1/166,-,3.33,44,2.0,-520,"1,443",5,1,1/241,-,2.91,46,2.0,-402,"1,694",4,4,1/212,-,3.17,42,2.0,-910,"2,586",7,3,1/259,-,2.54,31,7.0,-310,"1,452",5,2,1/207,-,3.11,14,-,"-1,374","1,961",2,3,1/392,-,2.53,49,3.0
