日付,曜日,特定日,1052番台,,,,,,,,,1053番台,,,,,,,,,1055番台,,,,,,,,,1056番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-11-27,木,いいえ,"-1,086","4,027",12,12,1/168,1/6.37,2.90,30,14.0,-323,"1,384",4,3,1/198,1/5.75,2.99,16,5.0,"+1,095","6,784",30,24,1/126,1/6.22,4.13,11,-,"+1,644","7,983",31,42,1/109,1/6.18,5.26,11,-
2025-11-26,水,いいえ,"-1,110","2,569",5,5,1/257,1/5.55,2.35,12,1.0,-759,"3,353",11,8,1/176,1/6.23,2.65,11,-,-625,"2,772",9,5,1/198,1/5.93,2.45,19,7.0,"-1,338","3,618",10,8,1/201,1/6.24,2.36,30,11.0
2025-11-25,火,いいえ,"+2,143","5,855",33,16,1/119,1/6.27,3.78,9,1.0,"+2,142","8,771",41,30,1/124,1/6.06,4.28,8,-,-617,"5,487",21,13,1/161,1/6.31,2.44,8,-,"+1,510","8,616",40,26,1/131,1/6.17,3.58,22,13.0
2025-11-24,月,いいえ,-237,"4,307",16,11,1/160,1/5.99,2.74,26,8.0,"+1,325","7,784",33,25,1/134,1/5.84,3.60,18,9.0,+113,"5,105",22,10,1/160,1/6.03,2.28,9,-,-378,"7,575",28,20,1/158,1/5.99,2.44,35,9.0
2025-11-23,日,はい,+902,"7,611",33,23,1/136,1/6.09,3.37,13,-,-385,"1,441",5,3,1/180,1/6.52,3.02,31,12.0,-404,"3,602",14,6,1/180,1/6.05,2.27,14,1.0,-485,"3,542",12,11,1/154,1/6.26,3.18,19,5.0
2025-11-22,土,はい,"-1,090","6,750",17,26,1/157,1/5.75,3.46,35,7.0,"-1,161","2,970",10,1,1/270,1/6.17,1.79,28,13.0,-728,"5,472",19,12,1/177,1/5.93,2.18,3,-,"-1,622","4,086",10,10,1/204,1/6.12,2.34,15,12.0
2025-11-21,金,いいえ,-429,"1,929",6,6,1/161,1/6.36,3.26,24,6.0,"+3,710","5,498",35,21,1/98,1/6.13,5.12,18,9.0,+577,"7,199",30,21,1/141,1/6.03,3.11,1,-,"+1,701","3,170",21,7,1/113,1/6.35,3.59,9,8.0
2025-11-20,木,はい,+866,"4,707",22,14,1/131,1/6.14,3.52,28,25.0,-603,"6,127",21,18,1/157,1/6.04,2.82,50,15.0,"+1,184","7,031",28,28,1/126,1/5.90,4.39,3,-,"-1,033","3,953",12,11,1/172,1/6.30,2.76,35,7.0
2025-11-19,水,いいえ,"-1,194","3,029",8,6,1/216,1/6.11,2.35,49,22.0,-120,"4,153",13,17,1/138,1/5.91,3.89,27,5.0,+413,"2,482",11,6,1/146,1/5.73,3.12,9,-,-276,"4,354",16,11,1/161,1/5.98,2.70,22,13.0
2025-11-18,火,いいえ,-8,"4,417",18,11,1/152,1/6.12,2.79,40,17.0,-268,"5,071",19,14,1/154,1/6.11,2.86,18,6.0,-914,"4,119",11,14,1/165,1/5.98,3.14,23,5.0,+465,"4,934",21,13,1/145,1/5.94,2.95,12,-
2025-11-16,日,はい,+817,"9,042",34,36,1/129,1/6.01,4.40,49,38.0,"-1,075","4,961",15,17,1/155,1/6.38,3.25,11,2.0,"+2,429","8,533",39,31,1/122,1/5.86,4.47,8,-,"+1,385","7,731",31,29,1/129,1/5.79,4.20,9,1.0
2025-11-15,土,はい,-298,"6,232",21,17,1/164,1/5.68,2.54,86,51.0,-665,"4,770",14,15,1/164,1/5.79,2.95,5,-,+477,"6,719",23,29,1/129,1/5.88,4.40,9,4.0,-308,"5,490",16,22,1/144,1/5.77,3.80,35,26.0
2025-11-14,金,いいえ,-721,"2,044",5,5,1/204,1/5.92,2.82,54,23.0,+350,"4,077",18,11,1/141,1/6.19,3.15,3,-,-279,"4,168",12,19,1/134,1/6.01,4.14,24,21.0,"-1,283","2,029",5,1,1/338,1/6.36,2.10,31,7.0
2025-11-13,木,いいえ,-930,"2,592",6,10,1/162,1/6.44,3.43,31,7.0,+488,"3,442",15,12,1/127,1/6.22,3.80,3,-,-423,"1,763",7,2,1/196,1/6.53,2.63,19,16.0,-164,"2,643",10,6,1/165,1/5.98,2.85,24,5.0
2025-11-12,水,いいえ,-238,"4,876",14,23,1/132,1/5.99,4.33,28,12.0,"+1,103","6,915",27,29,1/123,1/5.95,4.54,0,-,-869,"2,109",4,7,1/192,1/5.97,3.10,16,7.0,-406,"4,111",13,12,1/164,1/5.76,2.90,9,9.0
2025-11-11,火,いいえ,-673,"2,444",7,5,1/204,1/5.85,2.59,21,10.0,+99,"2,572",13,4,1/151,1/6.65,2.75,2,-,-731,"3,111",11,6,1/183,1/6.36,2.48,11,3.0,"+1,033","5,887",29,13,1/140,1/6.12,2.66,8,6.0
2025-11-10,月,はい,"-2,792","3,828",4,10,1/273,1/6.17,2.20,26,10.0,+198,"3,376",15,8,1/147,1/6.20,2.96,7,-,"+1,086","4,096",19,17,1/114,1/6.26,4.46,8,1.0,"+1,537","8,367",35,35,1/120,1/6.14,4.78,16,8.0
2025-11-09,日,はい,+86,"5,307",21,17,1/140,1/6.23,3.42,15,7.0,"+1,381","7,710",32,29,1/126,1/5.94,4.30,8,-,"+3,890","8,706",50,27,1/113,1/6.17,4.62,8,-,-328,"5,712",21,16,1/154,1/6.07,2.81,53,38.0
2025-11-08,土,はい,"+2,572","9,047",42,37,1/115,1/6.14,4.99,27,1.0,+434,"2,782",13,6,1/146,1/5.91,2.97,26,1.0,"+1,821","8,171",39,22,1/134,1/5.95,3.11,25,-,-509,"5,086",16,22,1/134,1/6.37,4.16,52,25.0
2025-11-07,金,いいえ,"+1,263","9,087",37,37,1/123,1/6.17,4.68,42,3.0,-119,"4,484",17,13,1/149,1/6.10,3.07,31,-,-316,"3,561",12,7,1/187,1/5.55,2.35,72,30.0,-252,"5,761",20,21,1/141,1/6.16,3.69,39,8.0
2025-11-06,木,いいえ,"-1,969","5,779",15,16,1/186,1/6.17,2.36,34,4.0,"+2,920","7,550",38,27,1/116,1/5.88,4.61,23,-,-305,"3,824",13,14,1/142,1/6.26,3.62,30,7.0,+266,"7,011",27,25,1/135,1/6.17,3.84,42,8.0
2025-11-05,水,いいえ,+556,"8,604",32,35,1/128,1/6.12,4.44,24,-,"-1,123","5,539",14,22,1/154,1/5.99,3.59,75,46.0,-758,"5,361",17,13,1/179,1/5.75,2.30,29,5.0,-61,"7,027",24,28,1/135,1/6.08,4.09,82,7.0
2025-11-03,月,いいえ,"-2,562","5,286",12,9,1/252,1/5.99,1.70,62,25.0,-863,"9,036",27,31,1/156,1/5.78,3.11,37,16.0,"-1,570","6,015",15,18,1/182,1/5.80,2.51,21,-,-398,"6,238",24,13,1/169,1/5.97,2.08,68,6.0
2025-11-02,日,はい,"-1,023","2,941",8,6,1/210,1/6.01,2.42,32,1.0,-627,"2,073",7,3,1/207,1/6.27,2.54,31,15.0,+322,"6,899",27,25,1/133,1/6.23,3.94,16,-,"-1,563","3,329",7,7,1/238,1/5.92,2.24,41,9.0
2025-11-01,土,はい,"-2,022","5,274",8,24,1/165,1/5.96,3.71,12,-,"-1,829","6,056",14,22,1/168,1/6.06,3.12,32,1.0,-626,"1,669",5,1,1/278,1/5.81,2.37,29,17.0,-676,"6,866",26,17,1/160,1/6.24,2.36,31,2.0
2025-10-31,金,いいえ,+587,"6,782",28,23,1/133,1/6.17,3.77,4,-,-38,"5,231",21,18,1/134,1/6.53,3.72,22,6.0,-125,"4,069",14,17,1/131,1/6.31,4.06,16,4.0,+55,"6,289",22,19,1/153,1/5.69,2.94,12,8.0
2025-10-30,木,はい,"+2,291","8,370",38,31,1/121,1/5.91,4.52,6,-,+676,"5,292",23,16,1/136,1/6.06,3.41,24,6.0,"+3,069","7,238",35,36,1/102,1/6.10,5.38,6,-,"-1,282","3,337",6,7,1/257,1/5.30,2.18,18,12.0
2025-10-29,水,いいえ,-184,"2,093",8,4,1/174,1/5.98,2.81,29,4.0,-2,"3,855",12,15,1/143,1/5.69,3.70,25,10.0,-11,"6,441",21,31,1/124,1/6.25,4.68,34,5.0,"-1,105","2,384",6,1,1/341,1/5.63,1.94,15,-
2025-10-28,火,いいえ,-299,"1,741",5,4,1/193,1/5.53,2.92,26,1.0,"+3,270","7,511",40,31,1/106,1/6.22,5.19,25,7.0,-278,"2,419",8,8,1/151,1/6.15,3.36,18,8.0,+200,"4,447",18,11,1/153,1/5.87,2.76,10,-
2025-10-27,月,いいえ,-385,391,0,1,1/391,1/6.16,3.27,10,-,-956,"3,142",9,8,1/185,1/6.20,2.69,84,66.0,-408,"1,640",6,2,1/205,1/6.23,2.67,13,3.0,+693,"6,649",28,18,1/145,1/5.88,2.87,18,5.0
2025-10-26,日,はい,"+2,052","7,614",34,27,1/125,1/5.78,4.23,3,-,"-1,230","5,682",16,18,1/167,1/6.01,2.85,70,36.0,-945,"4,118",12,9,1/196,1/5.76,2.27,4,1.0,-634,"4,591",12,19,1/148,1/5.87,3.75,34,30.0
2025-10-25,土,はい,+174,"5,321",24,12,1/148,1/6.35,2.60,15,14.0,"-1,335","1,782",2,2,1/446,1/5.71,2.27,44,10.0,"+1,263","8,834",37,36,1/121,1/6.29,4.73,1,-,"+1,206","7,342",33,23,1/131,1/6.10,3.65,34,19.0
2025-10-24,金,いいえ,"-1,073","1,312",2,0,1/656,1/5.95,2.29,44,3.0,"-1,337","3,442",6,12,1/191,1/5.77,2.98,31,26.0,+287,"1,802",8,6,1/129,1/6.16,3.62,5,-,"+1,580","8,237",32,37,1/119,1/5.91,4.87,41,10.0
2025-10-23,木,いいえ,-552,"1,591",4,3,1/227,1/5.73,2.77,19,14.0,"+1,085","7,465",29,31,1/124,1/5.97,4.54,22,3.0,-28,"4,332",14,19,1/131,1/6.05,4.16,5,-,"-2,397","5,572",13,12,1/223,1/6.01,1.89,56,34.0
2025-10-22,水,いいえ,-231,"1,779",4,9,1/137,1/5.84,3.90,9,1.0,-454,"6,136",23,18,1/150,1/6.29,2.96,49,6.0,+432,"6,506",29,15,1/148,1/6.15,2.49,8,-,-278,"7,202",29,17,1/157,1/6.18,2.29,43,34.0
2025-10-21,火,いいえ,"+1,118","5,388",25,17,1/128,1/6.08,3.72,1,-,"-1,174","2,151",4,5,1/239,1/6.10,2.64,29,4.0,"+1,259","4,449",17,25,1/106,1/5.92,5.01,6,5.0,"-1,268","6,696",20,18,1/176,1/5.87,2.31,25,19.0
2025-10-20,月,はい,+420,"6,733",26,23,1/137,1/6.00,3.64,6,-,-423,"1,354",5,1,1/226,1/6.36,2.66,22,4.0,"+1,501","6,907",31,24,1/126,1/6.01,4.10,11,5.0,-381,"3,982",14,12,1/153,1/6.17,3.11,18,7.0
2025-10-19,日,はい,-881,"4,916",16,17,1/149,1/6.48,3.38,19,5.0,"+1,174","8,432",37,26,1/134,1/6.08,3.50,20,1.0,-780,"6,012",21,12,1/182,1/5.85,1.95,22,2.0,-963,"6,178",22,13,1/177,1/6.09,2.03,14,-
2025-10-18,土,はい,-939,"1,621",3,2,1/324,1/5.77,2.46,14,-,-713,"3,513",12,6,1/195,1/5.97,2.22,31,12.0,-688,"2,449",7,5,1/204,1/5.86,2.59,16,2.0,+95,"6,952",26,24,1/139,1/6.10,3.62,19,3.0
2025-10-17,金,いいえ,+503,"3,417",15,10,1/137,1/5.98,3.38,6,-,-451,"3,169",11,8,1/167,1/6.11,2.83,16,3.0,"+1,244","3,109",16,12,1/111,1/6.06,4.26,13,7.0,"+2,381","5,730",34,15,1/117,1/6.32,3.81,28,12.0
2025-10-16,木,いいえ,+632,"7,293",28,25,1/138,1/5.87,3.65,6,-,-195,"4,397",15,14,1/152,1/5.89,3.20,6,-,-791,"1,731",4,3,1/247,1/5.93,2.63,21,15.0,"-1,444","5,002",11,19,1/167,1/5.95,3.28,45,24.0
2025-10-15,水,いいえ,"+2,426","7,108",35,28,1/113,1/6.12,4.84,11,9.0,"+1,275","4,486",24,12,1/125,1/6.30,3.52,2,-,"+1,275","6,043",27,21,1/126,1/6.01,4.03,14,3.0,"+1,103","5,313",26,15,1/130,1/6.21,3.46,35,21.0
2025-10-14,火,いいえ,-504,572,1,0,1/572,1/6.52,2.92,37,18.0,-384,"3,934",15,10,1/157,1/6.30,2.82,10,-,"-1,054","2,393",5,8,1/184,1/6.33,3.11,19,9.0,-429,"1,919",6,5,1/174,1/6.14,3.04,68,31.0
2025-10-13,月,いいえ,"-1,296","4,276",12,8,1/214,1/5.83,2.03,48,20.0,-502,"4,031",14,10,1/168,1/6.01,2.65,5,-,+92,"7,266",30,16,1/158,1/5.98,2.15,21,16.0,"-1,146","5,108",17,10,1/189,1/6.08,2.03,28,7.0
2025-10-12,日,はい,-932,"2,264",6,3,1/252,1/5.91,2.31,18,16.0,+941,"7,419",30,28,1/128,1/6.06,4.23,2,-,-481,"6,879",23,22,1/153,1/5.94,3.05,49,23.0,"-2,137","5,353",15,7,1/243,1/6.01,1.60,26,8.0
2025-10-11,土,はい,"+1,558","6,109",27,23,1/122,1/5.89,4.32,9,5.0,+701,"3,900",19,9,1/139,1/6.08,2.99,4,-,"-1,137","2,555",7,5,1/213,1/6.47,2.49,28,11.0,-326,"6,707",24,26,1/134,1/6.42,4.04,17,8.0
2025-10-10,金,はい,+146,"3,586",14,8,1/163,1/5.65,2.66,10,4.0,"+1,490","8,423",34,35,1/122,1/5.99,4.69,2,-,+161,"6,715",27,22,1/137,1/6.30,3.55,6,4.0,+556,"5,037",21,13,1/148,1/5.76,2.84,11,1.0
2025-10-09,木,いいえ,-314,"2,885",9,6,1/192,1/5.44,2.54,29,17.0,+533,"5,155",21,15,1/143,1/5.83,3.15,3,-,-125,"3,281",13,10,1/143,1/6.43,3.34,10,7.0,-255,"3,441",13,9,1/156,1/6.18,2.94,12,2.0
2025-10-08,水,いいえ,-609,"5,023",16,15,1/162,1/5.91,2.87,27,15.0,+610,"4,402",21,10,1/142,1/6.15,2.85,4,-,+975,"5,008",22,17,1/128,1/5.97,3.84,12,1.0,+379,"4,704",18,17,1/134,1/5.97,3.78,11,7.0
2025-10-07,火,いいえ,"-1,737","7,316",22,21,1/170,1/6.19,2.45,29,9.0,"-1,161","4,223",14,10,1/176,1/6.51,2.48,11,-,"-1,358","3,757",11,8,1/198,1/6.36,2.31,20,5.0,"+1,368","8,959",35,38,1/123,1/6.00,4.73,15,4.0
2025-10-05,日,はい,+379,"4,493",20,8,1/160,1/5.83,2.29,22,14.0,+63,"6,941",26,26,1/133,1/6.27,4.00,8,2.0,"-1,174","2,351",6,3,1/261,1/6.19,2.24,6,-,-924,"6,428",19,23,1/153,1/6.02,3.35,43,21.0
2025-10-04,土,はい,-143,"2,702",12,3,1/180,1/6.15,2.34,23,5.0,+462,"6,177",28,15,1/144,1/6.25,2.71,9,7.0,+515,"7,295",31,20,1/143,1/6.09,2.89,2,-,"-2,046","5,528",15,12,1/205,1/6.17,1.97,18,9.0
2025-10-03,金,いいえ,"+2,476","4,548",24,19,1/106,1/5.71,4.78,11,3.0,-611,"1,704",4,5,1/189,1/6.05,3.09,8,2.0,"+2,242","6,036",33,16,1/123,1/6.01,3.56,4,-,"+1,034","6,532",28,21,1/133,1/5.94,3.62,6,2.0
2025-10-02,木,いいえ,-162,"1,481",6,3,1/165,1/6.40,3.07,39,25.0,"+1,210","4,041",18,16,1/119,1/5.82,4.26,5,-,-300,"4,948",17,15,1/155,1/5.93,3.02,14,9.0,"+1,399","7,063",23,36,1/120,1/5.51,4.90,5,-
2025-10-01,水,いいえ,-274,"4,787",20,10,1/160,1/6.32,2.41,34,15.0,+762,"5,764",23,17,1/144,1/5.64,3.12,9,4.0,-257,"2,445",9,3,1/204,1/5.63,2.35,5,-,-668,"1,572",4,3,1/225,1/6.11,2.79,19,10.0
2025-09-30,火,はい,"-2,044","4,430",8,15,1/193,1/6.12,2.81,21,6.0,"-1,109","3,053",7,8,1/204,1/5.87,2.63,29,8.0,+519,"6,694",29,17,1/146,1/6.06,2.70,5,-,-877,"3,880",11,10,1/185,1/5.83,2.56,15,10.0
2025-09-29,月,いいえ,-967,"4,659",17,5,1/212,1/5.97,1.70,14,6.0,-323,"3,114",10,10,1/156,1/5.95,3.24,8,3.0,+107,"7,446",28,25,1/140,1/6.08,3.51,3,-,-462,"1,967",6,5,1/179,1/6.08,2.99,5,2.0
2025-09-28,日,はい,+191,"3,161",12,11,1/137,1/5.97,3.60,9,1.0,"+1,322","7,491",33,27,1/125,1/6.16,4.25,3,-,+201,"5,681",22,18,1/142,1/6.02,3.34,8,5.0,"+4,867","8,449",48,37,1/99,1/6.08,5.51,3,-
2025-09-27,土,はい,"+3,128","9,005",39,46,1/106,1/5.96,5.41,8,-,"+3,182","8,401",46,22,1/124,1/5.98,3.53,11,1.0,-547,"2,947",10,6,1/184,1/6.01,2.55,13,2.0,+167,"6,687",28,13,1/163,1/5.88,2.00,10,2.0
2025-09-26,金,いいえ,-817,"1,103",1,3,1/276,1/6.12,3.02,16,7.0,-644,"4,506",15,12,1/167,1/6.02,2.68,27,11.0,+691,"5,482",23,17,1/137,1/5.94,3.42,6,-,+131,"4,140",17,13,1/138,1/6.30,3.44,9,3.0
2025-09-25,木,いいえ,-44,539,2,1,1/180,1/5.81,3.30,5,-,-286,439,1,0,1/439,1/6.02,3.07,24,8.0,+901,"4,182",18,15,1/127,1/5.87,3.92,6,1.0,-251,"1,599",6,2,1/200,1/5.93,2.72,16,10.0
2025-09-24,水,いいえ,"+3,422","7,636",38,28,1/116,1/5.61,4.68,0,-,-719,699,0,1,1/699,1/5.87,2.92,13,6.0,-841,"5,277",15,20,1/151,1/6.06,3.54,7,1.0,-193,"2,010",7,5,1/168,1/5.90,3.04,6,6.0
2025-09-23,火,いいえ,"-1,427","3,733",10,9,1/196,1/6.30,2.44,11,6.0,"+1,187","7,132",29,26,1/130,1/5.86,4.07,3,1.0,"+1,472","8,610",39,27,1/130,1/6.11,3.70,2,-,"+1,391","7,969",35,25,1/133,1/5.95,3.59,5,2.0
2025-09-22,月,いいえ,-158,"1,542",6,3,1/171,1/6.14,3.00,4,-,+245,"6,583",23,26,1/134,1/5.95,4.07,6,2.0,-643,"3,580",12,10,1/163,1/6.28,2.92,14,8.0,-134,"4,485",17,12,1/155,1/6.02,2.85,24,10.0
2025-09-21,日,はい,+307,"5,234",20,18,1/138,1/5.98,3.62,1,-,"-1,568","3,254",9,5,1/232,1/6.48,2.09,15,4.0,-391,"6,406",24,18,1/153,1/6.17,2.79,7,6.0,-638,"4,311",14,11,1/172,1/5.91,2.59,11,4.0
2025-09-20,土,はい,"+1,332","7,121",29,25,1/132,1/5.72,3.91,1,-,+769,"4,899",25,10,1/140,1/6.34,2.68,5,3.0,+183,"6,110",25,18,1/142,1/6.20,3.16,2,1.0,"+1,103","7,468",33,20,1/141,1/5.90,2.88,9,4.0
2025-09-19,金,いいえ,+441,"6,275",24,24,1/131,1/6.10,4.09,9,4.0,"-1,051","1,238",1,1,1/619,1/5.68,2.47,15,6.0,+285,"4,433",20,7,1/164,1/5.90,2.17,5,-,+60,"5,703",21,21,1/136,1/6.16,3.83,9,4.0
2025-09-18,木,いいえ,+567,"5,815",23,20,1/135,1/5.95,3.70,9,3.0,+550,"1,946",9,9,1/108,1/6.38,4.21,6,-,"+1,025","5,914",25,19,1/134,1/5.81,3.58,9,3.0,+724,"7,167",27,28,1/130,1/5.94,4.21,16,7.0
2025-09-17,水,いいえ,+350,"2,345",10,9,1/123,1/6.24,3.87,15,4.0,"+1,855","7,743",33,36,1/112,1/6.18,5.08,11,1.0,+531,"6,335",25,21,1/138,1/5.95,3.55,10,-,"-1,036","1,121",1,1,1/561,1/6.13,2.57,36,21.0
2025-09-16,火,いいえ,-186,"5,826",22,15,1/157,1/5.96,2.58,15,-,-285,"7,574",29,19,1/158,1/6.02,2.34,29,12.0,-210,"4,988",19,14,1/151,1/6.15,2.94,17,1.0,"-1,924","3,758",7,13,1/188,1/6.47,2.96,16,1.0
2025-09-15,月,いいえ,"+2,169","8,144",34,39,1/112,1/6.02,5.16,13,-,-552,"3,299",13,6,1/174,1/6.46,2.46,35,20.0,-614,"2,787",9,6,1/186,1/6.04,2.63,15,2.0,"+3,766","7,214",40,29,1/105,1/6.01,5.18,13,-
2025-09-14,日,はい,"-1,314","3,270",10,2,1/273,1/6.00,1.77,24,10.0,+996,"6,818",27,25,1/131,1/5.84,4.02,14,8.0,"+1,841","7,796",37,23,1/130,1/5.97,3.54,6,-,"-1,014","5,747",14,25,1/147,1/5.94,3.93,28,4.0
2025-09-13,土,はい,"-2,089","2,619",2,5,1/374,1/5.87,2.15,15,-,"-1,494","4,017",8,14,1/183,1/5.96,2.99,28,2.0,-615,"5,694",18,20,1/150,1/6.05,3.39,17,2.0,+390,"7,792",30,30,1/130,1/6.24,4.23,26,9.0
2025-09-12,金,いいえ,"+1,503","7,011",31,28,1/119,1/6.18,4.63,3,-,"+1,773","6,264",34,15,1/128,1/6.27,3.16,21,10.0,-986,"1,917",3,8,1/174,1/6.47,3.44,11,8.0,"-1,366","4,750",14,12,1/183,1/6.20,2.41,35,14.0
2025-09-11,木,いいえ,-602,"1,444",3,6,1/160,1/6.60,3.52,8,7.0,-952,"2,061",6,3,1/229,1/6.52,2.48,32,12.0,+975,"6,290",26,27,1/119,1/6.27,4.66,1,-,-104,"2,878",11,9,1/144,1/6.29,3.37,20,12.0
2025-09-10,水,はい,"+1,602","8,763",39,30,1/127,1/6.10,4.12,8,-,-385,"6,210",22,19,1/151,1/6.06,3.01,16,8.0,+0,"6,985",25,22,1/149,1/5.86,3.11,8,-,"+1,171","7,756",32,24,1/139,1/5.76,3.34,26,10.0
2025-09-09,火,いいえ,-131,"3,983",17,6,1/173,1/6.04,2.17,11,-,"-1,420","3,680",9,10,1/194,1/6.19,2.60,14,3.0,"-1,179","4,803",15,13,1/172,1/6.29,2.61,15,1.0,"-1,814","4,723",14,8,1/215,1/6.30,1.88,46,31.0
2025-09-07,日,はい,+968,"6,514",29,17,1/142,1/5.90,2.87,12,2.0,"+2,928","8,384",42,29,1/118,1/5.97,4.54,8,-,+485,"6,430",27,19,1/140,1/6.11,3.21,10,2.0,+290,"6,983",25,28,1/132,1/6.05,4.21,14,2.0
2025-09-06,土,はい,-419,"2,794",9,6,1/186,1/5.72,2.62,23,14.0,-862,"2,192",5,6,1/199,1/6.04,2.89,38,15.0,+779,"7,230",30,21,1/142,1/5.89,3.08,9,-,"-1,409","6,129",14,22,1/170,1/5.70,3.06,38,15.0
2025-09-05,金,いいえ,"+2,284","9,198",36,40,1/121,1/5.65,4.84,11,1.0,-156,"3,118",10,13,1/136,1/6.13,3.88,10,-,-348,"5,058",19,13,1/158,1/6.11,2.67,22,11.0,+679,"6,001",25,20,1/133,1/6.06,3.69,36,14.0
2025-09-04,木,いいえ,-573,"3,112",11,6,1/183,1/6.11,2.48,25,5.0,+819,"1,882",10,8,1/105,1/6.27,4.17,9,-,"+1,615","6,883",30,24,1/127,1/5.80,4.04,20,11.0,-787,"3,112",9,6,1/207,1/5.73,2.35,38,13.0
2025-09-03,水,いいえ,"-1,511","7,343",17,30,1/156,1/5.83,3.64,19,-,+126,"5,498",22,13,1/157,1/5.87,2.49,20,1.0,"-1,111","2,683",8,4,1/224,1/6.38,2.28,32,2.0,-787,"3,976",14,8,1/181,1/6.20,2.33,30,10.0
2025-09-02,火,いいえ,"+1,133","7,277",31,24,1/132,1/5.96,3.74,4,-,-949,"1,840",4,4,1/230,1/6.24,2.73,29,14.0,"-1,035","1,762",3,3,1/294,1/5.85,2.53,15,11.0,-145,"3,490",15,5,1/175,1/6.08,2.25,34,5.0
2025-09-01,月,いいえ,"-1,050","2,931",7,7,1/209,1/5.85,2.54,18,4.0,-634,"5,619",19,19,1/148,1/6.26,3.34,14,4.0,-366,544,0,3,1/181,1/6.04,3.56,10,-,"+1,223","6,867",30,22,1/132,1/5.94,3.66,34,16.0
2025-08-31,日,はい,-137,"4,918",20,10,1/164,1/6.03,2.31,12,1.0,-305,"1,990",6,4,1/199,1/5.49,2.75,5,-,"+2,147","7,259",34,28,1/117,1/6.03,4.66,11,6.0,-892,"4,176",14,8,1/190,1/6.04,2.18,52,40.0
2025-08-30,土,はい,+546,"6,530",25,21,1/142,1/5.79,3.35,7,3.0,"+2,126","7,838",37,24,1/128,1/5.84,3.71,4,-,-469,"5,200",19,13,1/163,1/6.06,2.54,41,11.0,"-1,551","8,090",23,26,1/165,1/5.95,2.75,30,23.0
2025-08-29,金,いいえ,+192,"6,235",21,26,1/133,1/5.94,4.21,12,1.0,-151,"2,385",8,5,1/183,1/5.49,2.73,11,-,-86,"1,126",5,0,1/225,1/5.78,2.68,37,14.0,"+1,612","8,010",29,40,1/116,1/5.80,5.04,23,11.0
2025-08-28,木,いいえ,-344,953,3,1,1/238,1/6.11,2.91,14,7.0,-333,"4,866",15,18,1/147,1/5.87,3.55,7,-,+660,"5,018",24,10,1/148,1/6.07,2.49,20,6.0,-108,"6,256",23,24,1/133,1/6.36,4.03,41,21.0
2025-08-27,水,いいえ,"+1,739","8,615",39,28,1/129,1/6.02,3.89,12,3.0,+206,"4,815",19,12,1/155,1/5.78,2.69,9,-,"+1,121","7,056",29,26,1/128,1/5.95,4.14,38,26.0,"-2,298","4,707",8,15,1/205,1/6.04,2.58,40,2.0
2025-08-26,火,いいえ,-751,"2,231",8,3,1/203,1/6.66,2.47,21,6.0,+887,"4,848",23,13,1/135,1/6.09,3.23,9,-,"-1,478","4,125",12,9,1/196,1/6.34,2.26,78,57.0,-226,"3,210",13,6,1/169,1/6.13,2.54,15,6.0
2025-08-25,月,いいえ,"-1,517","4,196",11,10,1/200,1/6.12,2.32,15,9.0,+581,"2,962",14,8,1/135,1/6.02,3.34,18,3.0,"-1,244","3,982",12,8,1/199,1/6.16,2.21,37,19.0,-532,"1,416",5,0,1/283,1/6.13,2.40,6,-
2025-08-24,日,はい,+868,"5,764",22,25,1/123,1/5.95,4.51,9,3.0,"-1,317","4,052",10,15,1/162,1/6.38,3.32,41,22.0,-656,"1,939",6,3,1/215,1/6.16,2.59,19,10.0,"+1,222","7,808",36,22,1/135,1/6.13,3.22,6,-
2025-08-23,土,はい,"-1,087","6,803",22,19,1/166,1/6.05,2.50,28,12.0,"+3,179","8,198",45,22,1/122,1/5.98,3.67,37,9.0,-858,"3,128",9,7,1/196,1/5.94,2.51,16,8.0,-796,"5,832",18,21,1/150,1/6.14,3.45,8,-
2025-08-22,金,いいえ,+449,"4,866",20,16,1/135,1/6.08,3.59,10,4.0,-638,"5,846",18,22,1/146,1/6.08,3.63,66,52.0,+769,"5,530",26,12,1/146,1/6.02,2.56,14,4.0,"+1,368","5,227",27,14,1/127,1/6.20,3.42,6,-
2025-08-21,木,いいえ,-515,"2,075",5,6,1/189,1/5.62,3.01,11,-,"-1,194","2,361",7,2,1/262,1/6.51,2.13,57,12.0,-892,"3,536",10,11,1/168,1/6.17,3.01,45,34.0,-384,"2,817",10,5,1/188,1/5.85,2.48,11,-
2025-08-20,水,はい,"+1,766","5,484",30,13,1/128,1/6.12,3.19,11,-,+347,"7,902",24,38,1/127,1/5.80,4.69,45,4.0,-10,"2,804",13,6,1/148,1/6.64,2.95,41,30.0,"+1,506","7,838",35,29,1/122,1/6.20,4.43,11,-
2025-08-19,火,いいえ,-272,"7,880",27,30,1/138,1/6.14,3.93,21,-,"-2,298","5,249",9,20,1/181,1/6.10,3.10,82,42.0,"+1,364","7,187",28,33,1/118,1/5.97,4.86,40,3.0,"+1,540","6,717",32,24,1/120,1/6.31,4.37,37,16.0
