日付,曜日,特定日,716番台,,,,,,,,,717番台,,,,,,,,,731番台,,,,,,,,,732番台,,,,,,,,,733番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-10-23,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,056","2,167",3,8,1/197,-,3.24,19,7.0,-822,"4,426",13,9,1/201,-,2.40,12,-
2025-10-22,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-410,"2,730",9,7,1/171,-,3.09,12,5.0,+579,"3,630",14,12,1/140,-,3.60,7,-
2025-10-21,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-156,"2,721",8,8,1/170,-,3.19,4,-,-228,"2,441",7,8,1/163,-,3.35,11,7.0
2025-10-20,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,082","5,990",22,22,1/136,-,3.94,2,-,"-1,225","1,121",0,2,1/561,-,2.87,4,2.0
2025-10-19,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+485,"5,426",21,17,1/143,-,3.49,2,-,+638,"4,136",17,11,1/148,-,3.24,2,-
2025-10-18,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+944,"5,642",19,24,1/131,-,4.32,1,-,+460,"3,323",14,7,1/158,-,3.01,5,4.0
2025-10-17,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-261,"3,871",13,11,1/161,-,3.13,5,-,+190,"7,408",28,17,1/165,-,2.48,11,6.0
2025-10-16,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+391,"6,329",24,17,1/154,-,2.98,2,-,-42,"2,059",6,7,1/158,-,3.42,11,9.0
2025-10-15,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+132,"3,737",13,11,1/156,-,3.25,6,-,"+1,528","7,077",29,24,1/134,-,3.93,12,6.0
2025-10-14,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-527,"3,794",10,17,1/141,-,3.98,8,-,+183,"5,190",17,18,1/148,-,3.53,45,37.0
2025-10-13,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,580","3,783",21,10,1/122,-,3.72,3,-,-822,"4,752",14,11,1/190,-,2.52,45,42.0
2025-10-12,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+726,"5,053",22,13,1/144,-,3.22,6,-,-218,"1,457",6,2,1/182,-,3.08,22,16.0
2025-10-11,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,037","4,294",10,14,1/179,-,3.03,14,-,"-1,384","5,320",12,17,1/183,-,2.84,14,-
2025-10-10,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,946","7,813",36,24,1/130,-,3.89,9,-,"+1,278","4,359",21,9,1/145,-,3.06,9,-
2025-10-09,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,316","3,635",9,9,1/202,-,2.68,37,19.0,"-1,410","5,879",16,16,1/184,-,2.57,18,-
2025-10-08,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+768,"5,665",23,18,1/138,-,3.63,10,6.0,"-1,637","2,216",2,5,1/317,-,2.63,4,-
2025-10-07,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+586,"4,943",23,10,1/150,-,2.90,21,21.0,"+1,860","4,906",24,17,1/120,-,4.18,0,-
2025-10-05,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-454,"4,064",11,14,1/163,-,3.31,45,44.0,+777,"6,663",24,24,1/139,-,3.87,1,-
2025-10-04,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-617,"1,995",4,7,1/181,-,3.31,29,28.0,+967,"7,086",29,21,1/142,-,3.42,1,-
2025-10-03,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-387,"1,952",6,4,1/195,-,3.00,15,13.0,-334,"7,799",28,17,1/173,-,2.24,2,-
2025-10-02,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-910,"4,793",12,15,1/178,-,2.94,9,8.0,+690,"7,672",28,24,1/148,-,3.35,1,-
2025-10-01,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,521","4,340",19,16,1/124,-,4.09,4,3.0,"+1,770","5,703",29,12,1/139,-,3.09,1,-
2025-09-30,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-33,"2,363",9,4,1/182,-,2.90,11,6.0,"+2,076","6,244",26,29,1/114,-,5.02,5,-
2025-09-29,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-643,"4,176",15,5,1/209,-,2.19,3,-,+538,"4,372",17,16,1/132,-,3.90,6,3.0
2025-09-28,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+924,"5,400",23,14,1/146,-,3.18,1,-,"+2,218","5,384",26,18,1/122,-,4.11,5,4.0
2025-09-27,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,064","6,414",25,18,1/149,-,3.16,1,-,"-1,263","8,428",24,18,1/201,-,1.83,26,25.0
2025-09-26,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-332,"2,633",7,11,1/146,-,3.71,5,-,-708,"3,824",9,18,1/142,-,4.05,6,1.0
2025-09-25,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+496,"1,539",8,2,1/154,-,3.18,6,6.0,"+1,364","4,057",16,18,1/119,-,4.40,0,-
2025-09-24,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+3,124","7,414",36,22,1/128,-,3.89,6,3.0,-539,"4,064",13,10,1/177,-,2.81,3,-
2025-09-23,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+497,"3,995",17,9,1/154,-,3.03,10,9.0,+97,"5,967",19,21,1/149,-,3.54,1,-
2025-09-22,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,836","4,599",26,10,1/128,-,3.44,25,21.0,+376,"8,179",26,29,1/149,-,3.59,4,-
2025-09-21,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-480,"2,018",6,3,1/224,-,2.78,53,48.0,-571,"2,244",6,7,1/173,-,3.26,5,-
2025-09-20,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-972,"5,027",15,11,1/193,-,2.40,51,46.0,+515,"3,220",14,5,1/169,-,2.77,5,-
2025-09-19,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-629,"3,274",8,12,1/164,-,3.40,42,39.0,"+3,915","4,842",31,17,1/101,-,4.72,3,-
2025-09-18,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+263,"1,681",8,3,1/153,-,3.23,19,14.0,+548,"6,611",23,19,1/157,-,3.00,5,-
2025-09-17,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-308,"2,629",9,6,1/175,-,3.01,36,24.0,-926,"1,849",3,3,1/308,-,2.68,12,-
2025-09-16,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-796,"2,124",4,4,1/266,-,2.70,24,19.0,-414,"4,339",14,13,1/161,-,3.16,5,-
2025-09-15,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-63,"5,545",19,15,1/163,-,2.90,16,15.0,"+1,066","5,770",23,19,1/137,-,3.71,1,-
2025-09-14,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-238,"5,247",18,15,1/159,-,3.06,14,8.0,-578,"4,981",15,14,1/172,-,2.87,6,-
2025-09-13,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-607,"2,513",9,2,1/228,-,2.49,9,6.0,"+2,677","6,913",32,25,1/121,-,4.45,3,-
2025-09-12,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,173","3,694",20,15,1/106,-,4.52,8,-,+679,"4,336",20,9,1/150,-,2.99,8,-
2025-09-11,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,171","8,165",38,19,1/143,-,2.95,19,5.0,+502,"7,066",31,15,1/154,-,2.65,14,-
2025-09-10,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+22,"3,545",13,7,1/177,-,2.75,46,38.0,-780,"5,481",15,20,1/157,-,3.45,8,-
2025-09-09,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-908,"5,275",17,14,1/170,-,2.80,75,71.0,+358,"5,321",20,18,1/140,-,3.67,4,-
2025-09-07,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-199,"2,590",8,6,1/185,-,2.96,74,63.0,-498,"3,798",12,12,1/158,-,3.28,11,-
2025-09-06,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-195,"3,581",11,12,1/156,-,3.39,41,36.0,-193,"3,331",11,11,1/151,-,3.43,5,-
2025-09-05,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-809,"3,725",11,7,1/207,-,2.47,22,20.0,+65,"6,307",22,15,1/170,-,2.55,2,-
2025-09-04,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-881,"3,779",10,9,1/199,-,2.65,14,12.0,-432,"4,034",11,13,1/168,-,3.16,2,-
2025-09-03,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-398,"3,579",10,12,1/163,-,3.30,2,2.0,"+2,360","8,626",32,37,1/125,-,4.88,0,-
2025-09-02,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+239,"5,030",17,18,1/144,-,3.67,1,-,+151,"3,280",14,5,1/173,-,2.73,2,1.0
2025-09-01,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-936,"4,908",14,12,1/189,-,2.55,6,6.0,"+5,068","6,477",41,22,1/103,-,4.90,0,-
2025-08-31,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,937","6,226",28,26,1/115,-,4.79,0,-,-668,"3,423",10,8,1/190,-,2.77,6,6.0
2025-08-30,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,003","6,291",33,14,1/134,-,3.26,1,1.0,"+2,998","8,446",34,40,1/114,-,5.34,0,-
2025-08-29,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,049","4,067",20,5,1/163,-,2.59,1,-,"+2,215","6,944",31,20,1/136,-,3.54,1,-
2025-08-28,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+480,"7,467",26,26,1/144,-,3.69,1,-,"-1,197","2,070",4,2,1/345,-,2.45,4,3.0
2025-08-27,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-390,"2,554",8,3,1/232,-,2.53,8,7.0,"+1,113","5,968",24,16,1/149,-,3.12,1,-
2025-08-26,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-180,"1,114",4,2,1/186,-,3.21,2,-,"+3,182","6,435",33,28,1/105,-,5.15,3,1.0
2025-08-25,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+817,"3,912",16,14,1/130,-,3.87,1,-,-119,"6,169",22,17,1/158,-,2.95,8,7.0
2025-08-24,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,026","7,312",30,29,1/124,-,4.59,0,-,"+3,592","6,280",35,17,1/121,-,3.93,4,4.0
2025-08-23,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,256","7,120",31,18,1/145,-,3.07,1,-,+115,"5,065",20,8,1/181,-,2.32,6,5.0
2025-08-22,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,756","4,471",26,9,1/128,-,3.38,1,-,+219,"5,048",15,20,1/144,-,3.83,6,5.0
2025-08-21,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+205,"2,785",10,10,1/139,-,3.65,1,-,-194,"3,843",12,15,1/142,-,3.77,18,17.0
2025-08-20,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-477,"7,183",20,27,1/153,-,3.60,2,-,-149,"5,092",17,14,1/164,-,2.94,13,11.0
2025-08-19,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,569","5,639",31,14,1/125,-,3.64,1,-,-768,"1,614",4,5,1/179,-,3.29,7,6.0
2025-08-18,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,215","4,982",14,12,1/192,-,2.50,9,6.0,+601,"3,463",15,8,1/151,-,3.14,3,-
2025-08-17,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,508","5,744",25,23,1/120,-,4.52,6,1.0,"+1,344","5,140",26,13,1/132,-,3.48,5,-
2025-08-16,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+728,"4,228",20,7,1/157,-,2.76,28,22.0,+339,"5,798",23,18,1/141,-,3.51,6,-
2025-08-15,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+37,"5,012",20,12,1/157,-,2.93,46,37.0,-92,"1,938",6,8,1/138,-,3.71,9,-
2025-08-14,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+783,"6,864",25,24,1/140,-,3.79,36,28.0,"+1,346","7,677",30,28,1/132,-,4.17,8,-
2025-08-13,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-434,"4,943",18,10,1/177,-,2.53,69,58.0,"-1,088","1,952",4,3,1/279,-,2.68,11,-
2025-08-12,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-591,"4,644",14,13,1/172,-,2.90,68,59.0,+273,"5,580",20,16,1/155,-,3.11,9,-
2025-08-11,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,143","2,854",7,4,1/259,-,2.39,37,18.0,-87,"2,312",10,4,1/165,-,3.03,19,-
2025-08-10,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,880","3,823",5,12,1/225,-,2.69,27,18.0,+613,"6,786",25,22,1/144,-,3.51,9,-
2025-08-09,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-785,"4,019",13,11,1/167,-,3.01,14,-,-183,"5,725",19,17,1/159,-,3.07,25,11.0
2025-08-08,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,240","5,745",25,16,1/140,-,3.39,4,-,-249,806,3,0,1/269,-,3.05,22,18.0
2025-08-07,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+26,"5,818",21,14,1/166,-,2.69,5,-,"+1,113","6,664",29,21,1/133,-,3.78,8,3.0
2025-08-06,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-345,"5,882",20,16,1/163,-,2.87,11,-,-85,"3,875",12,12,1/161,-,3.22,16,5.0
2025-08-05,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+383,"5,196",23,8,1/168,-,2.43,5,-,-419,"2,661",10,3,1/205,-,2.60,14,9.0
2025-08-03,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-511,"2,238",6,7,1/172,-,3.26,19,4.0,+940,"2,811",14,6,1/141,-,3.28,15,-
2025-08-02,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-810,"2,836",8,5,1/218,-,2.61,16,-,-966,"6,188",17,17,1/182,-,2.56,26,10.0
2025-08-01,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,057","5,791",29,18,1/123,-,4.02,8,-,-504,"1,309",4,2,1/218,-,3.04,11,3.0
2025-07-31,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+689,"6,672",26,19,1/148,-,3.19,15,14.0,+767,"4,907",18,20,1/129,-,4.20,1,-
2025-07-30,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-555,"4,567",14,16,1/152,-,3.47,26,24.0,+815,"7,929",30,22,1/152,-,2.97,2,-
2025-07-29,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+377,"5,900",24,12,1/164,-,2.56,9,-,"-1,054","2,834",6,6,1/236,-,2.61,9,-
2025-07-28,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,370","4,667",12,12,1/194,-,2.58,28,25.0,-673,"3,452",11,7,1/192,-,2.67,3,-
2025-07-27,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,268","3,428",9,6,1/229,-,2.41,11,10.0,+374,"5,558",20,16,1/154,-,3.13,1,-
2025-07-26,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+429,"7,232",23,26,1/148,-,3.64,3,2.0,+690,"5,980",18,29,1/127,-,4.72,1,-
2025-07-25,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+676,"4,663",20,13,1/141,-,3.38,6,6.0,"+2,760","3,684",26,9,1/105,-,4.05,0,-
2025-07-24,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-355,"1,629",5,1,1/272,-,2.70,7,5.0,+592,"4,959",19,14,1/150,-,3.22,2,-
2025-07-23,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,098","6,424",32,8,1/161,-,2.23,6,-,"+1,986","7,567",35,20,1/138,-,3.35,6,-
2025-07-22,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,018","4,323",14,5,1/228,-,2.05,14,8.0,+355,"3,680",14,10,1/153,-,3.21,6,-
2025-07-21,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+324,"7,670",24,24,1/160,-,3.02,6,-,+838,"6,326",26,18,1/144,-,3.31,12,6.0
2025-07-20,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+398,"4,978",20,12,1/156,-,2.95,9,-,"+1,419","8,180",29,33,1/132,-,4.47,20,11.0
2025-07-19,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-17,"5,417",18,18,1/150,-,3.42,21,-,"-1,197","4,966",13,15,1/177,-,2.88,32,11.0
2025-07-18,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,031","6,026",24,16,1/151,-,3.07,26,-,-665,"2,715",9,5,1/194,-,2.78,29,3.0
2025-07-17,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-679,"1,974",4,6,1/197,-,3.15,28,18.0,-288,909,1,5,1/152,-,3.66,10,-
2025-07-16,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-717,"3,236",8,7,1/216,-,2.61,11,6.0,"+3,448","6,955",36,24,1/116,-,4.55,5,-
2025-07-15,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,248","8,315",30,28,1/143,-,3.64,4,-,-912,"1,698",3,4,1/243,-,2.96,15,11.0
2025-07-14,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-41,"5,073",15,20,1/145,-,3.81,13,4.0,-840,"2,738",7,6,1/211,-,2.76,9,-
2025-07-13,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-552,"3,659",10,12,1/166,-,3.23,14,3.0,"+1,404","6,798",28,20,1/142,-,3.42,11,-
2025-07-12,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,299","4,100",11,7,1/228,-,2.23,11,-,-877,"2,771",9,6,1/185,-,2.89,14,3.0
2025-07-11,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,736","4,828",25,21,1/105,-,4.87,0,-,"+1,296","2,607",17,5,1/119,-,3.54,11,11.0
2025-07-10,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,915","7,559",33,34,1/113,-,5.18,5,-,+694,"6,146",24,19,1/143,-,3.47,12,7.0
2025-07-09,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+43,"2,244",9,4,1/173,-,3.00,10,-,"+1,861","4,696",24,9,1/142,-,3.02,11,1.0
2025-07-08,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,869","7,289",33,21,1/135,-,3.58,19,-,"-1,261","4,984",12,16,1/178,-,2.95,19,-
2025-07-06,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+556,"6,491",26,16,1/155,-,2.86,4,-,"-1,034","3,728",9,12,1/178,-,3.09,29,17.0,"-2,158","5,821",12,18,1/194,-,2.61,12,8.0
2025-07-05,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+20,"4,679",17,11,1/167,-,2.80,6,2.0,-718,"3,563",10,8,1/198,-,2.66,20,14.0,"+1,735","7,088",31,20,1/139,-,3.42,4,-
2025-07-04,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+815,"5,939",24,16,1/148,-,3.14,6,-,+797,"3,886",16,8,1/162,-,2.88,21,15.0,-799,"7,114",27,12,1/182,-,2.02,6,-
2025-07-03,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,365","5,893",25,20,1/131,-,3.94,5,1.0,-327,955,2,4,1/159,-,3.53,34,29.0,+989,"3,960",17,12,1/137,-,3.57,4,-
2025-07-02,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-175,"4,581",17,10,1/170,-,2.72,13,2.0,-67,"3,797",12,11,1/165,-,3.11,34,21.0,"+4,451","8,163",43,31,1/110,-,5.05,11,-
2025-07-01,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-914,"1,231",1,3,1/308,-,3.02,7,-,-240,"5,087",17,13,1/170,-,2.79,28,3.0,"+1,347","4,870",22,18,1/122,-,4.22,25,18.0
