日付,曜日,特定日,837番台,,,,,,838番台,,,,,,850番台,,,,,,851番台,,,,,
2026-01-04,日,はい,-61,"6,782",21,29,1/136,4.51,-267,"4,539",18,10,1/162,2.42,-910,"4,031",14,8,1/183,2.28,"-1,320","4,302",10,13,1/187,2.71
2026-01-03,土,はい,"-1,160","3,462",10,6,1/216,2.19,"+2,666","7,449",40,22,1/120,3.53,+800,"7,596",31,27,1/131,3.91,+852,"6,801",28,26,1/126,4.29
2026-01-02,金,いいえ,-37,"7,104",23,29,1/137,4.33,-349,"4,115",15,10,1/165,2.58,-658,"6,834",22,21,1/159,2.78,+339,"6,035",27,12,1/155,2.18
2026-01-01,木,いいえ,"-1,726","2,073",2,2,1/518,2.15,"+2,285","4,673",25,18,1/109,4.48,+26,"2,446",10,4,1/175,2.56,-756,"3,480",12,6,1/193,2.25
2025-12-31,水,いいえ,"+1,946","3,908",21,18,1/100,4.91,"+2,668","7,206",39,17,1/129,2.68,-584,"2,757",9,4,1/212,2.29,+39,"3,196",13,9,1/145,3.10
2025-12-30,火,はい,"+1,651","6,664",32,22,1/123,3.80,-209,"4,870",19,11,1/162,2.40,+702,"7,317",31,19,1/146,2.54,"+2,626","7,397",36,29,1/114,4.75
2025-12-29,月,いいえ,-604,"2,595",9,6,1/173,2.76,-795,"4,426",15,10,1/177,2.37,-839,"2,269",6,4,1/227,2.49,"-1,442","6,567",20,18,1/173,2.39
2025-12-28,日,はい,"+3,207","6,934",35,27,1/112,4.73,+396,"4,685",20,12,1/146,2.76,+277,"4,650",20,11,1/150,2.60,+171,"3,927",15,8,1/171,2.39
2025-12-27,土,はい,-170,"6,730",25,24,1/137,3.72,"-1,210","1,664",2,4,1/277,2.78,-278,"7,101",27,19,1/154,2.50,-616,"4,458",15,14,1/154,3.09
2025-12-26,金,いいえ,-468,"3,519",11,10,1/168,2.87,"+1,634","4,077",20,17,1/110,4.55,-180,"4,635",17,12,1/160,2.64,"-1,583","3,314",7,10,1/195,2.81
2025-12-25,木,いいえ,-627,745,1,0,1/745,2.73,"+1,047","6,551",27,24,1/128,4.04,-25,"2,363",11,1,1/197,2.19,"+2,284","7,725",39,25,1/121,3.85
2025-12-24,水,いいえ,-364,"3,032",11,6,1/178,2.51,+98,"2,846",12,6,1/158,2.71,"+1,310","5,943",27,17,1/135,3.07,-692,"3,447",13,5,1/192,2.18
2025-12-23,火,いいえ,"+1,279","6,930",29,18,1/147,2.55,-878,"2,609",8,8,1/163,3.13,"+2,167","5,798",30,21,1/114,4.33,-458,"5,528",21,12,1/168,2.23
2025-12-21,日,はい,-52,"5,184",20,17,1/140,3.37,-70,"2,986",12,2,1/213,2.03,-407,"2,279",7,6,1/175,2.94,-590,"6,584",20,19,1/169,2.53
2025-12-20,土,はい,"-1,526","4,824",12,16,1/172,2.97,-249,"4,129",17,11,1/147,2.88,"+3,302","8,340",44,24,1/123,3.35,"+1,033","7,078",30,22,1/136,3.24
2025-12-19,金,いいえ,+305,"3,619",14,16,1/121,4.42,"+3,067","5,326",31,16,1/113,3.75,-963,"1,983",4,6,1/198,3.04,-409,"2,701",11,3,1/193,2.26
2025-12-18,木,いいえ,+414,"4,674",21,9,1/156,2.32,-245,"1,978",6,7,1/152,3.45,+15,"5,663",23,13,1/157,2.36,+484,"3,457",18,3,1/165,2.11
2025-12-17,水,いいえ,-225,"4,187",17,9,1/161,2.46,-634,"2,289",6,4,1/229,2.47,-393,"1,633",5,2,1/233,2.58,"+1,383","4,701",22,15,1/127,3.55
2025-12-16,火,いいえ,"+1,259","5,411",26,16,1/129,3.31,-816,"1,431",3,2,1/286,2.64,+608,"4,638",22,9,1/150,2.38,+363,"6,371",27,15,1/152,2.38
2025-12-15,月,いいえ,"-1,058","3,258",8,12,1/163,3.41,"+2,590","5,836",28,27,1/106,5.15,-676,"1,004",1,2,1/335,2.92,+75,"5,434",22,12,1/160,2.32
2025-12-14,日,はい,"+3,620","7,460",40,27,1/111,4.55,+782,"2,650",12,8,1/133,3.38,-232,"2,119",8,3,1/193,2.53,-850,"3,133",9,4,1/241,2.09
2025-12-13,土,はい,"-1,075","2,468",5,5,1/247,2.46,"-1,305","5,300",13,19,1/166,3.23,"+1,385","6,865",32,22,1/127,3.59,-423,"4,051",14,10,1/169,2.58
2025-12-12,金,いいえ,-146,"1,044",3,4,1/149,3.55,+278,"1,637",8,1,1/182,2.55,+198,"5,549",22,14,1/154,2.55,-134,"1,523",4,5,1/169,3.31
2025-12-11,木,いいえ,+325,"3,289",14,12,1/127,3.82,-81,"1,082",3,4,1/155,3.50,+923,"7,601",33,23,1/136,3.15,"+1,313","2,420",13,10,1/105,4.24
2025-12-10,水,はい,"+2,260","7,095",34,29,1/113,4.87,+926,"5,796",26,19,1/129,3.61,"-1,005","5,217",17,15,1/163,2.72,"+2,407","5,781",30,21,1/113,4.34
2025-12-09,火,いいえ,+571,"8,205",35,25,1/137,3.13,-652,"1,823",5,3,1/228,2.61,-980,"2,975",11,4,1/198,2.24,+739,"5,933",25,16,1/145,2.76
2025-12-07,日,はい,"-1,160","2,901",9,5,1/207,2.34,+327,"4,888",19,17,1/136,3.62,"+1,045","6,260",23,29,1/120,4.99,-408,"4,653",16,13,1/160,2.75
2025-12-06,土,はい,-92,"5,397",22,16,1/142,3.06,"+2,097","5,771",32,15,1/123,3.12,+68,"3,112",13,8,1/148,2.95,+262,"6,595",26,16,1/157,2.35
2025-12-05,金,いいえ,-366,"3,054",9,10,1/161,3.21,-875,"2,364",7,7,1/169,3.09,-712,"2,962",8,11,1/156,3.49,"-1,212","2,773",4,11,1/185,3.41
2025-12-04,木,いいえ,-195,919,3,1,1/230,2.91,"+1,880","7,556",32,34,1/114,5.15,-265,"1,767",5,6,1/161,3.36,+583,"5,596",20,24,1/127,4.55
2025-12-03,水,いいえ,-520,"2,179",8,2,1/218,2.32,"+1,824","7,213",30,30,1/120,4.78,+689,"4,129",18,11,1/142,2.94,-79,"2,573",10,6,1/161,2.84
2025-12-02,火,いいえ,+219,"2,121",10,4,1/152,2.84,-256,"4,338",13,15,1/155,3.31,-879,"2,658",8,6,1/190,2.65,"+1,025","5,651",26,16,1/135,3.07
2025-12-01,月,いいえ,-305,"1,414",5,2,1/202,2.77,-391,"3,742",12,9,1/178,2.54,"+1,289","3,167",17,13,1/106,4.41,+480,"5,932",26,16,1/141,2.81
2025-11-30,日,はい,+997,"5,494",23,22,1/122,4.41,"-1,071","5,411",15,18,1/164,3.03,+233,"3,618",15,8,1/157,2.61,-329,"4,390",19,7,1/169,2.15
2025-11-29,土,はい,"+1,015","8,567",31,32,1/136,4.03,-58,"3,236",10,13,1/141,3.84,"+1,520","5,835",28,20,1/122,3.94,+556,"5,584",23,16,1/143,2.94
2025-11-28,金,いいえ,-733,"2,608",8,6,1/186,2.69,+779,"6,332",26,23,1/129,3.98,-597,531,1,0,1/531,2.95,-449,"2,203",8,2,1/220,2.30
2025-11-27,木,いいえ,-369,"2,159",7,5,1/180,2.83,-181,"4,198",14,13,1/155,3.05,"+2,100","9,443",33,43,1/124,5.19,+923,"3,773",20,9,1/130,2.98
2025-11-26,水,いいえ,-327,"2,212",9,3,1/184,2.51,"-1,197","1,873",4,3,1/268,2.51,-382,"1,679",5,2,1/240,2.54,"+2,808","7,103",34,28,1/115,4.72
2025-11-25,火,いいえ,"-1,146","2,328",7,4,1/212,2.49,-399,"3,433",13,7,1/172,2.48,-269,"6,873",22,24,1/149,3.37,-734,"2,832",9,5,1/202,2.39
2025-11-24,月,いいえ,"+1,257","7,574",27,33,1/126,4.85,"+1,913","6,737",31,22,1/127,3.66,-193,"3,088",9,13,1/140,3.94,"+1,148","7,060",33,17,1/141,2.49
2025-11-23,日,はい,+178,"2,187",11,2,1/168,2.45,-517,"3,570",13,7,1/179,2.38,"+1,866","3,459",20,13,1/105,4.30,-548,"3,310",9,11,1/166,3.17
2025-11-22,土,はい,-9,"5,412",21,15,1/150,2.78,-827,"3,361",10,8,1/187,2.55,+871,"6,914",28,22,1/138,3.28,+640,"6,178",28,17,1/137,2.91
2025-11-21,金,いいえ,"+2,899","6,389",30,29,1/108,5.14,+501,"1,856",10,4,1/133,3.12,"-1,269","1,471",1,2,1/490,2.49,-791,"4,859",16,15,1/157,2.98
2025-11-20,木,はい,-526,"4,796",16,11,1/178,2.32,-197,"4,416",17,10,1/164,2.46,-172,"3,423",15,5,1/171,2.27,+650,"6,840",27,25,1/132,3.97
2025-11-19,水,いいえ,"-1,019","3,513",10,9,1/185,2.61,-178,"3,748",14,11,1/150,3.06,-386,"5,027",21,8,1/173,2.03,+168,"3,418",15,5,1/171,2.27
2025-11-18,火,いいえ,+415,"5,342",22,16,1/141,3.11,+821,"4,505",23,10,1/137,2.70,+370,"4,922",20,16,1/137,3.41,"+1,794","6,333",35,10,1/141,2.08
2025-11-16,日,はい,-774,"5,575",15,24,1/143,4.27,"+2,455","7,786",39,24,1/124,3.57,-860,"3,737",12,8,1/187,2.38,"-1,813","5,344",14,11,1/214,2.00
2025-11-15,土,はい,"+2,921","7,649",36,32,1/112,5.00,"-1,460","4,021",9,11,1/201,2.52,+304,"5,453",22,14,1/151,2.62,+469,"7,935",26,35,1/130,4.86
2025-11-14,金,いいえ,"-1,657","4,320",11,11,1/196,2.41,+696,"4,029",18,11,1/139,3.04,"-1,069","5,939",19,15,1/175,2.32,-556,"3,521",10,14,1/147,3.77
2025-11-13,木,いいえ,-611,"4,486",17,6,1/195,1.95,-716,"2,781",3,17,1/139,4.78,"+1,420","3,915",19,17,1/109,4.64,-604,"7,923",28,26,1/147,3.16
2025-11-12,水,いいえ,+54,"6,221",23,20,1/145,3.19,+976,"7,505",31,28,1/127,4.22,+0,"5,037",19,16,1/144,3.22,"-1,228","3,615",9,11,1/181,2.86
2025-11-11,火,いいえ,"-1,711","2,806",5,7,1/234,2.55,-183,"2,145",9,3,1/179,2.56,+537,"5,068",21,16,1/137,3.33,+943,"7,900",33,26,1/134,3.51
2025-11-10,月,はい,"-1,122","3,285",9,5,1/235,2.13,+563,"8,149",26,35,1/134,4.71,-985,"2,455",7,4,1/223,2.40,+479,"6,633",26,21,1/141,3.20
2025-11-09,日,はい,"-1,512","2,739",6,2,1/342,1.97,-699,"4,635",16,12,1/166,2.59,+238,"6,671",23,24,1/142,3.65,"-1,371","7,475",18,33,1/147,4.50
2025-11-08,土,はい,+113,"5,957",27,8,1/170,1.85,"-1,016","5,991",18,19,1/162,2.89,-917,"3,258",10,8,1/181,2.64,-296,"5,753",21,15,1/160,2.52
2025-11-07,金,いいえ,+170,"5,750",22,19,1/140,3.38,-393,"5,171",19,13,1/162,2.51,"-1,335","4,279",13,8,1/204,2.12,"+1,696","7,162",32,28,1/119,4.58
2025-11-06,木,いいえ,"+3,450","7,573",43,23,1/115,3.82,-799,"2,570",8,4,1/214,2.37,-634,"2,908",10,6,1/182,2.55,"-2,490","5,829",13,16,1/201,2.28
2025-11-05,水,いいえ,-570,"3,301",13,3,1/206,2.03,"+1,033","6,491",26,29,1/118,4.96,+975,"4,863",25,10,1/139,2.53,-317,"5,763",21,16,1/156,2.68
2025-11-03,月,いいえ,"+2,287","7,035",34,25,1/119,4.22,+40,"6,446",23,23,1/140,3.65,"+1,398","7,402",32,28,1/123,4.37,-10,"6,134",26,16,1/146,2.65
2025-11-02,日,はい,"-1,054","3,881",11,6,1/228,2.03,"-1,158","2,676",7,3,1/268,2.13,"-2,160","4,465",9,17,1/172,3.37,"+1,795","7,550",34,23,1/132,3.26
2025-11-01,土,はい,-20,"5,085",20,14,1/150,2.81,+695,"6,511",24,23,1/139,3.65,-311,"4,206",15,11,1/162,2.69,"-1,156","6,701",22,15,1/181,2.06
2025-10-31,金,いいえ,-607,"2,149",6,8,1/154,3.51,-227,"1,409",5,4,1/157,3.26,+480,"7,218",30,23,1/136,3.33,"-1,196","4,870",15,8,1/212,1.94
2025-10-30,木,はい,"+1,980","5,433",28,18,1/118,3.90,"+1,523","9,252",36,34,1/132,4.10,"+3,590","7,183",44,17,1/118,2.97,-890,"3,241",10,7,1/191,2.47
2025-10-29,水,いいえ,-587,"2,037",5,5,1/204,2.83,-197,"4,832",18,13,1/156,2.72,+403,"7,391",27,29,1/132,4.29,"+1,225","5,516",25,19,1/125,3.84
2025-10-28,火,いいえ,"+1,069","7,645",32,23,1/139,3.05,-350,"2,922",11,6,1/172,2.59,"-1,440","5,468",13,18,1/176,2.85,+138,"3,963",17,10,1/147,2.82
2025-10-27,月,いいえ,-737,"3,477",11,7,1/193,2.36,-472,"2,595",8,6,1/185,2.70,-585,"5,061",20,8,1/181,1.99,-396,"3,334",12,7,1/175,2.50
2025-10-26,日,はい,-75,"4,574",20,9,1/158,2.34,-811,"3,502",12,7,1/184,2.38,-569,"3,768",12,8,1/188,2.36,"+2,620","6,708",32,28,1/112,4.91
2025-10-25,土,はい,-679,"4,761",14,14,1/170,2.74,-594,"2,052",6,6,1/171,3.11,+736,"8,414",31,33,1/131,4.38,+902,"6,575",32,15,1/140,2.47
2025-10-24,金,いいえ,"+2,525","4,174",24,15,1/107,4.27,"+1,723","7,309",36,21,1/128,3.19,-477,"2,522",8,6,1/180,2.77,-651,"3,955",14,8,1/180,2.33
2025-10-23,木,いいえ,+264,"3,306",14,7,1/157,2.63,-221,"3,412",10,11,1/162,3.13,-787,"2,479",6,7,1/191,2.90,-221,"6,054",20,24,1/138,4.10
2025-10-22,水,いいえ,"+4,029","8,754",45,34,1/111,4.91,"+1,978","8,002",33,34,1/119,4.94,-911,"1,417",3,1,1/354,2.46,"-1,674","5,524",15,14,1/190,2.27
2025-10-21,火,いいえ,-384,"6,772",22,24,1/147,3.47,-949,"2,900",9,5,1/207,2.34,+615,"4,863",22,10,1/152,2.39,-969,"5,285",16,15,1/170,2.61
2025-10-20,月,はい,-351,"6,288",19,24,1/146,3.78,+990,"4,105",20,14,1/121,3.83,"+2,194","7,118",37,18,1/129,2.82,"+1,171","5,070",25,14,1/130,3.13
2025-10-19,日,はい,"-1,015","5,570",13,22,1/159,3.66,-405,"6,372",24,18,1/152,2.71,+709,"6,086",26,14,1/152,2.37,"+1,206","6,065",27,19,1/132,3.39
2025-10-18,土,はい,-889,"3,169",8,9,1/186,2.80,-83,"5,566",25,11,1/155,2.23,-357,"3,366",14,4,1/187,2.14,+755,"4,437",17,13,1/148,3.01
2025-10-17,金,いいえ,-449,"5,418",20,13,1/164,2.39,-826,"2,617",5,9,1/187,3.16,"-1,231","1,376",1,1,1/688,2.39,"-2,278","3,319",6,4,1/332,1.93
2025-10-16,木,いいえ,-522,"5,010",17,14,1/162,2.70,+525,"2,589",14,3,1/152,2.47,"+2,767","6,363",38,17,1/116,3.37,-147,"2,652",12,2,1/189,2.20
2025-10-15,水,いいえ,"+1,316","4,703",22,18,1/118,4.27,+453,"3,267",12,12,1/136,3.70,"+1,190","6,577",27,27,1/122,4.63,+977,"7,262",27,30,1/127,4.60
2025-10-14,火,いいえ,"+2,362","6,877",32,28,1/115,4.79,"+1,909","5,878",27,25,1/113,4.83,-998,"6,068",22,12,1/178,2.02,-429,"3,563",12,9,1/170,2.68
2025-10-13,月,いいえ,+683,"7,668",27,27,1/142,3.57,-645,"2,314",7,5,1/193,2.69,"+1,681","6,241",29,22,1/122,4.04,"-1,491","3,738",8,11,1/197,2.69
2025-10-12,日,はい,-784,"5,993",24,12,1/166,2.11,-686,"4,324",14,12,1/166,2.73,"-2,230","4,234",8,9,1/249,2.09,+498,"7,798",27,30,1/137,4.11
2025-10-11,土,はい,"-1,658","3,438",9,6,1/229,2.17,"-1,385","6,380",18,21,1/164,2.94,+517,"7,723",30,24,1/143,3.06,"-1,812","4,845",13,7,1/242,1.83
2025-10-10,金,はい,+296,"4,513",18,10,1/161,2.44,"+1,840","8,249",38,27,1/127,3.70,"-1,121","7,031",17,33,1/141,4.82,-818,"5,689",20,12,1/178,2.12
2025-10-09,木,いいえ,-570,"3,054",10,7,1/180,2.62,"-1,533","3,048",5,11,1/191,3.17,"+1,169","6,605",27,24,1/130,3.99,"+2,829","5,302",28,21,1/108,4.66
2025-10-08,水,いいえ,-365,"4,915",15,17,1/154,3.31,+0,"3,061",14,6,1/153,2.64,-193,"5,656",17,27,1/129,4.88,-299,"6,649",21,23,1/151,3.30
2025-10-07,火,いいえ,-65,"4,965",18,18,1/138,3.71,+595,"7,725",29,28,1/136,3.87,"-1,038","5,416",17,14,1/175,2.41,"-1,286","4,559",12,12,1/190,2.45
2025-10-05,日,はい,"+1,774","6,658",32,22,1/123,3.81,-453,"4,569",15,16,1/147,3.44,+691,"6,474",26,20,1/141,3.14,+782,"7,606",32,23,1/138,3.08
2025-10-04,土,はい,-608,"1,479",4,0,1/370,2.30,-56,"4,716",19,8,1/175,2.10,-340,"2,315",8,6,1/165,2.97,-418,"7,264",24,20,1/165,2.42
2025-10-03,金,いいえ,"+2,519","8,802",44,26,1/126,3.34,-287,"3,640",12,10,1/165,2.81,"-1,144","2,302",5,4,1/256,2.41,"-1,004","3,469",10,8,1/193,2.47
2025-10-02,木,いいえ,-258,"5,732",20,17,1/155,2.83,-679,"2,255",6,3,1/251,2.33,"+1,509","8,699",35,31,1/132,3.94,-522,"5,721",21,11,1/179,2.04
2025-10-01,水,いいえ,-511,"1,984",7,1,1/248,2.25,+0,"6,011",24,17,1/147,2.82,"-1,385","2,083",4,2,1/347,2.21,-234,"2,683",10,5,1/179,2.55
2025-09-30,火,はい,"-1,671","3,635",9,4,1/280,1.89,+327,"7,139",25,29,1/132,4.41,-26,"6,279",23,23,1/137,3.83,"+2,808","8,320",41,27,1/122,3.83
2025-09-29,月,いいえ,"+1,114","3,761",20,6,1/145,2.42,"+1,580","6,115",32,13,1/136,2.47,-72,"1,834",7,4,1/167,2.93,-7,"6,642",23,21,1/151,3.00
2025-09-28,日,はい,+650,"5,220",22,15,1/141,3.01,-481,"3,849",13,11,1/160,2.89,+728,"7,335",30,28,1/126,4.32,-2,"4,511",17,13,1/150,2.94
2025-09-27,土,はい,-840,"6,371",22,16,1/168,2.32,"+2,311","5,291",27,22,1/108,4.79,+994,"9,235",34,32,1/140,3.57,+921,"5,688",27,15,1/135,2.89
2025-09-26,金,いいえ,"+1,749","7,060",30,29,1/120,4.73,-851,"2,342",4,10,1/167,3.66,-269,"2,255",9,4,1/173,2.66,"-1,315","3,047",6,9,1/203,2.79
2025-09-25,木,いいえ,-310,"2,939",10,9,1/155,3.16,-556,"2,017",7,3,1/202,2.56,-140,"1,621",4,9,1/125,4.26,"+1,273","8,583",37,25,1/138,2.92
2025-09-24,水,いいえ,-378,"2,290",8,4,1/191,2.57,+743,"4,343",20,11,1/140,2.86,-116,"2,268",9,4,1/174,2.65,-237,"8,159",27,34,1/134,4.58
2025-09-23,火,いいえ,"+2,262","7,323",36,20,1/131,2.97,-696,"2,674",8,7,1/178,2.84,"+1,466","7,212",32,29,1/118,4.71,-458,"5,143",19,13,1/161,2.53
2025-09-22,月,いいえ,-923,"1,941",5,3,1/243,2.51,"+2,653","6,487",36,18,1/120,3.34,-17,"6,406",23,20,1/149,3.02,-166,"4,828",19,11,1/161,2.43
2025-09-21,日,はい,"-1,246","6,273",20,16,1/174,2.30,"-1,286","3,236",7,8,1/216,2.50,"-1,233","2,821",4,8,1/235,2.67,+463,"6,826",24,21,1/152,2.90
2025-09-20,土,はい,-221,"7,010",25,21,1/152,2.80,"+1,555","6,993",30,22,1/134,3.33,"-1,385","4,611",13,14,1/171,2.81,-229,"6,504",25,19,1/148,2.85
2025-09-19,金,いいえ,-317,"4,322",14,16,1/144,3.65,+18,609,2,2,1/152,3.45,"+1,116","7,672",36,19,1/139,2.53,-100,"3,569",13,11,1/149,3.18
2025-09-18,木,いいえ,+197,"3,276",13,9,1/149,3.01,"+2,128","5,716",27,24,1/112,4.80,-340,700,2,0,1/350,2.84,-605,"6,440",20,24,1/146,3.69
2025-09-17,水,いいえ,"+2,883","7,248",33,35,1/107,5.37,"-1,358","3,447",8,7,1/230,2.25,+287,"2,697",13,4,1/159,2.52,+192,"6,201",25,17,1/148,2.72
2025-09-16,火,いいえ,"-1,393","3,806",11,8,1/200,2.30,-8,"3,218",12,13,1/129,4.01,"+1,257","4,991",24,14,1/131,3.15,-82,"3,360",14,9,1/146,2.99
2025-09-15,月,いいえ,-856,"2,276",5,5,1/228,2.61,"+1,797","3,686",24,6,1/123,2.68,"+1,369","7,217",28,29,1/127,4.51,+888,"6,921",32,16,1/144,2.39
2025-09-14,日,はい,"-1,126","3,086",7,10,1/182,3.03,"-3,138","4,045",6,5,1/368,1.79,-41,"6,367",22,19,1/155,2.79,"+1,592","6,572",35,15,1/131,2.61
2025-09-13,土,はい,"+4,275","9,131",47,37,1/109,5.10,-414,"4,988",17,13,1/166,2.54,"-1,604","4,161",10,12,1/189,2.64,"+1,242","7,715",35,20,1/140,2.61
2025-09-12,金,いいえ,-558,"5,990",20,17,1/162,2.63,-526,"3,073",8,13,1/146,3.88,"-1,069","4,945",12,18,1/165,3.30,+531,"6,095",28,13,1/149,2.31
2025-09-11,木,いいえ,-356,"4,525",14,16,1/151,3.42,+268,"5,903",24,18,1/141,3.13,-204,"3,200",13,4,1/188,2.19,+733,"7,775",28,32,1/130,4.59
2025-09-10,水,はい,"-1,375","6,503",18,24,1/155,3.48,"+1,519","8,327",38,24,1/134,3.00,"-1,023","4,985",13,17,1/166,3.10,-114,"7,741",28,25,1/146,3.13
2025-09-09,火,いいえ,+78,"4,053",18,6,1/169,2.16,"-1,249","5,547",15,17,1/173,2.71,+322,"4,677",21,9,1/156,2.32,"-2,205","4,739",9,15,1/197,2.67
2025-09-07,日,はい,+601,"6,422",26,18,1/146,2.78,-897,"5,435",17,16,1/165,2.72,"+1,539","6,879",33,21,1/127,3.42,+403,"7,347",26,27,1/139,3.84
2025-09-06,土,はい,-310,"4,956",20,10,1/165,2.25,"-1,512","3,179",7,6,1/245,2.23,"-1,049","4,301",14,6,1/215,1.94,"-1,617","6,186",21,12,1/187,1.96
2025-09-05,金,いいえ,-63,"6,446",24,21,1/143,3.26,"-1,544","3,833",9,8,1/225,2.21,"+1,519","7,183",33,25,1/124,4.01,"-1,444","7,441",23,24,1/158,2.90
2025-09-04,木,いいえ,-418,698,2,0,1/349,2.84,+285,"6,944",30,15,1/154,2.19,"+1,402","5,760",24,23,1/123,4.42,"-1,107","1,592",3,3,1/265,2.69
2025-09-03,水,いいえ,"+1,156","4,184",21,10,1/135,2.86,"+1,085","7,081",28,24,1/136,3.56,"-1,051","3,869",13,7,1/193,2.21,+856,"5,236",24,13,1/142,2.71
2025-09-02,火,いいえ,"+2,007","7,686",35,26,1/126,3.85,-919,"2,731",7,6,1/210,2.53,"+2,834","7,017",32,38,1/100,5.57,"+2,620","7,303",38,19,1/128,2.91
2025-09-01,月,いいえ,+166,"5,147",22,10,1/161,2.22,-607,"4,354",15,10,1/174,2.41,"-1,632","2,404",4,5,1/267,2.46,-417,"3,766",13,8,1/179,2.41
2025-08-31,日,はい,-667,"6,874",25,20,1/153,2.73,"-2,015","5,080",12,13,1/203,2.27,-493,"4,997",19,10,1/172,2.20,"+1,272","6,149",29,14,1/143,2.46
2025-08-30,土,はい,"-1,817","4,384",10,11,1/209,2.33,+160,"7,406",26,27,1/140,3.77,"-1,180","4,144",12,9,1/197,2.27,"+1,563","7,498",37,17,1/139,2.39
2025-08-29,金,いいえ,-876,"2,458",6,5,1/223,2.52,"-1,121","3,400",7,12,1/179,3.17,-205,"4,212",16,12,1/150,2.95,-779,"2,979",9,4,1/229,2.16
2025-08-28,木,いいえ,"+1,510","7,114",30,29,1/121,4.69,+355,"6,074",23,22,1/135,3.81,-644,"3,990",14,8,1/181,2.31,+240,"5,397",23,10,1/164,2.13
2025-08-27,水,いいえ,"+3,678","8,175",39,30,1/118,4.45,+31,"3,042",13,6,1/160,2.60,+583,"4,921",21,14,1/141,3.02,-745,"4,341",15,5,1/217,1.87
2025-08-26,火,いいえ,-772,"3,905",14,5,1/206,2.00,"-1,196","3,176",5,14,1/167,3.80,"+1,243","3,748",21,8,1/129,2.85,"-1,402","4,448",11,14,1/178,2.84
2025-08-25,月,いいえ,-349,"4,843",19,10,1/167,2.28,-579,"2,728",10,5,1/182,2.51,-264,"1,232",5,0,1/246,2.53,-874,"7,096",22,26,1/148,3.60
2025-08-24,日,はい,-827,"4,189",12,15,1/155,3.40,+66,"7,537",29,20,1/154,2.46,-643,"7,064",23,23,1/154,3.03,-116,"4,763",17,13,1/159,2.72
2025-08-23,土,はい,"-1,213","5,629",17,18,1/161,2.95,"-1,050","4,186",13,9,1/190,2.29,"+1,966","7,280",34,26,1/121,4.19,"+1,503","7,058",35,19,1/131,2.95
2025-08-22,金,いいえ,+664,"3,346",14,13,1/124,4.01,+781,"7,251",27,27,1/134,4.00,-433,509,1,0,1/509,2.97,"+2,361","7,986",36,35,1/112,5.15
2025-08-21,木,いいえ,-91,887,4,0,1/222,2.78,-427,"2,201",6,7,1/169,3.19,"+2,029","6,674",34,18,1/128,3.03,-620,"4,851",13,18,1/156,3.48
2025-08-20,水,はい,+515,"3,214",14,10,1/134,3.39,-513,"4,293",16,12,1/153,2.87,+954,"7,292",27,24,1/143,3.28,-30,"9,031",31,34,1/139,4.01
2025-08-19,火,いいえ,"+2,326","9,098",41,29,1/130,3.50,-407,"4,863",14,21,1/139,4.27,"-1,549","5,335",14,16,1/178,2.64,+142,"3,481",15,10,1/139,3.17
2025-08-18,月,いいえ,-627,"2,264",7,3,1/226,2.37,"+1,401","5,690",26,20,1/124,3.96,-125,"8,510",29,29,1/147,3.30,-639,"3,805",13,9,1/173,2.54
2025-08-17,日,はい,"+1,205","7,644",34,21,1/139,2.78,"+1,114","6,330",27,21,1/132,3.58,-748,"7,593",23,26,1/155,3.16,"+2,430","7,014",39,17,1/125,2.83
2025-08-16,土,はい,-964,"5,397",16,13,1/186,2.25,-347,"6,378",24,18,1/152,2.71,-399,"6,977",22,23,1/155,3.05,+95,"7,606",28,26,1/141,3.47
2025-08-15,金,いいえ,"-1,411","5,910",18,17,1/169,2.59,+236,"5,965",26,12,1/157,2.19,+38,"9,400",31,36,1/140,4.07,-592,"7,437",25,27,1/143,3.67
2025-08-14,木,いいえ,-898,"6,232",20,20,1/156,2.99,"-1,761","4,768",12,13,1/191,2.46,-575,"8,288",25,32,1/145,3.93,-961,"4,566",17,9,1/176,2.23
2025-08-13,水,いいえ,+557,"6,525",25,23,1/136,3.71,-850,"4,215",16,6,1/192,2.03,"-1,058","2,969",8,7,1/198,2.58,+184,"7,187",29,17,1/156,2.26
2025-08-12,火,いいえ,"-1,464","5,320",14,17,1/172,2.84,"+1,889","6,985",36,21,1/123,3.51,-599,"5,585",20,16,1/155,2.77,-828,"6,376",23,19,1/152,2.84
2025-08-11,月,いいえ,-669,"5,363",18,15,1/163,2.65,-360,"3,831",15,9,1/160,2.63,+48,"4,816",20,9,1/166,2.20,+320,"5,886",23,20,1/137,3.54
2025-08-10,日,はい,-144,"6,346",24,17,1/155,2.56,"-2,135","5,069",12,11,1/220,2.06,-596,"5,885",21,20,1/144,3.40,"-1,252","8,546",29,22,1/168,2.18
2025-08-09,土,はい,-926,"3,641",9,13,1/166,3.30,-183,"6,259",24,15,1/160,2.33,+982,"4,197",20,13,1/127,3.48,+810,"7,977",29,33,1/129,4.65
2025-08-08,金,いいえ,"+1,274","5,971",27,17,1/136,3.04,"+1,492","5,612",27,15,1/134,2.96,-114,"1,191",5,1,1/199,2.77,-934,"6,954",25,17,1/166,2.24
2025-08-07,木,いいえ,+869,"5,669",23,22,1/126,4.24,-688,"4,146",15,10,1/166,2.56,"+3,207","8,093",45,21,1/123,3.02,-19,"4,197",17,9,1/161,2.45
