日付,曜日,特定日,1026番台,,,,,,,,,1027番台,,,,,,,,,1028番台,,,,,,,,,1030番台,,,,,,,,,1031番台,,,,,,,,,1032番台,,,,,,,,,1033番台,,,,,,,,,1035番台,,,,,,,,,1036番台,,,,,,,,,1037番台,,,,,,,,,1038番台,,,,,,,,,1050番台,,,,,,,,,1051番台,,,,,,,,,1057番台,,,,,,,,,1058番台,,,,,,,,,1060番台,,,,,,,,,1061番台,,,,,,,,,1062番台,,,,,,,,,1063番台,,,,,,,,,1065番台,,,,,,,,,1066番台,,,,,,,,,1067番台,,,,,,,,,1068番台,,,,,,,,,1070番台,,,,,,,,,1071番台,,,,,,,,,1072番台,,,,,,,,,1073番台,,,,,,,,,1075番台,,,,,,,,,1076番台,,,,,,,,,1077番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-12-25,木,いいえ,+958,"7,659",36,11,1/163,1/5.74,1.62,9,3.0,-547,"2,757",8,8,1/172,1/5.88,2.97,41,1.0,+777,"7,481",29,22,1/147,1/5.62,2.97,40,8.0,"-1,142","2,110",4,5,1/234,1/6.11,2.63,23,1.0,-793,"4,384",12,13,1/175,1/5.67,2.79,19,1.0,+550,"7,302",27,26,1/138,1/5.81,3.90,19,1.0,"-1,509","4,546",13,8,1/216,1/5.94,1.91,41,1.0,"-1,019","3,744",11,7,1/208,1/5.81,2.11,31,6.0,-385,"4,060",15,11,1/156,1/6.20,2.84,31,6.0,-632,"7,445",29,17,1/162,1/6.18,2.10,73,1.0,"+2,142","4,491",26,12,1/118,1/5.87,3.50,12,2.0,"+1,982","7,501",31,33,1/117,1/5.80,5.14,25,2.0,-768,"1,583",4,2,1/264,1/6.05,2.44,59,16.0,-950,"4,856",16,9,1/194,1/5.84,1.97,32,1.0,-912,"2,921",8,5,1/225,1/5.71,2.18,18,2.0,"+4,449","8,764",46,33,1/111,1/5.65,5.05,22,1.0,"+3,038","8,355",44,25,1/121,1/5.96,3.87,16,1.0,"-2,301","4,201",7,11,1/233,1/5.99,2.30,31,6.0,-733,"5,046",17,12,1/174,1/5.92,2.32,32,1.0,-552,"2,475",7,7,1/177,1/5.88,2.95,12,2.0,+584,"7,033",27,28,1/128,1/6.11,4.55,43,2.0,+664,"4,319",18,10,1/154,1/5.46,2.55,10,1.0,"-1,228","5,728",17,13,1/191,1/5.76,2.08,79,6.0,"+1,351","7,611",29,31,1/127,1/5.71,4.69,21,2.0,"+1,915","7,198",32,24,1/129,1/5.68,3.94,15,3.0,"+1,632","4,709",25,15,1/118,1/6.17,3.99,6,-,+261,"8,262",32,27,1/140,1/6.06,3.53,22,1.0,-469,"2,521",8,7,1/168,1/6.07,2.98,16,1.0,-378,"4,568",14,16,1/152,1/5.81,3.48,21,2.0,"-1,004","7,370",25,16,1/180,1/5.81,1.92,72,13.0
2025-12-24,水,いいえ,-308,"4,055",15,10,1/162,1/6.00,2.61,14,4.0,-288,"3,659",13,6,1/193,1/5.53,2.08,34,5.0,+52,"6,433",25,17,1/153,1/5.90,2.60,59,4.0,"+2,097","8,112",37,25,1/131,1/5.72,3.59,24,2.0,+116,"4,092",17,10,1/152,1/6.02,2.70,21,3.0,-657,"5,453",19,14,1/165,1/6.01,2.48,61,2.0,-908,"6,076",17,19,1/169,1/5.67,2.87,29,5.0,-679,"3,586",10,12,1/163,1/5.92,3.24,14,4.0,"+2,052","6,444",34,17,1/126,1/6.01,3.18,34,5.0,"-1,568","3,391",7,8,1/226,1/5.93,2.34,54,1.0,+816,"8,116",33,28,1/133,1/6.04,3.96,22,1.0,-351,"4,395",17,8,1/176,1/5.92,2.09,35,1.0,-962,"7,002",24,16,1/175,1/5.90,2.05,42,3.0,"-1,107","7,744",25,20,1/172,1/5.85,2.24,35,1.0,+418,"3,771",18,9,1/140,1/6.31,2.86,16,1.0,"-1,426","6,503",20,21,1/159,1/6.33,3.09,55,1.0,"-2,863","5,609",8,17,1/224,1/5.75,2.43,46,4.0,"-1,455","4,806",12,13,1/192,1/5.83,2.45,21,3.0,"+1,819","7,135",33,22,1/130,1/5.80,3.61,17,1.0,"+1,312","6,222",30,13,1/145,1/5.77,2.25,8,-,"+1,155","9,473",37,34,1/133,1/5.84,4.15,49,3.0,+88,"4,164",15,13,1/149,1/5.76,3.24,9,1.0,"-1,212","5,511",16,16,1/172,1/5.98,2.67,78,17.0,+304,"6,432",23,24,1/137,1/5.88,4.06,42,3.0,"+1,791","7,800",37,24,1/128,1/6.03,3.68,18,1.0,+143,"4,135",15,13,1/148,1/5.74,3.27,10,1.0,"-1,232","3,134",10,2,1/261,1/6.08,1.77,39,4.0,"+1,430","8,049",35,28,1/128,1/6.01,4.17,9,1.0,+29,"2,662",10,8,1/148,1/5.91,3.26,15,1.0,-323,"8,948",24,45,1/130,1/5.85,5.29,53,4.0
2025-12-23,火,いいえ,"+1,683","6,317",33,11,1/144,1/5.80,2.00,10,2.0,"+3,960","8,224",39,42,1/102,1/5.79,5.74,29,1.0,-722,"5,983",22,11,1/181,1/5.90,1.87,84,14.0,-876,"4,863",16,14,1/162,1/6.22,2.82,54,6.0,"-1,051","4,506",15,7,1/205,1/5.91,1.87,40,5.0,-552,"6,355",23,13,1/177,1/5.79,1.96,55,1.0,+748,"7,144",25,29,1/132,1/5.69,4.50,24,1.0,+57,"5,266",20,17,1/142,1/6.06,3.42,8,1.0,"+1,557","8,287",36,26,1/134,1/5.82,3.56,54,6.0,"-1,457","4,576",15,8,1/199,1/6.34,1.95,23,1.0,+431,"8,613",29,34,1/137,1/5.74,4.36,48,3.0,-476,"6,363",23,15,1/167,1/5.86,2.21,35,6.0,+960,"8,765",35,28,1/139,1/5.81,3.47,18,3.0,"+1,151","8,727",38,23,1/143,1/5.85,2.62,26,2.0,+500,"6,398",28,17,1/142,1/6.13,2.80,29,1.0,"-2,517","5,423",11,13,1/226,1/5.91,2.06,48,3.0,"-1,002","6,341",19,18,1/171,1/5.78,2.56,21,3.0,"-1,190","4,608",13,12,1/184,1/5.93,2.45,15,1.0,"-1,138","8,853",25,30,1/161,1/5.71,3.19,28,2.0,+111,"6,265",24,19,1/146,1/5.97,3.13,7,-,-822,"6,199",22,12,1/182,1/5.86,1.89,86,2.0,"+1,657","7,676",36,26,1/124,1/6.18,4.19,8,1.0,-20,"6,841",24,19,1/159,1/5.63,2.61,70,15.0,"-1,021","4,352",16,8,1/181,1/6.45,2.08,45,4.0,"+1,483","7,934",35,24,1/134,1/5.84,3.39,22,1.0,"+3,111","7,976",37,31,1/117,1/5.58,4.87,14,4.0,+146,"5,752",23,12,1/164,1/5.72,2.12,28,2.0,"+1,893","7,220",35,23,1/124,1/6.05,3.92,15,1.0,"+2,945","8,823",40,33,1/121,1/5.65,4.70,14,4.0,+642,"7,170",29,22,1/141,1/5.90,3.27,41,1.0
2025-12-21,日,はい,-555,"5,496",19,15,1/162,1/5.97,2.64,19,1.0,"-1,658","5,537",15,14,1/191,1/5.96,2.26,92,4.0,"-2,676","4,034",6,10,1/252,1/6.27,2.21,56,2.0,"-1,321","5,597",17,13,1/187,1/5.94,2.15,45,1.0,-203,"6,147",23,15,1/162,1/5.85,2.34,21,2.0,"-1,019","4,197",12,10,1/191,1/5.81,2.34,28,3.0,-250,"4,601",17,12,1/159,1/5.96,2.67,45,1.0,-528,"5,003",14,19,1/152,1/5.76,3.74,9,-,-299,"8,751",28,34,1/141,1/5.90,4.19,86,10.0,+796,"5,097",22,13,1/146,1/5.68,2.74,18,3.0,-205,"5,760",22,9,1/186,1/5.58,1.76,76,20.0,"-1,428","3,987",11,7,1/222,1/5.94,1.99,18,3.0,"-1,323","3,364",8,6,1/240,1/5.72,2.08,25,1.0,"+2,099","7,492",32,32,1/117,1/5.82,5.08,44,1.0,-839,"4,297",14,7,1/205,1/5.71,1.93,34,1.0,+372,"7,702",32,16,1/160,1/5.77,1.95,43,2.0,+817,"8,501",34,34,1/125,1/6.24,4.74,12,1.0,+337,"5,140",22,11,1/156,1/5.85,2.30,13,1.0,"-1,758","2,654",4,5,1/295,1/6.01,2.20,24,3.0,+216,"5,005",21,7,1/179,1/5.57,1.81,11,2.0,"-2,017","6,927",17,26,1/161,1/6.20,3.57,49,4.0,"-1,816","3,914",8,8,1/245,1/5.78,2.06,15,2.0,-691,"3,164",10,7,1/186,1/5.95,2.47,54,5.0,"+1,309","7,068",31,24,1/129,1/5.98,4.00,40,1.0,"-1,525","7,680",20,29,1/157,1/5.95,3.68,39,4.0,-610,"4,418",15,12,1/164,1/6.06,2.72,35,1.0,"-1,722","3,185",5,9,1/228,1/5.95,2.59,33,4.0,-969,"2,355",7,1,1/294,1/5.84,1.90,29,1.0,-67,"4,943",19,9,1/177,1/5.62,2.01,41,1.0,"-1,457","7,117",21,25,1/155,1/6.24,3.45,88,2.0
2025-12-20,土,はい,+977,"6,963",29,22,1/137,1/5.84,3.49,22,1.0,-490,"8,336",25,32,1/146,1/5.78,4.00,81,9.0,"-2,086","5,141",13,12,1/206,1/6.16,2.12,21,2.0,+962,"8,942",32,38,1/128,1/5.84,4.87,46,2.0,+280,"8,873",26,48,1/120,1/5.98,5.62,19,1.0,-264,"8,096",29,25,1/150,1/5.95,3.06,18,2.0,"-1,357","7,515",21,22,1/175,1/5.71,2.53,53,5.0,+920,"7,954",34,18,1/153,1/5.69,2.13,11,2.0,"-1,653","7,360",22,18,1/184,1/5.89,2.08,85,4.0,-242,"7,166",26,19,1/159,1/5.82,2.47,36,6.0,"-1,808","6,063",15,16,1/196,1/5.76,2.26,56,2.0,+727,"7,926",31,30,1/130,1/6.06,4.39,9,-,"-2,093","5,142",13,11,1/214,1/6.08,2.00,13,2.0,-961,"7,338",20,28,1/153,1/5.80,3.80,59,3.0,"+1,933","8,096",37,29,1/123,1/6.02,4.45,30,5.0,"-2,867","4,157",8,4,1/346,1/6.19,1.63,56,2.0,"-1,073","5,267",17,11,1/188,1/5.90,2.05,24,1.0,"+2,832","9,368",41,38,1/119,1/5.75,5.03,16,2.0,-75,"4,728",18,10,1/169,1/5.71,2.24,14,1.0,-138,"6,827",28,15,1/159,1/6.07,2.12,14,1.0,"-1,004","6,156",20,13,1/187,1/5.76,1.97,42,6.0,"+2,268","7,951",37,27,1/124,1/5.83,4.20,11,2.0,-597,"6,774",21,21,1/161,1/5.70,2.91,48,2.0,"-2,372","6,840",17,21,1/180,1/6.18,2.65,54,1.0,"-1,287","6,400",20,14,1/188,1/5.82,1.98,25,1.0,+123,"5,866",23,13,1/163,1/5.71,2.20,18,2.0,+479,"7,459",29,27,1/133,1/6.09,4.11,23,1.0,"+2,190","7,742",35,26,1/127,1/5.69,4.05,24,1.0,"-1,673","3,772",10,5,1/251,1/6.02,1.83,44,2.0,"-1,816","7,585",20,26,1/165,1/6.01,3.17,72,13.0
2025-12-19,金,いいえ,"+1,156","5,750",25,17,1/137,1/5.69,3.26,17,1.0,-404,"7,394",28,17,1/164,1/5.93,2.10,39,3.0,"+1,413","6,356",24,30,1/118,1/5.74,5.18,14,1.0,-791,"5,788",17,19,1/161,1/5.82,3.13,51,3.0,"+5,558","8,437",49,36,1/99,1/5.78,5.56,19,1.0,+522,"7,736",29,24,1/146,1/5.71,3.17,14,1.0,-215,"7,093",28,18,1/154,1/6.10,2.43,48,2.0,"-1,315","3,698",10,10,1/185,1/6.30,2.64,18,1.0,"-1,111","6,947",20,23,1/162,1/5.87,3.12,51,3.0,"-2,137","4,623",7,15,1/210,1/5.73,2.72,34,3.0,-29,"7,575",29,19,1/158,1/5.84,2.32,16,1.0,-451,"4,400",14,13,1/163,1/5.78,2.91,20,1.0,+622,"8,850",34,28,1/143,1/5.81,3.32,7,-,"-2,609","5,868",10,19,1/202,1/5.84,2.67,39,3.0,-242,"8,240",31,27,1/142,1/6.23,3.48,46,5.0,-595,"2,510",7,8,1/167,1/6.06,3.19,31,5.0,+783,"8,063",30,31,1/132,1/5.86,4.38,12,5.0,+73,"6,985",24,28,1/134,1/6.01,4.40,48,2.0,"+2,025","7,802",37,22,1/132,1/5.79,3.19,15,1.0,"+1,911","6,951",36,17,1/131,1/6.02,2.78,13,1.0,-100,"6,894",26,16,1/164,1/5.75,2.16,36,1.0,-214,"2,870",12,3,1/191,1/5.90,2.05,26,5.0,+591,"7,061",30,16,1/154,1/5.80,2.20,26,5.0,+166,"7,069",26,18,1/161,1/5.59,2.36,21,1.0,+574,"6,316",28,16,1/144,1/6.08,2.65,16,1.0,"+2,627","9,091",42,34,1/120,1/5.92,4.75,26,5.0,"+2,312","8,717",43,27,1/125,1/6.09,3.87,41,2.0,-620,"3,417",12,5,1/201,1/5.84,2.04,35,1.0,"-2,164","3,869",10,3,1/298,1/6.24,1.65,35,1.0,-715,"7,779",29,15,1/177,1/5.87,1.77,26,5.0
2025-12-18,木,いいえ,+315,"8,402",32,21,1/159,1/5.64,2.25,24,3.0,"-1,473","4,691",13,11,1/195,1/6.01,2.23,38,2.0,-763,"3,493",11,5,1/218,1/5.62,1.97,38,2.0,+969,"8,789",33,33,1/133,1/5.80,4.30,48,7.0,"-1,702","6,459",18,19,1/175,1/6.07,2.61,49,1.0,+746,"5,397",25,10,1/154,1/5.79,2.09,13,4.0,"+2,452","8,359",36,30,1/127,1/5.53,4.33,41,2.0,"+1,185","7,063",28,27,1/128,1/5.80,4.41,9,-,"-1,085","4,713",13,11,1/196,1/5.64,2.22,48,7.0,"+1,209","6,444",28,19,1/137,1/5.74,3.23,15,1.0,+193,"6,694",24,20,1/152,1/5.66,2.94,16,1.0,-228,"7,050",24,23,1/150,1/5.84,3.27,16,1.0,-664,"4,910",17,13,1/164,1/6.09,2.62,9,-,"+1,205","6,903",30,21,1/135,1/5.84,3.38,15,1.0,-102,"7,634",27,24,1/150,1/5.85,3.14,27,2.0,"+3,915","7,690",39,30,1/111,1/5.53,5.04,16,1.0,+619,"4,470",18,15,1/135,1/5.79,3.66,20,2.0,+311,"5,682",20,23,1/132,1/5.92,4.38,56,4.0,-890,"2,568",6,5,1/233,1/5.55,2.34,29,2.0,-313,"6,853",24,21,1/152,1/5.92,3.02,14,1.0,-913,"6,980",24,20,1/159,1/6.15,2.70,39,1.0,+97,"2,539",11,3,1/181,1/5.64,2.23,18,2.0,-99,"7,731",27,30,1/136,1/6.12,4.29,52,3.0,"-1,515","4,111",10,8,1/228,1/5.73,2.02,25,1.0,-612,"4,839",17,10,1/179,1/5.86,2.13,36,5.0,-286,"7,487",26,23,1/153,1/5.86,3.00,48,7.0,"-2,116","6,446",12,24,1/179,1/5.71,3.28,60,4.0,-302,"3,692",15,6,1/176,1/6.05,2.13,31,2.0,+924,"9,301",37,30,1/139,1/5.86,3.52,15,1.0,"-1,142","6,568",23,10,1/199,1/5.82,1.64,21,1.0
2025-12-17,水,いいえ,"-1,570","5,406",14,15,1/186,1/5.90,2.47,22,3.0,-505,"5,916",21,15,1/164,1/5.91,2.42,19,1.0,-315,"3,803",15,6,1/181,1/5.91,2.07,22,3.0,"-2,138","5,570",15,6,1/265,1/5.71,1.54,59,3.0,"-1,693","3,755",10,5,1/250,1/6.07,1.84,27,1.0,"-1,198","3,967",10,9,1/209,1/5.67,2.25,24,1.0,-595,"5,759",18,14,1/180,1/5.53,2.23,94,9.0,"+1,609","6,799",30,24,1/126,1/5.84,4.21,15,4.0,"-1,127","7,076",21,19,1/177,1/5.70,2.33,26,1.0,-317,"3,485",10,14,1/145,1/5.86,3.91,16,1.0,-526,"8,380",26,26,1/161,1/5.60,2.86,25,1.0,"+2,142","8,119",41,26,1/121,1/6.28,4.12,17,1.0,+34,"3,570",13,8,1/170,1/5.50,2.49,8,-,"-1,886","6,705",21,10,1/216,1/5.89,1.60,26,1.0,-855,"5,351",16,14,1/178,1/5.69,2.42,23,1.0,"-1,349","3,775",9,10,1/199,1/5.93,2.52,51,20.0,-348,"7,851",26,23,1/160,1/5.66,2.70,54,3.0,-286,"6,345",22,14,1/176,1/5.53,2.05,85,26.0,"+2,616","8,209",37,33,1/117,1/5.79,4.97,26,1.0,+556,"3,701",17,10,1/137,1/6.06,3.13,10,2.0,-88,"4,338",18,8,1/167,1/5.97,2.16,31,2.0,"+1,278","8,342",36,29,1/128,1/6.09,4.16,29,2.0,"-1,196","7,145",20,27,1/152,1/6.02,3.77,56,2.0,"-1,270","6,135",18,15,1/186,1/5.76,2.17,11,1.0,-574,"5,201",17,14,1/168,1/5.80,2.58,31,2.0,-131,"5,649",20,19,1/145,1/5.99,3.49,31,2.0,"-1,493","5,120",15,12,1/190,1/6.09,2.20,51,20.0,"+1,170","7,807",30,30,1/130,1/5.76,4.42,16,1.0,"+1,561","7,505",32,27,1/127,1/5.84,4.27,18,1.0,+145,"7,221",29,18,1/154,1/5.92,2.39,19,1.0
2025-12-16,火,いいえ,+396,"6,708",26,20,1/146,1/5.82,3.06,18,1.0,+158,"5,564",21,13,1/164,1/5.59,2.31,18,1.0,-680,"6,773",23,17,1/169,1/5.81,2.27,14,3.0,-48,"5,807",21,16,1/157,1/5.75,2.70,41,3.0,-548,"5,460",21,11,1/171,1/6.07,2.07,15,1.0,-698,"1,802",5,3,1/225,1/6.06,2.52,17,1.0,-540,"9,604",26,39,1/148,1/5.58,4.20,91,16.0,"+1,596","6,779",30,20,1/136,1/5.63,3.27,28,2.0,-998,"1,593",3,3,1/266,1/6.28,2.60,26,2.0,"+4,345","7,413",39,37,1/98,1/5.82,5.72,11,2.0,"-1,128","4,812",14,12,1/185,1/5.87,2.35,21,3.0,-571,"2,479",7,4,1/225,1/5.44,2.27,48,3.0,"+2,426","6,426",37,15,1/124,1/6.14,2.91,7,-,-604,"5,590",20,14,1/164,1/6.03,2.43,18,1.0,"-1,331","2,961",6,8,1/212,1/5.98,2.63,15,1.0,"-1,127","7,205",21,22,1/168,1/5.78,2.76,28,2.0,-187,"6,599",24,20,1/150,1/5.97,3.03,21,3.0,-778,"4,051",12,10,1/184,1/5.74,2.45,75,27.0,+966,"7,199",31,23,1/133,1/6.04,3.63,28,2.0,"+2,218","7,827",34,30,1/122,1/5.70,4.66,9,2.0,+436,"5,146",22,12,1/151,1/5.85,2.48,18,1.0,+23,"6,102",25,13,1/161,1/5.93,2.13,38,4.0,"-1,358","6,066",17,17,1/178,1/5.85,2.49,24,3.0,+38,"5,668",21,14,1/162,1/5.66,2.42,9,2.0,+215,"6,828",28,18,1/148,1/6.03,2.63,16,1.0,"-1,817","2,696",4,5,1/300,1/6.03,2.17,42,1.0,+253,"6,402",27,11,1/168,1/5.73,1.82,45,3.0,-546,"6,105",20,17,1/165,1/5.75,2.60,31,3.0,+707,"8,327",28,35,1/132,1/5.70,4.68,48,3.0,+607,"7,001",29,19,1/146,1/5.86,2.75,34,3.0
2025-12-15,月,いいえ,"-1,067","5,590",19,13,1/175,1/6.13,2.22,39,1.0,"-1,389","5,005",16,6,1/228,1/5.82,1.65,26,1.0,"+1,332","6,285",28,18,1/137,1/5.72,3.16,12,1.0,-458,"5,681",22,16,1/150,1/6.39,2.87,26,1.0,"+1,524","5,216",27,15,1/124,1/6.13,3.53,13,1.0,"+1,289","6,265",27,19,1/136,1/5.67,3.35,15,1.0,"-1,263","6,464",19,16,1/185,1/5.73,2.17,72,20.0,"+1,043","7,175",29,25,1/133,1/5.83,3.96,51,2.0,-246,"4,853",16,14,1/162,1/5.66,2.83,17,1.0,"-1,023","7,195",24,22,1/156,1/6.17,2.92,45,3.0,-681,"2,057",6,6,1/171,1/6.55,3.10,14,1.0,+167,"8,643",32,24,1/154,1/5.72,2.58,19,2.0,"+1,634","8,296",37,24,1/136,1/5.79,3.16,10,2.0,-708,"4,720",17,10,1/175,1/6.08,2.20,15,1.0,+410,"6,581",28,19,1/140,1/6.17,3.09,8,-,"-1,267","6,310",21,11,1/197,1/5.85,1.75,26,1.0,+49,"6,537",25,14,1/168,1/5.64,2.04,25,6.0,"-1,480","3,679",8,9,1/216,1/5.82,2.35,52,1.0,-30,"8,562",31,29,1/143,1/6.00,3.60,46,1.0,-628,"2,433",7,6,1/187,1/5.93,2.74,38,1.0,"+3,148","6,862",36,26,1/111,1/5.86,4.92,16,1.0,-78,"5,827",20,17,1/157,1/5.65,2.84,45,3.0,+254,"7,763",28,27,1/141,1/5.86,3.74,12,1.0,-634,"2,077",6,4,1/208,1/5.92,2.55,11,1.0,+631,"6,156",26,19,1/137,1/6.04,3.40,31,5.0,"-1,284","3,610",11,4,1/241,1/5.96,1.81,37,6.0,-665,"7,126",21,24,1/158,1/5.68,3.23,42,3.0,-891,"4,453",15,12,1/165,1/6.32,2.69,31,5.0,"-1,829","5,155",14,12,1/198,1/6.13,2.15,49,3.0,-962,"4,856",16,10,1/187,1/5.94,2.09,49,3.0
2025-12-14,日,はい,"-1,527","4,492",10,14,1/187,1/5.88,2.79,22,3.0,-465,"2,858",11,2,1/220,1/5.79,1.90,19,3.0,"+2,072","8,415",38,32,1/120,1/6.03,4.74,16,1.0,"-1,585","3,797",10,7,1/223,1/6.11,2.05,15,1.0,"-1,015","4,972",15,15,1/166,1/6.08,2.88,15,1.0,-381,"6,202",22,16,1/163,1/5.83,2.44,16,1.0,"-1,407","4,090",10,10,1/205,1/5.84,2.33,59,1.0,-798,"6,840",23,16,1/175,1/5.77,2.10,88,28.0,"+1,855","3,364",21,9,1/112,1/6.03,3.65,12,1.0,"-1,160","3,879",13,7,1/194,1/6.36,2.10,23,1.0,+820,"8,538",35,20,1/155,1/5.63,2.13,8,1.0,+252,"6,294",25,15,1/157,1/5.75,2.33,16,1.0,+574,"8,490",37,24,1/139,1/6.24,2.98,11,3.0,"+1,115","6,490",29,18,1/138,1/5.86,3.01,7,-,-925,"3,479",10,6,1/217,1/5.66,2.08,15,1.0,-46,"4,087",16,10,1/157,1/5.94,2.64,14,2.0,-979,"4,760",16,6,1/216,1/5.71,1.71,42,2.0,-536,"6,497",21,17,1/171,1/5.62,2.37,48,6.0,-966,"7,130",22,20,1/170,1/5.76,2.49,48,6.0,-585,"4,784",15,12,1/177,1/5.64,2.42,24,1.0,-691,"4,325",14,9,1/188,1/5.72,2.18,58,10.0,"-2,162","7,546",17,28,1/168,1/5.93,3.42,24,1.0,-731,"2,687",8,6,1/192,1/6.00,2.56,16,1.0,+454,"4,380",19,8,1/162,1/5.63,2.17,12,1.0,-134,"8,043",28,27,1/146,1/5.90,3.47,60,1.0,"+1,043","8,531",34,27,1/140,1/5.74,3.41,25,1.0,-696,"4,330",13,10,1/188,1/5.59,2.30,40,3.0,-343,"5,505",20,16,1/153,1/6.06,2.91,19,3.0,-648,"4,244",13,12,1/170,1/5.82,2.76,37,9.0,-245,"7,290",24,23,1/155,1/5.69,3.05,28,3.0
2025-12-13,土,はい,"+2,034","6,020",32,15,1/128,1/5.90,2.98,18,2.0,"+3,856","7,882",44,28,1/109,1/5.98,4.89,16,1.0,"-1,180","6,012",18,17,1/172,1/5.94,2.57,41,6.0,+64,"3,567",15,6,1/170,1/5.79,2.21,11,1.0,"+1,032","7,090",29,24,1/134,1/5.84,3.83,12,1.0,+555,"7,257",30,23,1/137,1/6.10,3.49,10,1.0,"-1,774","5,618",14,13,1/208,1/5.72,2.05,33,5.0,-996,"8,737",25,33,1/151,1/5.85,3.84,87,45.0,"+1,696","8,635",40,23,1/137,1/5.88,2.81,18,2.0,-472,"5,441",19,15,1/160,1/5.95,2.69,8,-,"+2,313","8,121",37,27,1/127,1/5.70,4.03,11,1.0,-655,"6,709",22,20,1/160,1/5.87,2.81,41,6.0,-509,"4,788",15,17,1/150,1/6.00,3.56,16,1.0,+249,"8,345",33,22,1/152,1/5.88,2.48,8,-,"+1,751","6,854",34,16,1/137,1/5.82,2.53,8,-,"+1,332","6,175",29,18,1/131,1/5.97,3.36,15,3.0,+362,"8,035",27,32,1/136,1/5.77,4.38,34,1.0,-496,"6,576",22,23,1/146,1/6.07,3.61,42,1.0,-815,"5,206",17,12,1/180,1/5.83,2.22,26,3.0,-3,"5,715",23,14,1/154,1/6.01,2.48,11,1.0,"-1,562","4,224",11,8,1/222,1/5.89,2.00,35,1.0,-664,"4,969",16,12,1/177,1/5.73,2.33,9,1.0,+782,"6,813",29,19,1/142,1/5.89,2.92,18,2.0,"+1,384","6,532",31,14,1/145,1/5.71,2.25,16,1.0,-64,"6,480",26,14,1/162,1/5.91,2.10,34,1.0,-398,"5,999",20,17,1/162,1/5.74,2.69,26,3.0,-465,"3,555",12,10,1/162,1/6.05,2.91,18,2.0,"+1,224","9,006",36,26,1/145,1/5.59,2.88,23,5.0,-846,"5,923",21,10,1/191,1/5.80,1.78,18,2.0,"+2,315","8,204",42,19,1/134,1/5.86,2.46,28,2.0
