日付,曜日,特定日,852番台,,,,,,,,,853番台,,,,,,,,,855番台,,,,,,,,,856番台,,,,,,,,,857番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-07-14,月,いいえ,-296,"6,181",22,14,1/172,1/5.84,2.26,25,6.0,"+1,201","5,280",25,13,1/139,1/6.02,2.80,17,-,-912,"2,224",5,7,1/185,1/6.39,3.42,59,26.0,-219,"7,203",25,25,1/144,1/6.19,4.10,33,8.0,-717,"1,284",3,2,1/257,1/6.48,2.80,19,2.0
2025-07-13,日,はい,-77,"6,080",22,17,1/156,1/5.98,3.02,24,2.0,"-1,946","4,916",13,8,1/234,1/6.09,1.81,26,2.0,-705,"5,311",18,13,1/171,1/6.11,2.56,50,24.0,-476,"4,801",17,11,1/171,1/6.06,2.47,22,7.0,+689,"6,411",27,20,1/136,1/6.26,3.66,15,-
2025-07-12,土,はい,-982,"5,321",17,15,1/166,1/6.30,3.02,16,1.0,"-2,164","3,794",6,11,1/223,1/6.23,3.01,15,-,+568,"8,098",30,31,1/133,1/6.16,4.70,20,4.0,-608,"2,611",9,2,1/237,1/5.90,1.94,15,-,-984,"5,072",17,13,1/169,1/6.42,2.73,25,5.0
2025-07-11,金,いいえ,+923,"5,779",24,20,1/131,1/6.10,4.14,14,1.0,+802,"5,573",26,13,1/143,1/6.28,2.58,13,-,-617,"2,672",9,5,1/191,1/6.29,2.52,44,30.0,+801,"5,619",26,13,1/144,1/6.23,2.55,14,1.0,-909,"1,463",2,4,1/244,1/6.14,3.20,14,1.0
2025-07-10,木,はい,"+3,185","6,275",35,19,1/116,1/5.96,3.80,17,5.0,+407,"4,919",19,17,1/137,1/6.11,4.02,17,5.0,+570,"6,430",26,14,1/161,1/5.75,2.20,23,6.0,"+2,406","7,418",38,27,1/114,1/6.59,4.67,12,1.0,"+2,449","7,727",37,26,1/123,1/6.07,4.25,11,-
2025-07-09,水,いいえ,"-1,403","5,330",16,13,1/184,1/6.26,2.49,49,17.0,-423,"3,886",15,9,1/162,1/6.52,2.67,29,8.0,"-1,533","3,898",9,11,1/195,1/6.22,3.01,32,3.0,-535,"5,879",19,13,1/184,1/5.66,2.20,21,5.0,"-1,215","4,618",13,12,1/185,1/6.11,2.74,16,-
2025-07-08,火,いいえ,+179,"6,223",22,21,1/145,1/5.95,3.92,43,14.0,"+2,195","8,295",37,32,1/120,1/6.15,4.87,29,1.0,"-1,881","5,877",16,13,1/203,1/6.09,2.14,28,10.0,-556,"7,447",26,21,1/158,1/6.13,2.96,18,11.0,"+1,401","6,147",27,19,1/134,1/5.90,3.65,7,-
2025-07-06,日,はい,"-1,251","3,301",9,4,1/254,1/5.93,1.90,31,2.0,"+1,077","6,644",26,25,1/130,1/5.95,4.55,29,15.0,-50,"4,084",17,7,1/170,1/6.13,2.13,14,3.0,+444,"5,763",26,11,1/156,1/6.21,2.06,11,3.0,+338,"6,279",25,18,1/146,1/6.13,3.20,8,-
2025-07-05,土,はい,"+1,044","5,241",23,16,1/134,1/6.01,3.58,15,-,-40,"7,204",24,26,1/144,1/5.97,4.28,46,21.0,"+2,478","5,359",26,20,1/117,1/5.67,4.53,16,1.0,-219,"7,708",28,25,1/145,1/6.27,3.77,25,9.0,-594,"2,753",8,3,1/250,1/5.41,2.01,15,-
2025-07-04,金,いいえ,-491,"7,033",25,21,1/153,1/6.26,3.29,31,5.0,"-1,574","6,473",18,17,1/185,1/5.99,2.58,57,26.0,"-1,951","2,826",4,5,1/314,1/6.08,2.26,26,6.0,-651,"3,561",13,8,1/170,1/6.60,2.64,20,6.0,+302,"4,735",20,9,1/163,1/5.94,2.17,14,-
2025-07-03,木,いいえ,-34,"8,121",32,21,1/153,1/6.22,2.62,22,2.0,"-1,616","2,695",4,7,1/245,1/6.11,2.88,44,22.0,"+2,027","6,956",31,25,1/124,1/5.91,4.46,14,2.0,"+1,008","4,904",23,13,1/136,1/6.16,3.08,12,-,-738,"1,278",3,1,1/320,1/6.21,2.52,20,6.0
2025-07-02,水,いいえ,"-1,075","5,278",18,12,1/176,1/6.40,2.36,24,5.0,-75,"4,459",16,11,1/165,1/5.83,2.72,25,1.0,+665,"7,101",32,13,1/158,1/6.09,1.83,34,9.0,"+1,704","6,455",30,20,1/129,1/6.03,3.72,12,-,+604,"4,969",23,10,1/151,1/6.19,2.29,19,7.0
2025-07-01,火,いいえ,-683,"4,004",13,9,1/182,1/6.03,2.51,12,-,-708,"6,538",22,17,1/168,1/6.04,2.64,16,4.0,-152,"2,715",10,6,1/170,1/5.99,2.78,27,8.0,-738,"2,716",8,6,1/194,1/6.13,2.71,19,1.0,"+1,845","7,126",33,23,1/127,1/6.09,3.96,18,2.0
2025-06-30,月,はい,"+2,355","4,503",25,15,1/113,1/6.00,4.10,9,-,"+2,073","8,397",38,25,1/133,1/5.92,3.49,9,-,"+1,528","5,678",29,12,1/138,1/6.11,2.36,18,9.0,"+1,561","6,729",33,19,1/129,1/6.37,3.31,20,2.0,+804,"8,999",34,32,1/136,1/6.03,4.39,48,28.0
2025-06-29,日,はい,"+1,586","7,189",30,26,1/128,1/5.92,4.46,12,-,"+1,116","8,767",38,26,1/137,1/6.25,3.42,14,2.0,"-2,344","6,161",13,21,1/181,1/6.19,3.68,39,7.0,"-1,514","3,406",7,9,1/213,1/6.08,2.86,32,18.0,"-1,386","6,383",18,20,1/168,1/6.14,3.39,83,44.0
2025-06-28,土,はい,"+1,132","7,589",30,23,1/143,1/5.74,3.45,14,-,"-1,372","4,524",16,8,1/189,1/6.86,2.03,32,10.0,"-1,225","7,611",22,24,1/165,1/5.97,3.42,17,3.0,-484,"1,143",3,2,1/229,1/6.26,2.95,22,5.0,-360,"7,690",28,22,1/154,1/6.19,3.06,36,4.0
2025-06-27,金,いいえ,-49,"5,399",18,20,1/142,1/6.03,4.27,41,19.0,"-1,053","5,323",14,18,1/166,1/5.94,3.73,22,5.0,+277,"5,127",20,13,1/155,1/5.89,2.77,11,-,"+2,361","9,213",36,36,1/128,1/5.61,4.90,17,6.0,-699,"5,289",18,12,1/176,1/6.04,2.36,41,19.0
2025-06-26,木,いいえ,"-1,102","4,625",16,10,1/178,1/6.59,2.35,21,2.0,+0,"5,118",20,13,1/155,1/6.14,2.78,19,2.0,"-1,318","2,421",3,8,1/220,1/5.89,3.44,17,-,+60,"6,179",26,15,1/151,1/6.42,2.57,35,14.0,"-1,550","2,367",4,3,1/338,1/6.02,2.16,37,2.0
2025-06-25,水,いいえ,+151,"4,571",18,12,1/152,1/6.06,2.95,11,4.0,+405,"5,817",21,21,1/139,1/5.95,4.24,29,11.0,"+1,681","6,163",29,18,1/131,1/5.98,3.44,7,-,"-1,002","1,638",3,2,1/328,1/5.96,2.46,31,2.0,+508,"6,789",26,19,1/151,1/5.83,3.03,18,7.0
2025-06-24,火,いいえ,-279,"7,104",26,17,1/165,1/5.97,2.35,26,9.0,"+2,389","7,416",37,23,1/124,1/6.17,3.83,27,1.0,+944,"2,865",17,3,1/143,1/6.33,2.14,14,-,"-1,733","5,033",13,11,1/210,1/6.03,2.21,17,3.0,-590,"1,879",7,0,1/268,1/6.25,1.96,26,9.0
2025-06-23,月,いいえ,-555,"4,007",15,6,1/191,1/6.13,1.96,18,3.0,-903,"6,561",22,15,1/177,1/6.02,2.22,46,27.0,-732,"1,878",5,3,1/235,1/6.07,2.58,15,7.0,+840,"7,027",26,26,1/135,1/5.87,4.47,8,-,-552,519,0,1,1/519,1/6.23,3.22,19,1.0
2025-06-22,日,はい,+946,"4,427",22,10,1/138,1/6.28,2.68,11,4.0,"-1,028","5,192",16,15,1/167,1/6.25,3.11,44,20.0,"+1,633","7,989",36,23,1/135,1/6.05,3.30,7,-,-975,"4,655",12,12,1/194,1/5.61,2.68,16,5.0,"+2,763","8,214",40,31,1/116,1/6.27,4.84,24,8.0
2025-06-21,土,はい,"-1,065","3,923",14,5,1/206,1/6.46,1.84,13,4.0,-820,"4,119",13,9,1/187,1/6.03,2.42,25,9.0,+267,"6,878",29,12,1/168,1/5.97,1.76,16,3.0,-182,"5,193",21,8,1/179,1/6.02,1.81,9,-,"-1,334","4,654",13,12,1/186,1/6.19,2.71,69,44.0
2025-06-20,金,はい,"+1,827","7,842",37,20,1/138,1/6.02,2.74,10,2.0,-511,"6,003",21,13,1/177,1/5.90,2.17,25,9.0,-958,"6,977",20,27,1/148,1/6.16,4.53,16,6.0,+28,"5,451",21,10,1/176,1/5.76,1.97,8,-,"-1,124","6,384",19,23,1/152,1/6.35,4.15,34,9.0
2025-06-19,木,いいえ,+637,"6,494",27,20,1/138,1/6.22,3.59,12,6.0,-657,"5,704",19,16,1/163,1/6.12,3.00,19,4.0,"+1,166","5,131",25,15,1/128,1/6.40,3.48,15,3.0,"+1,299","5,172",22,17,1/133,1/5.74,3.88,6,-,+707,"4,123",17,14,1/133,1/5.98,3.92,25,6.0
2025-06-18,水,いいえ,"-1,526","4,161",14,4,1/231,1/6.53,1.64,19,1.0,+873,"5,481",24,16,1/137,1/6.12,3.38,18,10.0,-737,"4,079",12,15,1/151,1/6.37,4.06,22,3.0,+608,"7,024",29,19,1/146,1/6.07,2.92,8,-,+630,"8,328",29,36,1/128,1/6.09,5.13,45,23.0
2025-06-17,火,いいえ,+359,"5,525",22,16,1/145,1/6.09,3.27,13,6.0,"+2,884","6,526",35,22,1/114,1/6.17,4.29,16,3.0,"+1,897","7,357",34,19,1/139,1/5.81,2.80,21,5.0,"+1,201","4,089",23,7,1/136,1/6.44,2.27,7,-,-670,"7,735",25,24,1/158,1/6.01,3.41,75,54.0
2025-06-16,月,いいえ,+933,"6,281",30,14,1/143,1/6.34,2.39,14,6.0,-898,"6,737",20,23,1/157,1/6.05,3.88,29,4.0,+874,"5,431",24,19,1/126,1/6.44,4.20,25,11.0,+629,"2,896",13,7,1/145,1/5.78,3.00,8,-,"-2,866","4,313",6,10,1/270,1/6.18,2.33,54,25.0
2025-06-15,日,はい,+732,"6,286",28,12,1/157,1/5.96,1.99,11,3.0,"+1,572","6,757",30,23,1/127,1/6.07,4.18,15,4.0,"-1,520","4,103",11,8,1/216,1/6.16,2.18,49,30.0,"+2,622","7,904",44,13,1/139,1/6.15,1.71,8,-,-917,"5,665",18,14,1/177,1/6.01,2.52,19,4.0
2025-06-14,土,はい,"-1,053","6,983",24,18,1/166,1/6.32,2.58,12,1.0,"-1,414","4,305",14,4,1/239,1/6.18,1.60,27,9.0,"+1,102","6,857",33,16,1/140,1/6.38,2.48,18,6.0,+481,"6,147",26,15,1/150,1/6.11,2.60,11,1.0,"+1,473","8,011",37,18,1/146,1/5.99,2.23,10,-
2025-06-13,金,いいえ,+492,"7,260",31,14,1/161,1/5.98,1.88,8,-,-48,"6,834",25,21,1/149,1/6.12,3.46,20,1.0,"-1,688","4,471",13,6,1/235,1/6.19,1.74,29,9.0,-315,"6,184",21,16,1/167,1/5.81,2.66,14,6.0,-182,"7,764",29,26,1/141,1/6.43,3.98,19,5.0
2025-06-12,木,いいえ,-95,"6,323",21,18,1/162,1/5.69,3.03,16,4.0,-703,"3,613",12,6,1/201,1/5.97,2.13,12,3.0,-363,"5,905",23,16,1/151,1/6.52,2.95,20,1.0,+831,"3,831",17,14,1/124,1/6.26,4.20,9,-,-739,"4,005",12,11,1/174,1/6.02,3.01,19,3.0
2025-06-11,水,いいえ,-96,"6,141",23,15,1/162,1/5.98,2.52,8,-,"+1,354","3,405",19,6,1/136,1/5.91,2.45,12,4.0,-501,"4,520",15,13,1/161,1/6.12,3.17,14,2.0,+521,"5,188",23,15,1/137,1/6.47,3.36,14,2.0,-774,"1,122",1,4,1/224,1/6.27,3.55,14,2.0
2025-06-10,火,はい,+14,"3,819",16,6,1/174,1/6.02,2.09,12,2.0,-763,"3,287",8,9,1/193,1/5.62,3.01,19,4.0,+170,"6,417",24,21,1/143,1/6.15,3.81,15,3.0,+409,"7,069",27,22,1/144,1/6.03,3.57,12,2.0,+866,"5,903",25,19,1/134,1/6.15,3.81,10,-
2025-06-09,月,いいえ,"+2,368","7,451",36,19,1/135,1/5.77,2.79,12,-,+31,"2,792",12,5,1/164,1/6.22,2.51,21,4.0,-587,"3,069",10,6,1/192,1/6.01,2.46,17,1.0,-254,"5,128",16,16,1/160,1/5.73,3.44,12,-,+93,"2,032",8,4,1/169,1/5.73,2.81,16,4.0
2025-06-08,日,はい,+137,"5,186",20,14,1/153,1/6.03,2.98,12,3.0,"+1,818","6,214",29,19,1/129,1/5.91,3.66,31,6.0,"+1,897","7,483",34,21,1/136,1/5.84,3.18,9,-,+577,"8,121",31,27,1/140,1/6.06,3.97,9,-,"+2,174","7,185",38,15,1/136,1/6.16,2.20,25,13.0
2025-06-07,土,はい,"+3,828","7,706",41,23,1/120,1/5.71,3.71,11,-,-103,"4,881",19,10,1/168,1/6.00,2.25,33,19.0,"+2,034","8,081",29,39,1/119,1/5.66,5.34,14,3.0,-659,"4,847",18,8,1/186,1/6.15,1.91,14,3.0,"+1,947","7,499",33,25,1/129,1/5.88,4.10,42,9.0
2025-06-06,金,いいえ,-887,"7,337",25,19,1/167,1/6.14,2.57,15,7.0,"+4,002","8,868",42,35,1/115,1/5.68,5.03,32,6.0,-420,"4,897",17,13,1/163,1/6.08,2.88,26,11.0,+311,"5,741",21,18,1/147,1/5.87,3.57,8,-,"-1,152","4,898",16,10,1/188,1/6.27,2.17,55,23.0
2025-06-05,木,いいえ,+369,"7,023",30,14,1/160,1/6.08,1.97,12,-,"-1,480","4,447",11,11,1/202,1/5.98,2.58,92,44.0,-316,"3,413",12,8,1/171,1/6.03,2.74,29,17.0,-918,"2,078",5,4,1/231,1/6.16,2.66,12,-,-164,"6,943",23,23,1/151,1/5.90,3.80,48,19.0
2025-06-04,水,いいえ,"-2,672","3,502",4,4,1/438,1/5.83,1.74,19,1.0,"-1,241","8,444",28,23,1/166,1/6.22,2.70,68,22.0,-715,"2,652",6,8,1/189,1/5.71,3.30,18,10.0,"+1,262","5,824",29,11,1/146,1/6.10,2.09,8,-,-584,"5,134",18,15,1/156,1/6.38,3.23,46,27.0
