日付,曜日,特定日,1181番台,,,,,,,,,1182番台,,,,,,,,,1183番台,,,,,,,,,1185番台,,,,,,,,,1186番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-11-28,金,いいえ,-758,"1,142",1,3,1/286,-,2.88,38,14.0,+569,"1,877",9,6,1/125,-,3.61,13,-,+416,"3,914",15,20,1/112,-,4.84,53,15.0,-458,"1,557",4,4,1/195,-,2.94,24,11.0,"+2,334","3,889",23,18,1/95,-,5.11,24,11.0
2025-11-27,木,いいえ,-84,301,1,0,1/301,-,3.20,31,2.0,-550,"1,489",2,6,1/186,-,3.29,29,8.0,-63,830,3,2,1/166,-,3.26,82,43.0,+0,0,0,0,-,-,-,21,-,+925,"3,400",17,10,1/126,-,3.56,39,8.0
2025-11-26,水,いいえ,-208,805,2,2,1/201,-,3.17,29,4.0,-311,"1,911",8,2,1/191,-,2.51,25,-,-384,326,0,1,1/326,-,3.31,83,5.0,-384,"2,439",10,2,1/203,-,2.20,33,4.0,-761,"1,596",5,1,1/266,-,2.36,78,45.0
2025-11-25,火,いいえ,+415,"4,525",20,12,1/141,-,3.00,18,-,-167,165,0,0,-,-,3.27,22,3.0,-320,"2,425",7,8,1/162,-,3.17,81,5.0,+186,"3,489",16,9,1/140,-,3.10,19,1.0,-114,"7,402",26,31,1/130,-,4.37,76,54.0
2025-11-24,月,いいえ,"+1,010","6,350",27,20,1/135,-,3.41,32,13.0,-570,887,1,3,1/222,-,3.20,19,-,"-2,020","2,984",5,7,1/249,-,2.23,77,43.0,"+1,082","8,346",35,29,1/130,-,3.87,34,2.0,-804,"2,246",6,5,1/204,-,2.60,78,1.0
2025-11-23,日,はい,"-1,137","1,753",3,3,1/292,-,2.43,59,14.0,"+1,029","7,463",34,25,1/126,-,3.91,12,-,-627,756,1,2,1/252,-,3.12,45,33.0,-940,"3,089",10,5,1/206,-,2.18,81,7.0,-594,"3,026",9,10,1/159,-,3.13,74,15.0
2025-11-22,土,はい,-84,"3,542",12,15,1/131,-,4.00,45,1.0,"+2,025","1,873",14,10,1/78,-,4.97,16,-,-674,"5,178",18,18,1/144,-,3.38,16,-,-912,"2,618",6,9,1/175,-,3.07,44,28.0,-345,"4,305",15,17,1/135,-,3.86,53,8.0
2025-11-21,金,いいえ,-162,293,1,0,1/293,-,3.21,49,2.0,"+3,713","6,617",41,20,1/108,-,4.46,26,11.0,+304,"1,591",8,3,1/145,-,3.10,15,-,-215,201,0,0,-,-,3.22,36,10.0,-169,"4,158",16,15,1/134,-,3.69,47,11.0
2025-11-20,木,はい,-630,"1,742",6,3,1/194,-,2.71,36,1.0,-966,"2,456",6,9,1/164,-,3.26,53,6.0,-397,"2,586",9,8,1/152,-,3.19,37,1.0,-411,"1,021",3,2,1/204,-,3.01,35,-,"-1,617","4,986",11,17,1/178,-,2.72,47,10.0
2025-11-19,水,いいえ,"+1,367","4,060",25,6,1/131,-,2.70,34,10.0,"-1,108","1,526",2,1,1/509,-,2.19,36,2.0,-596,850,1,2,1/283,-,3.00,36,2.0,+431,"5,013",22,15,1/135,-,3.31,34,10.0,-405,"2,666",9,7,1/167,-,2.87,24,-
2025-11-18,火,いいえ,"-1,597","7,088",16,34,1/142,-,4.35,78,24.0,-719,706,0,2,1/353,-,3.07,27,1.0,-184,"4,555",18,7,1/182,-,1.97,26,9.0,-608,"1,829",6,3,1/203,-,2.62,54,27.0,-119,"2,918",14,2,1/182,-,2.11,17,-
2025-11-16,日,はい,-51,"2,315",9,6,1/154,-,3.04,56,27.0,"+1,773","8,172",35,38,1/112,-,5.25,24,13.0,+449,"6,010",23,26,1/123,-,4.57,24,13.0,"-1,161","3,921",11,15,1/151,-,3.44,29,5.0,-34,"6,684",23,24,1/142,-,3.49,11,-
2025-11-15,土,はい,-619,"4,886",17,15,1/153,-,2.96,57,9.0,-322,"2,882",9,10,1/152,-,3.31,48,26.0,"+1,061","6,331",28,23,1/124,-,4.15,22,8.0,"+1,099","5,830",24,27,1/114,-,4.93,14,4.0,"+1,295","7,213",32,20,1/139,-,2.98,10,-
2025-11-14,金,いいえ,-508,"3,378",10,10,1/169,-,2.84,57,11.0,-185,136,0,0,-,-,3.31,46,5.0,-121,"2,359",10,7,1/139,-,3.35,41,1.0,-312,595,1,2,1/198,-,3.33,40,29.0,+32,"2,481",12,3,1/165,-,2.50,11,-
2025-11-13,木,いいえ,+151,"7,444",25,32,1/131,-,4.42,45,4.0,-781,"1,825",4,5,1/203,-,2.86,41,1.0,"-1,160",857,0,1,1/857,-,2.65,40,2.0,-710,"1,222",2,2,1/306,-,2.67,38,22.0,-245,"3,150",12,7,1/166,-,2.64,16,-
2025-11-12,水,いいえ,-499,"1,435",4,4,1/179,-,3.09,78,46.0,+795,"6,934",26,33,1/118,-,5.02,25,7.0,-311,949,3,2,1/190,-,3.10,32,1.0,-336,505,1,1,1/253,-,3.19,31,6.0,+225,"3,132",13,10,1/136,-,3.44,18,-
2025-11-11,火,いいえ,-461,"1,298",3,4,1/185,-,3.15,61,5.0,-603,705,1,1,1/353,-,2.93,56,24.0,-187,134,0,0,-,-,3.31,32,3.0,-43,544,2,2,1/136,-,3.53,15,-,"+2,981","8,877",46,25,1/125,-,3.56,29,14.0
2025-11-10,月,はい,-206,"3,471",13,11,1/145,-,3.26,39,13.0,-648,"6,899",23,20,1/160,-,2.53,39,13.0,-135,116,0,0,-,-,3.34,26,8.0,"+1,226","7,594",36,18,1/141,-,2.59,18,-,"-1,121","2,753",7,6,1/212,-,2.40,70,31.0
2025-11-09,日,はい,-709,"4,826",16,15,1/156,-,2.93,45,13.0,-255,"3,276",12,10,1/149,-,3.16,32,14.0,"+1,676","7,549",34,32,1/114,-,4.96,14,-,+81,"3,896",15,10,1/156,-,2.77,18,4.0,-267,"3,822",14,11,1/153,-,2.96,57,12.0
2025-11-08,土,はい,"-2,299","4,518",10,14,1/188,-,2.52,23,4.0,-137,"4,018",14,17,1/130,-,4.09,19,3.0,+226,"4,251",18,11,1/147,-,2.89,16,-,-175,"5,759",21,18,1/148,-,3.04,37,14.0,+633,"6,342",26,24,1/127,-,4.15,61,24.0
2025-11-07,金,いいえ,"+1,236","4,879",23,18,1/119,-,4.23,13,2.0,-30,"3,949",15,13,1/141,-,3.37,11,-,-2,"2,427",9,9,1/135,-,3.64,31,18.0,-799,"5,568",19,17,1/155,-,2.85,38,7.0,-872,"4,162",15,8,1/181,-,2.18,88,50.0
2025-11-06,木,いいえ,-382,686,2,0,1/343,-,2.82,14,6.0,+485,"3,687",19,8,1/137,-,2.95,8,-,-951,746,0,0,-,-,2.55,25,11.0,-446,"1,928",6,3,1/214,-,2.52,34,9.0,"-1,109","2,186",6,4,1/219,-,2.46,86,52.0
2025-11-05,水,いいえ,+13,"1,042",5,0,1/208,-,2.72,13,1.0,-208,"3,570",15,6,1/170,-,2.32,12,-,-898,"1,586",4,3,1/227,-,2.68,23,4.0,+477,"3,829",18,11,1/132,-,3.37,19,6.0,"-1,033","2,482",5,7,1/207,-,2.68,81,58.0
2025-11-03,月,いいえ,+34,"2,127",9,5,1/152,-,3.03,15,4.0,"+1,946","6,148",33,20,1/116,-,4.22,9,-,-301,"1,450",4,4,1/181,-,3.07,11,2.0,-725,"2,502",7,9,1/156,-,3.32,19,4.0,"-1,233","6,357",21,17,1/167,-,2.34,62,43.0
2025-11-02,日,はい,"-1,001","1,684",4,3,1/241,-,2.58,18,7.0,-345,"1,017",2,3,1/203,-,3.15,11,2.0,"+4,879","7,860",50,25,1/105,-,4.85,9,-,"+1,122","4,525",24,13,1/122,-,3.65,11,2.0,-500,"5,359",18,19,1/145,-,3.40,31,13.0
2025-11-01,土,はい,+997,"3,016",14,14,1/108,-,4.58,15,2.0,"+1,162","5,373",26,14,1/134,-,3.09,10,-,+43,"2,062",7,10,1/121,-,4.12,13,3.0,-434,"4,541",15,16,1/146,-,3.36,41,13.0,"-1,088","1,534",3,3,1/256,-,2.64,28,13.0
2025-10-31,金,いいえ,-630,"3,558",11,14,1/142,-,3.65,26,2.0,+19,"2,894",10,10,1/145,-,3.40,18,-,"+1,586","2,219",14,9,1/96,-,4.45,22,4.0,-497,"5,347",17,22,1/137,-,3.95,24,1.0,-724,"2,225",6,4,1/223,-,2.43,23,1.0
2025-10-30,木,はい,"+3,066","8,340",45,27,1/116,-,4.38,14,1.0,"+1,590","5,321",27,20,1/113,-,4.52,28,14.0,-150,610,2,1,1/203,-,3.17,31,3.0,-901,"2,559",6,11,1/151,-,3.62,12,-,-270,722,2,1,1/241,-,3.02,13,1.0
2025-10-29,水,いいえ,-999,"4,048",13,12,1/162,-,2.84,53,27.0,-644,"2,319",8,3,1/211,-,2.32,59,6.0,-692,"2,108",6,4,1/211,-,2.54,26,14.0,+132,"4,381",15,18,1/133,-,3.99,10,-,"+1,100","5,037",24,17,1/123,-,3.94,12,2.0
2025-10-28,火,いいえ,-136,99,0,0,-,-,3.36,38,20.0,-288,"5,869",20,23,1/136,-,3.88,52,14.0,"+1,210","6,300",30,21,1/124,-,3.97,14,-,+645,"2,104",12,3,1/140,-,2.91,16,2.0,+67,408,2,2,1/102,-,3.72,18,2.0
2025-10-27,月,いいえ,+478,"6,161",28,15,1/143,-,2.68,46,9.0,+133,784,3,4,1/112,-,3.85,51,5.0,-85,"1,113",3,6,1/124,-,3.92,37,5.0,+75,445,2,1,1/148,-,3.40,24,-,"+2,170","6,993",29,34,1/111,-,5.23,32,8.0
2025-10-26,日,はい,-510,"7,716",22,38,1/129,-,4.85,58,19.0,-497,676,1,0,1/676,-,2.73,79,15.0,-655,639,0,1,1/639,-,2.90,36,-,"-1,022",999,0,3,1/333,-,2.95,39,3.0,"-1,052","2,662",8,4,1/222,-,2.21,64,6.0
2025-10-25,土,はい,-522,"1,497",4,5,1/166,-,3.26,52,17.0,"-1,264","3,423",10,8,1/190,-,2.41,64,12.0,-361,"2,168",8,4,1/181,-,2.66,16,1.0,+793,"8,615",36,25,1/141,-,2.93,15,-,-781,"3,682",13,6,1/194,-,2.10,35,19.0
2025-10-24,金,いいえ,+327,"5,368",23,16,1/138,-,3.24,51,12.0,-240,492,1,2,1/164,-,3.48,39,5.0,"+1,062","4,466",22,14,1/124,-,3.74,9,-,+155,872,5,2,1/125,-,3.44,28,19.0,+526,"3,347",17,7,1/139,-,2.91,34,6.0
2025-10-23,木,いいえ,-858,"1,552",4,1,1/310,-,2.32,74,15.0,-431,"2,431",9,6,1/162,-,2.91,23,12.0,-186,773,3,0,1/258,-,2.83,11,-,-486,800,1,2,1/267,-,3.06,48,25.0,-596,"4,040",13,15,1/144,-,3.51,59,11.0
2025-10-22,水,いいえ,-574,"1,414",4,4,1/177,-,3.12,66,27.0,-828,"1,654",4,3,1/236,-,2.61,26,15.0,+0,"1,578",7,4,1/143,-,3.25,11,-,-673,"2,670",6,11,1/157,-,3.48,38,12.0,-960,"1,079",1,3,1/270,-,2.96,39,1.0
2025-10-21,火,いいえ,-684,"6,280",21,23,1/143,-,3.53,62,22.0,-596,"2,155",7,5,1/180,-,2.79,21,-,-717,979,2,0,1/490,-,2.50,21,-,-532,"1,073",2,4,1/179,-,3.33,40,5.0,"-1,211","1,748",3,4,1/250,-,2.63,35,14.0
2025-10-20,月,はい,-780,"1,247",2,2,1/312,-,2.64,46,12.0,+574,"5,614",25,12,1/152,-,2.39,16,5.0,-93,601,3,0,1/200,-,3.04,11,-,-28,"5,988",25,20,1/133,-,3.61,34,8.0,-866,"1,274",4,0,1/319,-,2.39,26,10.0
2025-10-19,日,はい,-528,773,2,0,1/387,-,2.72,25,1.0,+81,"3,903",16,10,1/150,-,2.85,24,2.0,+0,0,0,0,-,-,-,10,-,"+1,148","5,424",26,16,1/129,-,3.48,42,17.0,"+2,242","4,844",30,12,1/115,-,3.68,22,12.0
2025-10-18,土,はい,-272,"6,761",29,13,1/161,-,2.01,22,4.0,+219,"6,665",26,25,1/131,-,4.00,18,6.0,"+3,329","4,511",32,13,1/100,-,4.49,12,-,-351,"4,035",12,19,1/130,-,4.29,67,32.0,-383,"1,159",5,0,1/232,-,2.59,35,13.0
2025-10-17,金,いいえ,-183,258,0,1,1/258,-,3.41,15,-,+637,"2,463",13,8,1/117,-,3.81,31,2.0,+446,"4,291",20,11,1/138,-,3.04,31,2.0,-143,144,0,0,-,-,3.30,66,35.0,-710,"4,587",16,15,1/148,-,3.19,29,14.0
2025-10-16,木,いいえ,+785,"2,609",15,5,1/130,-,3.10,17,-,"-1,087","4,654",14,16,1/155,-,3.13,41,19.0,-155,323,1,0,1/323,-,3.17,46,5.0,-10,240,1,0,1/240,-,3.29,65,19.0,"+2,358","4,002",27,9,1/111,-,3.68,22,5.0
2025-10-15,水,いいえ,-517,"1,264",3,2,1/253,-,2.72,19,-,-832,"1,342",2,4,1/224,-,2.99,35,2.0,-826,"1,221",3,1,1/305,-,2.55,33,14.0,"-1,231","1,762",3,1,1/441,-,2.09,55,20.0,-517,"1,004",3,1,1/251,-,2.79,55,20.0
2025-10-14,火,いいえ,+527,"3,187",15,9,1/133,-,3.36,18,3.0,-110,"1,277",5,3,1/160,-,3.16,19,1.0,+668,"1,973",12,3,1/132,-,3.07,15,-,-505,993,3,0,1/331,-,2.58,41,22.0,-127,"2,562",12,3,1/171,-,2.42,53,12.0
2025-10-13,月,いいえ,"+1,419","2,889",18,8,1/111,-,3.84,16,2.0,-468,969,3,0,1/323,-,2.60,14,-,-180,"2,903",12,5,1/171,-,2.49,40,5.0,-935,"2,191",6,3,1/243,-,2.28,35,3.0,-223,"4,328",17,12,1/149,-,2.92,32,16.0
2025-10-12,日,はい,-274,"1,470",5,3,1/184,-,2.92,42,6.0,+933,"7,334",32,26,1/126,-,4.06,15,2.0,-340,443,0,2,1/222,-,3.42,36,5.0,+426,"6,762",31,20,1/133,-,3.35,13,-,-938,"5,430",17,17,1/160,-,2.81,31,16.0
2025-10-11,土,はい,-859,"2,369",5,7,1/197,-,2.80,28,1.0,-418,559,1,0,1/559,-,2.87,29,1.0,-620,"2,104",7,5,1/175,-,2.85,22,2.0,-185,"1,880",7,4,1/171,-,2.88,20,-,-72,"1,722",9,1,1/172,-,2.59,27,5.0
2025-10-10,金,はい,-515,655,1,1,1/328,-,3.00,18,2.0,"+2,825","8,918",44,34,1/114,-,4.86,16,5.0,-394,414,0,0,-,-,2.94,16,5.0,-173,"2,505",11,4,1/167,-,2.59,11,-,+559,"2,313",12,7,1/122,-,3.64,41,23.0
2025-10-09,木,いいえ,+49,557,3,0,1/186,-,3.10,16,4.0,-511,864,2,2,1/216,-,3.09,45,29.0,+596,"6,502",25,24,1/133,-,3.88,12,5.0,+533,287,4,0,1/72,-,3.60,7,-,-116,368,1,2,1/123,-,3.65,47,2.0
2025-10-08,水,いいえ,-405,519,1,0,1/519,-,2.92,27,2.0,+566,"6,149",30,13,1/143,-,2.49,37,10.0,"+1,172","5,404",26,17,1/126,-,3.73,14,-,-699,"1,514",3,6,1/168,-,3.38,19,5.0,-240,"3,025",11,7,1/168,-,2.67,25,6.0
2025-10-07,火,いいえ,+837,"6,180",25,25,1/124,-,4.40,15,1.0,-381,"3,199",11,7,1/178,-,2.50,59,38.0,-193,"1,124",4,2,1/187,-,2.99,21,4.0,-726,"1,126",2,1,1/375,-,2.55,14,-,"+1,579","8,723",36,36,1/121,-,4.75,17,2.0
2025-10-05,日,はい,-322,"5,134",20,13,1/156,-,2.59,19,7.0,-873,"2,330",4,8,1/194,-,2.96,55,16.0,-512,817,2,1,1/272,-,2.90,12,6.0,"+2,304","7,333",35,29,1/115,-,4.79,6,-,-532,"1,242",3,3,1/207,-,2.98,39,20.0
2025-10-04,土,はい,+535,"4,365",21,8,1/151,-,2.45,14,2.0,"-1,296","1,851",4,3,1/264,-,2.42,40,14.0,+52,"4,381",21,8,1/151,-,2.43,11,-,+178,"1,713",8,2,1/171,-,2.72,12,1.0,"-1,456","3,759",10,11,1/179,-,2.65,26,12.0
2025-10-03,金,いいえ,-336,794,2,2,1/199,-,3.19,28,12.0,+215,"3,961",16,12,1/141,-,3.23,32,4.0,-207,"1,841",6,7,1/142,-,3.56,11,-,"+1,046","2,926",15,11,1/113,-,4.16,16,1.0,"-2,164","4,764",8,21,1/164,-,3.49,15,4.0
2025-10-02,木,いいえ,-331,"2,401",9,2,1/218,-,2.16,20,9.0,-116,"3,484",11,15,1/134,-,3.97,57,23.0,+640,"4,270",20,15,1/122,-,3.98,8,-,"+1,063","7,375",32,23,1/134,-,3.41,34,14.0,+588,"4,454",22,10,1/139,-,2.84,11,3.0
2025-10-01,水,いいえ,-417,"2,227",8,6,1/159,-,3.04,11,1.0,-10,"2,815",10,8,1/156,-,3.02,46,35.0,-150,351,1,1,1/176,-,3.40,11,1.0,-878,"3,698",11,13,1/154,-,3.24,58,12.0,+656,707,6,1,1/101,-,3.53,10,-
2025-09-30,火,はい,+372,"4,167",16,13,1/144,-,3.22,9,2.0,-445,714,1,3,1/179,-,3.43,51,40.0,"+1,506","3,972",25,7,1/124,-,3.01,7,-,-496,589,1,0,1/589,-,2.83,52,1.0,+573,"2,943",13,9,1/134,-,3.44,11,2.0
2025-09-29,月,いいえ,+18,943,4,2,1/157,-,3.22,9,2.0,-207,767,3,0,1/256,-,2.83,29,17.0,+276,"1,491",8,3,1/136,-,3.23,12,3.0,+142,"5,112",21,15,1/142,-,3.10,36,7.0,+275,"1,350",6,4,1/135,-,3.44,7,-
2025-09-28,日,はい,+419,"2,985",15,6,1/142,-,2.89,15,4.0,+437,"4,661",19,16,1/133,-,3.64,28,13.0,-352,973,3,2,1/195,-,3.07,15,4.0,-557,"1,084",3,1,1/271,-,2.70,51,23.0,+73,"4,535",19,11,1/151,-,2.69,11,-
2025-09-27,土,はい,-477,501,0,1,1/501,-,3.08,24,9.0,"-1,070","4,360",13,11,1/182,-,2.37,36,12.0,+650,"3,893",20,10,1/130,-,3.28,15,-,-338,"3,943",16,9,1/158,-,2.61,49,13.0,+92,"7,015",26,24,1/140,-,3.43,15,-
2025-09-26,金,いいえ,+525,"4,501",19,18,1/122,-,4.26,22,6.0,-452,"2,919",9,7,1/182,-,2.60,16,2.0,"+1,221","2,278",13,11,1/95,-,4.68,14,-,-806,"2,652",6,12,1/147,-,3.74,42,16.0,-332,"5,469",21,14,1/156,-,2.55,26,4.0
2025-09-25,木,いいえ,+84,134,1,0,1/134,-,3.44,39,13.0,+48,"1,364",5,5,1/136,-,3.56,8,-,-144,907,3,2,1/181,-,3.15,26,1.0,-215,179,0,0,-,-,3.25,22,14.0,+115,"1,860",7,7,1/133,-,3.65,25,3.0
2025-09-24,水,いいえ,"+1,242","6,529",29,24,1/123,-,4.23,28,11.0,-362,331,0,0,-,-,3.04,11,-,+631,"4,590",21,15,1/128,-,3.71,16,5.0,-969,"1,362",2,3,1/272,-,2.73,17,1.0,-963,"1,826",4,4,1/228,-,2.64,29,1.0
2025-09-23,火,いいえ,-644,"7,173",28,11,1/184,-,1.62,53,11.0,+154,"1,132",5,1,1/189,-,2.85,11,-,-487,"3,005",12,5,1/177,-,2.39,42,18.0,+864,"7,461",31,29,1/124,-,4.39,15,4.0,"+3,123","7,880",41,32,1/108,-,5.13,24,9.0
2025-09-22,月,いいえ,"-1,304","3,015",8,11,1/159,-,3.27,34,7.0,-272,357,1,0,1/357,-,3.13,11,-,-661,"1,456",4,2,1/243,-,2.61,25,14.0,+214,"2,570",10,11,1/122,-,4.05,27,2.0,-544,"1,151",2,2,1/288,-,2.74,65,31.0
2025-09-21,日,はい,-692,"1,282",2,4,1/214,-,3.06,29,15.0,+366,"3,129",14,10,1/130,-,3.56,7,-,-372,"1,839",4,8,1/153,-,3.58,14,7.0,-143,995,4,1,1/199,-,2.91,35,6.0,-473,"4,750",14,20,1/140,-,3.90,51,16.0
2025-09-20,土,はい,-637,"1,164",2,2,1/291,-,2.73,32,3.0,+416,"5,955",28,14,1/142,-,2.68,11,-,+980,"3,179",17,7,1/132,-,3.10,14,3.0,-740,"2,295",6,7,1/177,-,2.98,29,15.0,-634,"5,282",17,16,1/160,-,2.76,45,13.0
2025-09-19,金,いいえ,-105,71,0,0,-,-,3.40,18,4.0,"+1,631","2,404",18,4,1/109,-,3.46,9,-,-328,"1,589",6,3,1/177,-,2.88,11,2.0,"+2,495","4,630",28,15,1/108,-,4.38,14,3.0,-86,648,3,0,1/216,-,2.98,37,19.0
2025-09-18,木,いいえ,"+1,396","2,905",17,9,1/112,-,3.94,16,10.0,-40,43,0,0,-,-,3.44,22,6.0,+97,"3,268",12,15,1/121,-,4.32,6,-,-555,"3,242",9,13,1/147,-,3.58,36,14.0,-280,"1,310",5,1,1/218,-,2.64,16,10.0
2025-09-17,水,いいえ,+139,"1,909",9,4,1/147,-,3.06,32,11.0,-323,600,1,2,1/200,-,3.33,21,3.0,-537,558,0,2,1/279,-,3.26,11,-,-685,"1,908",6,3,1/212,-,2.53,35,3.0,+130,"1,150",5,2,1/164,-,3.07,18,7.0
2025-09-16,火,いいえ,"+1,346","4,773",27,8,1/136,-,2.57,49,15.0,"+4,063","5,498",35,27,1/89,-,5.56,19,12.0,+126,"3,243",14,10,1/135,-,3.42,7,-,-912,"2,123",5,6,1/193,-,2.85,29,10.0,-303,837,3,1,1/209,-,2.99,34,5.0
2025-09-15,月,いいえ,"-2,418","4,526",10,9,1/238,-,1.84,72,30.0,+315,"5,853",23,20,1/136,-,3.56,42,3.0,+41,"2,067",9,5,1/148,-,3.11,7,-,+486,"2,164",11,4,1/144,-,2.97,31,24.0,+355,"5,335",21,22,1/124,-,4.34,39,8.0
2025-09-14,日,はい,-869,"1,081",1,3,1/270,-,2.96,33,25.0,"-1,265","7,584",24,29,1/143,-,3.65,54,9.0,-673,832,1,3,1/208,-,3.27,8,-,-145,"4,330",15,15,1/144,-,3.38,35,2.0,-366,"5,000",15,25,1/125,-,4.68,45,10.0
2025-09-13,土,はい,+372,"6,737",24,27,1/132,-,4.13,25,17.0,"+1,344","5,584",28,14,1/133,-,3.06,39,14.0,"+3,036","8,722",44,34,1/112,-,4.99,8,-,"+1,385","7,871",39,17,1/141,-,2.42,42,3.0,-182,625,1,1,1/313,-,3.03,42,3.0
2025-09-12,金,いいえ,-522,502,0,1,1/502,-,3.08,42,29.0,-899,"1,612",3,3,1/269,-,2.56,82,5.0,+81,850,3,4,1/121,-,3.76,13,-,-242,"3,175",11,11,1/144,-,3.41,77,25.0,"+1,363","7,850",36,25,1/129,-,3.70,52,10.0
2025-09-11,木,いいえ,-641,641,1,0,1/641,-,2.77,36,21.0,"-1,640","2,107",2,6,1/263,-,2.58,49,13.0,-744,"3,439",10,11,1/164,-,2.99,15,-,-545,"2,520",8,5,1/194,-,2.51,78,3.0,"-1,230","3,701",11,10,1/176,-,2.60,75,26.0
2025-09-10,水,はい,-712,"4,170",13,16,1/144,-,3.58,32,8.0,-427,"3,227",11,9,1/161,-,2.88,24,14.0,+452,"4,545",16,23,1/117,-,4.83,10,-,-818,"5,912",19,18,1/160,-,2.72,78,18.0,"-1,338","3,831",11,12,1/167,-,2.87,60,28.0
2025-09-09,火,いいえ,-763,"1,248",2,2,1/312,-,2.64,15,4.0,-104,"2,714",13,4,1/160,-,2.56,24,9.0,+742,"4,689",23,9,1/147,-,2.50,11,-,"-1,128","1,932",4,5,1/215,-,2.74,54,4.0,-853,"3,398",11,9,1/170,-,2.70,50,26.0
2025-09-07,日,はい,"+1,910","6,479",37,12,1/132,-,2.57,16,1.0,-875,"7,489",27,19,1/163,-,2.22,19,3.0,"+1,685","7,731",35,31,1/117,-,4.76,15,-,-62,"2,403",9,6,1/160,-,2.94,42,23.0,+532,"7,221",30,26,1/129,-,3.99,43,1.0
2025-09-06,土,はい,-152,"3,339",14,8,1/152,-,2.84,29,11.0,+234,"3,989",16,13,1/138,-,3.43,18,-,"-1,351","6,644",21,20,1/162,-,2.59,52,7.0,"-1,016","1,221",2,1,1/407,-,2.46,45,16.0,-927,"2,749",10,2,1/229,-,1.99,59,7.0
2025-09-05,金,いいえ,+672,"6,517",28,22,1/130,-,3.74,34,9.0,-222,"2,592",9,8,1/152,-,3.19,18,-,-476,"1,706",5,5,1/171,-,3.11,45,11.0,-572,"1,910",7,3,1/191,-,2.62,25,7.0,"-1,921","4,404",11,11,1/200,-,2.20,54,9.0
2025-09-04,木,いいえ,-432,951,2,3,1/190,-,3.24,47,1.0,"+1,473","3,282",16,15,1/106,-,4.67,24,2.0,+0,"4,626",17,17,1/136,-,3.69,45,21.0,-223,"1,180",4,3,1/169,-,3.17,22,-,+989,"5,776",25,22,1/123,-,4.26,46,1.0
2025-09-03,水,いいえ,-230,426,1,1,1/213,-,3.30,22,9.0,+758,"7,852",34,23,1/138,-,3.11,53,5.0,-131,550,2,1,1/183,-,3.25,48,26.0,-473,597,1,1,1/299,-,3.07,13,-,-750,"4,462",13,18,1/144,-,3.69,81,28.0
2025-09-02,火,いいえ,"+1,719","4,902",27,12,1/126,-,3.29,21,10.0,-843,"1,705",3,5,1/213,-,2.90,72,5.0,+850,"6,748",30,21,1/132,-,3.48,51,30.0,"+2,267","8,160",38,29,1/122,-,4.31,11,-,-469,"3,256",13,5,1/181,-,2.26,67,16.0
2025-09-01,月,いいえ,"-1,738","2,337",2,3,1/467,-,1.93,70,14.0,-839,"1,027",2,1,1/342,-,2.66,56,11.0,-821,"3,620",11,13,1/151,-,3.34,83,13.0,"+1,065","2,543",14,9,1/111,-,4.06,14,-,-229,"6,861",24,23,1/146,-,3.20,45,31.0
2025-08-31,日,はい,-833,"2,817",10,5,1/188,-,2.40,25,-,"-1,022","2,170",5,5,1/217,-,2.59,25,-,-385,"3,475",13,10,1/151,-,3.03,64,25.0,"-1,069","3,418",8,11,1/180,-,2.82,29,4.0,-269,"6,091",23,15,1/160,-,2.36,39,10.0
2025-08-30,土,はい,"-1,073","4,422",13,14,1/164,-,2.86,20,8.0,+291,"4,868",20,16,1/135,-,3.50,12,-,"-1,422","7,839",24,26,1/157,-,2.84,34,9.0,+18,"6,318",25,17,1/150,-,2.66,20,8.0,-987,"2,113",7,3,1/211,-,2.42,25,5.0
2025-08-29,金,いいえ,+309,"1,202",8,0,1/150,-,2.85,15,3.0,"-1,372","2,481",5,7,1/207,-,2.68,24,1.0,-591,"3,479",12,11,1/151,-,3.15,23,8.0,-686,884,2,0,1/442,-,2.60,31,7.0,"-1,086","4,177",13,11,1/174,-,2.52,12,-
2025-08-28,木,いいえ,+533,"5,390",23,18,1/131,-,3.65,14,8.0,"-1,226","2,286",5,5,1/229,-,2.47,15,1.0,-194,624,2,0,1/312,-,2.90,18,3.0,+819,"5,022",22,21,1/117,-,4.56,14,8.0,+448,"3,480",14,15,1/120,-,4.28,6,-
2025-08-27,水,いいえ,-274,"3,847",15,11,1/148,-,3.03,20,4.0,+966,"4,920",21,23,1/112,-,4.88,12,4.0,-767,743,1,0,1/743,-,2.65,12,4.0,-251,"1,438",6,0,1/240,-,2.40,16,4.0,-198,903,4,0,1/226,-,2.78,8,-
2025-08-26,火,いいえ,-253,"2,231",7,7,1/159,-,3.17,11,3.0,-336,823,2,2,1/206,-,3.15,23,8.0,+389,"1,951",10,3,1/150,-,2.88,8,2.0,+28,649,3,1,1/162,-,3.24,15,4.0,"+1,206","6,191",28,24,1/119,-,4.47,6,-
