日付,曜日,特定日,1151番台,,,,,,,,,1152番台,,,,,,,,,1153番台,,,,,,,,,1155番台,,,,,,,,,1156番台,,,,,,,,,1157番台,,,,,,,,,1158番台,,,,,,,,,1160番台,,,,,,,,,1161番台,,,,,,,,,1162番台,,,,,,,,,1163番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2026-03-20,金,はい,"-1,232","2,719",5,6,1/247,-,2.59,26,2.0,"+1,443","4,326",22,4,1/166,-,2.68,12,1.0,"+3,272","8,293",35,27,1/134,-,4.24,24,2.0,"-1,477","3,854",9,8,1/227,-,2.51,32,6.0,"+1,380","7,906",28,27,1/144,-,4.01,14,2.0,"+3,180","6,950",34,16,1/139,-,3.66,22,3.0,+386,"2,646",12,4,1/165,-,2.90,11,-,+160,"6,404",22,15,1/173,-,2.92,34,2.0,-913,"2,028",5,3,1/254,-,2.59,35,1.0,"-1,229","5,844",17,11,1/209,-,2.40,19,5.0,"-1,552","1,848",2,4,1/308,-,2.60,49,14.0
2026-03-19,木,いいえ,"-1,106","7,246",21,19,1/181,-,2.88,18,2.0,"+1,450","1,886",11,4,1/126,-,3.29,16,3.0,"-1,141","1,703",3,2,1/341,-,2.50,64,25.0,+569,"4,492",15,15,1/150,-,3.52,22,4.0,+338,"7,098",26,16,1/169,-,2.96,31,9.0,-526,575,1,0,1/575,-,2.73,39,1.0,"+1,822","8,183",32,23,1/149,-,3.69,13,2.0,"-1,021","2,769",8,3,1/252,-,2.41,69,5.0,-933,863,1,0,1/863,-,2.56,31,9.0,+95,"4,832",18,9,1/179,-,2.74,11,-,+485,"5,768",22,14,1/160,-,3.16,38,7.0
2026-03-18,水,いいえ,"+3,126","3,567",21,11,1/111,-,3.98,15,2.0,-356,780,2,1,1/260,-,2.82,19,4.0,-446,424,0,1,1/424,-,2.88,54,15.0,-185,"2,578",9,6,1/172,-,2.97,39,5.0,"+1,009","4,329",20,8,1/155,-,3.06,34,2.0,-360,639,1,2,1/213,-,2.96,32,6.0,-198,787,2,2,1/197,-,2.95,15,2.0,-219,442,1,1,1/221,-,2.95,26,7.0,"+2,075","7,076",29,21,1/142,-,3.84,15,2.0,"+1,956","3,347",16,12,1/120,-,3.87,13,-,-191,"3,394",12,5,1/200,-,2.60,74,20.0
2026-03-17,火,いいえ,-269,369,1,0,1/369,-,2.85,17,3.0,"+1,445","7,186",31,15,1/156,-,3.16,14,1.0,-244,"1,084",3,2,1/217,-,2.85,46,7.0,"+1,643","2,667",14,6,1/133,-,3.33,21,1.0,-667,"3,114",9,9,1/173,-,3.06,74,20.0,-105,67,0,0,-,-,2.96,32,9.0,"+1,540","4,698",23,8,1/152,-,3.08,13,-,-461,"1,666",6,1,1/238,-,2.61,20,3.0,-485,"1,027",2,2,1/257,-,2.81,39,7.0,-732,"1,573",3,4,1/225,-,2.83,23,2.0,-196,"3,539",13,5,1/197,-,2.59,54,8.0
2026-03-16,月,いいえ,"+1,837","7,243",30,20,1/145,-,3.70,18,-,+480,599,4,0,1/150,-,2.95,38,7.0,-803,"1,023",1,2,1/341,-,2.73,46,3.0,-900,"1,202",2,2,1/301,-,2.70,51,5.0,-337,"2,025",6,5,1/184,-,2.93,78,27.0,-515,627,1,0,1/627,-,2.70,31,10.0,+270,"5,168",19,12,1/167,-,3.02,39,1.0,+354,"1,091",5,2,1/156,-,3.01,21,1.0,-402,"1,111",3,2,1/222,-,2.84,19,1.0,-486,"3,271",12,4,1/204,-,2.54,20,1.0,-125,"3,097",9,9,1/172,-,3.07,43,4.0
2026-03-15,日,はい,"+1,080","7,098",27,21,1/148,-,3.68,46,2.0,-790,"1,113",1,4,1/223,-,2.95,47,1.0,+696,"7,052",23,23,1/153,-,3.67,39,8.0,+60,"4,052",14,11,1/162,-,3.16,31,13.0,-558,"1,625",4,2,1/271,-,2.61,81,25.0,"+3,682","7,481",35,25,1/125,-,4.37,31,13.0,-242,"1,258",4,2,1/210,-,2.83,56,9.0,"-1,023","1,160",2,0,1/580,-,2.48,18,7.0,+642,"2,321",12,3,1/155,-,2.96,18,7.0,-297,"4,265",14,12,1/164,-,3.17,11,-,-349,"5,605",18,15,1/170,-,3.08,44,5.0
2026-03-14,土,はい,-420,"2,269",7,4,1/206,-,2.73,72,3.0,-842,"2,718",9,3,1/227,-,2.51,22,11.0,-105,"5,329",17,14,1/172,-,3.03,69,11.0,"-1,736","7,031",21,11,1/220,-,2.13,28,6.0,-331,"1,404",4,2,1/234,-,2.74,79,7.0,-139,"3,227",11,7,1/179,-,2.88,55,12.0,-406,"3,517",10,9,1/185,-,2.89,58,3.0,+154,"5,410",19,14,1/164,-,3.14,11,-,-809,"2,350",6,7,1/181,-,3.01,22,11.0,+404,"4,150",17,6,1/180,-,2.67,11,-,-314,"3,091",10,7,1/182,-,2.88,43,15.0
2026-03-13,金,いいえ,-556,"2,077",6,3,1/231,-,2.64,62,14.0,-414,486,1,0,1/486,-,2.78,16,4.0,-613,"5,319",16,16,1/166,-,3.23,74,12.0,-531,334,0,0,-,-,2.79,23,5.0,-692,939,1,3,1/235,-,2.92,47,21.0,"+1,204","8,071",31,17,1/168,-,2.90,62,14.0,-315,"1,103",3,2,1/221,-,2.84,26,3.0,-823,744,0,2,1/372,-,2.82,12,3.0,"-1,139","4,978",12,15,1/184,-,2.99,18,2.0,"+1,603","5,188",23,12,1/148,-,3.32,9,-,-619,"2,541",9,2,1/231,-,2.48,48,1.0
2026-03-12,木,いいえ,"-1,513","4,268",8,11,1/225,-,2.58,43,18.0,+78,"1,085",5,0,1/217,-,2.74,15,5.0,-732,"1,046",1,2,1/349,-,2.72,64,21.0,-559,"3,780",13,7,1/189,-,2.71,17,1.0,-291,"4,902",17,9,1/189,-,2.63,25,8.0,-481,"5,275",17,14,1/170,-,3.07,86,22.0,+41,"3,312",10,10,1/166,-,3.16,15,5.0,"+1,174","3,333",16,6,1/152,-,3.07,10,-,"+1,201","2,797",13,9,1/127,-,3.58,15,5.0,-445,"1,202",4,1,1/240,-,2.72,16,1.0,"-1,351","4,631",15,3,1/257,-,2.03,43,18.0
2026-03-11,水,いいえ,+376,"6,373",21,20,1/155,-,3.53,34,1.0,+825,"2,026",10,5,1/135,-,3.26,15,1.0,-115,917,3,2,1/183,-,2.95,57,17.0,+675,"3,419",16,4,1/171,-,2.75,14,-,-455,757,2,0,1/379,-,2.70,25,2.0,"-1,552","3,291",7,6,1/253,-,2.43,85,28.0,-290,"4,631",15,14,1/160,-,3.30,40,6.0,-105,828,2,3,1/166,-,3.07,23,8.0,-515,475,0,0,-,-,2.71,29,4.0,"+2,898","5,929",32,12,1/135,-,3.59,15,1.0,"+1,080","3,901",16,11,1/144,-,3.42,33,4.0
2026-03-10,火,はい,"-1,265","2,198",6,1,1/314,-,2.34,58,10.0,"-2,089","2,181",3,1,1/545,-,2.17,25,5.0,-569,"1,249",4,0,1/312,-,2.57,41,4.0,-682,"3,317",9,8,1/195,-,2.80,15,-,"-1,367","4,203",11,6,1/247,-,2.26,20,3.0,"-2,019","2,128",3,1,1/532,-,2.20,82,24.0,-955,"2,409",4,7,1/219,-,2.82,37,5.0,-913,"3,538",10,7,1/208,-,2.62,15,-,+483,"4,711",19,10,1/162,-,3.02,32,7.0,-667,"2,030",4,7,1/185,-,3.05,17,2.0,"+1,655","7,884",33,20,1/149,-,3.56,48,7.0
2026-03-09,月,いいえ,"-1,021","1,976",5,3,1/247,-,2.62,52,7.0,+320,"3,480",13,7,1/174,-,2.88,21,3.0,-410,"1,289",4,2,1/215,-,2.81,34,12.0,+692,"2,557",10,8,1/142,-,3.35,10,-,+37,865,3,1,1/216,-,2.85,18,2.0,-949,"1,739",4,4,1/217,-,2.81,45,6.0,-4,"1,201",4,4,1/150,-,3.14,22,1.0,"+1,813","6,046",28,10,1/159,-,2.93,16,5.0,-220,362,1,0,1/362,-,2.86,39,5.0,+123,834,4,0,1/209,-,2.81,11,1.0,-872,"4,261",10,12,1/194,-,2.86,78,26.0
2026-03-08,日,はい,+379,"4,380",17,8,1/175,-,2.80,51,7.0,"+3,303","6,610",35,13,1/138,-,3.55,29,7.0,-182,"1,514",6,1,1/216,-,2.70,29,7.0,"+3,643","7,239",35,22,1/127,-,4.23,12,-,-533,561,0,2,1/281,-,2.93,31,2.0,-702,804,1,0,1/804,-,2.60,38,7.0,"-1,085","1,215",1,2,1/405,-,2.62,22,3.0,+169,"2,863",11,6,1/168,-,2.96,38,7.0,"+3,974","8,134",36,27,1/129,-,4.34,44,6.0,-185,853,3,0,1/284,-,2.72,19,7.0,"-1,126","4,276",10,13,1/186,-,2.98,83,32.0
2026-03-07,土,はい,"-1,249","1,940",4,2,1/323,-,2.45,42,2.0,"-1,158","3,285",7,7,1/235,-,2.55,62,14.0,-829,"1,655",5,0,1/331,-,2.43,15,1.0,-584,"3,776",9,13,1/172,-,3.20,22,5.0,"+2,005","2,947",16,9,1/118,-,3.72,29,7.0,-892,"1,887",4,6,1/189,-,2.99,40,11.0,"+3,328","5,543",32,11,1/129,-,3.68,17,2.0,+574,"7,899",29,20,1/161,-,3.24,48,4.0,-585,"1,133",3,0,1/378,-,2.56,64,2.0,"+1,774","4,533",21,14,1/130,-,3.82,14,-,"-1,067","1,637",3,2,1/327,-,2.54,44,2.0
2026-03-06,金,いいえ,+942,"5,671",24,12,1/158,-,3.11,33,4.0,-162,"2,389",9,3,1/199,-,2.68,55,3.0,+658,"2,702",13,3,1/169,-,2.81,14,-,-570,"1,238",3,1,1/310,-,2.63,18,4.0,"+4,103","7,642",37,23,1/127,-,4.25,28,6.0,-421,977,2,2,1/244,-,2.84,29,1.0,+368,"2,405",10,3,1/185,-,2.75,19,1.0,-787,"6,979",19,25,1/159,-,3.66,64,9.0,-928,"2,208",4,6,1/221,-,2.80,52,11.0,-979,"1,988",4,4,1/249,-,2.67,22,3.0,-619,"6,513",22,12,1/192,-,2.50,41,8.0
2026-03-05,木,いいえ,-540,"3,024",7,11,1/168,-,3.23,59,18.0,"+1,226","8,231",33,14,1/175,-,2.60,41,4.0,-281,"1,099",2,5,1/157,-,3.18,23,5.0,-38,890,3,2,1/178,-,2.97,11,-,"-1,410","2,971",7,4,1/270,-,2.36,83,18.0,"+1,752","5,688",25,14,1/146,-,3.45,18,2.0,-522,366,0,0,-,-,2.77,41,4.0,-878,"3,456",7,11,1/192,-,2.97,65,6.0,"-1,709","3,265",8,2,1/327,-,2.10,37,2.0,-478,"5,238",17,12,1/181,-,2.82,16,5.0,-680,975,1,3,1/244,-,2.90,35,12.0
2026-03-04,水,いいえ,-952,"2,251",5,6,1/205,-,2.85,50,16.0,"-1,935","3,338",7,4,1/303,-,2.20,80,3.0,"+4,839","8,179",43,19,1/132,-,3.98,24,4.0,"+2,074","7,167",28,25,1/135,-,4.15,9,-,-643,"4,485",15,6,1/214,-,2.37,77,19.0,-826,673,0,1,1/673,-,2.73,34,3.0,-457,"1,078",3,0,1/359,-,2.59,20,3.0,+445,"4,297",17,7,1/179,-,2.71,58,8.0,"-1,740","3,518",7,6,1/271,-,2.33,28,4.0,+665,"1,564",8,3,1/142,-,3.10,17,8.0,-417,"5,287",17,14,1/171,-,3.06,31,3.0
2026-03-03,火,いいえ,"-1,463","7,350",22,16,1/193,-,2.54,48,13.0,"-1,018","3,831",11,5,1/239,-,2.32,61,13.0,-322,"1,291",5,0,1/258,-,2.62,35,10.0,+200,"5,739",21,11,1/179,-,2.71,12,-,"-1,034",781,0,1,1/781,-,2.66,71,10.0,"+1,467","6,101",28,8,1/169,-,2.65,35,10.0,"+1,909","4,517",20,13,1/137,-,3.63,15,3.0,"-1,795","3,964",8,10,1/220,-,2.62,84,13.0,-720,"1,370",3,3,1/228,-,2.82,23,4.0,"+2,995","5,713",29,17,1/124,-,4.08,19,4.0,-120,"4,731",15,13,1/169,-,3.10,25,2.0
2026-03-01,日,はい,-821,"1,224",2,2,1/306,-,2.69,32,1.0,-715,"4,654",14,12,1/179,-,2.93,54,6.0,-297,"1,519",4,5,1/169,-,3.08,31,4.0,-150,"3,295",10,10,1/165,-,3.17,11,-,-999,"5,970",15,20,1/171,-,3.30,55,1.0,"-1,138","3,229",8,9,1/190,-,2.91,69,11.0,"-2,279","2,911",5,3,1/364,-,2.18,24,13.0,-581,"4,442",13,10,1/193,-,2.72,58,3.0,-419,"1,336",4,2,1/223,-,2.78,11,-,"-1,848","2,658",4,5,1/295,-,2.43,48,16.0,+793,"5,551",24,11,1/159,-,3.05,27,3.0
2026-02-28,土,はい,"+2,003","8,886",36,23,1/151,-,3.59,15,3.0,-375,671,2,0,1/336,-,2.75,35,4.0,"+6,123","7,854",44,26,1/112,-,4.64,31,3.0,"+1,155","6,984",25,22,1/149,-,3.73,12,4.0,-621,"2,508",9,4,1/193,-,2.74,44,2.0,"-1,143","1,353",1,4,1/271,-,2.80,52,8.0,-595,"8,111",26,23,1/166,-,3.28,8,2.0,-569,892,2,1,1/297,-,2.75,39,4.0,"+3,472","8,668",42,15,1/152,-,3.13,6,-,+299,"1,841",9,1,1/184,-,2.74,42,3.0,"+2,314","8,787",40,15,1/160,-,2.91,28,13.0
2026-02-27,金,いいえ,-590,"2,598",10,2,1/217,-,2.52,55,7.0,"-1,069","2,502",6,5,1/227,-,2.65,31,5.0,-381,479,1,0,1/479,-,2.78,79,24.0,"+1,310","5,390",24,8,1/168,-,2.75,12,3.0,"+1,209","6,087",25,12,1/165,-,2.94,46,15.0,-100,"6,159",22,8,1/205,-,2.24,20,8.0,"+1,113","2,113",12,2,1/151,-,2.95,7,-,-605,447,0,0,-,-,2.73,26,6.0,+977,"1,937",10,5,1/129,-,3.32,9,2.0,"+2,285","8,643",37,19,1/154,-,3.29,48,2.0,-702,706,1,0,1/706,-,2.65,82,3.0
2026-02-26,木,いいえ,-464,"1,559",3,5,1/195,-,2.98,49,4.0,"+1,843","3,585",19,9,1/128,-,3.58,29,3.0,-673,"2,234",6,6,1/186,-,2.94,45,16.0,"-1,270","6,520",19,18,1/176,-,3.02,26,7.0,-596,519,0,1,1/519,-,2.82,78,3.0,+546,"5,583",21,18,1/143,-,3.72,19,4.0,-546,"3,446",11,7,1/191,-,2.75,14,-,"-1,179","1,386",1,4,1/277,-,2.78,26,7.0,+173,"2,051",8,3,1/186,-,2.80,15,1.0,"-1,057","1,476",2,3,1/295,-,2.68,88,10.0,-156,"2,674",10,2,1/223,-,2.48,75,26.0
2026-02-25,水,いいえ,+121,"8,531",30,22,1/164,-,3.21,36,7.0,-356,"1,974",7,2,1/219,-,2.64,54,10.0,"-1,217","1,529",2,2,1/382,-,2.52,44,8.0,-537,"2,979",9,6,1/199,-,2.74,14,-,-493,"3,192",9,8,1/188,-,2.88,78,24.0,-443,589,1,0,1/589,-,2.72,26,7.0,+830,"5,012",19,12,1/162,-,3.11,19,5.0,-597,"2,969",9,8,1/175,-,3.01,14,-,-716,"2,103",6,3,1/234,-,2.62,29,1.0,"-1,354","3,324",7,8,1/222,-,2.65,86,8.0,-983,"3,215",9,4,1/247,-,2.37,28,2.0
2026-02-24,火,いいえ,-920,"3,782",11,7,1/210,-,2.57,57,9.0,-819,"1,349",3,1,1/337,-,2.57,39,3.0,-21,"2,529",10,3,1/195,-,2.68,36,3.0,+503,"2,851",12,6,1/158,-,3.05,12,5.0,-816,938,1,1,1/469,-,2.65,78,21.0,"-1,176",886,0,2,1/443,-,2.73,21,2.0,+254,"1,671",8,1,1/186,-,2.76,33,8.0,"+1,131","7,399",33,12,1/164,-,2.79,7,-,-672,"2,786",6,8,1/199,-,2.88,25,4.0,-454,"1,063",3,1,1/266,-,2.73,48,9.0,-418,535,1,1,1/268,-,2.89,19,7.0
2026-02-23,月,いいえ,-731,"5,525",18,12,1/184,-,2.74,51,2.0,-861,"1,153",2,1,1/384,-,2.60,33,7.0,"-1,125","1,570",3,2,1/314,-,2.57,26,10.0,"+2,785","3,696",21,9,1/123,-,3.67,12,3.0,-618,657,1,0,1/657,-,2.68,78,27.0,+323,"3,216",10,9,1/169,-,3.08,16,1.0,"+3,394","6,964",35,15,1/139,-,3.60,46,13.0,+182,"2,247",9,5,1/161,-,3.04,12,3.0,+689,"4,362",18,8,1/168,-,2.88,15,3.0,"-1,533","1,985",2,4,1/331,-,2.52,49,3.0,-764,"1,697",4,3,1/242,-,2.70,9,-
2026-02-22,日,はい,"+1,528","4,498",21,10,1/145,-,3.31,49,11.0,+905,"5,137",20,13,1/156,-,3.25,26,4.0,-924,"1,135",1,3,1/284,-,2.80,19,4.0,-714,"6,203",19,14,1/188,-,2.69,22,3.0,-293,"4,275",13,12,1/171,-,3.08,51,2.0,-451,"1,312",4,2,1/219,-,2.79,26,4.0,+62,"6,446",22,11,1/195,-,2.42,65,14.0,+134,"5,729",20,14,1/169,-,3.03,15,3.0,"+1,398","7,606",30,19,1/155,-,3.36,12,4.0,"-1,016","3,489",10,6,1/218,-,2.53,38,12.0,+154,"4,541",17,10,1/168,-,2.97,8,-
2026-02-21,土,はい,"-2,514","3,268",3,7,1/327,-,2.30,62,3.0,-399,"6,794",24,16,1/170,-,2.98,59,13.0,"+1,289","3,157",14,8,1/144,-,3.30,15,6.0,+15,"4,900",18,12,1/163,-,3.10,15,6.0,"-1,157","5,673",16,14,1/189,-,2.76,46,13.0,+936,"7,276",30,16,1/158,-,3.16,16,1.0,"-1,173","2,140",5,4,1/238,-,2.65,95,33.0,+0,"6,648",24,12,1/185,-,2.56,33,1.0,+167,"5,025",19,12,1/162,-,3.10,22,6.0,-796,"4,341",14,6,1/217,-,2.37,32,10.0,"-1,034","3,846",10,11,1/183,-,2.97,9,-
2026-02-20,金,はい,-617,"6,022",19,16,1/172,-,3.05,54,10.0,"-1,353","2,206",4,5,1/245,-,2.67,55,1.0,"+3,150","8,720",43,13,1/156,-,2.92,32,7.0,-782,"2,434",6,7,1/187,-,2.96,25,9.0,-469,"2,798",9,5,1/200,-,2.71,43,1.0,-206,"6,134",18,20,1/161,-,3.44,14,7.0,"-1,279","4,914",15,8,1/214,-,2.38,94,39.0,"-1,058",942,1,0,1/942,-,2.52,44,1.0,"-1,123","8,254",28,14,1/197,-,2.28,42,10.0,-289,"2,332",7,6,1/179,-,2.96,16,2.0,+27,"6,315",20,20,1/158,-,3.48,7,-
2026-02-19,木,いいえ,+0,"7,188",27,15,1/171,-,2.85,34,10.0,+256,"2,337",10,4,1/167,-,2.92,51,14.0,-51,"7,358",25,14,1/189,-,2.51,62,11.0,+523,"3,266",13,7,1/163,-,3.01,15,1.0,-950,"5,769",20,9,1/199,-,2.40,37,3.0,+562,"1,997",9,3,1/166,-,2.91,14,5.0,"-2,870","6,331",13,14,1/234,-,2.26,90,28.0,-331,637,2,0,1/319,-,2.77,37,3.0,-714,"2,288",5,5,1/229,-,2.70,24,6.0,+531,"1,527",7,3,1/153,-,3.04,18,3.0,"+2,568","6,106",30,13,1/142,-,3.46,9,-
2026-02-18,水,いいえ,"-1,058","1,978",4,4,1/247,-,2.67,54,12.0,+135,867,4,2,1/145,-,3.07,55,1.0,"-1,279","5,633",15,11,1/217,-,2.37,54,12.0,"-1,143","3,740",7,11,1/208,-,2.80,20,2.0,-450,581,0,2,1/291,-,2.92,32,6.0,-183,521,1,1,1/261,-,2.90,22,2.0,"-1,298","4,921",13,11,1/205,-,2.59,74,19.0,"+3,010","7,535",35,19,1/140,-,3.77,42,10.0,-910,"1,191",2,2,1/298,-,2.71,18,10.0,"+2,733","3,008",17,11,1/107,-,4.00,26,4.0,"+3,242","6,228",32,17,1/127,-,4.02,8,-
2026-02-17,火,いいえ,"-1,019","1,237",2,1,1/412,-,2.56,50,1.0,-743,"6,186",21,15,1/172,-,2.97,80,19.0,+78,"5,500",19,14,1/167,-,3.09,49,12.0,"+1,104","4,380",17,15,1/137,-,3.74,15,1.0,-863,"2,197",5,5,1/220,-,2.75,26,6.0,-30,"1,329",6,0,1/222,-,2.67,20,5.0,"-1,384","2,585",7,2,1/287,-,2.33,61,11.0,-618,"1,605",5,0,1/321,-,2.45,88,8.0,+164,"5,942",20,15,1/170,-,3.04,14,4.0,-806,"1,482",3,2,1/296,-,2.62,37,11.0,+222,"7,937",30,16,1/173,-,2.78,10,-
2026-02-16,月,いいえ,-616,"1,210",2,4,1/202,-,2.97,22,6.0,-603,"6,338",20,17,1/171,-,3.07,59,25.0,-794,"1,430",2,3,1/286,-,2.70,83,24.0,-80,385,1,1,1/193,-,2.98,26,3.0,"+4,630","8,191",42,25,1/122,-,4.43,26,3.0,-502,927,1,3,1/232,-,2.93,15,-,"-1,216","2,645",7,3,1/265,-,2.41,28,2.0,-70,808,3,1,1/202,-,2.88,87,4.0,"+1,678","8,461",35,21,1/151,-,3.50,23,1.0,-347,229,0,0,-,-,2.86,34,6.0,-773,"3,566",10,8,1/198,-,2.74,16,1.0
2026-02-15,日,はい,+975,"7,656",28,23,1/150,-,3.69,16,4.0,"-1,389","1,590",3,0,1/530,-,2.33,59,4.0,-645,"5,422",17,14,1/175,-,2.98,76,17.0,+363,"4,194",17,6,1/182,-,2.65,31,13.0,+531,"6,658",24,18,1/159,-,3.33,41,10.0,+243,"3,067",11,9,1/153,-,3.25,10,-,+156,"5,584",21,10,1/180,-,2.67,18,2.0,"-2,182","3,530",7,5,1/294,-,2.22,89,13.0,-562,"3,679",12,9,1/175,-,2.95,55,14.0,-748,914,1,2,1/305,-,2.80,31,13.0,+554,"8,139",29,23,1/157,-,3.49,12,2.0
2026-02-14,土,はい,"-2,301","1,941",1,2,1/647,-,2.26,20,5.0,-708,"7,801",29,13,1/186,-,2.44,40,2.0,"-1,494","1,724",2,2,1/431,-,2.42,64,18.0,"-1,354","1,494",2,3,1/299,-,2.67,15,1.0,-716,"1,859",5,4,1/207,-,2.82,46,6.0,"+2,384","7,918",34,24,1/137,-,4.07,14,3.0,-630,"3,468",11,7,1/193,-,2.74,36,7.0,-564,"2,793",7,7,1/200,-,2.82,80,16.0,-351,"2,713",9,4,1/209,-,2.63,38,2.0,"+2,712","8,049",38,18,1/144,-,3.58,29,9.0,"+3,123","7,777",35,21,1/139,-,3.88,11,-
2026-02-13,金,いいえ,"+1,064","7,684",30,17,1/163,-,3.05,6,-,-756,488,0,0,-,-,2.70,40,2.0,-711,"1,151",2,2,1/288,-,2.73,64,18.0,+41,"3,873",15,6,1/184,-,2.68,16,10.0,-416,"3,471",13,4,1/204,-,2.51,42,2.0,-625,557,0,1,1/557,-,2.79,38,12.0,+263,"5,092",19,11,1/170,-,2.93,24,7.0,"-1,001","4,032",12,8,1/202,-,2.62,92,28.0,+50,"2,863",11,6,1/168,-,2.96,26,2.0,"-1,119","3,762",11,6,1/221,-,2.46,46,4.0,"-1,474","2,198",4,4,1/275,-,2.55,17,1.0
2026-02-12,木,いいえ,-40,692,3,0,1/231,-,2.81,17,1.0,-619,751,1,2,1/250,-,2.89,34,9.0,+726,"5,574",24,11,1/159,-,3.03,50,12.0,+29,735,3,1,1/184,-,2.93,24,4.0,-261,167,0,0,-,-,2.89,25,1.0,+518,"4,387",18,9,1/162,-,3.00,16,4.0,-210,"1,498",5,2,1/214,-,2.76,38,4.0,"-1,408","3,116",8,5,1/240,-,2.47,90,40.0,-322,609,1,1,1/305,-,2.84,34,9.0,-614,"1,792",5,4,1/199,-,2.86,20,3.0,"+2,689","4,449",25,8,1/135,-,3.39,12,-
2026-02-11,水,いいえ,-804,"2,574",8,3,1/234,-,2.51,9,-,"+1,148","6,206",25,14,1/159,-,3.14,17,3.0,-933,"4,363",12,10,1/198,-,2.69,85,14.0,-990,"1,063",2,0,1/532,-,2.53,22,2.0,-743,908,1,1,1/454,-,2.67,20,1.0,-276,"6,010",21,12,1/182,-,2.69,40,18.0,"-1,197","2,778",6,5,1/253,-,2.51,41,1.0,-955,"4,320",12,8,1/216,-,2.48,71,30.0,-69,"1,303",5,2,1/186,-,2.88,19,2.0,"+2,009","8,728",34,26,1/145,-,3.89,12,3.0,+480,"5,008",20,11,1/162,-,3.06,14,2.0
2026-02-10,火,はい,+902,"4,179",19,11,1/139,-,3.49,7,-,+799,"3,926",18,6,1/164,-,2.87,24,2.0,-714,"8,221",25,25,1/164,-,3.40,82,33.0,+290,"3,786",15,7,1/172,-,2.86,15,8.0,"-1,233","1,837",4,4,1/230,-,2.75,15,8.0,-555,"6,913",23,19,1/165,-,3.23,43,4.0,+960,"6,918",27,12,1/177,-,2.63,39,15.0,-216,"5,791",19,13,1/181,-,2.79,49,4.0,-451,"2,009",6,3,1/223,-,2.67,17,2.0,-655,"4,629",13,14,1/171,-,3.14,45,2.0,"-1,564","2,389",4,4,1/299,-,2.45,22,5.0
2026-02-09,月,いいえ,+921,"3,970",19,6,1/159,-,2.92,8,-,-579,"1,928",5,5,1/193,-,2.91,51,12.0,-933,"6,705",23,13,1/186,-,2.58,39,3.0,-569,860,2,0,1/430,-,2.64,16,4.0,+781,"3,117",14,5,1/164,-,2.91,11,3.0,+120,"5,476",18,17,1/156,-,3.43,20,1.0,+26,"2,247",8,4,1/187,-,2.82,53,2.0,-851,"6,208",19,13,1/194,-,2.57,19,3.0,-352,591,1,0,1/591,-,2.72,11,3.0,"-1,358","1,412",1,2,1/471,-,2.52,36,16.0,"+1,436","5,468",20,17,1/148,-,3.59,12,1.0
2026-02-08,日,はい,+17,"4,943",17,15,1/154,-,3.40,7,-,-310,"2,240",7,4,1/204,-,2.75,39,13.0,-245,"4,883",18,8,1/188,-,2.59,25,5.0,"+2,480","6,447",31,15,1/140,-,3.60,9,2.0,"+1,868","6,952",31,13,1/158,-,3.03,15,2.0,-699,"1,713",5,2,1/245,-,2.64,26,1.0,"-1,850","3,511",8,6,1/251,-,2.39,67,28.0,"+1,174","3,386",17,6,1/147,-,3.12,20,4.0,+83,"4,105",14,9,1/178,-,2.86,13,1.0,-593,"1,123",3,0,1/374,-,2.57,16,1.0,+910,"6,290",27,13,1/157,-,3.11,12,3.0
2026-02-07,土,はい,"+3,362","7,035",37,14,1/138,-,3.58,6,-,"-1,032","2,109",5,2,1/301,-,2.43,21,5.0,"-2,370","2,280",3,1,1/570,-,2.14,25,4.0,"-1,580","2,725",5,4,1/303,-,2.36,44,2.0,-325,"3,867",14,7,1/184,-,2.73,26,1.0,-143,"3,732",12,10,1/170,-,3.06,14,1.0,+273,"4,422",17,10,1/164,-,3.04,39,13.0,"-1,968","2,063",3,0,1/688,-,2.13,42,3.0,+67,"4,946",18,9,1/183,-,2.68,13,7.0,+325,"6,342",26,8,1/187,-,2.40,16,2.0,-634,"5,632",20,8,1/201,-,2.36,25,4.0
