日付,曜日,特定日,1158番台,,,,,,,,,1160番台,,,,,,,,,1161番台,,,,,,,,,1162番台,,,,,,,,,1163番台,,,,,,,,,1175番台,,,,,,,,,1176番台,,,,,,,,,1177番台,,,,,,,,,1178番台,,,,,,,,,1180番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-06-24,火,いいえ,-210,322,1,0,1/322,-,3.27,22,4.0,-241,700,2,1,1/233,-,3.24,48,24.0,"+1,137","6,558",29,18,1/140,-,4.54,24,2.0,-906,"2,113",6,2,1/264,-,2.57,18,-,"-1,266","3,876",12,4,1/242,-,2.20,94,46.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-23,月,いいえ,-458,713,1,2,1/238,-,3.35,18,4.0,+370,"4,454",21,6,1/165,-,3.00,29,11.0,-192,"1,283",5,1,1/214,-,3.01,68,39.0,+410,"3,170",17,2,1/167,-,2.84,14,-,-610,"1,931",6,4,1/193,-,3.20,91,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-22,日,はい,"+3,346","8,994",52,15,1/134,-,4.26,19,-,-469,"2,389",9,3,1/199,-,2.87,52,6.0,-663,"5,979",23,9,1/187,-,2.53,46,25.0,"-1,109","3,967",14,8,1/180,-,3.09,21,2.0,"-1,479","5,619",17,15,1/176,-,3.43,85,33.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-21,土,はい,-597,"4,259",17,4,1/203,-,2.35,35,22.0,-596,"1,816",5,4,1/202,-,3.19,38,3.0,"-2,112","4,624",13,5,1/257,-,2.00,44,6.0,"-1,144","1,911",5,1,1/319,-,2.43,13,-,"-1,316","6,255",18,13,1/202,-,2.59,61,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-20,金,はい,"+2,315","7,061",38,13,1/138,-,4.07,29,3.0,-114,454,2,0,1/227,-,3.25,31,2.0,+425,"1,874",10,3,1/144,-,3.55,26,15.0,+700,"4,575",24,6,1/153,-,3.24,11,-,-676,"4,284",14,13,1/159,-,3.94,47,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-19,木,いいえ,"+1,554","6,387",33,11,1/145,-,3.69,50,2.0,-754,"1,766",4,3,1/252,-,2.87,21,7.0,"-1,391","3,220",8,5,1/248,-,2.46,26,5.0,+356,"5,200",23,10,1/158,-,3.43,14,-,+89,"5,688",25,10,1/163,-,3.19,48,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-18,水,いいえ,-877,"2,742",8,5,1/211,-,2.87,87,11.0,-239,"5,301",22,9,1/171,-,2.98,11,-,+814,"5,241",24,14,1/138,-,4.40,18,7.0,"+1,586","5,374",30,8,1/141,-,3.65,25,7.0,-842,990,1,1,1/495,-,2.80,76,51.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-17,火,いいえ,"-1,349","6,553",23,14,1/177,-,3.04,84,34.0,"+1,149","4,819",24,12,1/134,-,4.38,9,-,-528,595,1,0,1/595,-,2.96,42,33.0,-324,"4,132",14,10,1/172,-,3.39,46,4.0,"-1,252","2,794",7,3,1/279,-,2.33,50,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-16,月,いいえ,"-1,946","4,175",9,8,1/246,-,2.40,56,12.0,-155,362,1,0,1/362,-,3.22,11,-,+376,"3,680",17,6,1/160,-,3.27,44,15.0,+514,"4,650",22,9,1/150,-,3.63,29,7.0,"-1,172","4,355",13,11,1/181,-,3.28,22,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-15,日,はい,-343,"2,734",11,5,1/171,-,3.25,37,23.0,"+2,238","8,375",43,16,1/142,-,4.04,9,-,-995,"1,464",3,3,1/244,-,3.05,48,11.0,-120,"3,149",11,9,1/157,-,3.79,56,8.0,+833,"5,454",24,11,1/156,-,3.53,14,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-14,土,はい,-203,"3,979",18,5,1/173,-,2.87,35,9.0,-474,"3,019",10,7,1/178,-,3.31,18,-,-686,"4,751",20,3,1/207,-,2.13,22,4.0,-375,"5,573",22,9,1/180,-,2.75,55,20.0,-23,"9,217",36,19,1/168,-,3.15,26,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-13,金,いいえ,-416,"1,320",3,4,1/189,-,3.47,16,3.0,"+1,260","5,397",24,17,1/132,-,4.81,16,3.0,+736,"2,700",14,6,1/135,-,3.94,13,-,-726,"1,424",3,4,1/203,-,3.35,34,8.0,"-1,269","3,746",13,2,1/250,-,2.06,26,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-12,木,いいえ,+166,"2,244",8,8,1/140,-,4.13,12,-,+521,"4,822",23,9,1/151,-,3.57,24,8.0,-394,940,3,0,1/313,-,2.86,29,5.0,-641,753,1,2,1/251,-,3.30,32,3.0,-777,"1,409",3,3,1/235,-,3.11,16,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-11,水,いいえ,-434,"1,130",4,1,1/226,-,3.04,25,6.0,-788,"1,423",3,1,1/356,-,2.63,30,5.0,-520,"1,100",4,0,1/275,-,2.83,19,10.0,-398,819,1,4,1/164,-,3.76,25,6.0,"+1,026","2,560",16,3,1/135,-,3.60,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-10,火,はい,"+1,136","5,275",27,11,1/139,-,4.08,24,10.0,+325,"5,852",25,11,1/163,-,3.26,28,4.0,-810,"2,660",8,4,1/222,-,2.72,14,1.0,+887,"8,621",39,22,1/141,-,4.54,24,10.0,+948,"4,924",24,9,1/149,-,3.60,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-09,月,いいえ,-850,"3,245",11,3,1/232,-,2.36,36,2.0,-192,"2,988",11,9,1/149,-,3.97,53,17.0,+591,"5,220",24,10,1/154,-,3.53,12,-,-344,311,0,0,-,-,3.14,34,7.0,+562,"6,073",28,12,1/152,-,3.63,27,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-08,日,はい,-386,"1,784",5,5,1/178,-,3.48,23,11.0,-893,"2,645",9,1,1/265,-,2.26,52,7.0,+338,"4,092",17,9,1/157,-,3.57,12,-,-344,"3,171",12,5,1/187,-,2.93,29,6.0,-544,"4,376",14,12,1/168,-,3.61,45,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-07,土,はい,"+2,406","6,733",34,15,1/137,-,4.34,21,2.0,-384,"1,264",5,0,1/253,-,2.79,19,1.0,+337,"5,447",23,13,1/151,-,3.87,18,-,"+3,320","8,109",50,13,1/129,-,4.43,24,3.0,-128,"3,431",13,7,1/172,-,3.26,49,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-06,金,いいえ,-221,"2,517",9,7,1/157,-,3.72,49,5.0,+167,"3,118",14,5,1/164,-,3.23,19,-,-528,"2,754",10,3,1/212,-,2.65,30,11.0,-588,"2,020",7,4,1/184,-,3.23,44,11.0,-270,"6,656",24,11,1/190,-,2.49,33,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-05,木,いいえ,-568,"2,563",8,6,1/183,-,3.28,53,12.0,+295,"2,335",10,5,1/156,-,3.55,32,13.0,"+1,196","4,795",24,10,1/141,-,3.96,14,-,-338,283,0,0,-,-,3.17,41,9.0,"+2,669","5,967",39,6,1/133,-,3.70,19,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-04,水,いいえ,-745,"1,758",5,1,1/293,-,2.56,36,14.0,"-1,217","2,352",6,0,1/392,-,2.06,36,14.0,-587,"4,602",15,13,1/164,-,3.74,41,5.0,-445,"1,307",4,3,1/187,-,3.36,22,-,-584,"7,480",28,18,1/163,-,3.60,71,30.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
