日付,曜日,特定日,1158番台,,,,,,,,,1160番台,,,,,,,,,1161番台,,,,,,,,,1162番台,,,,,,,,,1163番台,,,,,,,,,1175番台,,,,,,,,,1176番台,,,,,,,,,1177番台,,,,,,,,,1178番台,,,,,,,,,1180番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2026-02-13,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+799,"2,381",14,3,1/140,-,3.53,26,3.0,-160,162,0,0,-,-,3.31,26,3.0,+538,651,5,1,1/109,-,3.73,16,-,-194,133,0,0,-,-,3.34,23,7.0,"+1,462","7,400",34,19,1/140,-,4.52,44,18.0
2026-02-12,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-221,791,1,5,1/132,-,4.05,56,23.0,"+1,501","2,931",20,1,1/140,-,3.22,25,12.0,+42,"1,861",8,2,1/186,-,3.04,33,8.0,+111,"2,925",12,6,1/163,-,3.42,13,-,-504,"2,635",8,6,1/188,-,3.21,78,22.0
2026-02-11,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-722,"3,348",11,10,1/159,-,3.82,32,1.0,"-1,037","2,507",7,4,1/228,-,2.75,64,32.0,+851,"3,433",18,5,1/149,-,3.42,31,6.0,-170,"2,395",9,5,1/171,-,3.35,25,-,-191,"2,748",11,5,1/172,-,3.23,85,21.0
2026-02-10,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-526,762,1,1,1/381,-,3.04,20,6.0,-26,"2,865",13,3,1/179,-,2.89,39,19.0,-639,"2,277",7,6,1/175,-,3.46,65,26.0,"+4,068","6,847",44,15,1/116,-,5.13,14,-,-705,"1,455",3,3,1/243,-,3.06,85,20.0
2026-02-09,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-159,324,1,0,1/324,-,3.26,14,-,-631,706,1,0,1/706,-,2.85,26,12.0,-316,"1,151",4,0,1/288,-,2.78,41,15.0,-100,920,4,0,1/230,-,3.01,46,5.0,-644,545,1,0,1/545,-,3.02,78,32.0
2026-02-08,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+421,"6,834",29,13,1/163,-,3.24,13,-,-670,"2,317",8,5,1/178,-,3.30,20,7.0,-227,"3,199",13,4,1/188,-,2.80,34,8.0,-641,"1,605",5,3,1/201,-,3.16,26,6.0,-586,"1,871",5,3,1/234,-,2.89,61,27.0
2026-02-07,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-87,"1,249",6,0,1/208,-,2.93,29,8.0,+795,"8,004",33,19,1/154,-,3.89,11,-,-457,"5,574",21,13,1/164,-,3.50,21,6.0,-808,"1,971",7,1,1/246,-,2.59,15,4.0,"-1,517","3,000",8,4,1/250,-,2.45,46,17.0
2026-02-06,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-420,"1,881",7,2,1/209,-,2.89,14,1.0,-485,"2,425",11,1,1/202,-,2.62,21,5.0,-477,718,1,0,1/718,-,2.84,16,2.0,+313,"2,173",10,3,1/167,-,3.22,13,-,-675,574,0,0,-,-,2.86,41,20.0
2026-02-05,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,501","5,747",32,13,1/128,-,4.60,14,2.0,-723,"1,320",1,5,1/220,-,3.45,17,3.0,+257,"3,272",16,4,1/164,-,3.08,12,-,-537,392,0,0,-,-,3.05,20,3.0,-772,"1,281",3,1,1/320,-,2.76,23,3.0
2026-02-04,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+20,"2,954",11,5,1/185,-,3.02,36,20.0,+767,"4,365",20,11,1/141,-,4.14,10,-,-396,329,0,0,-,-,3.12,15,2.0,+415,"6,978",29,17,1/152,-,3.97,13,3.0,-161,760,2,2,1/190,-,3.44,16,1.0
2026-02-03,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-513,686,1,2,1/229,-,3.38,54,35.0,+504,"2,709",14,4,1/151,-,3.42,16,5.0,"+1,178","7,701",35,16,1/151,-,3.76,17,1.0,-375,513,1,0,1/513,-,3.05,19,2.0,-477,"3,491",13,4,1/205,-,2.55,11,-
2026-02-01,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-121,"4,747",21,5,1/183,-,2.54,38,1.0,-363,912,2,3,1/182,-,3.53,26,11.0,-256,"5,170",19,12,1/167,-,3.43,37,11.0,+925,"2,782",15,7,1/126,-,4.22,15,6.0,"+2,100","7,144",36,13,1/146,-,3.76,9,-
2026-01-31,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-162,"1,746",7,4,1/159,-,3.54,34,8.0,"+1,542","7,510",35,19,1/139,-,4.53,26,7.0,+607,"3,376",17,4,1/161,-,3.10,44,10.0,+373,"4,869",22,9,1/157,-,3.40,19,10.0,"+5,703","8,575",57,21,1/110,-,5.55,9,-
2026-01-30,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+887,"5,215",23,12,1/149,-,3.87,18,2.0,-266,"4,459",17,8,1/178,-,2.97,56,3.0,-718,"2,979",10,4,1/213,-,2.66,53,12.0,-898,"2,076",5,3,1/260,-,2.70,41,23.0,-453,"1,163",4,1,1/233,-,3.00,16,-
2026-01-29,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,704","1,904",1,4,1/381,-,2.63,28,13.0,-714,"1,694",5,2,1/242,-,2.83,51,7.0,+206,"4,109",17,9,1/158,-,3.55,44,13.0,-598,"3,099",10,6,1/194,-,2.99,31,3.0,"+1,629","3,732",22,4,1/144,-,3.38,15,-
2026-01-28,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-193,599,2,1,1/200,-,3.36,18,2.0,+491,"1,520",9,1,1/152,-,3.29,26,8.0,-380,"3,087",10,9,1/162,-,3.73,49,21.0,+921,"5,008",21,17,1/132,-,4.83,28,2.0,"+1,049","5,588",27,11,1/147,-,3.76,16,-
2026-01-27,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-237,208,0,0,-,-,3.26,12,-,"-1,056","7,052",30,10,1/176,-,2.57,44,32.0,-840,"3,144",9,5,1/225,-,2.62,46,2.0,-666,967,3,0,1/322,-,2.84,49,3.0,-256,"1,110",4,1,1/222,-,3.06,51,2.0
2026-01-26,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+383,"6,374",27,16,1/148,-,4.10,8,-,-207,"2,172",8,5,1/167,-,3.46,38,30.0,-385,"2,455",9,3,1/205,-,2.81,41,3.0,+848,"2,424",14,2,1/152,-,3.22,47,6.0,-924,"2,837",9,5,1/203,-,2.90,50,3.0
2026-01-25,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-575,"1,135",2,2,1/284,-,3.02,10,-,-710,797,1,0,1/797,-,2.76,33,23.0,-949,"3,016",8,7,1/201,-,3.06,37,4.0,-395,276,0,1,1/276,-,3.45,49,5.0,+237,"4,708",19,13,1/147,-,4.12,44,7.0
2026-01-24,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,312","5,949",30,16,1/129,-,4.77,8,-,-409,966,3,0,1/322,-,2.84,30,5.0,-135,"4,737",19,13,1/148,-,4.09,25,17.0,-498,"5,584",21,10,1/180,-,2.84,45,15.0,-846,"2,166",6,3,1/241,-,2.73,59,14.0
2026-01-23,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,043","4,644",22,12,1/137,-,4.32,13,-,-162,300,1,0,1/300,-,3.29,14,1.0,+263,"4,483",21,5,1/172,-,2.75,25,11.0,-522,360,0,0,-,-,3.08,43,18.0,-152,"3,392",14,5,1/179,-,2.96,52,9.0
2026-01-22,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+902,"1,906",12,2,1/136,-,3.53,24,15.0,"+1,699","4,249",25,9,1/125,-,4.41,9,-,"+1,031","2,839",17,5,1/129,-,3.94,34,10.0,-399,495,1,0,1/495,-,3.07,38,4.0,+980,"6,160",30,10,1/154,-,3.33,51,13.0
2026-01-21,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-889,"1,175",3,0,1/392,-,2.64,28,19.0,"+1,363","5,211",25,11,1/145,-,3.90,9,-,-68,"2,422",11,1,1/202,-,2.63,69,30.0,-879,"2,618",8,2,1/262,-,2.37,39,11.0,"-1,459","2,247",4,3,1/321,-,2.45,86,17.0
2026-01-20,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+621,"7,259",30,20,1/145,-,4.42,25,4.0,-30,"6,590",25,18,1/153,-,4.09,21,-,"-1,144","1,244",2,1,1/415,-,2.68,71,40.0,-920,837,1,0,1/837,-,2.72,31,6.0,"-1,017","3,676",11,8,1/193,-,3.01,78,7.0
2026-01-19,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+585,"2,560",14,3,1/151,-,3.33,23,2.0,-519,932,3,0,1/311,-,2.87,21,-,-160,"1,017",4,2,1/170,-,3.42,61,2.0,"+3,095","3,868",29,6,1/111,-,4.59,26,3.0,-180,618,2,0,1/309,-,3.07,59,33.0
2026-01-18,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-985,"1,207",2,0,1/604,-,2.50,33,19.0,-366,"2,268",8,4,1/189,-,3.10,14,-,-6,"4,127",17,6,1/179,-,2.84,69,27.0,"+1,522","5,690",29,12,1/139,-,4.13,37,4.0,-629,"2,257",7,6,1/174,-,3.48,42,5.0
2026-01-17,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,104","2,670",9,2,1/243,-,2.42,31,22.0,"+1,173","3,298",21,2,1/143,-,3.21,9,-,-272,"3,396",15,3,1/189,-,2.63,52,11.0,"-1,163","3,212",10,3,1/247,-,2.30,85,33.0,-873,"2,026",5,1,1/338,-,2.35,41,10.0
2026-01-16,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-250,849,3,2,1/170,-,3.48,15,2.0,+175,"2,290",11,3,1/164,-,3.22,13,-,-457,373,0,0,-,-,3.07,54,20.0,-823,653,0,1,1/653,-,3.02,84,30.0,-402,"1,278",3,3,1/213,-,3.25,34,19.0
2026-01-15,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+127,"2,840",14,3,1/167,-,3.03,14,2.0,"+2,826","3,854",27,6,1/117,-,4.38,12,-,-238,"2,074",9,4,1/160,-,3.44,50,27.0,"-1,283","1,411",1,2,1/470,-,2.63,76,26.0,-740,954,1,0,1/954,-,2.61,23,9.0
2026-01-14,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-781,"1,055",2,0,1/528,-,2.63,19,8.0,-378,"1,616",5,4,1/180,-,3.41,31,12.0,-170,"5,210",23,6,1/180,-,2.56,55,24.0,-173,"2,794",11,7,1/155,-,3.68,62,7.0,-180,254,1,0,1/254,-,3.34,11,-
2026-01-13,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,191","2,839",16,7,1/123,-,4.29,9,-,-159,129,0,0,-,-,3.35,19,8.0,-425,"2,606",9,6,1/174,-,3.37,52,33.0,-404,845,3,0,1/282,-,2.96,56,4.0,"+1,026",745,8,1,1/83,-,4.05,11,2.0
2026-01-12,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+324,"4,404",21,8,1/152,-,3.51,16,-,-452,660,1,0,1/660,-,2.90,16,-,-646,"2,812",9,5,1/201,-,2.92,48,7.0,+225,"2,978",14,4,1/165,-,3.13,41,25.0,"+3,648","6,486",42,15,1/114,-,5.20,16,-
2026-01-11,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,051","2,599",7,5,1/217,-,2.89,-,-,"+3,303","6,796",40,19,1/115,-,5.33,-,-,"+1,205","3,948",18,15,1/120,-,5.02,-,-,-421,583,1,1,1/292,-,3.23,-,-,-520,974,2,2,1/244,-,3.19,-,-
2026-01-10,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,085","6,199",29,16,1/138,-,4.47,-,-,-830,"1,841",4,3,1/263,-,2.80,-,-,"-1,163","9,014",30,23,1/170,-,3.48,-,-,"-2,040","6,094",17,12,1/210,-,2.44,-,-,-564,"2,459",9,0,1/273,-,2.22,-,-
2026-01-09,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-375,506,1,0,1/506,-,3.06,-,-,"+1,190","4,263",23,7,1/142,-,3.68,-,-,-274,"1,476",6,1,1/211,-,2.94,-,-,-381,"3,870",13,11,1/161,-,3.77,-,-,"+4,064","7,744",48,13,1/127,-,4.54,-,-
2026-01-08,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-164,"1,363",6,0,1/227,-,2.81,-,-,-160,"4,135",16,10,1/159,-,3.64,-,-,-892,"3,449",10,6,1/216,-,2.67,-,-,-864,"1,414",3,2,1/283,-,2.86,-,-,+525,"5,002",22,9,1/161,-,3.27,-,-
2026-01-07,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,788","4,469",25,9,1/131,-,4.19,-,-,+412,"3,739",19,5,1/156,-,3.23,-,-,-261,"1,826",7,1,1/228,-,2.72,-,-,-479,637,1,0,1/637,-,2.92,-,-,"-1,530","2,510",6,2,1/314,-,2.27,-,-
2026-01-06,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,356","3,443",10,3,1/265,-,2.15,-,-,"-1,110","3,133",8,5,1/241,-,2.53,-,-,-485,"5,093",17,15,1/159,-,3.95,-,-,"+1,704","5,926",33,7,1/148,-,3.23,-,-,"-1,212","5,521",20,7,1/204,-,2.26,-,-
2026-01-04,日,はい,+539,"3,702",19,5,1/154,-,3.26,8,2.0,-120,"3,522",15,4,1/185,-,2.73,53,45.0,"-1,374","5,228",18,9,1/194,-,2.63,94,28.0,"+2,502","6,128",35,11,1/133,-,4.19,6,-,-584,"5,347",23,7,1/178,-,2.64,66,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-03,土,はい,"+1,665","6,233",33,9,1/148,-,3.39,7,-,"-1,108","2,038",5,4,1/226,-,2.96,48,38.0,"-1,653","3,909",11,10,1/186,-,3.24,92,28.0,"+1,701","4,092",24,4,1/146,-,3.25,10,3.0,+455,"8,012",32,22,1/148,-,4.36,64,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-02,金,いいえ,+783,"4,719",20,17,1/128,-,4.95,11,2.0,"+1,048","3,163",18,4,1/144,-,3.46,29,18.0,-520,"3,280",13,5,1/182,-,2.94,84,55.0,"+1,349","6,008",30,13,1/140,-,4.15,9,-,"-1,339","5,218",17,9,1/201,-,2.54,88,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-01,木,いいえ,-611,"1,261",4,1,1/252,-,2.90,18,-,-231,"1,927",8,2,1/193,-,2.97,67,3.0,-966,"2,035",4,5,1/226,-,3.08,64,46.0,-512,959,2,1,1/320,-,2.96,18,-,"-2,108","2,874",5,4,1/319,-,2.27,94,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-31,水,いいえ,-339,"2,879",12,3,1/192,-,2.76,12,-,-143,"4,991",21,12,1/151,-,3.86,65,14.0,"-1,228","2,987",8,6,1/213,-,2.86,51,39.0,-837,"2,219",7,1,1/277,-,2.39,12,-,"-1,562","6,461",19,19,1/170,-,3.74,82,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-30,火,はい,"+1,238","6,564",34,10,1/149,-,3.41,7,-,"-1,035","3,461",12,3,1/231,-,2.30,72,22.0,+359,"7,121",33,11,1/162,-,3.00,46,35.0,+346,"7,662",32,16,1/160,-,3.46,11,4.0,-682,"5,184",20,6,1/199,-,2.32,50,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-29,月,いいえ,"+1,030","3,934",20,8,1/141,-,3.88,10,-,-922,"2,251",6,5,1/205,-,3.11,54,16.0,-731,"4,651",15,9,1/194,-,2.79,83,29.0,"+1,726","4,025",24,6,1/134,-,3.82,16,6.0,-830,"2,219",7,4,1/202,-,3.03,38,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-28,日,はい,+429,"7,006",31,14,1/156,-,3.52,16,-,-464,430,0,1,1/430,-,3.27,41,2.0,"-1,054","2,414",7,4,1/219,-,2.84,75,34.0,-264,"1,175",4,0,1/294,-,2.75,39,15.0,"-1,586","3,449",7,9,1/216,-,2.98,24,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-27,土,はい,-999,"2,241",6,3,1/249,-,2.66,28,11.0,+478,"4,740",24,5,1/163,-,2.85,42,14.0,"-1,111","2,852",9,3,1/238,-,2.47,61,17.0,+326,"5,583",25,12,1/151,-,3.75,44,2.0,-716,"5,694",22,9,1/184,-,2.65,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-26,金,いいえ,"+1,934","7,704",36,30,1/117,-,5.60,12,-,-257,"1,046",3,2,1/209,-,3.25,46,31.0,-119,387,1,0,1/387,-,3.19,48,2.0,+180,"5,221",22,10,1/163,-,3.28,49,1.0,"+1,348","1,962",15,2,1/115,-,3.88,15,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-25,木,いいえ,-272,"1,209",4,2,1/202,-,3.21,17,-,-515,533,0,1,1/533,-,3.15,46,21.0,+693,"5,460",26,10,1/152,-,3.53,50,4.0,-763,"4,541",16,11,1/168,-,3.46,74,24.0,-370,671,1,2,1/224,-,3.40,25,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-24,水,いいえ,+645,"3,075",16,5,1/146,-,3.54,16,-,-399,"1,603",4,4,1/200,-,3.29,43,17.0,"-1,023","1,097",1,1,1/549,-,2.70,82,8.0,-724,"1,160",2,3,1/232,-,3.25,74,31.0,"+1,527","2,809",17,7,1/117,-,4.44,26,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-23,火,いいえ,-254,"5,011",17,16,1/152,-,4.24,25,-,-263,"3,625",14,5,1/191,-,2.74,38,10.0,"-1,157","4,812",17,8,1/192,-,2.67,68,30.0,-528,"4,717",19,4,1/205,-,2.22,81,13.0,-109,"2,875",12,6,1/160,-,3.48,28,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-21,日,はい,"-1,004","1,826",4,3,1/261,-,2.82,25,-,-422,"4,298",16,7,1/187,-,2.79,32,4.0,-286,"1,638",5,2,1/234,-,2.89,58,26.0,-58,"4,015",17,8,1/161,-,3.41,64,6.0,"+2,573","6,444",38,11,1/132,-,4.23,28,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-20,土,はい,-179,"2,923",12,2,1/209,-,2.52,17,-,-574,"2,003",6,1,1/286,-,2.46,26,9.0,-625,"1,388",3,1,1/347,-,2.66,32,6.0,-772,"4,484",16,6,1/204,-,2.45,64,3.0,"-1,315","4,191",13,9,1/191,-,2.98,61,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-19,金,いいえ,+534,"2,499",10,7,1/147,-,3.87,16,-,"+2,428","5,597",31,14,1/124,-,4.80,21,2.0,-135,287,1,0,1/287,-,3.31,19,3.0,-228,"8,002",32,18,1/160,-,3.57,56,27.0,-684,"1,449",4,2,1/242,-,2.95,29,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-18,木,いいえ,+221,"3,231",15,7,1/147,-,3.74,30,5.0,-550,657,1,0,1/657,-,2.90,38,8.0,-665,"1,301",3,1,1/325,-,2.74,12,-,-778,"4,188",15,8,1/182,-,2.99,55,17.0,-223,"2,218",10,3,1/171,-,3.17,25,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-17,水,いいえ,-30,"1,674",8,0,1/209,-,2.75,43,2.0,-166,295,1,0,1/295,-,3.30,35,9.0,+218,"2,837",13,4,1/167,-,3.15,10,-,-674,922,2,0,1/461,-,2.76,41,6.0,"-1,476","3,380",9,8,1/199,-,3.06,26,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
